ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
,"1,3",,34.9,1400000,2480,22,3-46(1)-9/15,2480,ห้างหุ้นส่วนจำกัด พัฒนาการเภสัช,ผลิตยาแผนปัจจุบัน,4276257,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,8
ราษฎร์บูรณะ,34,,28762.77,14000000,2481,164,3-38(2)-1/12,2481,บริษัท อุตสาหกรรมกระดาษสยาม เจ.เอ็น.เค. จำกัด,ทำกระดาษสีน้ำตาล กระดาษไวท์บอร์ด และกระดาษลูกฟูก,462-6137,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,1
ราษฎร์บูรณะ,70/1,,214.36,2000000,2482,3,3-58(1)-6/38,2482,โรงงานคอนกรีตผสมเสร็จ ราษฎร์บูรณะ,"ทำผลิตภัณฑ์คอนกรีตผสมเสร็จได้ปีละ36,000ลูกบาศก์เมตร",-,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,2
สุขสวัสดิ์,425,วัดสน,263.46,1400000,2483,22,3-53(1)-69/34,2483,นายทวีศักดิ์ พรคุณพระ,ทำผลิตภัณฑ์พลาสติก,4627243,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
ประชาอุทิศ,472,,167,75372000,2484,13,3-22(1)-5/36,2484,บริษัท ไทยแมนอินดัสตรีส์ จำกัด,กรอด้าย,4270542,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,397-398,สุขสวัสดิ์ 46,107.66,500000,2485,18,3-53(4)-9/36,2485,บริษัท อินเตอร์ ชัยพัฒนาพลาสติค จำกัด,ทำถุงพลาสติค เชือกพลาสติคและหลอดกาแฟ,,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
ประชาอุทิศ,141/543-547,ประชาอุทิศ 27 แยก 6,76.14,7000000,2486,126,3-28(1)-65/34,2486,บริษัท เอ พี แฟชั่น จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 88 เครื่อง),,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,159,,581.73,93615000,2487,97,3-46(1)-8/15,2487,บริษัท บิ๊ก ไบร๊ท์ ดีเวลล็อปเมนต์ จำกัด,ผลิตยารักษาโรคแผนปัจจุบัน ยาน้ำ ยาเม็ด และยาฉีด,6784085,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,9,สุขสวัสดิ์ 31,77.4,900000,2488,6,3-70-3/25,2488,บริษัท ศรีโพธิ์ทองเมตัลเวิร์ค จำกัด,ทำอุปกรณ์เครื่องปั๊มน้ำ,0 2427 7649,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
ราษฎร์บูรณะ,378/2,,2712.75,1500000,2489,44,3-27(6)-1/35,2489,บริษัท แพดดิ้ง (ไทยแลนด์) จำกัด,ทำแผ่นเส้นใยสังเคราะห์สำหรับใช้ทำผ้านวม เสื้อกันหนาว และหมอน,4637803,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,2
,16,ประชาอุทิศ 22,61.25,2000000,2490,7,3-68-1/33,2490,รวมโชคการช่าง,ทำชิ้นส่วนอะไหล่เครื่องทอผ้า,4275195,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
ประชาอุทิศ,474,,6100.55,52300000,2491,160,3-22(1)-9/16,2491,บริษัท ไทยแมนอินดัสตรีส์ จำกัด,"ทำเส้นใยยืดหยุ่น ย้อมสี และตัดเย็บเสื้อผ้าสำเร็จรูป ได้เส้นใยไนล่อน 582 ตันต่อปี และเสื้อผ้าสำเร็จรูป 50,000 โหลต่อไป",685609,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
ประชาอุทิศ,410/5,,23,450000,2492,2,3-64(2)-34/27,2492,โลหะเจริญ,ทำผลิตภัณฑ์จากโลหะด้วยวิธีปั๊ม เช่น หูถัง,4272061,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,9
ประชาอุทิศ,46,ทิมเรืองเวช,66.83,700000,2493,12,3-67(8)-5/27,2493,บริษัท บูรณะเจริญจักรกล จำกัด,ผลิตชิ้นส่วนเครื่องจักรต่าง ๆ ผลิตหม้อไอน้ำและอุปกรณ์,,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,9
สุขสวัสดิ์,159,สุขสวัสดิ์ 54,318.38,47000000,2494,129,3-22(2)-8/14,2494,บริษัท ศรีเมืองไทย (2525) จำกัด,ทอผ้าเทปและสายต่าง ๆ เช่น เครื่องหมายข้าราชการ ได้ปีละ 48 ตัน,,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,7
สุขสวัสดิ์,159/3,สุขสวัสดิ์ 29,396.87,14000000,2495,25,3-74(3)-6/32,2495,บริษัท ทองรัศมีอีเลคทริคเวิร์คส จำกัด,ทำอุปกรณ์ไฟฟ้า เช่น บาลาส สตาร์ทเตอร์ และคอนเดนเซอร์,4277466,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,391,สุขสวัสดิ์ 33,526.85,15200000,2496,15,3-71-4/42,2496,เฮงเจริญโลหะกิจ,ทำอุปกรณ์พัดลม,,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,2
สุขสวัสดิ์,161,,641.47,8000000,2497,78,3-53(7)-2/46,2497,บริษัท รีเจนท์สตรีท จำกัด,ทำรองเท้า พี วี ซี,24638340,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,302,สุขสวัสดิ์ 20,130,1400000,2498,22,3-64(9)-31/13,2498,ห้างหุ้นส่วนจำกัด สุพจน์ไทยบรอนซ์เทรดดิ้ง,ทำเชิงเทียน และโคมไฟ รูปหล่อและเครื่องใช้อื่น ๆ,4680471,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,8
ราษฎร์บูรณะ,24,-,499.17,2200000,2499,12,3-52(4)-3/46,2499,ไทยสหกิจการยาง,ทำรองเท้าแตะฟองน้ำ,0 2468 0384,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
,"319,321",สุขสวัสดิ์ 30,62,6500000,2500,20,3-39-21/47,2500,บริษัท วิภาวดี บรรจุภัณฑ์ จำกัด,ทำกล่องกระดาษ,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,333-333/1,สุขสวัสดิ์ 7,192,5030000,2501,30,3-64(13)-71/47,2501,บริษัท อ.อุลิน จำกัด,กลึง กัด เจาะ ไส เชื่อม และปั๊มโลหะ,02-8769992-3,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,7
สุขสวัสดิ์,157,สุขสวัสดิ์ 22,853.89,15000000,2502,12,3-53(5)-52/47,2502,นายวินัย พินิจรักษ์ธรรม,ผลิตเม็ดพลาสติก,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,8
สุขสวัสดิ์,4,สุขสวัสดิ์20,69.72,400000,2503,10,3-22(2)-2/59,2503,ห้างหุ้นส่วนจำกัด ย่งกี่ล้ง,ทอผ้า,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,8
สุขสวัสดิ์,26,สุขสวัสดิ์ 30 แยก 4,879.94,0,2504,0,3-10(3)-10/22,2504,โรงงานเส้นก๋วยเตี๋ยวอนามัย,ทำเส้นก๋วยเตี๋ยว,02-4276776,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,409,สุขสวัสดิ์ 7,302.81,5000000,2505,9,ศ3-20(2)-2/35,2505,บริษัท ไบร์วู๊ดฟู้ดแอนด์คอสเมติค จำกัด,ทำเครื่องดื่มเกลือแร่ และแบ่งบรรจุอาหาร,4601145,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,11
ราษฎร์บูรณะ,231,ประคองมิตร,761.1,3500000,2506,20,3-52(4)-3/35,2506,นายสมพล รุ่งชาญวณิชย์,"ผลิตผลิตภัณฑ์จากยาง เช่น รองเท้าผ้าใบ ยางแผ่น รองเท้าแตะ ได้ปีละ 13,200 โหล",4273019,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,7
,173,สุขสวัสดิ์ 22,249.2,6760000,2507,35,3-53(7)-6/21,2507,บริษัท วีเอ็นพี อุตสาหการ จำกัด,ทำรองเท้า พี.วี.ซี.,4270220,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,8
,3,สุขสวัสดิ์ 1 แยก 4,82.89,11000000,2508,7,ศ3-20(1)-1/38,2508,บริษัท บิ๊ก เบล คอร์ปอเรชั่น (ไทยแลนด์) จำกัด,ผลิตน้ำดื่มและน้ำแร่บรรจุขวด,4681132,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
ราษฎร์บูรณะ,331,ประคองมิตร,40.44,100005,2509,4,3-34(4)-1/22,2509,นางสาวสุวรรณี กนกวลัย,ทำฝอยไม้,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,7
,6-เม.ย.,สุขสวัสดิ์ 20 แยก 1,82.5,16000000,2510,7,3-62-5/24,2510,ห้างหุ้นส่วนจำกัด ผลิตภัณฑ์จักรกล,ทำโคมไฟ กระป๋อง ด้ามจอบ และบุ้งกี๋เหล็ก,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
ราษฎร์บูรณะ,239,ประคองมิตร,154.27,500000,2511,7,3-53(1)-27/13,2511,บริษัท ชาญศิริวิสาหกิจ จำกัด,ทำของใช้ด้วยพลาสติก และปากกา,4272227,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,1
สุขสวัสดิ์,641,สุขสวัสดิ์ 26,57.87,35000,2512,5,3-86-1/28,2512,นายประกอบ ชลาธารพิพัฒน์,ทำไม้ปิงปอง,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,2
สุขสวัสดิ์,236,สุขสวัสดิ์ 1,24.09,35000,2513,6,3-74(3)-8/22,2513,พรศิริพานิช,ทำอุปกรณ์ไฟฟ้า เช่น เต้าเสียบ และสวิทช์ไฟฟ้า ทำเครื่องใช้เล็ก ๆ จากโลหะ,4686473,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
,51,,7,75000,2514,1,3-64(1)-89/15,2514,นายสุรศักดิ์ ดำรงคงวิทยานุกูล,ทำภาชนะบรรจุ เช่น กระป๋อง ลูกบิดมุ้งลวด,4684170,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,1,สุขสวัสดิ์ 24,352.98,1900000,2515,12,3-71-50/15,2515,ห้างหุ้นส่วนจำกัด โรงงานเครื่องไฟฟ้าแสตนดาร์ด,ผลิตมอเตอร์ไฟฟ้า พัดลม ปั้มน้ำ และเครื่องเป่าลมอุตสาหกรรม ทำน๊อตและหมุดย้ำ,4680264,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,339/1,สุขสวัสดิ์ 30,167,2000000,2516,20,ศ3-36(1)-20/33,2516,พรชัยลังไม้,ทำลัง และแผ่นรองรับสินค้าจากไม้ยางพารา,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,2
สุขสวัสดิ์,494,สุขสวัสดิ์ 1,35,1000000,2517,6,3-67(5)-2/38,2517,นายธนเนตร์ มานะกุลชัยกิจ,ทำเครื่องปั๊มข้อเสือ,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,11
,4,-,226.05,2000000,2518,10,3-71-6/37,2518,บริษัท แอล.วี.ที.กรุ๊ป จำกัด,"ทำกล่องหรือตู้สำหรับติดตั้งสวิตซ์และอุปกรณ์ไฟฟ้า ได้ปีละ 5,000 ชิ้น",4273035,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,24,สุขสวัสดิ์ 23,288.74,9800000,2519,64,3-64(2)-21/31,2519,บริษัท เกศแก้วดีเวลลอปเมนท์ (ประเทศไทย) จำกัด,ปั๊มโลหะ ทำช้อน ส้อม มีด ถาด หม้อ และถัง,4124683,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,23,สุขสวัสดิ์ 26 แยก 6-1,63.97,2700000,2520,11,3-61-1/33,2520,โลหะชัยวิวัฒน์,ทำแบบพิมพ์โลหะ,4275097,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
,19,สุขสวัสดิ์ 20,70.96,200000,2521,4,3-13(8)-1/12,2521,บริรักษ์พานิช,ทำเครื่องแกง,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,511,รุ่งอรุณ,22.5,230000,2522,2,3-22(2)-3/18,2522,มุ่งไพศาลการทอ,ทอผ้าทุกชนิด (จำนวนเครื่องทอ 16 เครื่อง),,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,11
,6,สุขสวัสดิ์ 26 แยก 5,1995,1550000,2523,25,3-22(3)-1/19,2523,ไทยส่งเสริม,"ย้อมผ้า ได้ปีละ 5,000,000 หลา",4681063,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,726,สุขสวัสดิ์ 5,87.59,14000000,2524,53,3-28(1)-17/38,2524,ห้างหุ้นส่วนจำกัด อุตสาหกรรมผ้านวมไทย,ทำผ้านวมผ้าปูเตียงฯลฯ,4761747,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,11
สุขสวัสดิ์,140,,249.9,1120000,2525,10,3-67(2)-1/18,2525,บริษัท เซ็กกี่เอ็นจิเนียริ่ง จำกัด,ทำเครื่องกลึงโลหะ,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,323,สุขสวัสดิ์ 26,67.2,340000,2526,4,3-53(4)-17/20,2526,พัฒนพลาสติก,ทำถุงพลาสติก,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,2
สุขสวัสดิ์,767,สุขสวัสดิ์ 26,42,400000,2527,7,3-64(1)-24/20,2527,ตั้งสงวนโลหะกิจ,ทำกระป๋องชนิดต่าง ๆ,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,565,สุขสวัสดิ์ 26,60.09,100000,2528,7,3-53(5)-7/23,2528,บักฮะ,ผลิตเม็ดพลาสติกเกรดบี ได้ปีละ 1.2 ตัน,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,8
สุขสวัสดิ์ ,89,สุขสวัสดิ์ 22,57.5,980000,2529,7,3-63(2)-2/33,2529,ห้างหุ้นส่วนจำกัด เจี่ยโซยหยี,ทำของใช้จากโลหะ เช่น กลอนประตู ขอสับ มือจับ กระดิ่ง ตะบันหมาก,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,484,รุ่งอรุณ,70.7,300000,2530,4,3-70-1/41,2530,ห้างหุ้นส่วนจำกัด โรงงานศรีมิตร,ทำถังพักน้ำและเครื่องสูบน้ำ,4682201,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,11
ราษฎร์บูรณะ,294,,168.6,420000,2531,2,3-53(7)-3/53,2531,บริษัท บางกอก เค .เอส.เอส.ชูส์ จำกัด,.,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,7
สุขสวัสดิ์,325,สุขสวัสดิ์ 32,32,0,2532,7,3-95(1)-61/53,2532,อู่วัฒนา-บางปะกอก,ซ่อมละพ่นสียนต์,02-4272442,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,9
เจริญนคร,813,ราษฎร์บูรณะ 1,239.15,5000000,2533,60,3-56-1/52,2533,บริษัท ศรีกรุงธนบุรี จำกัด,ผลิตกระเบื้องมุงหลังคา,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,4,สุขสวัสดิ์ 25 แยก 1,56.5,6350000,2534,9,3-63(2)-18/53,2534,ไทยเจริญชัตเตอร์ส,ทำบังตาประตูเหล็ก,02-4276336,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,1417,สุขสวัสดิ์26,316.9,4000000,2535,223,3-77(2)-2/42,2535,บริษัท เดอะ ไฟน์ อินเตอร์เทรด จำกัด,ทำชิ้นส่วนประดับรถยนต์เช่นคิ้วแต่งบังโคลนรถยนต์ และไม้แขวนเสื้อจากโลหะ,4280899,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
ประชาอุทิศ,19-พ.ย.,,41,8100000,2536,7,3-95(1)-10/44,2536,B-quik,ศูนย์บริการรักษารถยนต์,8734712-4,10140,ทุ่งครุ,ทุ่งครุ,กรุงเทพมหานคร,1
ประชาอุทิศ,79,ประชาอุทิศ 75,144,4000000,2537,15,3-64(12)-33/59,2537,นายพิชัย มนต์ชัยธนกุล,ตัด พับและม้วนโลหะ กลึงโลหะ เช่น จานเบรค,081-8315695,10140,ทุ่งครุ,ทุ่งครุ,กรุงเทพมหานคร,
ประชาอุทิศ,"519/16,519/48-50",ประชาอุทิศ 121,121.41,6000000,2538,176,3-28(1)-56/51,2538,บริษัท ฮงเส็งการทอ จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป,,10140,ทุ่งครุ,ทุ่งครุ,กรุงเทพมหานคร,6
,4,ประชาอุทิศ 79 แยก 7,148.37,1600000,2539,6,3-70-9/51,2539,สยามโลหะ,ทำส่วนประกอบเครื่องปรับอากาศ,,10140,ทุ่งครุ,ทุ่งครุ,กรุงเทพมหานคร,-
ประชาอุทิศ,652,,4753.35,30000000,2540,50,3-64(12)-8/34,2540,บริษัท คอทโก้ เมททอลเวอร์คส จำกัด,ตัด พับและม้วนโลหะ,,10140,ทุ่งครุ,ทุ่งครุ,กรุงเทพมหานคร,
ประชาอุทิศ,197/19-20,ประชาอุทิศ 91/3,19,2350000,2541,4,3-34(2)-1/46,2541,นายเรืองชัย เอื้อสิยาพันธ์,ทำวงกบประตู หน้าต่าง และบานประตู บานหน้าต่าง จากไม้,,10140,ทุ่งครุ,ทุ่งครุ,กรุงเทพมหานคร,2
จรัญสนิทวงศ์,2,จรัญสนิทวงศ์ 86/1,139.5,34000000,2542,20,3-41(1)-17/44,2542,บริษัท วงศ์สว่างการพิมพ์ จำกัด,พิมพ์สิ่งพิมพ์และหนังสือต่าง ๆ,02 8801876,10700,บางอ้อ,บางพลัด,กรุงเทพมหานคร,
จรัญสนิทวงศ์,62,จรัญสนิทวงศ์ 91,98,40000,2543,6,3-64(13)-1/18,2543,ส.ยนตร์นิมิต,รับจ้างกลึงโลหะต่างๆเช่นบู๊ชทองเหลืองเฟืองและสลัก,,10700,บางอ้อ,บางพลัด,กรุงเทพมหานคร,
จรัญสนิทวงศ์,1-มี.ค.,จรัญสนิทวงศ์  63,11.75,3470000,2544,2,3-95(1)-23/45,2544,อู่สมานเจริญยนต์,ซ่อมเครื่องยนต์และรถยนต์,02-4333959,10700,บางบำหรุ,บางพลัด,กรุงเทพมหานคร,
นวมินทร์,492/2,ศรีนครพัฒนา,357.22,25000000,2545,34,3-53(1)-98/47,2545,บริษัท ไทยพาราโพลี จำกัด,ทำผลิตภัณฑ์พลาสติก เช่น ฝาคอรบล้อ กระจังหน้ารถ แผ่นกันโคลน,-,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,5
นวมินทร์,20/14,-,15,2000000,2546,4,3-95(1)-397/47,2546,บริษัท จี เอ็ม ออโต้ เซอร์วิส จำกัด,ซ่อมรถยนต์,0 2944 8024,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,7
เสรีไทย,38/44-48,เสรีไทย 18,318.6,31000000,2547,30,3-73-6/58,2547,บริษัท สติกเกอร์ แอนด์ ปริ้น จำกัด,ผลิตชิ้นส่วนเครื่องใช้ไฟฟ้าจากพลาสติก สติกเกอร์และสิ่งพิมพ์ต่างๆ,,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,4
สุขาภิบาล2,92/515,,43.43,600000,2548,3,3-95(1)-45/39,2548,ห้างหุ้นส่วนจำกัด อู่แดง ออโต้โมบิล (1997),ซ่อม-เคาะพ่นสีรถยนต์,7326934-35,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,2
สุขาภิบาล1,15/2-4,,35.03,6050000,2549,12,3-95(1)-85/39,2549,บริษัท นวมินทร์ฮอนด้า ออโตโมบิล จำกัด,ซ่อมรถยนต์,5103389,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,7
สุขาภิบาล2,88/4,รอดอนันต์2,28.92,8000000,2550,15,3-37-19/40,2550,กิจเจริญ,ทำวงกบประตูหน้าต่างอลูมิเนียมและรับจ้างเจียรขอบ ตัดกระจก,02-3776101,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,1
เสรีไทย,88/7,รอดอนันต์3,188.97,3400000,2551,10,3-37-20/40,2551,ธนพร,ทำเครื่องเรือนกระจกรับจ้างเจียรขอบกระจกเพื่อทำเครื่องเรือนและทำประตู-หน้าต่าง อลูมิเนียม,02-3776101,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,1
เกษตร-นวมินทร์,13/11,-,8.21,1200000,2552,4,3-95(1)-81/48,2552,บริษัท ออโต้ ฟิกซ์ จำกัด,ซ่อมรถยนต์,0 2943 9260-1,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,9
นวมินทร์,,นวมินทร์ 111,2428,29000000,2553,29,3-14-51/47,2553,โรงน้ำแข็งบึงกุ่ม,"ผลิตน้ำแข็งซอง ได้วันละ 2,400 ซอง และทำน้ำแข็งก้อนเล็ก ได้วันละ 200 ตัน",,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,3
นวมินทร์,106/6,,142.23,2600000,2554,47,3-37-9/20,2554,ห้างหุ้นส่วนจำกัด ไม้สักไทยเฟอร์นิเจอร์,ทำเครื่องเรือน,,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,1
เสรีไท,37/1-3,วิทยานนท์,71,6500000,2555,11,3-95(1)-15/41,2555,บริษัท วิทยา ธุรกิจ จำกัด,ซ่อมและเคาะพ่นสีรถยนต์,,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,3
สุขาภิบาล1,46/88,สำนักสงฆ์,70.37,4477000,2556,8,3-63(2)-11/40,2556,บริษัท บี.วี.บี.การช่าง จำกัด,รับทำประตูหน้าต่างเหล็กดัด,,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,10
นวมินทร์,28/9,สมาคมแพทย์,19.74,240000,2557,9,3-95(1)-35/45,2557,อู่นวมินทร์การาจ,เคาะตัวถังรถยนต์,,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,9
นวมินทร์,54/68,,19.5,309000000,2558,13,3-95(1)-138/42,2558,บริษัท เชลล์ ออโต้เซิร์ฟ (ประเทศไทย) จำกัด สาขานวมินทร์,ตั้งศูนย์ถ่วงล้อและซ่อมรถยนต์,,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,7
เจริญกรุง,30,เจริญกรุง 56,255.5,1000000,2559,24,3-92-19/15,2559,บริษัท บูรพาห้องเย็น จำกัด,เก็บรักษาผัก ผลไม้ ปลาและอาหารทะเล,2113433,10120,ยานนาวา,สาทร,กรุงเทพมหานคร,
จันทน์,1721/1,สุจินขจร,19,440000,2560,6,3-95(1)-7/20,2560,อู่สะพาน 5,ซ่อมและพ่นสีรถยนต์,2866839,10120,ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร,
สวนพลู,653/12,สวนพลู 1,53.25,1700000,2561,52,3-84(1)-9/33,2561,บริษัท เซเว่น แองเจิล ครีเอชั่น จำกัด,ทำเครื่องประดับจากเงินและเจียระไนพลอย,,10120,ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร,
พระรามที่ 4,312/5,สุวรรณสวัสดิ์,42.5,330000,2562,8,3-95(1)-14/20,2562,กรุงเทพบริการ,ซ่อมและพ่นสีรถยนต์,,10120,ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร,
นางลิ้นจี่,148/5,เก่งชวน,126.14,24000000,2563,70,3-46(1)-1/15,2563,ห้างหุ้นส่วนจำกัด แสงไทยกำปะนี,ประกอบยารักษาโรคแผนปัจจุบัน ยาเม็ดและยาน้ำ,2862503,10120,ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร,
พระราม 4,1024,,272.06,0,2564,134,3-95(1)-55/41,2564,บริษัท ธนบุรีพานิช จำกัด,ซ่อมและพ่นสีรถยนต์,6798700-9,10120,ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร,
นราธิวาสราชนครินทร์,78,,31.59,30000000,2565,7,3-95(1)-184/53,2565,บริษัท อีซูซุ สยามซิตี้ จำกัด สาขานราธิวาสราชนครินทร์,ซ่อมรถยนต์ ศูนย์บริการบำรุงรักษารถยนต์,,10120,ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร,
นางลิ้นจี่,158/2,เกงชวน,96.21,0,2566,48,3-87(5)-6/56,2566,บริษัท แพนแอดเวอร์ไทซิ่ง จำกัด,"ทำป้ายโฆษณา, ป้ายเครื่องหมายจราจร,ป้ายชื่อถนน,ป้ายโปสเตอร์,สติกเกอร์ซิลด์สกรีน, ผลิตแผ่นป้ายอลูมิเนียมอัดวัสดุสะท้อนแสง",02-2132371-2,10120,ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร,
ประชาราษฎร์สาย 1,1-ม.ค.,ประชาราษฎร์สาย 1 ซอย 3,19.5,1500000,2567,5,3-34(2)-5/60,2567,โรงงานประตูบุญช่วย,ทำวงกบ ขอบประตู ขอบหน้าต่าง บานหน้าต่าง บานประตู และส่วนประกอบที่ทำด้วยไม้ของอาคาร,02-5869561,10800,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,
ประชาราษฎร์สาย1,1570/3,,195,26500000,2568,34,3-64(11)-3/39,2568,บริษัท โลหะไทยสเตนเลส จำกัด,อัดเศษโลหะ,,10800,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,
ประชาชื่น,1025,,15,500000,2569,2,3-95(1)-73/40,2569,วิสุทธิ์ยนต์,ซ่อมช่วงล่างและเครื่องรถยนต์,5853644,10800,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,
