GPS_lng,ตำบล,ประกอบกิจการ,คนงานรวม,เลขทะเบียนเดิม,ถนน,เลขที่,คนงานชาย,จังหวัด,โทรศัพท์,หมู่,ผู้ประกอบการ,ซอย,ชื่อโรงงาน,ไปรษณีย์,คนงานหญิง,_id,อำเภอ,GPS_lat,เงินทุนรวม
100.2837,อ้อมใหญ่,"การตัดหรือเย็บเครื่องนุ่งห่ม เช่น ผลิตชุดชั้นในสตรีและบุรุษ, ตัดเย็บเสื้อผ้าสำเร็จรูป เป็นต้น และการตัดเย็บหรือการผลิตผลิตภัณฑ์ทุกชนิดที่ทำขึ้นจากผ้าหรือสิ่งทอ",870,3-28(1)-74/47นฐ,,เลขที่ 28,170,นครปฐม,02-8115555,8,บริษัท สุขบุญทิพย์ จำกัด,,บริษัท สุขบุญทิพย์ จำกัด,73160,700,230,สามพราน,13.6993,135000000
100.2989833,ไร่ขิง,ตัดเย็บเสื้อผ้าสำเร็จรูป ชุดชั้นใน ชุดนอน ชุดว่ายน้ำ,1416,3-28(1)-85/48นฐ,พุทธมณฑลสาย 5,เลขที่ 74/4,154,นครปฐม,0-2431-1049,11,บริษัท อินเนอแวร์ เซ็นเตอร์ จำกัด,,บริษัท จินตนา อินเตอร์เทรด จำกัด,73210,1262,231,สามพราน,13.74251667,115249600
,สระพัฒนา,ขุด ตัก ดิน ทราย และดูดทรายในที่ดินกรรมสิทธิ์,5,3-3(2)-100/67นฐ,,"เลขที่ โฉนดที่ดินเลขที่ 36414, 36415, 36428, 61370",5,นครปฐม,089-796-9777,6,นางสุดารัตน์  อึ๊งพลาชัย,,บ่อทรายขุมทรัพย์,73180,0,232,กำแพงแสน,,21500000
99.92485865,ทุ่งลูกนก,ขุดดิน และดูดบ่อทราย,5,3-3(2)-140/63นฐ,,"เลขที่ โฉนดที่ดินเลขที่ 3484, 3489",5,นครปฐม,,4,นางสาวธัญพัฒน์ เมฆฉาย,,นางสาวธัญพัฒน์ เมฆฉาย,73140,0,233,กำแพงแสน,14.06014707,18400000
99.88617,ทุ่งลูกนก,ขุด ตัก ดิน และดูดทราย,15,3-3(2)-280/51นฐ,-,เลขที่ -,14,นครปฐม,089-8361004,5,นายอรรถกร ดอกสายหยุด,-,บ่อทราย,73140,1,234,กำแพงแสน,14.0318,31000000
99.90648333,ทุ่งลูกนก,ขุด ตัก ดิน และดูดทราย,13,3-3(2)-442/49นฐ,-,"เลขที่ โฉนดที่ดินเลขที่ 2995,3067",10,นครปฐม,09-8361004,4,นายอรรถกร ดอกสายหยุด,-,บ่อรายบดีพัฒน์,73140,3,235,กำแพงแสน,14.05375,6600000
99.9419,บ้านยาง,ขุด ตัก ดิน และดูดทรายในที่ดินกรรมสิทธิ์,8,3-3(2)-86/49นฐ,-,"เลขที่ โฉนดที่ดินเลขที่ 76160, 93906, 97327",8,นครปฐม,,8,บริษัท รวมโชคบ่อทราย จำกัด,-,บริษัท รวมโชคบ่อทราย จำกัด,73000,0,236,เมืองนครปฐม,13.87165,71000000
100.1745833,ไทรงาม,"ขุดและดูดทรายบก ได้ปีละ 1,800,000 ลูกบาศก์เมตร",30,3-3(4)-1/39นฐ,,เลขที่ 63,30,นครปฐม,01-937-2700,1,บริษัท วอลตัน เอสเตท จำกัด,,บริษัท วอลตัน เอสเตท จำกัด ,73130,0,237,บางเลน,14.08401667,216500000
,ดอนรวก,ขุด ตัก ดิน และดูดทรายในที่ดินกรรมสิทธิ์,8,3-3(4)-11/62นฐ,,เลขที่ ,8,นครปฐม,,2,บริษัท พี.เอ็น.ซี.พร็อพเพอร์ตี้ส์,,บริษัท พี.เอ็น.ซี.พร็อพเพอร์ตี้ส์,11110,0,238,ดอนตูม,,50000000
100.254703,นราภิรมย์,ขุด ตัก ดิน และดูดทรายในที่ดินกรรมสิทธิ์,8,3-3(4)-39/49นฐ,-,"เลขที่ โฉนดที่ดินเลขที่ 18339, 19340",8,นครปฐม,,8,บริษัท พี.ซี.ทรายทอง จำกัด,-,บริษัท พี.ซี.ทรายทอง จำกัด,73130,0,239,บางเลน,13.920788,65000000
99.961272,ทุ่งบัว,ดูดทรายและขุด ตักดินในที่ดินกรรมสิทธิ์,5,3-3(4)-4/51นฐ,จันทรุเบกษา,เลขที่ 131,5,นครปฐม,,8,นายชาลี แจ่มทิม,-,สมหมายพัฒนา 4,73140,0,240,กำแพงแสน,14.04253,17500000
100.0037204,สระพัฒนา,ดูดทรายในที่ดินกรรมสิทธิ์,4,3-3(4)-52/61นฐ,,"เลขที่ โฉนดที่ดินเลขที่ 61289, 61293, 61294, 61295, 61304,61305, น.ส.3ข39 และ 62219",4,นครปฐม,,5และ 6,บริษัท จรัสเกียรติศักดิ์ จำกัด,,บริษัท จรัสเกียรติศักดิ์ จำกัด,73210,0,241,กำแพงแสน,14.09776929,10000000
100.12272,ดอนรวก,ขุด ตัก ดิน และดูดทรายในที่ดินกรรมสิทธิ์,8,3-3(4)-56/50นฐ,-,เลขที่ -,8,นครปฐม,,2,บริษัท พี.เอ็น.ซี. พร็อพเพอร์ตี้ส์ จำกัด,-,บริษัท พี.เอ็น.ซี. พร็อพเพอร์ตี้ส์ จำกัด,73150,0,242,ดอนตูม,13.89232,50000000
99.946874,ทุ่งลูกนก,ดูดทรายในที่ดินกรรมสิทธิ์ การขุดทรายหรือดิน,4,3-3(4)-57/50นฐ,นครปฐม-สุพรรณบุรี,เลขที่ -,4,นครปฐม,,17,นายอานันท์ บัวบุตร,-,โชคดีทรายทอง,73140,0,243,กำแพงแสน,14.04471,7000000
100.02774,สระพัฒนา,ดูดทราย,3,3-3(4)-72/51นฐ,,เลขที่ ,3,นครปฐม,02-5555000,,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด,,บริษัท ศิลาสานนท์ จำกัด,73140,0,244,กำแพงแสน,14.08605,5600000
99.98611667,สระพัฒนา,ตัดเย็บรองเท้าหนัง,448,3-33-1/34นฐ,มาลัยแมน,เลขที่ 9,205,นครปฐม,,12,บริษัท บาซินี่ เอนเตอร์ไพรส์ จำกัด,-,บริษัท บาซินี่ เอนเตอร์ไพรส์ จำกัด,73140,243,245,กำแพงแสน,14.08225,7000000
100.2829,อ้อมใหญ่,ผลิตรองเท้า,58,3-33-2/34นฐ,เพชรเกษม,เลขที่ 23/235,28,นครปฐม, ,8,บริษัท ไทยรายอ์เกอร์ เอ็กซ์ปอร์ต อิมปอร์ต จำกัด,,บริษัท เค เพ็ดดิ เวิร์คซ จำกัด,73160,30,246,สามพราน,13.7018,9050000
100.23765,ลำพญา,"ทำเครื่องเรือนเครื่องใช้ในบ้าน,ประตูไม้อัด,ลังไม้อัด,วงกบประตูหน้าต่าง,ไม้รองยกสินค้า,ลังไม้ และแผ่นชิ้นไม้อัดโดยใช้ไม้แปรรูปและไม้ท่อน",150,3-34(1)-1/45นฐ,ลำพญา-บางภาษี,เลขที่ 82,80,นครปฐม,,11,บริษัท ไม้อัดลำพญา จำกัด,,บริษัท ไม้อัดลำพญา จำกัด,73130,70,247,บางเลน,13.95701667,160000000
100.2649333,บัวปากท่า,ทำไม้อัด,100,3-34(4)-7/49นฐ,-,เลขที่ 55,60,นครปฐม,,9,บริษัท สตาร์ พลายวู้ด จำกัด,-,บริษัท สตาร์ พลายวู้ด จำกัด,73130,40,248,บางเลน,14.16118333,43500000
100.2240167,ท่าตลาด,ทำเครื่องเรือนจากไม้,74,3-37-1/31นฐ,เพชรเกษม,เลขที่ 51/10,25,นครปฐม,311077,2,บริษัท นครทองทอปปิคอลวูด จำกัด,,บริษัท นครทองทอปปิคอลวูด จำกัด,73110,49,249,สามพราน,13.74648333,2500000
100.2762667,ไร่ขิง,ตัดฟองน้ำสำหรับเก้าอี้นั่ง,30,3-37-2/34นฐ,เพชรเกษม,เลขที่ 6,15,นครปฐม,,14,นายประสิทธิ์ จงเจริญพรสุข,ร่วมใจ,บริษัท ป.จงเจริญ จำกัด,73210,15,250,สามพราน,13.71705,720000
99.99526667,สระสี่มุม,ทำเครื่องเรือนจากไม้,115,3-37-86/48นฐ,-,เลขที่ 120,75,นครปฐม,034-351187,9,บริษัท เฟอร์มาร์ท จำกัด,-,บริษัท โฮมวู้ด จำกัด,73140,40,251,กำแพงแสน,14.04348333,60000000
100.2616833,ไร่ขิง,ทำกระดาษแข็ง,26,3-38(2)-1/12นฐ,เพชรเกษม,เลขที่ 1/22,26,นครปฐม,321210,2,บริษัท กระดาษแข็งไทย จำกัด,วัดไร่ขิง,บริษัท กระดาษแข็งไทย จำกัด,73210,0,252,สามพราน,13.74058333,0
100.2302667,ท่าตลาด,ผลิตกระดาษจากเศษกระดาษ,53,3-38(2)-1/23นฐ,สายที่ 7,เลขที่ 59/3,46,นครปฐม,034 311645,2,ห้างหุ้นส่วนจำกัด สามพรานภรณ์เปเปอร์,,บริษัท สามพรานภรณ์เปเปอร์ จำกัด,73110,7,253,สามพราน,13.75238333,35880000
100.1624333,หินมูล,ผลิตกระดาษกล่องขาวเคลือบมัน กระดาษแข็ง กระดาษคราฟท์,130,3-38(2)-1/34นฐ,บางเลน-บางหลวง,เลขที่ 89,0,นครปฐม,,1,บริษัท บางเลนเปเปอร์มิลล์ จำกัด,,บริษัท บางเลนเปเปอร์มิลล์ จำกัด,73190,130,254,บางเลน,14.0927,275000000
99.94498333,บ้านยาง,ทำกระดาษแข็ง และกระดาษสีน้ำตาล,16,3-38(2)-1/35นฐ,ร.พ.ช.สายนครปฐม-บ้านโป่ง,เลขที่ 68/1,8,นครปฐม,2914426,2,บริษัท สยามอินเตอร์เปเปอร์ จำกัด,-,บริษัท คิงส์เปเปอร์ จำกัด,73000,8,255,เมืองนครปฐม,13.8697,23000000
100.0144333,วังน้ำเขียว,ผลิตกระดาษสีน้ำตาล,88,3-38(2)-1/40นฐ,คงทอง,เลขที่ 2/1,88,นครปฐม,01-9128376,8,นายวันชัย เตชะเวชนุกูร,,บริษัท กฤษณะมงคล จำกัด,73140,0,256,กำแพงแสน,13.95033333,15000000
100.0185376,ลำเหย,ผลิตกระดาษคราฟท์,75,3-38(2)-1/60นฐ,,เลขที่ 78/1,75,นครปฐม,,3,บริษัท สตาร์คราฟท์ อินดัสตรี้ จำกัด,,บริษัท สตาร์คราฟท์ อินดัสตรี้ จำกัด,74000,0,257,ดอนตูม,13.96578341,180000000
99.91693333,บ้านยาง,ผลิตกระดาษ,84,3-38(2)-4/49นฐ,-,เลขที่ 99/9,42,นครปฐม,,7,บริษัท พานทอง เปเปอร์ จำกัด,-,บริษัท พานทอง เปเปอร์ จำกัด,73000,42,258,เมืองนครปฐม,13.88106667,250000000
100.526842,ลำเหย,ผลิตกล่องกระดาษ,73,3-39-11/63นฐ,,เลขที่ 68/1,43,นครปฐม,,,บริษัท โชคคูณโชค เอ็นเตอร์ไพร์ส จำกัด,,บริษัท โชคคูณโชค เอ็นเตอร์ไพร์ส จำกัด,73150,30,259,ดอนตูม,13.63555635,205000000
,สัมปทวน,ผลิตกล่องบรรจุภัณฑ์ พิมพ์สิ่งพิมพ์ต่าง ๆ และกระดาษลูกฟูก,70,3-39-14/65นฐ,,เลขที่ 69,35,นครปฐม,085-2475157,5,บริษัท บีเอ็ม คอนเทนเนอร์ จำกัด,,บริษัท  บีเอ็ม คอนเทนเนอร์ จำกัด,73120,35,260,นครชัยศรี,,31000000
,บ้านหลวง,ทำกระดาษลูกฟูกและกล่องกระดาษ,15,3-39-17/65นฐ,,"เลขที่ โฉนดที่ดินเลขที่ 293 , 8009",12,นครปฐม,,3,บริษัท เจ้อเจียง เปเปอร์ อินดัสทรี (ไทยแลนด์) จำกัด,,บริษัท เจ้อเจียง เปเอร์ อินดัสทรี (ไทยแลนด์) จำกัด,73150,3,261,ดอนตูม,,55000000
100.2710196,ไร่ขิง,ทำกล่องกระดาษลูกฟูก,35,3-39-2/34นฐ,พุทธมณฑลสาย 5,เลขที่ 99/9,25,นครปฐม,,9,บริษัท เค.พี.เอ็น.บรรจุภัณฑ์ จำกัด,สายวัดท่าดูด-ไร่ขิง,บริษัท เค.พี.เอ็น.บรรจุภัณฑ์ จำกัด,73210,10,262,สามพราน,13.75804078,16000000
,กระทุ่มล้ม,กล่องบรรจุภัณฑ์และกระดาษลูกฟูก,30,3-39-2/54นฐ,พุทธมณฑลสาย 4,เลขที่ 36/14,20,นครปฐม,028130089-91,5,นายพงษ์ศักดิ์ ทิพยพรกุล,กระทุ่มล้ม 28,บริษัท พี.เอ็น.บี.เปเปอร์บ๊อกซ์ จำกัด,73220,10,263,สามพราน,,70000000
100.29875,ไร่ขิง,ฆ่าสัตว์ และชำแหละสัตว์ปีก,1188,3-4(1)-1/21นฐ,พุทธมณฑลสาย 5,เลขที่ 87,426,นครปฐม,02-4204717-9,9,บริษัท แหลมทองผลิตภัณฑ์อาหาร จำกัด,,บริษัท แหลมทองผลิตภัณฑ์อาหาร จำกัด,73210,762,264,สามพราน,13.72035,0
99.98098873,สระพัฒนา,ฆ่าสัตว์ ล้างชำแหละแปรรูปเนื้อไก่และบรรจุในภาชนะที่ผนึกและอากาศเข้าไม่ได้,20,3-4(1)-11/63นฐ,,เลขที่ 73,20,นครปฐม,,,บริษัท ไพรัชกรุ๊ป ฟู้ดส์ จำกัด,,บริษัท ไพรัชกรุ๊ป ฟู้ดส์ จำกัด,73180,0,265,กำแพงแสน,14.09586315,63000000
100.023811,บางแขม,ฆ่าเป็ดและแช่แข็งเป็ด และผลิตก๊าซชีวภาพ,99,3-4(1)-15/55นฐ,-,เลขที่ 119,39,นครปฐม,034-251-073,4,บริษัท ไทยรุ่งกิจ ไวท์ดั๊ก จำกัด,-,บริษัท ไทยรุ่งกิจ ไวท์ดั๊ก จำกัด,73000,60,266,เมืองนครปฐม,13.804692,101532775
99.87781265,ทุ่งลูกนก,โรงฆ่าและชำแหละสัตว์ปีก เช่น ไก่,228,3-4(1)-20/60นฐ,,เลขที่ 99/99,114,นครปฐม,02-9220889,4,บริษัท สยามฟีดแอนด์ฟู้ด จำกัด,,บริษัท สยามฟีดแอนด์ฟู้ด จำกัด,11000,114,267,กำแพงแสน,14.07420475,58872000
,ทุ่งบัว,ฆ่าและชำแหละชิ้นส่วนสุกร,2570,3-4(1)-9/64นฐ,-,เลขที่ 224,1285,นครปฐม,,6,บริษัท ไทย ฟู้ดส์ สไวน อินเตอร์เนชั่นแนล จำกัด,-,บริษัท ไทย ฟู้ดส์ สไวน อินเตอร์เนชั่นแนล จำกัด,73140,1285,268,กำแพงแสน,,2158724474
,ห้วยพระ,ฆ่าสัตว์ เช่น ไก่,130,3-4(1)-9/66นฐ,,เลขที่ 99/2,70,นครปฐม,,3,บริษัท นิยมทรัพย์ ฟู้ดส์ จำกัด,,บริษัท นิยมทรัพย์ ฟู้ดส์ จำกัด,73150,60,269,ดอนตูม,,245455002
100.2179167,ขุนแก้ว,แปรรูปเนื้อสัตว์ ฆ่า ชำแหละสุกรและห้องเย็น,293,3-4(2)-1/29นฐ,นครชัยศรีสาย 7,เลขที่ 12/2,108,นครปฐม,034-990560,2,บริษัท เฟรชมีทโพรเซสซิ่ง จำกัด,,บริษัท เฟรชมีทโพรเซสซิ่ง จำกัด,73120,185,270,นครชัยศรี,13.7812,145997633
,สามควายเผือก,"ชำแหละ , แปรรูปปรุงรส , แปรรูปปรุงสุก ผลิตภัณฑ์จากเนื้อสัตว์ ",102,3-4(2)-3/65นฐ,,เลขที่ 19,68,นครปฐม,034-41090,6,บริษัท ซีเอสพี ฟูดส์ ซัพพลาย จำกัด ,,บริษัท ซีเอสพี ฟูดส์ ซัพพลาย จำกัด,73000,34,271,เมืองนครปฐม,,198000000
,อ้อมใหญ่,อาหารและเครื่องดื่มสำเร็จรูป อาหารสำเร็จรูปแช่แข็ง ข้าวกล่อง บะหมี่ ซอส และพริกแกง,25,3-4(3)-14/62นฐ,,เลขที่ -,15,นครปฐม,063-653-6289,8,บริษัท ฮั่วเซ่งฮง เกรทฟู้ดส์พลัส จำกัด,,บริษัท ฮั่วเซ่งฮง เกรทฟู้ดส์พลัส จำกัด,10170,10,272,สามพราน,,115750000
100.2576,บ้านใหม่,ทำลูกชิ้น และไส้กรอก จาก เนื้อ หมู ปลา ไก่,77,3-4(3)-8/47นฐ,-,เลขที่ 99/9,46,นครปฐม,02-4294677,4,บริษัท บิ๊กบอล ฟู้ด จำกัด,-,บริษัท บิ๊กบอล ฟู้ด จำกัด,73110,31,273,สามพราน,13.68173333,36000000
100.29875,ไร่ขิง,ผลิตเนื้อไก่ปรุงสุกแช่แข็ง,226,3-4(6)-1/45นฐ,พุทธมณฑลสาย 5,เลขที่ 119,56,นครปฐม,02-420-0835,9,บริษัท แหลมทองผลิตภัณฑ์อาหาร จำกัด,     -,บริษัท แหลมทองผลิตภัณฑ์อาหาร จำกัด,73210,170,274,สามพราน,13.72035,293000000
100.2293333,ท่าตลาด,ผลิตกระดาษกาวและเทปกาว,14,3-40(1)-1/34นฐ,พุทธมณฑลสาย 7,เลขที่ 136,9,นครปฐม,321467,2,บริษัท ยู ซี เอ็นเตอร์ไพรส์ จำกัด,,บริษัท ยู ซี เอ็นเตอร์ไพรส์ จำกัด,73110,5,275,สามพราน,13.75298333,17476000
100.30034,ไร่ขิง,พิมพ์สิ่งพิมพ์,202,3-41(1)-12/53นฐ,พุทธมณฑลสาย 5,เลขที่ 555,112,นครปฐม,02-1155116 ต่อ 143,12,บริษัท รุ่งศิลป์การพิมพ์ (1977) จำกัด,,บริษัท รุ่งศิลป์การพิมพ์ (1977) จำกัด,73210,90,276,สามพราน,13.74706,360000000
100.30335,ไร่ขิง,"ผลิตกรีเซอรอล โมโนสเตียเรท ซอร์บิแทน โมโนโอลีเอท และเลดออคโตเอท ได้ปีละ 3,000 ตัน",65,3-42(1)-2/35นฐ,พุทธมณฑล สาย 5,เลขที่ 66/52,45,นครปฐม,,12,บริษัท เป่าไท่ อินดัสเตรียล (ประเทศไทย) จำกัด,,บริษัท เป่าไท่ อินดัสเตรียล (ประเทศไทย) จำกัด,73210,20,277,สามพราน,13.74133333,32194677
100.2023833,คลองใหม่,ผลิตปุ๋ยเคมี,24,3-43(1)-1/22นฐ,เพชรเกษม,เลขที่ 79/1,24,นครปฐม,,6,ห้างหุ้นส่วนจำกัด เอเซียกสิกรเคมี,,ห้างหุ้นส่วนจำกัด เอเซียกสิกรเคมี,73110,0,278,สามพราน,13.74948333,5700000
100.11335,สามควายเผือก,ผสม แบ่งบรรจุยากำจัดแมลงต่าง ๆ และปุ๋ยเคมี,48,3-43(1)-1/26นฐ,,เลขที่ 151,4,นครปฐม,,8,บริษัท ลัดดา จำกัด,,บริษัท ไอ ซี พี ลัดดา จำกัด,73000,44,279,เมืองนครปฐม,13.85123333,0
100.2340167,ท่าตลาด,ผสมปุ๋ยอินทรีย์และปุ๋ยอินทรีย์เคมี,30,3-43(1)-1/32นฐ,พุทธมณฑลสาย 7,เลขที่ 34/3,22,นครปฐม,321199,10,บริษัท สหปุ๋ยสยาม จำกัด,วัดทรงคนอง,บริษัท สหปุ๋ยสยาม จำกัด,73110,8,280,สามพราน,13.75273333,12000000
100.0585333,สนามจันทร์,ผสมปุ๋ยและสารเคมีกำจัดศัตรูพืช,81,3-43(1)-1/33นฐ,,เลขที่ 80,45,นครปฐม,255668,4,บริษัท เอราวัณเคมีเกษตร จำกัด,,บริษัท เอราวัณเคมีเกษตร จำกัด,73000,36,281,เมืองนครปฐม,13.78261667,158000000
100.3287667,กระทุ่มล้ม,ผลิตปุ๋ยเคมี ผลิตและบรรจุปุ๋ยอินทรีย์ ปุ๋ยอินทรีย์ชีวภาพ ปุ๋ยอินทรีย์เคมี และวัสดุปรับปรุงดิน,10,3-43(1)-2/27นฐ,พุทธมณฑลสาย 4,เลขที่ 30,10,นครปฐม,0-2429-2311,6,บริษัท อนันต์ส่งเนริมเกษตรกรรม จำกัด,,บริษัท อนันต์ส่งเสริมเกษตรกรรม จำกัด,73220,0,282,สามพราน,13.73343333,3100000
100.09616,ลำลูกบัว,"ผลิตและจำหน่ายปุ๋ยอินทรีย์,ปุ๋ยอินทรีย์-เคมี,ปุ๋ยชีวภาพ",70,3-43(1)-3/52นฐ,พลดำริห์ (ทล3035),เลขที่ -,40,นครปฐม,,3,บริษัท ไทยฟาร์เมอร์ โปรดักส์ซัคเซส จำกัด,-,บริษัท ไทยฟาร์เมอร์ โปรดักส์ซัคเซส จำกัด,73150,30,283,ดอนตูม,14.0116,381410000
100.10846,ดอนตูม,ผลิตปุ๋ยอินทรีย์ และแบ่งบรรจุปุ๋ยเคมี,14,3-43(1)-92/51นฐ,,เลขที่ 128,8,นครปฐม,,5,บริษัท แซคอากริเทค จำกัด,,บริษัท แซคอากริเทค จำกัด,73130,6,284,บางเลน,13.98371,3000000
100.258,อ้อมใหญ่,ผลิตเม็ดพลาสติกพี วี ซี,33,3-44-2/49นฐ,,เลขที่ 9/15,10,นครปฐม,02-8127971-6,3,บริษัท ไทยยูเนี่ยนไวร์ จำกัด,,บริษัท ไทยยูเนี่ยนไวร์ จำกัด,73160,23,285,สามพราน,13.70716667,21030000
100.3328167,กระทุ่มล้ม,ทำสีน้ำมัน และทำผลิตภัณฑ์ยาง,23,3-45(1)-1/33นฐ,พุทธมณฑล สาย 4,เลขที่ 31/1,13,นครปฐม,,5,บริษัท ดราโก อินดัสตรี (ประเทศไทย) จำกัด,,บริษัท ดราโก อินดัสตรี (ประเทศไทย) จำกัด,73220,10,286,สามพราน,13.72535,3900000
100.2684833,อ้อมใหญ่,ทำสีน้ำมัน ปริมาณการผลิต 180 ตัน/ปี,12,3-45(1)-1/37นฐ,เพชรเกษม,เลขที่ 41,2,นครปฐม,,6,บริษัท นาโกย่าเพนท์ (ประเทศไทย) จำกัด,วัดอ้อมใหญ่,บริษัท นาโกย่าเพนท์ (ประเทศไทย) จำกัด,73160,10,287,สามพราน,13.69476667,4000000
99.96583555,กำแพงแสน,ผลิตยาแผนปัจจุบัน,69,3-46(1)-2/55นฐ,,เลขที่ 178,16,นครปฐม,02-9644912-4,11,บริษัท บิ๊ค เคมิคอล จำกัด,,บริษัท บิ๊ค เคมิคอล จำกัด,73140,53,288,กำแพงแสน,14.04557844,124562000
100.2790333,อ้อมใหญ่,ผลิตผลิตภัณฑ์จากสำลี เช่น สำลีปั่นหู ทำของใช้จากพลาสติก และกรอ ตัด และแบ่งบรรจุกระดาษกาว,112,3-46(3)-1/31นฐ,เพชรเกษม,เลขที่ 97/10,38,นครปฐม,4202745,8,บริษัท เอเวอร์จอย จำกัด,,บริษัท เอเวอร์จอย จำกัด,73160,74,289,สามพราน,13.70428333,36000000
100.2209,ยายชา,ผลิตสบู่ แชมพู เครื่องสำอาง ยาสีฟัน,100,3-47(1)-2/45นฐ,     -,เลขที่ 24/74,30,นครปฐม,     -,5,บริษัท บี เอ เอส แมนูแฟคเจอริ่ง จำกัด,     -,บริษัท บี เอ เอส แมนูแฟคเจอริ่ง จำกัด,73110,70,290,สามพราน,13.73856667,160000000
100.19095,สัมปทวน,ผลิตเครื่องสำอาง เช่น แป้งน้ำ ครีม,105,3-47(3)-1/22นฐ,,เลขที่ 1,25,นครปฐม,331429,4,บริษัท สีมาเจริญ จำกัด,,บริษัท สีมาเจริญ จำกัด,73120,80,291,นครชัยศรี,13.81706667,6260000
100.0742679,บ่อพลับ,"ผสมแวกซ์,น้ำยาล้างจาน,น้ำยาล้างห้องน้ำ,น้ำยาปรับผ้านุ่ม,ผงซักฟอก,น้ำยาซักผ้า,ผงล้างเครื่องมือแพทย์",10,3-48(1)-1/27นฐ,ถวิลพัฒนา,เลขที่ 61,10,นครปฐม,,7,บริษัท สหวรกิจ จำกัด,,บริษัท สหวรกิจ จำกัด,73000,0,292,เมืองนครปฐม,13.84024461,1600000
100.2781833,ไร่ขิง,ผลิตแผ่นฉนวนสำหรับห้องเย็น,88,3-48(11)-1/32นฐ,เพชรเกษม,เลขที่ 190,88,นครปฐม,02-4206125-7,14,บริษัท โมดูล่าร์ คอมพาวด์ จำกัด,,บริษัท โมดูล่าร์ คอมพาวด์ จำกัด,73210,0,293,สามพราน,13.71371667,19870000
100.1993667,คลองใหม่,ทำผลิตภัณฑ์เคมีสำหรับผสมคอนกรีต และทำสีน้ำมัน,18,3-48(3)-1/33นฐ,เพชรเกษม,เลขที่ 48/1,13,นครปฐม,678-4222,6,บริษัท ยูบิส (เอเซีย) จำกัด,,บริษัท ยูบิส (เอเซีย) จำกัด(มหาชน),73110,5,294,สามพราน,13.75098333,21500000
100.1712,ท่าตำหนัก,ผลิตน้ำมันมินต์ ผลิตเมนธอลเกล็ดและผลิตน้ำมันยูคาลิปตัส,56,3-48(9)-1/18นฐ,เพชรเกษม,เลขที่ 2,36,นครปฐม,331170,2,บริษัท เมนธอลไทยอิมปอร์ต เอ็กซ์ปอร์ต จำกัด,,บริษัท ทรู อินดัสทรี จำกัด,73120,20,295,นครชัยศรี,13.79586667,0
100.0061,ห้วยขวาง,ผลิตนมสดพาสเจอไรส์,28,3-5(1)-1/40นฐ,มาลัยแมน,เลขที่ 95,21,นครปฐม,204249,2,สหกรณ์โคนมนครปฐม จำกัด,,สหกรณ์โคนมนครปฐม จำกัด,73140,7,296,กำแพงแสน,13.92118333,40400881
100.2331333,ท่าข้าม,ผลิตนมสเตอริไลส์ นมเปรี้ยว น้ำผลไม้และผลิตน้ำที่ผลิตจากข้าว ธัญญพืช,86,3-5(1)-1/44นฐ,เพชรเกษม,เลขที่ 37/5,62,นครปฐม,034-287593-4,1,บริษัท ไทยแอ็ดว้านซ์ฟูด จำกัด,,บริษัท บีทาเก้น จำกัด,73110,24,297,สามพราน,13.71141667,47000000
100.196348,ขุนแก้ว,ผลิตเครื่องดื่ม อาหารนมพาสเจอร์ไรส์ อาหารนมยูเอชที นมสดปรุงแต่ง อาหารนมเปรี้ยว น้ำนมถั่วเหลือง,110,3-5(1)-3/57นฐ,พุทธมณฑลสาย 8,เลขที่ 137/9,90,นครปฐม,034-339020,1,บริษัท ดัชมิลล์ จำกัด,,บริษัท ดัชมิลล์ จำกัด,73120,20,298,นครชัยศรี,13.758993,136321231
100.27569,คลองโยง,ผลิตภัณฑ์นม เครื่องดื่มและอาหารในภาชนะบรรจุที่ปิดสนิท,17,3-5(2)-1/51นฐ,-,เลขที่ 77/65,10,นครปฐม,,7,บริษัท ซิปโซ่ท้อปปิคอลดริ๊ง จำกัด,-,บริษัท ซิปโซ่ท้อปปิคอลดริ๊ง จำกัด,73170,7,299,พุทธมณฑล,13.88647,26000000
99.985009,ทุ่งกระพังโหม,ผลิตแอสฟัลต์ติกคอนกรีต,7,3-50(4)-1/37นฐ,ค่ายลูกเสือ,เลขที่ 19/1,7,นครปฐม, ,3,บริษัท สิทธิมงคลรังสี จำกัด,,บริษัท แสงชัยโชค จำกัด,73140,0,300,กำแพงแสน,14.00543,24500000
100.2838,อ้อมใหญ่,หล่อดอกยางรถยนต์,20,3-51-1/24นฐ,เพชรเกษม,เลขที่ 2/5,20,นครปฐม,02-4203094,8,นางมาลินี จงยิ่งยศ,,,73160,0,301,สามพราน,13.71003333,1100000
100.1932167,บางเลน,หล่อดอกยางรถยนต์,30,3-51-1/35นฐ,,เลขที่ 71,28,นครปฐม,,7,บริษัท สันติภาพรับเบอร์ (2002) จำกัด,,บริษัท สันติภาพรับเบอร์ (2002) จำกัด,73130,2,302,บางเลน,14.01478333,19000000
100.2061167,คลองใหม่,"ผลิตยางรถยนต์ (กำลังการผลิต 115,200 เส้นต่อปี)",704,3-51-1/37นฐ,เพชรเกษม,เลขที่ 55,532,นครปฐม,034-223333,7,บริษัท ยางโอตานิ จำกัด,,บริษัท ยางโอตานิ จำกัด,73110,172,303,สามพราน,13.74626667,1528355000
