ถนน,เลขที่,ซอย,FID,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
บ้านคลองตะเคียน,เลขที่ 89/8,เพิ่มชัย,20110020525518,487.76,17000000,304,จ3-105-205/51สป,304,บริษัท ไฉ ฟู่ เทรดดิ้ง จำกัด,02 701 3551,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย ทำเม็ดพลาสติกจากเม็ดพลาสติกใช้แล้ว บด-ย่อยเศษพลาสติก,30,10280,แพรกษาใหม่,เมืองสมุทรปราการ,สมุทรปราการ,2.0
สุขุมวิท,เลขที่ 238,วัดปานประสิทธาราม,20110020625516,276,20000000,305,จ3-105-206/51สป,305,บริษัท จงสุทธา จำกัด,081 632 1022,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย การตัดและย่อยเศษด้ายหรือเศษผ้า,10,10550,คลองด่าน,บางบ่อ,สมุทรปราการ,12.0
บางพลี-ตำหรุ,เลขที่ 871,สุนทรวิภาค,20110021225514,340,18000000,306,จ3-105-212/51สป,306,บริษัท สหไทย รีไซเคิล จำกัด,02 347 4645,คัดแยกวัสดุเหลือใช้ที่ไม่ใช่วัตถุอันตราย,10,10280,แพรกษาใหม่,เมืองสมุทรปราการ,สมุทรปราการ,2.0
,เลขที่ 594,,20110021425510,136.25,5000000,307,จ3-105-214/51สป,307,นายกฤช นิยมกิจสัมฤทธิ์,,"คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น พลาสติก,ทองเหลือง,ทองแดง,เศษเหล็ก,เศษอลูมิเนียม,เศษกระดาษ,เศษแก้ว,เศษไม้,เศษผ้าและทำผลิตภัณฑ์พลาสติก บดย่อยเศษพลาสติก",9,10290,บ้านคลองสวน,พระสมุทรเจดีย์,สมุทรปราการ,2.0
เทพารักษ์,เลขที่ 135,วัดราษฎร์บูรณะ,20110024525514,450,7000000,308,จ3-105-245/51สป,308,บริษัท เทพาอุดมสิน 2003 จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,10540,บางปลา,บางพลี,สมุทรปราการ,2.0
เทพารักษ์,เลขที่ 79/29,ธนสิทธิ์,20110003025528,89,9750000,309,จ3-105-30/52สป,309,บริษัท นีค อินเตอร์ คอร์ปอเรชั่น จำกัด,02 745 6882,คัดแยกวัสดุที่ไม่ใช้แล้ว ชนิดที่ไม่เป็นอันตราย ได้แก่ พลาสติก ยาง ฯลฯ และบดเศษยาง และพลาสติก,5,10540,บางพลีใหญ่,บางพลี,สมุทรปราการ,19.0
ปู่เจ้าสมิงพราย,เลขที่ 130/10,วัดมหาวงษ์,20110104925501,37,2700000,310,จ3-105-49/50สป,310,บริษัท แสนสุขเมททัล จำกัด,02 748 5915-6,คัดแยกวัสดุที่ไม่ใช้แล้ว ประเภทชนิดที่ไม่เป็นอันตรายได้แก่ วัสดุโลหะต่างๆ เช่น เหล็ก ทองแดง ทองเหลือง,20,10130,สำโรง,พระประแดง,สมุทรปราการ,4.0
บางนา-ตราด,เลขที่ 41/21,พลูเจริญ,20110005325520,67.67,2875000,311,จ3-105-53/52สป,311,บริษัท เจเอสที อี-เวส แอนด์ เมทัล รีไซเคิล จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น ทองแดง ฯลฯ,4,10540,บางโฉลง,บางพลี,สมุทรปราการ,6.0
เทพารักษ์,เลขที่ 79/38,ธรสิทธิ์ (รัตนโชค 12),20110207225528,134,8000000,312,จ3-105-72/52สป,312,บริษัท เอส.ดี.พลาสติก เอ็นเตอร์ไพร์ส จำกัด,02 312 1983,คัดแยกวัสดุไม่ใช้แล้วชนิดที่ไม่เป็นอันตราย ได้แก่ เศษพลาสติกชนิดต่างๆ และผลิตเม็ดพลาสติกจากพลาสติกใช้แล้ว,9,10540,บางพลีใหญ่,บางพลี,สมุทรปราการ,19.0
เทพารักษ์,เลขที่ 79/49,ธนสิทธิ์ (รัตนะโชค 12),20110007425526,377.26,8000000,313,จ3-105-74/52สป,313,บริษัท น่ำเฮี่ยง พลาสติก จำกัด,02 312 1983,คัดแยกวัสดุไม่ใช้แล้วชนิดที่ไม่เป็นอันตราย ได้แก่ เศษพลาสติกชนิดต่างๆ และผลิตเม็ดพลาสติกจากพลาสติกใช้แล้ว การปั่น บด ย่อยพลาสติก,10,10540,บางพลีใหญ่,บางพลี,สมุทรปราการ,19.0
สุขุมวิท,เลขที่ 988,-,20110107525522,0,3000000,314,จ3-105-75/52สป,314,ห้างหุ้นส่วนจำกัด มังกร รวมเศษ,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,10280,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ,7.0
ธนสิทธิ์,เลขที่ -,รัตนโชค 12,20110109825516,60,15000000,315,จ3-105-98/51สป,315,นายเฉลิมศักดิ์ เตชรัตนะโชค,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,10,10540,บางปลา,บางพลี,สมุทรปราการ,12.0
สุขาภิบาล 6,เลขที่ 1/3,,20110009925523,295,29450000,316,จ3-105-99/52สป,316,บริษัท ที.ซี.สตีล 168 จำกัด ,061-9849945,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไมเป็นของเสียอันตรายตามประกาศกระทรวงอุตสาหกรรม พ.ศ.2548,38,10130,บางหัวเสือ,พระประแดง,สมุทรปราการ,15.0
สุขสวัสดิ์,เลขที่ 149,สุขสวัสดิ์ 78,20110700225397,594,7000000,317,จ3-64(2)-2/39สป,317,บริษัท บางกอก ชีทเม็ททัล จำกัด (มหาชน),4639547.0,"กลึง เชื่อม ปั๊มโลหะเพื่อทำรางไวร์เวย์ ผลิตไวร์เวย์,เคเบิลเทรย์,เคเบิลแลดเดอร์,พูลบ็อค,กัดเตอร์,ฟอร์ทรั้งกิ้ง,ฟิตติ้งไวร์เวย์,ฟิตติ้งเคเบิ้ลเทร์ย,ฟิตติ้งเคเบิลแลดเดอร์,ฟิตติ้งร้อยสายไฟ,ตู้สื่อสาร,ตู้ไฟฟ้า,ตู้โลหะ,รางปลั๊กไฟฟ้า,ตู้ควบคุมไฟฟ้าและตู้สวิชซ์บอร์ด",105,10130,บางจาก,พระประแดง,สมุทรปราการ,6.0
สุขุมวิท,เลขที่ 649/1,,82020000125426,3620.2,134588000,318,น.101-1/2542-นนป.,318,บริษัท โกบอล เอ็นไวรอนเมนทอล เทคโนโลยี จำกัด,0 2709 2950-3,ดำเนินโครงการพัฒนาและยกระดับระบบบำบัดน้ำเสีย นิคมอุตสาหกรรมบางปู,36,10280,แพรกษา,เมืองสมุทรปราการ,สมุทรปราการ,4.0
สุขุมวิท,เลขที่ 792,1 ซี/1,82020000125442,2028.62,0,319,น.101-1/2544-นนป.,319,บริษัท อัคคีปราการ จำกัด (มหาชน),,ศูนย์บริหารจัดการวัสดุเหลือใช้อุตสาหกรรม (เตาเผาขยะอุตสาหกรรม),84,10280,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ,2.0
สุขุมวิท,เลขที่ 965,3 บี,72020000125477,10081.16,0,320,น.101-1/2547-ญนป.,320,บริษัท บางปู เอนไวรอนเมนทอล คอมเพล็กซ์ จำกัด,,โรงพักขยะมูลฝอยและขยะอุตสาหกรรม (เฉพาะประเภท NON HAZARDOUS WASTE) และรับดำเนินการดูแลจัดการระบบเตาเผาสถานีขนถ่ายวัสดุที่ใช้แล้วและบริหารจัดการวัสดุเหลือใช้ ขยะมูลฝอยจากชุมชน และน้ำเสียจากผู้ใช้บริการทั่วประเทศ ตลอดจนผลิตไอน้ำ ล้างภาชนะปนเปื้อน ผลิตเชื้อเพลิงผสม และเชื้อเพลิงทดแทนจากวัสดุที่ไม่ใช้แล้ว รีไซเคิลหลอดฟลูออเรสเซนต์ ผลิตไฟฟ้าจากพลังงานไอน้ำ ขนาด 1.6 MW,32,10280,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ,2.0
สุขุมวิท,เลขที่ 543 นิคมอุตสาหกรรมบางปู,,82020100125532,0,0,321,น.105-1/2553-นนป.,321,บริษัท ศมลวรรณ รุ่งเรืองกิจ 89 จำกัด,,รับซื้อ ขาย แลกเปลี่ยน คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตรายซ่อมถังและลัางบรรจุภัณฑ์สารเคมีด้วยตัวทำละลาย บดย่อยชิ้นส่วนพลาสติก เครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์,5,10280,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ,2.0
สุขุมวิท,เลขที่ 267 นิคมอุตสาหกรรมบางปู,4 ซี,82020100125516,0,0,322,น.106-1/2551-นนป.,322,บริษัท บี.จี.เอส. อินเตอร์เนชั่นแนล จำกัด,,ผลิต POLYMER FILLER จากเศษยางที่ไม่ใช่ยางรถยนต์,8,10280,แพรกษา,เมืองสมุทรปราการ,สมุทรปราการ,4.0
สุขุมวิท,เลขที่ 730,-,82020300125522,80.71,16000000,323,น.106-1/2552-นนป.,323,บริษัท ทีเอ็มซี เมททัล (ไทยแลนด์) จำกัด,02-710-6580,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตรายบดย่อยชิ้นส่วนอิเล็กทรอนิกส์ที่ไม่ใช้แล้ว,4,10280,แพรกษา,เมืองสมุทรปราการ,สมุทรปราการ,4.0
สุขุมวิท,เลขที่ 649,,82020100125540,0,0,324,น.106-1/2554-นนป.,324,บริษัท เบกีแมนน์ เมอร์คิวรี เทคโนโลยี แปซิฟิค (บีเอ็มทีพี) จำกัด,0-2709-3450-3,รีไซเคิลปรอทจากของเสียที่มีปรอทผสมอยู่ โดยวิธีการกลั่นสูญญากาศ,0,10280,แพรกษา,เมืองสมุทรปราการ,สมุทรปราการ,4.0
สุขุมวิท,เลขที่ 832 นิคมอุตสาหกรรมบางปู,13.0,82020000225465,0,0,325,น.106-2/2546-นนป.,325,บริษัท โกชู เทคโนเซอร์วิส จำกัด,,รับบริการล้างเมมเบรน ล้านเรซิน,3,10280,แพรกษา,เมืองสมุทรปราการ,สมุทรปราการ,4.0
วัดโบสถ์-ท่าน้ำ,เลขที่ 59/28,,10120400125450,61.5,23600000,326,3-105-1/45นบ,326,ห้างหุ้นส่วนจำกัด จิตรเกษมโลหะ,0-2903-5208,"ทำการตัด, อัด, กรีดผ่า, บดแยกชิ้นส่วนเศษสายไฟฟ้า",10,11000,บางกร่าง,เมืองนนทบุรี,นนทบุรี,8.0
บางกรวย-ไทรน้อย,เลขที่ 81/12,,10120001025596,10,3700000,327,3-105-10/59นบ,327,นายวิษณุ วรวรรณปรีชา,089-8113240,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,7,11110,ไทรน้อย,ไทรน้อย,นนทบุรี,1.0
บางกรวย-ไทรน้อย,เลขที่ 187/70,ร่มโพธิ์ทอง,10120010425472,47,2000000,328,3-105-104/47นบ,328,บริษัท สวัสดิ์รีไซเคิล จำกัด,-,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดย่อยพลาสติก อัดเศษโลหะ ตัดโลหะ,14,11110,บางรักพัฒนา,บางบัวทอง,นนทบุรี,3.0
ติวานนท์,เลขที่ 69/288,พระแม่มหาการุณย์,10120001325582,451,18500000,329,3-105-13/58นบ,329,บริษัท พี.พี.พี.รีไซเคิล จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,32,11120,บ้านใหม่,ปากเกร็ด,นนทบุรี,1.0
จันทร์ทองเอี่ยม,เลขที่ 25/3,แก้วอินทร์,10120015125481,140,15500000,330,3-105-151/48นบ,330,บริษัท เอสเคเจ อินเตอร์พลาส จำกัด,0 2597 8270,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และบดย่อยพลาสติก,8,11140,บางแม่นาง,บางใหญ่,นนทบุรี,4.0
รัตนาธิเบศร์,เลขที่ 79/23,วัดไทรม้า,10120016525481,105,23000000,331,3-105-165/48นบ,331,วงษ์พาณิชย์ สาขานนทบุรี,,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),20,11000,บางรักน้อย,เมืองนนทบุรี,นนทบุรี,3.0
-,เลขที่ 18/18-19-20,-,10120001925472,100,2740000,332,3-105-19/47นบ,332,บริษัท อุดมสุข เท็กซ์ไทล์ จำกัด,02-9442225,คัดแยกวัสดุไม่ใช้แล้ว เช่น เศษผ้า ด้าย สำลี นุ่น กระสอบ กระดาษ เศษเหล็ก เศษพลาสติก เพื่อจำหน่าย นำเข้า ส่งออก,14,11110,ละหาร,บางบัวทอง,นนทบุรี,6.0
แจ้งวัฒนะ,เลขที่ 14/25,แจ้งวัฒนะ-ปากเกร็ด 3,10120200225468,5,7702000,333,3-105-2/46นบ,333,บริษัท เค.รีไซเคิล แอนด์ เซอร์วิส จำกัด,0 2963 2772-5,คัดแยกเศษวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรมเพื่อนำมารีไซเคิล,60,11120,บางพูด,ปากเกร็ด,นนทบุรี,6.0
นครอินทร์,เลขที่ 38/3,-,10120100325467,1090,141000000,334,3-105-3/46นบ,334,บริษัท โลหะไทยสเตนเลส จำกัด,0 2913 2197-9,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),60,11130,บางขุนกอง,บางกรวย,นนทบุรี,6.0
บางกรวย-ไทรน้อย,เลขที่ 187/48,ร่มโพธิ์ทอง,10120003025479,45,1400000,335,3-105-30/47นบ,335,บริษัท ธนานุกูลชัย จำกัด,0-2920-5144,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดย่อยพลาสติก อัดเศษโลหะ ตัด พับ หรือม้วนโลหะ,7,11110,บางรักพัฒนา,บางบัวทอง,นนทบุรี,3.0
เลี่ยงเมืองนนทบุรี,"เลขที่ 141,143",,10120003125477,421,9000000,336,3-105-31/47นบ,336,บริษัท เอส.เค.รีไซเคิล จำกัด,0-2969-0001-2,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษโลหะ ตัด พับ หรือม้วนโลหะ,11,11000,ตลาดขวัญ,เมืองนนทบุรี,นนทบุรี,
งามวงศ์วาน,เลขที่ 29/47/1,งามวงศ์วาน 9,10120003225475,2,2820000,337,3-105-32/47นบ,337,ร้านสนธยา,0 2952 7273,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),10,11000,บางกระสอ,เมืองนนทบุรี,นนทบุรี,9.0
ตลิ่งชัน-สุพรรณบุรี,เลขที่ 1/4, -,10120003225491,111.1,3000000,338,3-105-32/49นบ,338,นิตยารีไซเคิล,0 5802 9536,คัดแยกวัสดุเหลือใช้จากโรงงาน เช่น กระดาษ พลาสติก โลหะ,25,11110,บางบัวทอง,บางบัวทอง,นนทบุรี,13.0
สามัคคี,"เลขที่ 12, 14",สามัคคี 8,10120003225533,215,4000000,339,3-105-32/53นบ,339,บริษัท แสงไพศาลค้ากระดาษ จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20,11000,ท่าทราย,เมืองนนทบุรี,นนทบุรี,-
สามัคคี,"เลขที่ 11,13",สามัคคี 11,10120003325531,385.5,11000000,340,3-105-33/53นบ,340,บริษัท แสงไพศาลค้ากระดาษ จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,30,11000,ท่าทราย,เมืองนนทบุรี,นนทบุรี,-
เมน 3,เลขที่ ,สนั่น,10120003925470,0,800000,341,3-105-39/47นบ,341,พัฒนารีไซเคิล,,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),8,11140,บ้านใหม่,บางใหญ่,นนทบุรี,3.0
ตลิ่งชัน-สุพรรณบุรี,เลขที่ 4/5,กันตนา,10120000425466,393.6,6100000,342,3-105-4/46นบ,342,นายวิเชียร จันทราพานิชกุล,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ตามประกาศกระทรวงอุตสาหกรรม เรื่อง การกำจัดสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว พ.ศ.2548 และหลอมหล่อโลหะ,14,11140,บางใหญ่,บางใหญ่,นนทบุรี,3.0
บางบัวทอง-สุพรรณบุรี,เลขที่ 27/14,,10120004725598,269,19000000,343,3-105-47/59นบ,343,บริษัท ล้อเรืองชัย เมททอล จำกัด,029255794-7,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,21,11110,ละหาร,บางบัวทอง,นนทบุรี,9.0
นครอินทร์,"เลขที่ โฉนดที่ดินเลขที่ 29801,30544",,10120005225606,858,290000000,344,3-105-52/60นบ,344,บริษัท รวมโลหะ เทรดดิ้ง จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,100,11130,บางขุนกอง,บางกรวย,นนทบุรี,6.0
ตลิ่งชัน-สุพรรณบุรี,เลขที่ 27/6,โรงเรียนแสงประทีป,10120006025476,1198,70000000,345,3-105-60/47นบ,345,บริษัท ลูกอัด และเศษเหล็กไทย จำกัด,0 2925 5794,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย ตามประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) เช่น กระดาษ พลาสติก และโลหะต่าง ๆ,40,11110,ละหาร,บางบัวทอง,นนทบุรี,9.0
สามัคคี,เลขที่ 10,สามัคคี 7,10120006925477,0,1200000,346,3-105-69/47นบ,346,ห้างหุ้นส่วนจำกัด ดวงพร รีไซเคิล,0 2952 4939,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541),9,11000,ท่าทราย,เมืองนนทบุรี,นนทบุรี,
บางบัวทอง-สุพรรณบุรี,เลขที่ 94/8,-,10120007325537,133,1000000,347,3-105-73/53นบ,347,ทรัพย์เจริญเซียงกง,02 9833600-1,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น ทองเหลือง ทองแดง เหล็ก อลูมิเนียม เศษกระดาษ เศษพลาสติก อัดเศษกระดาษ อัดโลหะ,10,11110,ละหาร,บางบัวทอง,นนทบุรี,7.0
,เลขที่ โฉนดที่ดินเลขที่ 5176,,10120010425605,345,17000000,348,3-106-104/60นบ,348,บริษัท ไทย เวสท์ แมเนจเม้นท์ จำกัด,,บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ใช้แล้วและเครื่องใช้ไฟฟ้า บดย่อยเศษตะกรันโลหะ เก็บรวบรวมแบตเตอรี่ใช้แล้วโดยไม่มีการแปรสภาพ สกัดโลหะมีค่าจากกากตะกอนระบบบำบัดน้ำเสียที่มีโลหะมีค่า นำน้ำมันหล่อลี่นที่ใช้แล้วหรือสารทำละลายที่ใช้แล้วผ่านกรรมวิธีทางอุตสาหกรรม มาทำเชื้อเพลิงทดแทน และผลิตเชื้อเพลิงผสม,15,11130,คลองขวาง,ไทรน้อย,นนทบุรี,8.0
บางเลน-ลาดหลุมแก้ว,เลขที่ 10/2,วัดสโมสร,10120001125487,33,0,349,3-106-11/48นบ,349,บริษัท อีสเทิร์น รีไซเคิล แอนด์ เซอร์วิส จำกัด,089-1289404,รีไซเคิลถัง เศษผ้า ถุงมือ เศษยางรถยนต์ นำน้ำมันหล่อลื่นใช้แล้วมาทำน้ำมันหยอดทิ้ง น้ำมันทาไม้แบบ และทำอิฐประสาน อิฐปูพื้น อิฐบล็อคจากวัสดุที่ไม่ใช้แล้ว,3,11150,ไทรใหญ่,ไทรน้อย,นนทบุรี,10.0
ไทรน้อย-บางเลน,เลขที่ 48,,10120002125569,1696.98,55000000,350,3-106-21/56นบ,350,บริษัท เอ็นเนอร์ยี โซลูชั่น แอนด์ เทรดดิ้ง จำกัด,29735188.0,ผลิตน้ำมันสังเคราะห์ (เชื้อเพลิงทดแทน) จากพลาสติกที่ใช้แล้วด้วยกระบวนการ Pyrolysis,25,11150,คลองขวาง,ไทรน้อย,นนทบุรี,2.0
ติวานนท์,เลขที่ 69/149,พระแม่การุณย์,20120018425506,150,18500000,351,จ3-105-184/50นบ,351,บริษัท พี.พี.พี.รีไซเคิล จำกัด,02 5822645-7,"คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น กระดาษ,พลาสติก,โลหะทุกชนิด,แก้ว,ไม้",37,11120,บ้านใหม่,ปากเกร็ด,นนทบุรี,1.0
บางใหญ่-บางคูรัด,เลขที่ 13/2,-,20120003225515,429.35,29000000,352,จ3-105-32/51นบ,352,บริษัท รุ่งแสงไทย รีไซเคิล จำกัด,0 27504 4461-2,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย บดพลาสติก อัดเศษกระดาษและโลหะ,11,11140,บางม่วง,บางใหญ่,นนทบุรี,14.0
,เลขที่ 25,กรุงนนท์ 12 แยก 1,20120006325502,152,6000000,353,จ3-105-63/50นบ,353,บริษัท ชั่งเซ้งจั่น จำกัด,,คัดแยกสิ่งปฏิกูล หรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,9,11000,บางเขน,เมืองนนทบุรี,นนทบุรี,
ทางหลวงหมายเลข 345,เลขที่ 12/6,วัดสะพานสูง,20120007125513,146,36000000,354,จ3-105-71/51นบ,354,สมเกียรติ,035 218977-8,คัดแยกเศษวัสดุไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เศษโลหะและกระดาษ,9,11120,คลองข่อย,ปากเกร็ด,นนทบุรี,2.0
ติวานนท์,เลขที่ 159,,10131300125359,461.67,46000000,355,3-101-1/35ปท,355,บริษัท สวนอุตสาหกรรมบางกะดี จำกัด,0-2501-1364,บำบัดน้ำเสียรวม,21,12000,บางกะดี,เมืองปทุมธานี,ปทุมธานี,5.0
พหลโยธิน กิโลเมตรที่ 33,เลขที่ 54,-,10130000125529,123.5,0,356,3-101-1/52ปท,356,บริษัท ไก่สดเซนทาโก จำกัด,02 5168811-5,ระบบบำบัดน้ำเสียรวม,8,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,5.0
พหลโยธิน,เลขที่ 60/1120,-,10130400125541,60,0,357,3-101-1/54ปท,357,บริษัท โออิชิ เทรดดิ้ง จำกัด,02 7172244,"โรงงานปรับคุณภาพของเสียรวม ได้ 3,000 ลูกบาศก์เมตรต่อวัน",0,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,19.0
พหลโธยิน,เลขที่ 999,,10130500225357,2124.2,83000000,358,3-101-2/35ปท,358,บริษัท นวนคร จำกัด,5291903.0,"บำบัดน้ำเสียรวม ได้ 26,000 ลูกบาศก์เมตร/วัน",14,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,20.0
ปทุมธานี-ลาดหลุมแก้ว,เลขที่ 59/1,-,10130000325483,44.04,188000000,359,3-101-3/48ปท,359,บริษัท จอมธนา จำกัด,0 2979 4800,บำบัดน้ำเสียรวม,3,12140,คูบางหลวง,ลาดหลุมแก้ว,ปทุมธานี,7.0
พหลโยธิน-ลำลูกกา,เลขที่ 25,-,10130100525479,102.5,6767505,360,3-101-5/47ปท,360,บริษัท ครอมัลลอย (ประเทศไทย) จำกัด,0 2985 0800,ระบบบำบัดน้ำเสียรวม,256,12150,บึงคำพร้อย,ลำลูกกา,ปทุมธานี,5.0
,เลขที่ 2/4,,10130500125458,144,11080000,361,3-105-1/45ปท,361,บริษัท ไทย รีไซเคิล แอนด์ เซอร์วิส จำกัด,,คัดแยกเศษวัสดุเหลือใช้ เศษกระดาษ เศษเหล็ก พลาสติก ทองแดง,10,12000,บางพูน,เมืองปทุมธานี,ปทุมธานี,5.0
เลียบคลองรังสิต,เลขที่ 19/7,,10130300125468,97,67860000,362,3-105-1/46ปท,362,ห้างหุ้นส่วนจำกัด เอกสมพร,0-2567-0730,คัดแยกเศษวัสดุ โดยไม่ฝังกลบ,19,12000,บางพูน,เมืองปทุมธานี,ปทุมธานี,5.0
เลียบคลองเจ็ด (ตะวันออก),เลขที่ 9/4, -,10130010025495,170,3500000,363,3-105-100/49ปท,363,บริษัท เจริญวัฒน์ รีไซเคิล แอนด์ เวสต์ แมเนจเม้นท์ จำกัด,0 2510 6587,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ตัดและอัดเศษโลหะ และบดย่อยเศษพลาสติก,10,12150,ลำลูกกา,ลำลูกกา,ปทุมธานี,16.0
ปทุมทอง-พหลโยธิน,เลขที่ โฉนดเลขที่ 6914,,10130010125618,10500,5600000,364,3-105-101/61ปท,364,บริษัท สแครปไทย จำกัด,08-9968-2723,คัดแยกวัสดุที่ไม่ได้ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,6,12160,สามโคก,สามโคก,ปทุมธานี,6.0
