ADM0_PCODE,ADM0_EN,_id,REGION4,ปี,ผู้มีงานทำ,ADM1_EN,เพศ,ไตรมาส,ADM0_TH,ADM1_TH,อาชีพ
TH,Thailand,124,ภาคตะวันออกเฉียงเหนือ,2567,53624.39,Chaiyaphum,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ,พนักงานบริการและผู้จำหน่ายสินค้า
TH,Thailand,125,ภาคตะวันออกเฉียงเหนือ,2567,2376.83,Chaiyaphum,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ,เสมียน
TH,Thailand,126,ภาคตะวันออกเฉียงเหนือ,2567,8618.17,Chaiyaphum,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ,เสมียน
TH,Thailand,127,ภาคตะวันออกเฉียงเหนือ,2567,4779.32,Chaiyaphum,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ,เจ้าหน้าที่เทคนิกและผู้ประกอบการวิชาชีพที่เกี่ยวข้องฯ
TH,Thailand,128,ภาคตะวันออกเฉียงเหนือ,2567,3654.36,Chaiyaphum,       หญิง                        ,4,ประเทศไทย,ชัยภูมิ,เจ้าหน้าที่เทคนิกและผู้ประกอบการวิชาชีพที่เกี่ยวข้องฯ
TH,Thailand,129,ภาคตะวันออกเฉียงเหนือ,2567,21872.83,Chaiyaphum,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
TH,Thailand,130,ภาคตะวันออกเฉียงเหนือ,2567,8123.6,Chaiyaphum,       หญิง                        ,4,ประเทศไทย,ชัยภูมิ,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
TH,Thailand,131,ภาคตะวันออกเฉียงเหนือ,2567,49189.23,Chaiyaphum,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ,ผุ้ประกอบอาชีพงานพื้นฐาน
TH,Thailand,132,ภาคตะวันออกเฉียงเหนือ,2567,26830.18,Chaiyaphum,       หญิง                        ,4,ประเทศไทย,ชัยภูมิ,ผุ้ประกอบอาชีพงานพื้นฐาน
TH,Thailand,133,ภาคตะวันออกเฉียงเหนือ,2567,20775.37,Chaiyaphum,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักรฯ
TH,Thailand,134,ภาคตะวันออกเฉียงเหนือ,2567,5070.42,Chaiyaphum,       หญิง                        ,4,ประเทศไทย,ชัยภูมิ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักรฯ
TH,Thailand,135,ภาคตะวันออกเฉียงเหนือ,2567,7406.96,Chaiyaphum,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ,ผู้จัดการ ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย
TH,Thailand,136,ภาคตะวันออกเฉียงเหนือ,2567,6997.21,Chaiyaphum,       หญิง                        ,4,ประเทศไทย,ชัยภูมิ,ผู้จัดการ ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย
TH,Thailand,137,ภาคตะวันออกเฉียงเหนือ,2567,123158.14,Chaiyaphum,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้และการประมง
TH,Thailand,138,ภาคตะวันออกเฉียงเหนือ,2567,88583.51,Chaiyaphum,       หญิง                        ,4,ประเทศไทย,ชัยภูมิ,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้และการประมง
TH,Thailand,139,ภาคตะวันออกเฉียงเหนือ,2567,7606.38,Chaiyaphum,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
TH,Thailand,140,ภาคตะวันออกเฉียงเหนือ,2567,14589.75,Chaiyaphum,       หญิง                        ,4,ประเทศไทย,ชัยภูมิ,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
TH,Thailand,141,ภาคตะวันออกเฉียงเหนือ,2567,28901.09,Chaiyaphum,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ,พนักงานบริการและผู้จำหน่ายสินค้า
TH,Thailand,142,ภาคตะวันออกเฉียงเหนือ,2567,57289.14,Chaiyaphum,       หญิง                        ,4,ประเทศไทย,ชัยภูมิ,พนักงานบริการและผู้จำหน่ายสินค้า
TH,Thailand,143,ภาคตะวันออกเฉียงเหนือ,2567,1952.99,Chaiyaphum,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ,เสมียน
TH,Thailand,144,ภาคตะวันออกเฉียงเหนือ,2567,13091.82,Chaiyaphum,       หญิง                        ,4,ประเทศไทย,ชัยภูมิ,เสมียน
TH,Thailand,145,ภาคตะวันออกเฉียงเหนือ,2568,3074.31,Chaiyaphum,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ,เจ้าหน้าที่เทคนิกและผู้ประกอบการวิชาชีพที่เกี่ยวข้องฯ
TH,Thailand,146,ภาคตะวันออกเฉียงเหนือ,2568,4385.62,Chaiyaphum,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ,เจ้าหน้าที่เทคนิกและผู้ประกอบการวิชาชีพที่เกี่ยวข้องฯ
TH,Thailand,147,ภาคตะวันออกเฉียงเหนือ,2568,18508.62,Chaiyaphum,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
TH,Thailand,148,ภาคตะวันออกเฉียงเหนือ,2568,10262.59,Chaiyaphum,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
TH,Thailand,149,ภาคตะวันออกเฉียงเหนือ,2568,75407.77,Chaiyaphum,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ,ผุ้ประกอบอาชีพงานพื้นฐาน
TH,Thailand,150,ภาคตะวันออกเฉียงเหนือ,2568,41584.98,Chaiyaphum,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ,ผุ้ประกอบอาชีพงานพื้นฐาน
TH,Thailand,151,ภาคตะวันออกเฉียงเหนือ,2568,13286.69,Chaiyaphum,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักรฯ
TH,Thailand,152,ภาคตะวันออกเฉียงเหนือ,2568,4541.46,Chaiyaphum,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักรฯ
TH,Thailand,153,ภาคตะวันออกเฉียงเหนือ,2568,12298.04,Chaiyaphum,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ,ผู้จัดการ ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย
TH,Thailand,154,ภาคตะวันออกเฉียงเหนือ,2568,5512.61,Chaiyaphum,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ,ผู้จัดการ ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย
TH,Thailand,155,ภาคตะวันออกเฉียงเหนือ,2568,89559.52,Chaiyaphum,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้และการประมง
TH,Thailand,156,ภาคตะวันออกเฉียงเหนือ,2568,64990.38,Chaiyaphum,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้และการประมง
TH,Thailand,157,ภาคตะวันออกเฉียงเหนือ,2568,6879.5,Chaiyaphum,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
TH,Thailand,158,ภาคตะวันออกเฉียงเหนือ,2568,13243.12,Chaiyaphum,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
TH,Thailand,159,ภาคตะวันออกเฉียงเหนือ,2568,27573.03,Chaiyaphum,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ,พนักงานบริการและผู้จำหน่ายสินค้า
TH,Thailand,160,ภาคตะวันออกเฉียงเหนือ,2568,49219.19,Chaiyaphum,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ,พนักงานบริการและผู้จำหน่ายสินค้า
TH,Thailand,161,ภาคตะวันออกเฉียงเหนือ,2568,2834.88,Chaiyaphum,       ชาย                         ,1,ประเทศไทย,ชัยภูมิ,เสมียน
TH,Thailand,162,ภาคตะวันออกเฉียงเหนือ,2568,11226.63,Chaiyaphum,       หญิง                        ,1,ประเทศไทย,ชัยภูมิ,เสมียน
TH,Thailand,163,ภาคตะวันออกเฉียงเหนือ,2568,2043.92,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,เจ้าหน้าที่เทคนิกและผู้ประกอบการวิชาชีพที่เกี่ยวข้องฯ
TH,Thailand,164,ภาคตะวันออกเฉียงเหนือ,2568,4686.38,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,เจ้าหน้าที่เทคนิกและผู้ประกอบการวิชาชีพที่เกี่ยวข้องฯ
TH,Thailand,165,ภาคตะวันออกเฉียงเหนือ,2568,17695.77,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
TH,Thailand,166,ภาคตะวันออกเฉียงเหนือ,2568,7593.1,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,ช่างฝีมือและผู้ปฎิบัติงานที่เกี่ยวข้องฯ
TH,Thailand,167,ภาคตะวันออกเฉียงเหนือ,2568,58991.23,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,ผุ้ประกอบอาชีพงานพื้นฐาน
TH,Thailand,168,ภาคตะวันออกเฉียงเหนือ,2568,33335.24,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,ผุ้ประกอบอาชีพงานพื้นฐาน
TH,Thailand,169,ภาคตะวันออกเฉียงเหนือ,2568,15208.82,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักรฯ
TH,Thailand,170,ภาคตะวันออกเฉียงเหนือ,2568,3786.3,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักรฯ
TH,Thailand,171,ภาคตะวันออกเฉียงเหนือ,2568,13022.74,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,ผู้จัดการ ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย
TH,Thailand,172,ภาคตะวันออกเฉียงเหนือ,2568,6100.81,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,ผู้จัดการ ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย
TH,Thailand,173,ภาคตะวันออกเฉียงเหนือ,2568,115814.75,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้และการประมง
TH,Thailand,174,ภาคตะวันออกเฉียงเหนือ,2568,85950.95,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้และการประมง
TH,Thailand,175,ภาคตะวันออกเฉียงเหนือ,2568,7766.83,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
TH,Thailand,176,ภาคตะวันออกเฉียงเหนือ,2568,12249.62,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,ผู้ประกอบวิชาชีพด้านต่าง ๆ 
TH,Thailand,177,ภาคตะวันออกเฉียงเหนือ,2568,22185.33,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,พนักงานบริการและผู้จำหน่ายสินค้า
TH,Thailand,178,ภาคตะวันออกเฉียงเหนือ,2568,45965.36,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,พนักงานบริการและผู้จำหน่ายสินค้า
TH,Thailand,179,ภาคตะวันออกเฉียงเหนือ,2568,3033.42,Chaiyaphum,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ,เสมียน
TH,Thailand,180,ภาคตะวันออกเฉียงเหนือ,2568,7191.75,Chaiyaphum,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ,เสมียน
