พื้นที่โรงงาน,ประกอบกิจการ,พื้นที่อาคาร,คนงานหญิง,หมู่,ถนน,TSIC,ที่มา,โทรศัพท์,GPS_lng,_id,ชื่อโรงงาน,ตำบล,GPS_lat,ซอย,อำเภอ,เลขที่,คนงานชาย,จังหวัด,รายการข้อมูล,ไปรษณีย์
752,ผลิตกระเทาะเปลือกหรือผิวมะพร้าว ผลิตภัณฑ์จากมะพร้าว บรรจุภาชนะ เช่น น้ำมะพร้าว มะพร้าวอบแห้ง น้ำมันมะพร้าว ฯลฯ,256,4,4,,1630,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,72,บริษัท รุ่งทรัพย์พัฒนา (ประเทศไทย) จำกัด,พนมทวน,,,พนมทวน,เลขที่ 111,10,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71140
1113,กะเทาะเมล็ดหรือเปลือกเมล็ดพืช และเก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในห้องเย็น,1113,5,9,,1630,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,098-5559474,,73,บริษัท เจียไต๋ จำกัด,วังด้ง,,,เมืองกาญจนบุรี,เลขที่ 519,16,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71190
26800,ทำเชื้อเพลิงอัดเม็ดจากวัสดุเหลือใช้จากการเกษตร เช่น ชานอ้อย ขี้เลื่อย ฯลฯ ,1560,5,3,,1630,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,74,บริษัท พีเอ วู้ดเพลเลท จำกัด,เขาสามสิบหาบ,,,ท่ามะกา,เลขที่ 79,15,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71120
19200,บด ป่น หรือย่อยส่วนต่างๆ ของพืช  ซึ่งมิใช่เมล็ดพืชหรือหัวพืช และวัสดุเหลือใช้ เช่น ทะลายปาล์ม เศษไม้ เปลือกมะพร้าว ใบอ้อย สำหรับเป็นเชื้อเพลิงชีวมวล,0,2,9,,1630,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,75,เจริญรุ่งเรือง,ดอนตาเพชร,,,พนมทวน,เลขที่ 159/1,4,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71140
3400,ผลิตถ่านอัดแท่งจากกะลามะพร้าวและแบ่งบรรจุ,840,5,2,,10309,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,089-8379397,,76,ห้างหุ้นส่วนจำกัด เอ็นเมอร์เทค,สนามแย้,,,ท่ามะกา,เลขที่ โฉนดที่ดินเลขที่  41557,7,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,70190
2000,ทำถ่านอัดแท่งจากกะลามะพร้าว,64,0,3,-,10309,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,081-5271243,99.44741,77,บริษัท กรีนเนอร์ยี ชาร์โคล จำกัด,หนองบัว,14.06121,-,เมืองกาญจนบุรี,เลขที่ 63,5,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71190
1592,ผลิตถ่านอัดแท่งจากถ่านกะลามะพร้าวและถ่านไม้ ,576,3,4,,10309,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,78,กะลา ถ่านอัดแท่ง กาญจนบุรี,ตะคร้ำเอน,,,ท่ามะกา,เลขที่ โฉนดที่ดินเลขที่ 64118 ,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71110
7080,ล้าง คัดแยก ขนาดคุณภาพผลิตผล พืช ผัก ผลไม้ ทางการเกษตร บรรจุสด แช่เย็น,7080,131,1,ท่าน้ำตื้น-เขาปูน,28240,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,034-653323,99.47384,79,บริษัท อกริเฟร็ช จำกัด,แก่งเสี้ยน,14.05232,,เมืองกาญจนบุรี,เลขที่ 99,72,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71190
6400,ปรับปรุงคุณภาพข้าว และเก็บรักษาข้าวในโกดัง ,7120,8,1,,28240,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,80,บริษัท บุญช่วยค้าข้าว1999 จำกัด,ทุ่งทอง,,,ท่าม่วง,เลขที่ 179,8,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71110
6751650,ผลิตยาเส้นพื้นเมือง ,675,70,0,แสงชูโต,12009,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,81,บริษัท แอลวีเอ็ม 1970 จำกัด,ท่าเรือ,,,ท่ามะกา,เลขที่ 106,5,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71130
1600,ทำวงกบประตู-หน้าตจ่าง ไสเซาะร่อง ซอยไม้,380,0,11,ตลาดเขต-หนองปลิง,16101,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,571103.0,99.82153,82,สดชื่นค้าไม้,รางหวาย,14.2574,,พนมทวน,เลขที่ 346,7,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71170
4800,แปรรูปไม้โดยใช้เครื่องจักรเพื่อประดิษฐกรรม ทำวงกบประตู หน้าต่างและเครื่องเรือนจากไม้,800,0,5,,16101,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.36765,83,,วังเย็น,13.95099,,เมืองกาญจนบุรี,เลขที่ 16/1,15,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71000
5368,ทำวงกบประตู หน้าต่าง พาเลท เฟอร์นิเจอร์ และเครื่องเรือนจากไม้,160,2,4,,16101,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,84,โรงงานเฉลิมเชิงรู้,หวายเหนียว,,,ท่ามะกา,เลขที่ โฉนดที่ดินเลขที่ 41041 ,6,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71120
6850,ทำวงกบ ขอบประตู ขอบหน้าต่าง บานหน้าต่าง บานประตูและเครื่องเรือนจากไม้,800,2,1,,16220,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,081-4141411,,85,,สนามแย้,,,ท่ามะกา,เลขที่ โฉนดที่ดินเลขที่ 33880,4,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,70190
0,ทำวงกบ บานประตูหน้าต่าง ปาร์เก้ แผ่นพาลเลท และเครื่องเรือนจากไม้,0,0,5,อู่ทอง,16220,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.763798,86,ห้างหุ้นส่วนจำกัด โรงปูนเขตรุ่งเรือง,รางหวาย,14.22379,,พนมทวน,เลขที่ 152/2,10,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71170
11012,ทำวงกบประตู หน้าต่าง พาเลท เฟอร์นิเจอร์,1040,2,2,กาญจนบุรี - ด่านมะขามเตี้ย ,16220,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,081-8805895,,87,ส.การช่าง,ปากแพรก,,-,เมืองกาญจนบุรี,เลขที่ 73,6,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71000
1596,"ทำวงกบบานประตู หน้าต่าง เครื่องเรือน บ้านสำเร็จรูป และเครื่องตกแต่งภายในอาคารจากไม้แปรรูป
",204,0,1,,16220,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,88,จิรพัฒนาเฟอร์นิเจอร์,ห้วยเขย่ง,,,ทองผาภูมิ,เลขที่ -,9,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71180
6296,ทำวงกบประตู หน้าต่าง หรือส่วนประกอบที่ทำด้วยไม้ของอาคาร,1200,3,6,,16220,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,01-9359800,99.77705,89,ห้างหุ้นส่วนจำกัด ธนาโรจน์โซลิดวู้ด,พระแท่น,14.01179,,ท่ามะกา,เลขที่ 124,7,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71130
2564,ทำวงกบ ขอบประตู ขอบหน้าต่าง บานประตู บานหน้าต่าง ไม้คิ้ว ไม้บัว และเครื่องใช้จากไม้ เช่น โต๊ะ ตู้ เตียง เก้าอี้,520,0,13,,16220,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,90,สุชาติค้าไม้,พังตรุ,,,พนมทวน,เลขที่ โฉนดที่ดินเลขที่ 21727 และ21728,7,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71140
6892,ทำวงกบบานประตูหน้าต่าง เครื่องเรือน บ้านสำเร็จรูปและเครื่องตกแต่งภายในอาคารจากไม้แปรรูป,600,0,6,กาญจนบุรี-ทองผาภูมิ,16220,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,863293632.0,98.75298,91,โทนไม้ไทย,ลิ่นถิ่น,14.56713,-,ทองผาภูมิ,เลขที่ 55/3,16,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71180
48000,ทำไม้อัดทุกชนิดและผลิตเครื่องตบแต่งภายในอาคารจากไม้ และไม้พาเลท,0,6,3,,16210,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,92,เพชรรัตน์,หนองลู,,,สังขละบุรี,เลขที่ โฉนดที่ดินเลขที่ 2505 เล่ม 26 หน้า 5 ,9,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71240
0,บด ย่อยไม้,280,0,10,เลาขวัย-หนองหวาย,16299,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,081-7361672,99.570869,93,ห้างหุ้นส่วนจำกัด ทรัพย์รินชัย,ทุ่งกระบ่ำ,14.61178,,เลาขวัญ,เลขที่ ,5,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
9600,ทำตะเกียบ ไม้เสียบลูกชิ้น และไม้ก้านธูป จากไม้ไผ่ ,190,5,8,,16230,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,869771529.0,,94,พรปิยะ,วังด้ง,,,เมืองกาญจนบุรี,เลขที่ 9/7,5,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71190
14492,ทำเครื่องใช้จากไม้ เช่น พาเลท การเลื่อย ไส ซอยไม้,108,0,1,-,16230,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,098-7826353,,95,มงคลเฟอร์นิเจอร์,ลิ่นถิ่น,,-,ทองผาภูมิ,เลขที่ 31/6,6,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71180
3600,ผลิตแผ่นรองอุปกรณ์ไฟฟ้าจากไม้ เช่น สวิทซ์บอร์ด แผงไม้,647,15,10,,16230,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,034-514410,99.536646,96,บริษัท วาย แอนด์ แอล เอ็กซ์ปอร์ต อิมปอร์ต จำกัด,ปากแพรก,14.0395,,เมืองกาญจนบุรี,เลขที่ 1,5,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71000
3078,ประดิษฐกรรมทำเครื่องเรือน เครื่องใช้ในบ้านเรือน,720,0,1,,31001,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,34599317.0,98.58877,97,โรงงานฝึกวิชาชีพงานช่างไม้เรือนจำอำเภอทองผาภูมิ,ท่าขนุน,14.77778,,ทองผาภูมิ,เลขที่ 462,90,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71180
4800,ทำเครื่องเรือนจากไม้,240,3,2,,31001,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,01-9160706,99.76735,98,โรงงานประดิษฐ์กรรมไม้,เลาขวัญ,14.62343,,เลาขวัญ,เลขที่ 73/2,5,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
20848,ทำลังไม้และไม้พาเลท,3600,15,4,แสงชูโต,31001,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,093-5359782,,99,บริษัท อินโนวู๊ดส์ จำกัด,ท่ามะกา,,,ท่ามะกา,เลขที่ ตราจองเลขที่ 36 ,20,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71120
61720,ทำเครื่องเรือนจากไม้,384,3,1,กาญจนบุรี-ทองผาภูมิ,31001,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,01-3789690,98.70828,100,พี.เค.เฟอร์นิเจอร์,สหกรณ์นิคม,14.64724,,ทองผาภูมิ,เลขที่ ,17,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71180
7200,ทำเครื่องเรือนจากไม้ เช่น โต๊ะ ตู้ เตียง,560,0,6,,31001,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,101,ชนิดาเฟอร์นิเจอร์,ลิ่นถิ่น,,,ทองผาภูมิ,เลขที่ 88/8,10,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71180
0,ทำเครื่องเรือน เครื่องใช้ในครัวเรือน ทำวงกบ ประตู หน้าต่าง ไม้คิ้ว ไม้บัว ไม้ประดับฝาผนัง,1100,0,2,-,31001,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,064-9789461,98.68435,102,โชคล้ำเลิศ ไทยพาราวูด,หินดาด,14.5957, -,ทองผาภูมิ,เลขที่ 5,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71180
0,ทำวงกบ บานประตูหน้าต่าง เครื่องเรือนและประดิษฐกรรมจากไม้,300,0,13,,31001,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,"085-1572558,085-1967424",99.75956,103,สุชาติค้าไม้,พังตรุ,14.18044,,พนมทวน,เลขที่ 10,7,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71140
17356,ทำเครื่องเรือน เครื่องใช้ในครัวเรือน ไส ซอยไม้ ทำวงกบ ประตู หน้าต่าง ไม้คิ้ว ไม้บัว ไม้ประดับฝาผนัง,485,2,3,,31001,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,104,สักทองกาญจน์ 2019,ท่าล้อ,,,ท่าม่วง,เลขที่ 186,11,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71110
4800,ผลิตแป้นไม้และขาไฟอุปกรณ์ไฟฟ้า,650,6,2,,31001,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,01-1635075,99.47797,105,ทองเจริญ,เกาะสำโรง,13.96999,,เมืองกาญจนบุรี,เลขที่ 225,6,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71000
4800,ผลิตนมพาสเจอร์ไรส์ ,320,3,2,,10501,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,106,สหกรณ์โคนมกำแพงแสน จำกัด สาขากาญจนบุรี,สนามแย้,,,ท่ามะกา,เลขที่ 99/1,4,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,70190
6152,ทำนมสดให้ไร้เชื้อ เช่น นมพาสเจอร์ไรส์ ,540,4,3,แสงชูโต,10501,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,034-612194,,107,สหกรณ์โคนมท่าม่วง จำกัด,วังขนาย,,,ท่าม่วง,เลขที่ 146/15,4,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71110
107916,ผลิตน้ำยางข้นและยางแผ่น,0,0,3,กาญจนบุรี-ทองผาภูมิ,22191,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,034-468441,98.621947,108,บริษัท เอช วี ฟิลลา จำกัด,ท่าขนุน,14.7609,,ทองผาภูมิ,เลขที่ ,30,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71180
11884,ทำยางแผ่น ยางแผ่นรมควัน,1200,1,1,กาญจนบุรี - ทองผาภูมิ ,22191,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,-,,109,ห้างหุ้นส่วนจำกัด ณ - หงษ์ฮกเฮง,ลิ่นถิ่น,,-,ทองผาภูมิ,เลขที่ 36/4,6,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71180
22000,แปรรูปยางพาราทุกประเภท เช่น ทำยางพาราทำยางแผ่นรมควัน ทำยางเครป ทำยางแท่ง เอส ที อาร์ ,600,4,13,,22191,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,110,บริษัท เอท-ซีโร่ รับเบอร์ เวิลด์ กรีน (ประเทศไทย) จำกัด,หนองตากยา,,,ท่าม่วง,เลขที่ 45,10,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71110
73012,การทำอาหารหรือเครื่องดื่มจากผัก พืช หรือ ผลไม้ และบรรจุในภาชนะที่ผนึกและอากาศเข้าไม่ได้ และการถนอมผัก พืช หรือ ผลไม้ โดยวิธีกวน ตากแห้ง และดอง,615,21,5,,10302,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,099-6463646,,111,บริษัท ไบโอเฮิร์บเทค จำกัด,หนองประดู่,,,เลาขวัญ,เลขที่ 105/1,12,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
25452,ผลิตน้ำพืชผักผลไม้บรรจุกล่อง ยู.เอช.ที ,2700,7,7,,10302,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,034919511-3,,112,บริษัท ไทย โคคอน ฟู้ด จำกัด,แสนตอ,,,ท่ามะกา,เลขที่ 40/4,26,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71130
2252,ทำหน่อไม้บรรจุปี๊บ,1350,3,6,,10302,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,649895592.0,,113,ธุรกิจหน่อไม้กาญจนบุรี,ตะคร้ำเอน,,,ท่ามะกา,เลขที่ 113,9,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71130
4800,ทำหน่อไม้บรรจุปี๊บ,1012,3,7,ลำอีซู-โป่งช้าง,10302,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.36984,114,-,หนองปรือ,14.6419,,หนองปรือ,เลขที่ 98,6,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71220
21200,ผลิตน้ำผลไม้ และน้ำผลไม้บรรจุกระป๋อง,9000,10,7,,10302,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,0 3454 2634-7,99.72194,115,บริษัท กาญจน์คอร์น จำกัด,แสนตอ,13.94004,,ท่ามะกา,เลขที่ 68,210,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71130
22400,ผลิตผลไม้แปรรูป ผลไม้เคลือบช็อกโกแลต และผลไม้อัดเม็ด,984,9,13,,10302,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,818121126.0,,116,บริษัท ซันไพรซ์ (ประเทศไทย) จำกัด,เลาขวัญ,,,เลาขวัญ,เลขที่ 135,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
9772,ผลิตน้ำอินทผลัมบรรจุขวด และบรรจุผลอินทผลัมในภาชนะปิดสนิท,1323,15,1,,10302,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,117,บริษัท อินทผลัมภาคตะวันตก จำกัด,หนองขาว,,,ท่าม่วง,เลขที่ 99/29,15,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71110
16000,ผลิตผัก ผลไม้ น้ำผลไม้บรรจุกระป๋อง และผลไม้อบแห้ง,2106,30,8,,10302,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,081-8678323,99.47775,118,บริษัท นาธานฟู้ด จำกัด,หนองกุ่ม,14.14757,,บ่อพลอย,เลขที่ 188/1,20,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71160
11908,ผลิตอาหารเสริมบรรจุภาชนะ อาหารเสริมชนิดน้ำบรรจุภาชนะ เช่น เห็ดหลินจือ หรือถั่งเช่า และกระเทียม หรือน้ำเห็ดหลินจือเข้มข้นในภาชนะปิดสนิท,1088,6,7,,10302,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,119,บริษัท ไอ เฮิร์บ คอร์ปอเรชั่น จำกัด,ตะคร้ำเอน,,,ท่ามะกา,เลขที่ 55,6,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,10400
16000,ผลิตอาหารกระป๋อง,0,15,2,,10302,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,847382534.0,,120,บริษัท สุชานันท์ อินเตอร์ฟู้ดส์ จำกัด,แก่งเสี้ยน,,,เมืองกาญจนบุรี,เลขที่ 89,18,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71190
0,ผลิตภัณฑ์จากผลไม้ เช่น กล้วยกวน พุทราเชื่อม,6400,0,5,ท่าเรือ-ตะคร้ำเอน,10304,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,851709527.0,99.74612,121,มงคลผลไม้,ตะคร้ำเอน,13.97499,0.0,ท่ามะกา,เลขที่ 32/3,19,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71130
35200,พืช ผัก ผลไม้ อบแห้ง,6325,185,12,,10304,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,122,บริษัท ฟรุตตี้ดราย จำกัด,หนองตากยา,,,ท่าม่วง,เลขที่ 279,85,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71110
4160,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 100 เกวียน/วัน),3576,3,2,-,10611,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.6812,123,โรงสีการพานิช,พังตรุ,13.88446,-,ท่าม่วง,เลขที่ 9/2,7,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71110
41600,สีข้าว (กำลังผลิต 60 เกวียน/วัน),760,0,6,,10611,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,0 1857 0661,99.6934,124,,ดอนเจดีย์,14.06799,,พนมทวน,เลขที่ 21/2,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71140
31120,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 200 เกวียน/วัน,3380,5,10,,10611,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,034-571713,99.81938,125,บริษัท เต็กรุ่งเรืองไรซ์มิลล์ จำกัด,ดอนแสลบ,14.27501,,ห้วยกระเจา,เลขที่ 287/1,9,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71170
162816,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 80 เกวียน/วัน,0,1,1,แสงชูโต,10611,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,126,โรงสีตวงสุวรรณ,ท่าล้อ,,,ท่าม่วง,เลขที่ 98,7,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71110
1600,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 5 ตัน/วัน),0,0,3,,10611,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,127,โรงสีข้าวสิทธิกาญจน์,รางหวาย,,,พนมทวน,เลขที่ 159,3,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71170
1832,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 25 ตัน/วัน),0,1,18,,10611,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,128,ธนพสิษฐ์ พูนทรัพย์,รางหวาย,,,พนมทวน,เลขที่ 139,4,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71170
39500,สีข้าว (กำลังสีสูงสุด 300 เกวียน/วัน),700,5,4,,10611,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,129,ห้างหุ้นส่วนจำกัด โรงสีรังสรรค์พืชผล,ท่าม่วง,,,ท่าม่วง,เลขที่ 2,9,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71110
20800,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 16 เกวียน/วัน),700,0,11,,10611,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.77666,130,,หนองปลิง,14.68917,,เลาขวัญ,เลขที่ 21/1,3,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71210
28800,สีข้าว กำลังสีสูงสุดของร้านข้าว 120 เกวียน/วัน,1260,0,4,กาญจนบุรี-ไทรโยค,10611,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.43787,131,บริษัท สมบัติเพิ่มผล จำกัด,หนองบัว,14.05032,,เมืองกาญจนบุรี,เลขที่ 95,10,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71190
1600,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 10 เกวียน/วัน),178,0,2,ท่าไม้,10611,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.79762,132,โรงสีชัยประเสริฐ,ท่าไม้,13.91216,,ท่ามะกา,เลขที่ 103,1,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71120
0,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 300 เกวียนต่อวัน),6000,3,3,กาญจนบุรี-อู่ทอง,10611,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,034-680051,99.708447,133,บริษัท โรงสีทรัพย์ส่งแสง จำกัด,พนมทวน,14.12796,,พนมทวน,เลขที่ 58,13,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71140
12800,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 200 ตัน/วัน),884,2,18,-,10611,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,086-1632202,,134,โรงสีทรงพลทรัพย์รุ่งเรือง,รางหวาย,,-,พนมทวน,เลขที่ 150,8,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71170
8800,สีข้าว (กำลังการสีสูงสุดของร้านสีข้าว 25 เกวียน/วัน),500,1,18,-,10611,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,-,,135,โรงสีนิตติพลรุ่งเรืองทรัพย์,รางหวาย,,-,พนมทวน,เลขที่ 99,4,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71170
110052,สีข้าว ปรับปรุงคุณภาพข้าว และเก็บรักษาข้าวในโกดัง,9000,2,6,,10611,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,,136,โรงสีกิตติ์ปวร,หนองขาว,,,ท่าม่วง,เลขที่ 23/8,10,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71000
12800,สีข้าว (กำลังการสีสูงสุดของร้านสีข้าว 80 เกวียน/วัน) และอบข้าวเปลือก,2189,1,4,ท่าม่วง-หนองขาว,10611,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,081-8802013,,137,โรงสีโชคกิตติพาณิชย์,หนองขาว,,-,ท่าม่วง,เลขที่ 185/48,4,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71110
6200,สีข้าว กำลังสีสูงสุด 400 เกวียน/วัน,4858,2,2,-,10611,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,,99.6642,138,บริษัท กิจเจริญชัย รุ่งเรือง จำกัด,หนองโรง,14.10549,-,พนมทวน,เลขที่ 94,2,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71140
4695,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 150 เกวียน/วัน,1560,5,7,,10611,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,-,99.70513,139,โรงสีข้าวม้าเจริญทรัพย์,ท่าตะคร้อ,13.88593,-,ท่าม่วง,เลขที่ 2,7,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71130
7200,ผลิตฟองเต้าหู้,1074,12,6,,10615,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,819954493.0,,140,บริษัท เอ็ม.พี. ฟู้ด โปรดักชั่น จำกัด,แสนตอ,,,ท่ามะกา,เลขที่ 39/3,17,กาญจนบุรี,โรงงานแปรรูปทางการเกษตร,71130
