จำนวน,_id,ปี,เพศ,ไตรมาส,ชั่วโมงทำงาน/สัปดาห์
" 14,852 ",626,2565,หญิง                        ,ไตรมาส 1,30-34 ชั่วโมง
" 9,246 ",627,2565,หญิง                        ,ไตรมาส 2,30-34 ชั่วโมง
" 5,603 ",628,2565,หญิง                        ,ไตรมาส 3,30-34 ชั่วโมง
" 5,799 ",629,2565,หญิง                        ,ไตรมาส 4,30-34 ชั่วโมง
" 8,875 ",630,2565,หญิง                        ,เฉลี่ย 4 ไตรมาส,30-34 ชั่วโมง
" 43,919 ",631,2565,รวม,ไตรมาส 1,35-39 ชั่วโมง
" 45,723 ",632,2565,รวม,ไตรมาส 2,35-39 ชั่วโมง
" 46,710 ",633,2565,รวม,ไตรมาส 3,35-39 ชั่วโมง
" 52,635 ",634,2565,รวม,ไตรมาส 4,35-39 ชั่วโมง
" 47,247 ",635,2565,รวม,เฉลี่ย 4 ไตรมาส,35-39 ชั่วโมง
" 21,509 ",636,2565,ชาย                         ,ไตรมาส 1,35-39 ชั่วโมง
" 23,957 ",637,2565,ชาย                         ,ไตรมาส 2,35-39 ชั่วโมง
" 22,905 ",638,2565,ชาย                         ,ไตรมาส 3,35-39 ชั่วโมง
" 26,730 ",639,2565,ชาย                         ,ไตรมาส 4,35-39 ชั่วโมง
" 23,775 ",640,2565,ชาย                         ,เฉลี่ย 4 ไตรมาส,35-39 ชั่วโมง
" 22,410 ",641,2565,หญิง                        ,ไตรมาส 1,35-39 ชั่วโมง
" 21,766 ",642,2565,หญิง                        ,ไตรมาส 2,35-39 ชั่วโมง
" 23,804 ",643,2565,หญิง                        ,ไตรมาส 3,35-39 ชั่วโมง
" 25,905 ",644,2565,หญิง                        ,ไตรมาส 4,35-39 ชั่วโมง
" 23,471 ",645,2565,หญิง                        ,เฉลี่ย 4 ไตรมาส,35-39 ชั่วโมง
" 216,912 ",646,2565,รวม,ไตรมาส 1,40-49 ชั่วโมง
" 274,894 ",647,2565,รวม,ไตรมาส 2,40-49 ชั่วโมง
" 268,615 ",648,2565,รวม,ไตรมาส 3,40-49 ชั่วโมง
" 263,806 ",649,2565,รวม,ไตรมาส 4,40-49 ชั่วโมง
" 256,057 ",650,2565,รวม,เฉลี่ย 4 ไตรมาส,40-49 ชั่วโมง
" 120,175 ",651,2565,ชาย                         ,ไตรมาส 1,40-49 ชั่วโมง
" 148,086 ",652,2565,ชาย                         ,ไตรมาส 2,40-49 ชั่วโมง
" 148,575 ",653,2565,ชาย                         ,ไตรมาส 3,40-49 ชั่วโมง
" 145,316 ",654,2565,ชาย                         ,ไตรมาส 4,40-49 ชั่วโมง
" 140,538 ",655,2565,ชาย                         ,เฉลี่ย 4 ไตรมาส,40-49 ชั่วโมง
" 96,737 ",656,2565,หญิง                        ,ไตรมาส 1,40-49 ชั่วโมง
" 126,807 ",657,2565,หญิง                        ,ไตรมาส 2,40-49 ชั่วโมง
" 120,041 ",658,2565,หญิง                        ,ไตรมาส 3,40-49 ชั่วโมง
" 118,490 ",659,2565,หญิง                        ,ไตรมาส 4,40-49 ชั่วโมง
" 115,519 ",660,2565,หญิง                        ,เฉลี่ย 4 ไตรมาส,40-49 ชั่วโมง
" 55,513 ",661,2565,รวม,ไตรมาส 1,50 ชั่วโมงขึ้นไป
" 62,760 ",662,2565,รวม,ไตรมาส 2,50 ชั่วโมงขึ้นไป
" 77,494 ",663,2565,รวม,ไตรมาส 3,50 ชั่วโมงขึ้นไป
" 81,622 ",664,2565,รวม,ไตรมาส 4,50 ชั่วโมงขึ้นไป
" 69,347 ",665,2565,รวม,เฉลี่ย 4 ไตรมาส,50 ชั่วโมงขึ้นไป
" 29,491 ",666,2565,ชาย                         ,ไตรมาส 1,50 ชั่วโมงขึ้นไป
" 37,366 ",667,2565,ชาย                         ,ไตรมาส 2,50 ชั่วโมงขึ้นไป
" 42,411 ",668,2565,ชาย                         ,ไตรมาส 3,50 ชั่วโมงขึ้นไป
" 46,931 ",669,2565,ชาย                         ,ไตรมาส 4,50 ชั่วโมงขึ้นไป
" 39,050 ",670,2565,ชาย                         ,เฉลี่ย 4 ไตรมาส,50 ชั่วโมงขึ้นไป
" 26,022 ",671,2565,หญิง                        ,ไตรมาส 1,50 ชั่วโมงขึ้นไป
" 25,393 ",672,2565,หญิง                        ,ไตรมาส 2,50 ชั่วโมงขึ้นไป
" 35,083 ",673,2565,หญิง                        ,ไตรมาส 3,50 ชั่วโมงขึ้นไป
" 34,691 ",674,2565,หญิง                        ,ไตรมาส 4,50 ชั่วโมงขึ้นไป
" 30,297 ",675,2565,หญิง                        ,เฉลี่ย 4 ไตรมาส,50 ชั่วโมงขึ้นไป
" 417,998 ",676,2566,รวม,ไตรมาส 1,ยอดรวม
" 414,172 ",677,2566,รวม,ไตรมาส 2,ยอดรวม
" 420,184 ",678,2566,รวม,ไตรมาส 3,ยอดรวม
" 419,096 ",679,2566,รวม,ไตรมาส 4,ยอดรวม
" 417,863 ",680,2566,รวม,เฉลี่ย 4 ไตรมาส,ยอดรวม
" 231,325 ",681,2566,ชาย                         ,ไตรมาส 1,ยอดรวม
" 235,907 ",682,2566,ชาย                         ,ไตรมาส 2,ยอดรวม
" 235,874 ",683,2566,ชาย                         ,ไตรมาส 3,ยอดรวม
" 234,113 ",684,2566,ชาย                         ,ไตรมาส 4,ยอดรวม
" 234,305 ",685,2566,ชาย                         ,เฉลี่ย 4 ไตรมาส,ยอดรวม
" 186,673 ",686,2566,หญิง                        ,ไตรมาส 1,ยอดรวม
" 178,265 ",687,2566,หญิง                        ,ไตรมาส 2,ยอดรวม
" 184,309 ",688,2566,หญิง                        ,ไตรมาส 3,ยอดรวม
" 184,983 ",689,2566,หญิง                        ,ไตรมาส 4,ยอดรวม
" 183,558 ",690,2566,หญิง                        ,เฉลี่ย 4 ไตรมาส,ยอดรวม
" 6,025 ",691,2566,รวม,ไตรมาส 1,น้อยกว่า 1 ชั่วโมง
" 3,756 ",692,2566,รวม,ไตรมาส 2,น้อยกว่า 1 ชั่วโมง
 922 ,693,2566,รวม,ไตรมาส 3,น้อยกว่า 1 ชั่วโมง
" 3,415 ",694,2566,รวม,ไตรมาส 4,น้อยกว่า 1 ชั่วโมง
" 3,530 ",695,2566,รวม,เฉลี่ย 4 ไตรมาส,น้อยกว่า 1 ชั่วโมง
" 2,649 ",696,2566,ชาย                         ,ไตรมาส 1,น้อยกว่า 1 ชั่วโมง
" 1,797 ",697,2566,ชาย                         ,ไตรมาส 2,น้อยกว่า 1 ชั่วโมง
 840 ,698,2566,ชาย                         ,ไตรมาส 3,น้อยกว่า 1 ชั่วโมง
" 1,319 ",699,2566,ชาย                         ,ไตรมาส 4,น้อยกว่า 1 ชั่วโมง
" 1,651 ",700,2566,ชาย                         ,เฉลี่ย 4 ไตรมาส,น้อยกว่า 1 ชั่วโมง
" 3,376 ",701,2566,หญิง                        ,ไตรมาส 1,น้อยกว่า 1 ชั่วโมง
" 1,959 ",702,2566,หญิง                        ,ไตรมาส 2,น้อยกว่า 1 ชั่วโมง
 82 ,703,2566,หญิง                        ,ไตรมาส 3,น้อยกว่า 1 ชั่วโมง
" 2,096 ",704,2566,หญิง                        ,ไตรมาส 4,น้อยกว่า 1 ชั่วโมง
" 1,878 ",705,2566,หญิง                        ,เฉลี่ย 4 ไตรมาส,น้อยกว่า 1 ชั่วโมง
 173 ,706,2566,รวม,ไตรมาส 1,1-9 ชั่วโมง
 444 ,707,2566,รวม,ไตรมาส 2,1-9 ชั่วโมง
" 2,590 ",708,2566,รวม,ไตรมาส 3,1-9 ชั่วโมง
 482 ,709,2566,รวม,ไตรมาส 4,1-9 ชั่วโมง
 922 ,710,2566,รวม,เฉลี่ย 4 ไตรมาส,1-9 ชั่วโมง
 173 ,711,2566,ชาย                         ,ไตรมาส 1,1-9 ชั่วโมง
 444 ,712,2566,ชาย                         ,ไตรมาส 2,1-9 ชั่วโมง
" 1,847 ",713,2566,ชาย                         ,ไตรมาส 3,1-9 ชั่วโมง
,714,2566,ชาย                         ,ไตรมาส 4,1-9 ชั่วโมง
 616 ,715,2566,ชาย                         ,เฉลี่ย 4 ไตรมาส,1-9 ชั่วโมง
,716,2566,หญิง                        ,ไตรมาส 1,1-9 ชั่วโมง
,717,2566,หญิง                        ,ไตรมาส 2,1-9 ชั่วโมง
 743 ,718,2566,หญิง                        ,ไตรมาส 3,1-9 ชั่วโมง
 482 ,719,2566,หญิง                        ,ไตรมาส 4,1-9 ชั่วโมง
 306 ,720,2566,หญิง                        ,เฉลี่ย 4 ไตรมาส,1-9 ชั่วโมง
" 4,941 ",721,2566,รวม,ไตรมาส 1,10-19 ชั่วโมง
" 3,809 ",722,2566,รวม,ไตรมาส 2,10-19 ชั่วโมง
" 8,350 ",723,2566,รวม,ไตรมาส 3,10-19 ชั่วโมง
" 6,834 ",724,2566,รวม,ไตรมาส 4,10-19 ชั่วโมง
" 5,984 ",725,2566,รวม,เฉลี่ย 4 ไตรมาส,10-19 ชั่วโมง
" 3,938 ",726,2566,ชาย                         ,ไตรมาส 1,10-19 ชั่วโมง
" 2,028 ",727,2566,ชาย                         ,ไตรมาส 2,10-19 ชั่วโมง
" 3,716 ",728,2566,ชาย                         ,ไตรมาส 3,10-19 ชั่วโมง
" 4,228 ",729,2566,ชาย                         ,ไตรมาส 4,10-19 ชั่วโมง
" 3,478 ",730,2566,ชาย                         ,เฉลี่ย 4 ไตรมาส,10-19 ชั่วโมง
" 1,003 ",731,2566,หญิง                        ,ไตรมาส 1,10-19 ชั่วโมง
" 1,782 ",732,2566,หญิง                        ,ไตรมาส 2,10-19 ชั่วโมง
" 4,634 ",733,2566,หญิง                        ,ไตรมาส 3,10-19 ชั่วโมง
" 2,606 ",734,2566,หญิง                        ,ไตรมาส 4,10-19 ชั่วโมง
" 2,506 ",735,2566,หญิง                        ,เฉลี่ย 4 ไตรมาส,10-19 ชั่วโมง
" 43,563 ",736,2566,รวม,ไตรมาส 1,20-29 ชั่วโมง
" 13,393 ",737,2566,รวม,ไตรมาส 2,20-29 ชั่วโมง
" 13,202 ",738,2566,รวม,ไตรมาส 3,20-29 ชั่วโมง
" 6,162 ",739,2566,รวม,ไตรมาส 4,20-29 ชั่วโมง
" 19,080 ",740,2566,รวม,เฉลี่ย 4 ไตรมาส,20-29 ชั่วโมง
" 26,013 ",741,2566,ชาย                         ,ไตรมาส 1,20-29 ชั่วโมง
" 6,917 ",742,2566,ชาย                         ,ไตรมาส 2,20-29 ชั่วโมง
" 4,518 ",743,2566,ชาย                         ,ไตรมาส 3,20-29 ชั่วโมง
" 2,140 ",744,2566,ชาย                         ,ไตรมาส 4,20-29 ชั่วโมง
" 9,897 ",745,2566,ชาย                         ,เฉลี่ย 4 ไตรมาส,20-29 ชั่วโมง
" 17,550 ",746,2566,หญิง                        ,ไตรมาส 1,20-29 ชั่วโมง
" 6,476 ",747,2566,หญิง                        ,ไตรมาส 2,20-29 ชั่วโมง
" 8,684 ",748,2566,หญิง                        ,ไตรมาส 3,20-29 ชั่วโมง
" 4,021 ",749,2566,หญิง                        ,ไตรมาส 4,20-29 ชั่วโมง
" 9,183 ",750,2566,หญิง                        ,เฉลี่ย 4 ไตรมาส,20-29 ชั่วโมง
" 33,868 ",751,2566,รวม,ไตรมาส 1,30-34 ชั่วโมง
" 7,122 ",752,2566,รวม,ไตรมาส 2,30-34 ชั่วโมง
" 25,748 ",753,2566,รวม,ไตรมาส 3,30-34 ชั่วโมง
" 10,417 ",754,2566,รวม,ไตรมาส 4,30-34 ชั่วโมง
" 19,289 ",755,2566,รวม,เฉลี่ย 4 ไตรมาส,30-34 ชั่วโมง
" 16,881 ",756,2566,ชาย                         ,ไตรมาส 1,30-34 ชั่วโมง
" 3,261 ",757,2566,ชาย                         ,ไตรมาส 2,30-34 ชั่วโมง
" 13,307 ",758,2566,ชาย                         ,ไตรมาส 3,30-34 ชั่วโมง
" 5,764 ",759,2566,ชาย                         ,ไตรมาส 4,30-34 ชั่วโมง
" 9,803 ",760,2566,ชาย                         ,เฉลี่ย 4 ไตรมาส,30-34 ชั่วโมง
" 16,987 ",761,2566,หญิง                        ,ไตรมาส 1,30-34 ชั่วโมง
" 3,861 ",762,2566,หญิง                        ,ไตรมาส 2,30-34 ชั่วโมง
" 12,442 ",763,2566,หญิง                        ,ไตรมาส 3,30-34 ชั่วโมง
" 4,653 ",764,2566,หญิง                        ,ไตรมาส 4,30-34 ชั่วโมง
" 9,486 ",765,2566,หญิง                        ,เฉลี่ย 4 ไตรมาส,30-34 ชั่วโมง
" 53,456 ",766,2566,รวม,ไตรมาส 1,35-39 ชั่วโมง
" 49,685 ",767,2566,รวม,ไตรมาส 2,35-39 ชั่วโมง
" 51,269 ",768,2566,รวม,ไตรมาส 3,35-39 ชั่วโมง
" 52,987 ",769,2566,รวม,ไตรมาส 4,35-39 ชั่วโมง
" 51,849 ",770,2566,รวม,เฉลี่ย 4 ไตรมาส,35-39 ชั่วโมง
" 26,738 ",771,2566,ชาย                         ,ไตรมาส 1,35-39 ชั่วโมง
" 24,839 ",772,2566,ชาย                         ,ไตรมาส 2,35-39 ชั่วโมง
" 25,774 ",773,2566,ชาย                         ,ไตรมาส 3,35-39 ชั่วโมง
" 24,138 ",774,2566,ชาย                         ,ไตรมาส 4,35-39 ชั่วโมง
" 25,372 ",775,2566,ชาย                         ,เฉลี่ย 4 ไตรมาส,35-39 ชั่วโมง
" 26,718 ",776,2566,หญิง                        ,ไตรมาส 1,35-39 ชั่วโมง
" 24,845 ",777,2566,หญิง                        ,ไตรมาส 2,35-39 ชั่วโมง
" 25,494 ",778,2566,หญิง                        ,ไตรมาส 3,35-39 ชั่วโมง
" 28,848 ",779,2566,หญิง                        ,ไตรมาส 4,35-39 ชั่วโมง
" 26,476 ",780,2566,หญิง                        ,เฉลี่ย 4 ไตรมาส,35-39 ชั่วโมง
" 211,262 ",781,2566,รวม,ไตรมาส 1,40-49 ชั่วโมง
" 254,062 ",782,2566,รวม,ไตรมาส 2,40-49 ชั่วโมง
" 244,258 ",783,2566,รวม,ไตรมาส 3,40-49 ชั่วโมง
" 256,093 ",784,2566,รวม,ไตรมาส 4,40-49 ชั่วโมง
" 241,419 ",785,2566,รวม,เฉลี่ย 4 ไตรมาส,40-49 ชั่วโมง
" 118,422 ",786,2566,ชาย                         ,ไตรมาส 1,40-49 ชั่วโมง
" 145,691 ",787,2566,ชาย                         ,ไตรมาส 2,40-49 ชั่วโมง
" 142,993 ",788,2566,ชาย                         ,ไตรมาส 3,40-49 ชั่วโมง
" 153,208 ",789,2566,ชาย                         ,ไตรมาส 4,40-49 ชั่วโมง
" 140,079 ",790,2566,ชาย                         ,เฉลี่ย 4 ไตรมาส,40-49 ชั่วโมง
" 92,841 ",791,2566,หญิง                        ,ไตรมาส 1,40-49 ชั่วโมง
" 108,371 ",792,2566,หญิง                        ,ไตรมาส 2,40-49 ชั่วโมง
" 101,265 ",793,2566,หญิง                        ,ไตรมาส 3,40-49 ชั่วโมง
" 102,884 ",794,2566,หญิง                        ,ไตรมาส 4,40-49 ชั่วโมง
" 101,340 ",795,2566,หญิง                        ,เฉลี่ย 4 ไตรมาส,40-49 ชั่วโมง
" 64,709 ",796,2566,รวม,ไตรมาส 1,50 ชั่วโมงขึ้นไป
" 81,902 ",797,2566,รวม,ไตรมาส 2,50 ชั่วโมงขึ้นไป
" 73,845 ",798,2566,รวม,ไตรมาส 3,50 ชั่วโมงขึ้นไป
" 82,706 ",799,2566,รวม,ไตรมาส 4,50 ชั่วโมงขึ้นไป
" 75,791 ",800,2566,รวม,เฉลี่ย 4 ไตรมาส,50 ชั่วโมงขึ้นไป
" 36,511 ",801,2566,ชาย                         ,ไตรมาส 1,50 ชั่วโมงขึ้นไป
" 50,930 ",802,2566,ชาย                         ,ไตรมาส 2,50 ชั่วโมงขึ้นไป
" 42,880 ",803,2566,ชาย                         ,ไตรมาส 3,50 ชั่วโมงขึ้นไป
" 43,315 ",804,2566,ชาย                         ,ไตรมาส 4,50 ชั่วโมงขึ้นไป
" 43,409 ",805,2566,ชาย                         ,เฉลี่ย 4 ไตรมาส,50 ชั่วโมงขึ้นไป
" 28,199 ",806,2566,หญิง                        ,ไตรมาส 1,50 ชั่วโมงขึ้นไป
" 30,972 ",807,2566,หญิง                        ,ไตรมาส 2,50 ชั่วโมงขึ้นไป
" 30,965 ",808,2566,หญิง                        ,ไตรมาส 3,50 ชั่วโมงขึ้นไป
" 39,391 ",809,2566,หญิง                        ,ไตรมาส 4,50 ชั่วโมงขึ้นไป
" 32,382 ",810,2566,หญิง                        ,เฉลี่ย 4 ไตรมาส,50 ชั่วโมงขึ้นไป
