ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
,เลขที่ 91,,370,15441000,546,22,3-105-15/58อย,547,บริษัท อินเตอร์เนชั่นแนล รีไซเคลอร์ส (ประเทศไทย) จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,09 2821 6769,13170,ลำไทร,วังน้อย,พระนครศรีอยุธยา,3
-,เลขที่ ,-,0,900000,547,5,3-105-150/47อย,548,ห้างหุ้นส่วนจำกัด ส.วัฒนา รีไซเคิล,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),,13220,บางปะหัน,บางปะหัน,พระนครศรีอยุธยา,6
 -,เลขที่ , -,0,1500000,548,7,3-105-156/48อย,549,ห้างหุ้นส่วนจำกัด บุญปกครอง เซอร์วิส,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),,13160,คลองจิก,บางปะอิน,พระนครศรีอยุธยา,4
-,เลขที่ 11,-,330,18136000,549,18,3-105-16/50อย,550,บริษัท มอนสเตอร์เทค จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย หล่อหลอมอลูมิเนียมจากเศษและตะกรันโลหะ (Scrap and Dross),081 8567239,13230,สามเมือง,ลาดบัวหลวง,พระนครศรีอยุธยา,2
 -,เลขที่ 22/1, -,3.73,16000000,550,8,3-105-17/49อย,551,วงษ์พาณิชย์ วงแหวนบางปะอิน,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดโลหะและนำชิ้นส่วนหรืออุปกรณ์อิเลกทรอนิกส์ที่ฝ่านการใช้งานแล้วนำกลับมาปรับปรุง ซ่อม แซมหรือเปลี่ยนสภาพเพื่อนำกลับมาใช้ใหม่,0 3526 3201,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,4
 -,เลขที่ 40/8, -,0,27000000,551,7,3-105-17/50อย,552,บริษัท กรีน แพค อินดัสทรีส์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตรายจากโรงงานอุตสาหกรรม,81803119,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,5
 -,เลขที่ 263, -,23.73,11600000,552,7,3-105-18/49อย,553,บริษัท สวรรยา เทรดดิ้ง จำกัด,"คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษกระดาษ, บดพลาสติกอัดโลหะและนำชิ้นส่วนหรืออุปกรณือิเลกทรอนิกส์ที่ผ่านการใช้งานแล้วนำกลับมาปรับปรุง ซ่อมแซมหรือเปลียนสภาพ เพื่อนำกลับมาใช้ใหม่",,13170,ลำตาเสา,วังน้อย,พระนครศรีอยุธยา,8
,เลขที่ 152,,94,4000000,553,5,3-105-18/60อย,554,บริษัท โกลเด้นดีพ (ประเทศไทย) จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,12000,ลำตาเสา,วังน้อย,พระนครศรีอยุธยา,8
-,เลขที่ 38/20,-,25,11000000,554,18,3-105-19/48อย,555,บริษัท ส.สตางค์ อินเตอร์กรุ๊ป จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษกระดาษ เศษโลหะ และบดพลาสติก,,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,1
วงแหวนตะวันตก,เลขที่ 88/8,-,143.8,4450000,555,8,3-105-2/46อย,556,บริษัท ไทยสแครป เซ็นเตอร์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดในภาคผนวกที่ 1 หมวด 1 ข้อ 1 ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ. 2541),035-353415,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,8
-,"เลขที่ โฉนดที่ดิน 18779, 18780",รักวงษ์วาน,0,2600000,556,10,3-105-2/48อย,557,บริษัท สามดี เอ็นจิเนียริ่ง จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,8
-,เลขที่ 111/2,-,93,4900000,557,7,3-105-20/54อย,558,บริษัท พี เอส รีไซเคิล จำกัด,คัดแยก บด และจัดประเภทสินค้าขวด กระดาษ เศษแก้ว พลาสติก และโลหะทุกชนิด,089-2198858,13170,วังจุฬา,วังน้อย,พระนครศรีอยุธยา,2
-,เลขที่ 2,-,39.5,1800000,558,9,3-105-22/48อย,559,บริษัท 4 น. โชคพัฒนา จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด1ข้อ1ของภาคผนวกที่1บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่1(พ.ศ.2541)อัดเศษโลหะ อัดเศษกระดาษ บดย่อยพลาสติกและนำน้ำมันหล่อลื่นที่ใช้แล้วตัวทำละลายที่ใช้แล้วและเคมีภัณฑ์ที่ใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อนำกลับมาใช้ประโยชน์ใหม่ซ่อมและล้างถังตัวทำละลายแล้วนำกลับมาใช้ใหม่ ซ่อมแซม ดัดแปลง ปรับปรุงเครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็กทรอนิกส์ นำเศษผ้าปนเปื้อน กากตะกอนน้ำมันและดินปนเปื้อนน้ำมันมาทำเชื้อเพลิงผสม(BLENDING),-,13210,ธนู,อุทัย,พระนครศรีอยุธยา,12
 -,เลขที่ 88, -,514.8,60000000,559,40,3-105-22/49อย,560,บริษัท ซี เอช เจ เมนเทิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เฉพาะเศษกระดาษ เศษพลาสติก เศษโลหะ และอัดเศษโลหะ หลอมเศษโลหะ,035-215767,13170,ลำไทร,วังน้อย,พระนครศรีอยุธยา,5
-,เลขที่ 54/2,-,0,17500000,560,17,3-105-22/54อย,561,บริษัท ทีเอ็มเอส เมทัลส์ (ไทยแลนด์) จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตรายจากโรงงานอุตสาหกรรม,,13220,บ้านขล้อ,บางปะหัน,พระนครศรีอยุธยา,3
-,เลขที่ 45,-,62,1300000,561,8,3-105-23/48อย,562,ห้างหุ้นส่วนจำกัด ส.ศิวกาญจน์รีไซเคิล,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุทีไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษกระดาษ เศษโลหะ และบดพลาสติก,,13220,ทางกลาง,บางปะหัน,พระนครศรีอยุธยา,3
,เลขที่ 64,,50,1500000,562,14,3-105-23/53อย,563,บริษัท คาส เม็ททัล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่เป็นของเสียอันตราย,,13110,บ้านแถว,เสนา,พระนครศรีอยุธยา,1
-,เลขที่ 20/4,-,35,1000000,563,12,3-105-24/53อย,564,ห้างหุ้นส่วนจำกัด เอ.บี.ที. พาณิชย์,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,"081-4559058,089-4955724",13210,ข้าวเม่า,อุทัย,พระนครศรีอยุธยา,4
อยุธยา-สาลี,เลขที่ 83,-,47.5,200000,564,13,3-105-26/47อย,565,นายภูริวัจน์ เอมระดี,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษโลหะและกระดาษ และบดย่อยพลาสติก,,13110,สามตุ่ม,เสนา,พระนครศรีอยุธยา,3
โรจนะ,เลขที่ -,-,50,4690000,565,10,3-105-27/48อย,566,ห้างหุ้นส่วนจำกัด อยุธยาค้าของเก่า,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),,13160,สามเรือน,บางปะอิน,พระนครศรีอยุธยา,3
-,เลขที่ 1/1,-,83.65,380000,566,7,3-105-28/48อย,567,บริษัท อโยธยารีไซเคิล 2002 จำกัด,"หลอมหล่อโลหะซึ่งมิใช่เหล็กหรือเหล็กกล้า, ซ่อมแซม ดัดแปลง ปรับปรุงเครื่องใช้ไฟฟ้าและชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์ที่ใช้แล้ว นำเศษผ้าปนเปื้อน ถุงมือผ้า กากตะกอนน้ำมัน และดินปนเปื้อนน้ำมัน มาทำเชื้อเพลิงผสม และทำอิฐบล็อคจากวัสดุที่ไม่ใช้แล้ว",,13140,ระโสม,ภาชี,พระนครศรีอยุธยา,9
,เลขที่ 43/1,,140,1530000,567,10,3-105-3/46อย,568,บริษัท อยุธยา เพชราวุธ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดเศษ,0 1852 3731,13220,หันสัง,บางปะหัน,พระนครศรีอยุธยา,5
พหลโยธิน,เลขที่ 233,-,425,3200000,568,7,3-105-3/47อย,569,บริษัท ไฟว์สตาร์ รีไซเคิล จำกัด,คัดแยกเฉพาะวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดย่อยพลาสติก อัดเศษโลหะและกระดาษ,,13170,ลำไทร,วังน้อย,พระนครศรีอยุธยา,2
โรจนะ,เลขที่ -,-,100,14500000,569,34,3-105-3/54อย,570,ห้างหุ้นส่วนจำกัด เอฟ ที ซัพพลาย กรุ๊ป,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,13210,คานหาม,อุทัย,พระนครศรีอยุธยา,5
-,เลขที่ 5/1,หมอเขียว,0,6000000,570,8,3-105-31/54อย,571,เอส.ดี. พลาสติกรีไซเคิล,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย คัดแยกเศษพลาสติกที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,035 353828,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,5
-,เลขที่ 45/9,-,90,2200000,571,7,3-105-32/48อย,572,ห้างหุ้นส่วนจำกัด เอ็ม. พี. เอ็นเตอร์ไพรส์ (2005),คัดแยกวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตรายตามประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),,13260,บางพระครู,นครหลวง,พระนครศรีอยุธยา,4
จอมพล ป. พิบูลย์สงคราม,เลขที่ 59, -,0,9700000,572,6,3-105-36/49อย,573,บริษัท เอเซียน คังเกียว เซอร์วิส จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตรายข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูล หรือวัสดุที่ไม่ใช้แล้ว,035-236613-4,13160,ตลิ่งชัน,บางปะอิน,พระนครศรีอยุธยา,5
-,เลขที่ 112,-,0,14000000,573,10,3-105-36/56อย,574,ห้างหุ้นส่วนจำกัด ศุภมงคล พลาสติก,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,"097,4156565, 098-9874556",13210,สามบัณฑิต,อุทัย,พระนครศรีอยุธยา,10
,เลขที่ -,รักวงศ์วาน,0,2300000,574,8,3-105-37/49อย,575,บริษัท ส. พลาสติก อยุธยา จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เศษโลหะ เศษกระดาษ เศษพลาสติก เศษโฟม เป็นต้น,083-0772754,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,8
,เลขที่ 1/86,,634,30000000,575,6,3-105-37/59อย,576,บริษัท ยามานากะ อินเตอร์เนชั่นแนล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และอัดเศษโลหะ,,24130,คานหาม,อุทัย,พระนครศรีอยุธยา,5
,เลขที่ 72,,95,8000000,576,7,3-105-37/61อย,577,บริษัท โก กรีน เวส เมเนจเม้นท์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,13160,สามเรือน,บางปะอิน,พระนครศรีอยุธยา,6
-,เลขที่ 6/9,-,30,0,577,0,3-105-4/46อย,578,ห้างหุ้นส่วนจำกัด ตรีเกษม รีไซเคิล,คัดแยกวัสดุที่ไม่ใช้แล้วตามที่กำหนดไว้ในหมวด 1 ข้อ 1,,13210,สามบัณฑิต,อุทัย,พระนครศรีอยุธยา,3
หนองแค-อุทัย,เลขที่ , -,66.7,26000000,578,10,3-105-4/47อย,579,บริษัท วานิช อิควิปเม้นท์ จำกัด,คัดแยกของเสียหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ตัดและอัดเศษโลหะ บดหรือฉีดเศษพลาสติก อัดเศษกระดาษเป็นแท่งหรือก้อน,0 2538 9263,13210,สามบัณฑิต,อุทัย,พระนครศรีอยุธยา,1
-,เลขที่ -,-,24,4700000,579,12,3-105-4/53อย,580,ห้างหุ้นส่วนจำกัด ที.ซี.ไอ.รีไพล อินดัสเทรียล,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,13210,บ้านช้าง,อุทัย,พระนครศรีอยุธยา,1
-,เลขที่ -,-,96,3000000,580,9,3-105-4/56อย,581,บริษัท โชคสกุลชัยรีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย เช่น เศษเหล็ก เศษพลาสติก เศษกระดาษ และเศษโลหะ,,13210,สามบัณฑิต,อุทัย,พระนครศรีอยุธยา,10
,เลขที่ 55/3,,44.5,1400000,581,10,3-105-4/58อย,582,บริษัท กิจเจริญรีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,092-942-1276,13210,สามบัณฑิต,อุทัย,พระนครศรีอยุธยา,3
,เลขที่ 60/1,,465,11600000,582,9,3-105-4/59อย,583,ห้างหุ้นส่วนจำกัด พัชรพล อาร์คิเทคเชอร์,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,081-8517476,13210,สามเรือน,บางปะอิน,พระนครศรีอยุธยา,2
,เลขที่ 71,,285,8000000,583,28,3-105-40/59อย,584,บริษัท วงษ์พาณิชย์รีไซคลิ่ง จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย สำหรับอุตสาหกรรมในชุมชน,0 3570 8501,13160,คลองจิก,บางปะอิน,พระนครศรีอยุธยา,4
สายอุทัย-ภาชี,เลขที่ -,-,25,3650000,584,7,3-105-44/48อย,585,วิทยาโลหะกิจ,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ในภาคผนวกที่ 1 ของบัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษโลหะ เศษกระดาษ และบดพลาสติก,,13210,เสนา,อุทัย,พระนครศรีอยุธยา,3
-,เลขที่ 1/7,-,90,2000000,585,10,3-105-48/48อย,586,ห้างหุ้นส่วนจำกัด ตรีประชานารถ ซัพพลาย,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษโลหะ เศษพลาสติกและกระดาษ,,13210,ข้าวเม่า,อุทัย,พระนครศรีอยุธยา,12
 -,เลขที่ 188/2, -,90,4200000,586,10,3-105-48/49อย,587,บริษัท สำเภาทองค้าเหล็ก จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดพลาสติก อัดกระดาษ และอัดเศษโลหะ,,13260,บ้านชุ้ง,นครหลวง,พระนครศรีอยุธยา,6
คันกั้นน้ำคลองเจ้าเจ็ด-บางยี่หน,เลขที่ -,-,0,1300000,587,8,3-105-49/54อย,588,บริษัท อุตสาหกรรมกระดาษไทย จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย แยกชิ้นส่วนเศษสายไฟฟ้า,851131603,13270,เต่าเล่า,บางซ้าย,พระนครศรีอยุธยา,2
-,เลขที่ 45,-,22,2000000,588,10,3-105-5/46อย,589,ห้างหุ้นส่วนจำกัด เอส.ที.รีไซเคิล,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และบดย่อยเศษพลาสติก           ,087-0882535,13210,สามบัณฑิต,อุทัย,พระนครศรีอยุธยา,4
 -,เลขที่ 230/1, -,90,26000000,589,15,3-105-5/49อย,590,ห้างหุ้นส่วนจำกัด เจแอนด์เจ สแครป แอนด์ รีไซเคิล เซอร์วิส,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษโลหะ อัดกระดาษ บดพลาสติก,035-711559-65,13210,อุทัย,อุทัย,พระนครศรีอยุธยา,1
,เลขที่ 15,,10,800000,590,10,3-105-51/47อย,591,ห้างหุ้นส่วนจำกัด เอ็ม.อาร์.เซพพาเรทเตอร์,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,13170,สนับทึบ,วังน้อย,พระนครศรีอยุธยา,2
อุดมสรยุทธิ์,เลขที่ 111/19,-,4,1300000,591,7,3-105-59/48อย,592,ห้างหุ้นส่วนจำกัด น้องเทคนิค รีไซเคิล,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดพลาสติก อัดเศษโลหะ และอัดกระดาษ,,13160,คลองจิก,บางปะอิน,พระนครศรีอยุธยา,2
-,เลขที่ 50/10,-,28,2500000,592,14,3-105-6/46อย,593,บริษัท ส.พลาสติก อยุธยา จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1(พ.ศ.2541) อัดเศษโลหะ พลาสติก และโฟม บดและทำเม็ดพลาสติกเกรดบี ซ่อมและล้างถังบรรจุด้วยตัวทำละลาย ซ่อมแซม ดัดแปลง ปรับปรุงเครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์,083-0772754,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,8
-,เลขที่ ,-,20,7000000,593,14,3-105-6/53อย,594,บริษัท นนทพลัส กรุ๊ป 2008 จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,,13210,อุทัย,อุทัย,พระนครศรีอยุธยา,4
โรจนะ,เลขที่ โฉนดที่ดินเลขที่ 23000,-,0,9400000,594,15,3-105-6/56อย,595,บริษัท ทรี โปรอินเตอร์เทรด จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,035-719001,13170,ลำตาเสา,วังน้อย,พระนครศรีอยุธยา,8
-,เลขที่ 11/3,-,43,2100000,595,20,3-105-61/47อย,596,รุ่งเรืองรีไซเคิล,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชี,,13110,สามตุ่ม,เสนา,พระนครศรีอยุธยา,7
,เลขที่ 45/1,,85,1815000,596,2,3-105-64/59อย,597,ห้างหุ้นส่วนจำกัด หมื่นแก้ว,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,60000,หนองน้ำส้ม,อุทัย,พระนครศรีอยุธยา,2
,เลขที่ 24/1,,150,400000,597,10,3-105-64/61อย,598,นางสาวสุคนธ์ แสนคำพล,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,13230,คลองพระยาบันลือ,ลาดบัวหลวง,พระนครศรีอยุธยา,3
-,เลขที่ 12/1,-,0,1300000,598,7,3-105-68/47อย,599,ห้างหุ้นส่วนจำกัด จอมภพรีไซเคิล,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,"035-708212,094-9955649",13160,คุ้งลาน,บางปะอิน,พระนครศรีอยุธยา,4
,เลขที่ โฉนดที่ดินเลขที่ 2398,,92,3250000,599,12,3-105-68/61อย,600,นางทิพาพรรณ กรอบทอง,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,13000,บ้านป้อม,พระนครศรีอยุธยา,พระนครศรีอยุธยา,9
-,เลขที่ 4-4/1,-,107,3250000,600,8,3-105-7/46อย,601,บริษัท ศุภฤกษ์ พลาสติก จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),0 3525  5297,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,1
-,เลขที่ 88/1,-,7,400000,601,12,3-105-7/55อย,602,นิลเนตร โลหะการ,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,061-8951523,13140,โคกม่วง,ภาชี,พระนครศรีอยุธยา,1
,เลขที่ 40,,4,14050000,602,8,3-105-7/61อย,603,บริษัท เย็นศิริ รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,,13160,สามเรือน,บางปะอิน,พระนครศรีอยุธยา,4
 -,เลขที่ 155, -,0,8000000,603,9,3-105-70/48อย,604,บริษัท พรหมบถ จำกัด,คัดแยกของเสียหรือวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,089-4441894,13170,พยอม,วังน้อย,พระนครศรีอยุธยา,4
 -,เลขที่ 89/8, -,0,11000000,604,8,3-105-71/48อย,605,บริษัท กิตติศักดิ์ รีไซเคิล แอนด์ เซอร์วิส จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายกฏกระทรวงอุตสาหกรรม ฉบับที่ 1(พ.ศ.2541),,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,8
,เลขที่ 21/6,,20,5000000,605,12,3-105-75/59อย,606,บริษัท ถุงเงินรุ่งเรือง จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,081-8707315,13210,เสนา,อุทัย,พระนครศรีอยุธยา,2
