มยส-เคยผ่านเมื่อ,มยส-ลูกจ้าง,มยส-วันที่ผ่าน,รง.สีขาว-ลูกจ้าง,รง.สีขาว-ระดับ,รง.สีขาว-เคยผ่านเมื่อ,รง.สีขาว-วันที่ผ่าน,อำเภอ,รง.สีขาว-เข้าร่วม/จัด,รง.สีขาว-ระดับ-2,จังหวัด,มยส-วันหมดอายุ,ชื่อบริษัท,ตำบล,ปีงบประมาณ,รง.สีขาว-เข้าส่งเสริม,มยส-เข้าร่วม/จัด,_id,มยส-เข้าส่งเสริม
,,,32,,2018-06-15T00:00:00,,อำเภอเมืองสระบุรี,,3,จังหวัดสระบุรี,,บริษัทจำกัด จันทร์ประสิทธิ์ปิโตรเลียม กม.100,ตำบลหนองยาว,2567,2024-08-01T00:00:00,,113,
,,,48,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด ได-แดน(ประเทศไทย) (รับเหมาในบจก.ไทยเซอิ ก่อสร้างในอายิโนะโมะโต๊ะ),ตำบลโคกแย้,2567,2024-12-02T00:00:00,,114,
,,,41,,,,อำเภอพระพุทธบาท,,,จังหวัดสระบุรี,,บริษัทจำกัด พรเจริญ(ช่างคิด) 2014,ตำบลธารเกษม,2567,2024-03-01T00:00:00,,115,
,,,120,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด เอส.เอ็น.เอส.เอาท์ซอร์สซิ่ง(ประเทศไทย) (ประจำบจก.สยามซานิทารี่แวร์อินดัสทรี WHA),ตำบลบัวลอย,2567,2024-03-13T00:00:00,,116,
,,,57,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เดอเบล (สาขาสระบุรี),ตำบลปากเพรียว,2567,2024-05-02T00:00:00,,117,
,,,190,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด สกิลพาวเวอร์ เซอร์วิส (ประเทศไทย) (รับเหมาในบมจ.ปูนซีเมนต์นครหลวง),ตำบลทับกวาง,2567,2024-06-03T00:00:00,,118,
,,,50,,,,อำเภอเฉลิมพระเกียรติ,,,จังหวัดสระบุรี,,บริษัทจำกัด ยิ่งเจริญสระบุรีสตีล,ตำบลห้วยบง,2567,2024-04-07T00:00:00,,119,
,,,48,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด ทีซีไอ เอ็นจิเนียริ่ง 2019,ตำบลทับกวาง,2567,2024-02-14T00:00:00,,120,
,,,180,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด แก้วเกรียงไกร เค.ที.ที (รับเหมา บริษัท เอสซีจี รูฟฟิ่ง จำกัด) โรงงานหนองแค,ตำบลหนองปลาหมอ,2567,2024-05-03T00:00:00,,121,
,,,42,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เฟมัส แฟชั่น,ตำบลปากเพรียว,2567,2024-01-02T00:00:00,,122,
,,,48,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด เอ็ม เค ซี ทรานสปอร์ต 2010,ตำบลท่ามะปราง,2567,2024-06-02T00:00:00,,123,
,,,45,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด รุ่งเรือง เมดิคอล คอมโพเน้นท์,ตำบลโคกแย้,2567,2024-05-02T00:00:00,,124,
,,,41,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) แมคทริค,ตำบลตาลเดี่ยว,2567,2024-02-02T00:00:00,,125,
,,,2,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด ดีว่าดี,ตำบลปากเพรียว,2567,2024-04-17T00:00:00,,126,
,,,44,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด พีเอ็มอาร์ เมเนจเม้นท์,ตำบลทับกวาง,2567,2024-08-02T00:00:00,,127,
,,,42,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด สุกัญญา 99 รวมช่าง (รับเหมาบมจ.ปูนซีเมนต์นครหลวง),ตำบลทับกวาง,2567,2024-07-02T00:00:00,,128,
,,,119,,2021-02-18T00:00:00,,อำเภอหนองแค,,3,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ที.ที.ยูนิตี้ซัพพลาย (รับเหมาบมจ.อายิโนะโมะโต๊ะ (ประเทศไทย )),ตำบลโคกแย้,2567,2024-03-13T00:00:00,,129,
,,,78,,2020-12-23T00:00:00,,อำเภอแก่งคอย,,3,จังหวัดสระบุรี,,บริษัทจำกัด เอก-ชัย ดีสทริบิวชั่น ซิสเทม (สาขาแก่งคอย),ตำบลตาลเดี่ยว,2567,2023-10-17T00:00:00,,130,
,,,54,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เอสทูเค ฟู้ดส์,ตำบลหนองยาว,2567,2024-05-01T00:00:00,,131,
,,,46,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ปตท. น้ำมันและการค้าปลีก (สาขาบายพาสสระบุรี),ตำบลปากเพรียว,2567,2024-07-02T00:00:00,,132,
,,,78,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด อันซีนอินเตอร์เนชั่นแนล(ประจำบจก.นวพลาสติกอุตสาหกรรม),ตำบลหนองปลิง,2567,2023-03-10T00:00:00,,133,
,,,42,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด สัทธานุสารี,ตำบลตาลเดี่ยว,2567,2024-01-02T00:00:00,,134,
,,,80,,,,อำเภอบ้านหมอ,,,จังหวัดสระบุรี,,บริษัทจำกัด เอช.อาร์. คอนเวนเยนซ์  (รับเหมาใน บกด.ท่าหลวง),ตำบลบ้านครัว,2567,2023-06-10T00:00:00,,135,
,,,28,1,,2024-07-26T00:00:00,อำเภอแก่งคอย,2024-02-13T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด ฟอร์ บี โลจิสติกส์,ตำบลบ้านป่า,2567,2024-06-02T00:00:00,,136,
,,,45,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด มาสเตอร์ อาชีพ (ประเทศไทย) จำกัด,ตำบลทับกวาง,2567,2024-05-02T00:00:00,,137,
,,,45,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด ศิวัช ขนส่ง,ตำบลปากเพรียว,2567,2024-07-02T00:00:00,,138,
,,,37,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เจ้าสัวเกษตร,ตำบลโคกสว่าง,2567,2024-04-01T00:00:00,,139,
,,,63,1,,2024-02-14T00:00:00,อำเภอแก่งคอย,2024-09-02T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด เอ.ซี.ที.แมชีนเนอรี่,ตำบลทับกวาง,2567,2024-05-02T00:00:00,,140,
,,,31,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด ผักอร่อย ฟาร์ม,ตำบลโคกสว่าง,2567,2024-04-01T00:00:00,,141,
,,,60,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด ยูนิค เอ็นจิเนียริ่ง แอนด์ คอนสตรัคชั่น(สำนักงานชั่วคราว โครงการความร่วมมือระหว่างราชอาณาจักรไทย และรัฐบาลแห่งสาธารณรัฐปประชาชนจีน),ตำบลปากเพรียว,2567,2024-09-02T00:00:00,,142,
,,,80,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด พนากิจค้าไม้ (โครงการปรับปรุงระบบคมนาคมภาครัฐขนาดใหญ่ บางปะอิน-สระบุรี-นครราชสีมา),ตำบลโคกตูม,2567,2023-03-10T00:00:00,,143,
,,,81,,2022-06-21T00:00:00,,อำเภอแก่งคอย,,1,จังหวัดสระบุรี,,บริษัทจำกัด เอก-ชัย ดีสทริบิวชั่น ซิสเทม (สาขาแก่งคอย),ตำบลตาลเดี่ยว,2567,2024-05-03T00:00:00,,144,
,,,193,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด เอส.เอ็ม.เอส. (1999)(ประจำบจก.คอนวูด),ตำบลบ้านป่า,2567,2024-03-13T00:00:00,,145,
,,,47,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด เอส เอส เจ โลจิสติกส์,ตำบลกุ่มหัก,2567,2024-01-02T00:00:00,,146,
,243,,,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด สกิลพาวเวอร์ เซอร์วิส (ประเทศไทย) (รับเหมาบมจ.ทีพีไอ โพลีน),ตำบลทับกวาง,2567,,,147,2024-05-16T00:00:00
,,,80,3,,2024-06-21T00:00:00,อำเภอแก่งคอย,2024-06-14T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด บีอีซีไอเอส เอสอีเอ แมเนจเม้นท์ (ปูนซีเมนต์นครหลวง ),ตำบลทับกวาง,2567,2023-12-10T00:00:00,,148,
,,,42,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด วรรณภา เอ็นจิเนียริ่ง แอนด์,ตำบลหนองแค,2567,2024-04-01T00:00:00,,149,
,,,81,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด อึ๊งย่งเส็ง,ตำบลบ้านป่า,2567,2024-03-13T00:00:00,,150,
,,,95,1,,2024-02-14T00:00:00,อำเภอวังม่วง,2024-09-02T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด เอฟแอนด์เอ็น แดรี่ส์ (ประเทศไทย),ตำบลแสลงพัน,2567,2024-01-02T00:00:00,,151,
,,,76,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด อันซีน อินเตอร์เนชั่นแนล(รับเเหมาบ.เอสซีจี รูฟฟิ่ง),ตำบลหนองปลิง,2567,2023-04-10T00:00:00,,152,
,,,59,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด วี 2 โลจิสติกส์,ตำบลบ้านป่า,2567,2024-08-02T00:00:00,,153,
,,,45,3,,2024-06-21T00:00:00,อำเภอแก่งคอย,2024-05-06T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด เอช.เอช ซับคอนแทรคท์ (รับเหมาบมจ.ทีพีไอ โพลีน เพาเวอร์),ตำบลทับกวาง,2567,2024-02-02T00:00:00,,154,
,,,49,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพีที ไดร์แอนด์เพาเวอร์ (บมจ.ปูนซีเมนต์นครหลวง),ตำบลทับกวาง,2567,2024-01-02T00:00:00,,155,
,,,41,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด วายเอ็กซ์ เอ็นจิเนียริ่ง (โครงการก่อสร้างอุโมงทางลอดทางรถไฟความเร็วสูง),ตำบลทับกวาง,2567,2024-02-14T00:00:00,,156,
,,,2,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด ทีคิวเอ็ม อินชัวร์รันส์ โบรคเกอร์,ตำบลดาวเรือง,2567,2024-03-06T00:00:00,,157,
,,,184,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เอส.เอ็ม.เอส. (1999) รับเหมาใน บ.คอนวูด,ตำบลตลิ่งชัน,2567,2024-04-03T00:00:00,,158,
,,,41,3,,2024-06-20T00:00:00,อำเภอแก่งคอย,2024-07-06T00:00:00,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด อำนวยเจริญการ(ประจำบมจ.ทีพีไอ โพลีน),ตำบลทับกวาง,2567,2024-07-02T00:00:00,,159,
,,,49,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด แอดวานซ์ ซีวิล กรุ๊ป (ก่อสร้างสถานีไฟฟ้า),ตำบลดาวเรือง,2567,2024-04-01T00:00:00,,160,
,214,,,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด พริม่า เน็ก,ตำบลทับกวาง,2567,,,161,2024-05-14T00:00:00
,,,180,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด เอกรัฐบริการ (รับเหมาใน บจก. เอสซีจี โลจิสติกส์ จำกัด),ตำบลทับกวาง,2567,2024-06-03T00:00:00,,162,
,,,41,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด เอส.เอ็น.เอ็นจิเนียริ่ง (2019) (โครงการก่อสร้างอาคารโรงงานบริษัท แปซิฟิก ไพโร จำกัด),ตำบลห้วยแห้ง,2567,2024-06-02T00:00:00,,163,
,,,48,3,,2024-12-06T00:00:00,อำเภอแก่งคอย,2024-06-06T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด สกิลพาวเวอร์ เซอร์วิส (ประเทศไทย) (ประจำ บมจ.เคมีแมน),ตำบลทับกวาง,2567,2024-06-02T00:00:00,,164,
,,,40,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด บริษัท เอ็ม ไลน์ เอ็นจิเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด,ตำบลปากเพรียว,2567,2024-01-02T00:00:00,,165,
,,,60,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด เอช.เอช ซับคอนแทรคท์(รับเหมา บมจ.ทีพีไอ โพลีน),ตำบลทับกวาง,2567,2024-08-02T00:00:00,,166,
,,,59,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เวียงทองโลจิสติกส์,ตำบลหนองโน,2567,2024-05-01T00:00:00,,167,
,,,149,1,,2024-02-13T00:00:00,อำเภอเมืองสระบุรี,2023-06-12T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด เอพีเอส คอนสตรัคชั่น 888,ตำบลตลิ่งชัน,2567,2023-01-12T00:00:00,,168,
,,,76,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด เอส.เค ดีเวลล็อปเมนท์ เซอร์วิส (รับเหมาในบจก.มุโตะ (ประเทศไทย)),ตำบลบัวลอย,2567,2023-04-10T00:00:00,,169,
,,,54,1,,2024-01-29T00:00:00,อำเภอมวกเหล็ก,2024-01-19T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพีเอฟ (ประเทศไทย) (ฟาร์มซับสนุ่น),ตำบลซับสนุ่น,2567,2023-11-16T00:00:00,,170,
,203,,,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,องค์การ องค์การเภสัชกรรม โรงงานผลิต(วัคซีน)ชีววัตถุ,ตำบลทับกวาง,2567,,,171,2024-05-21T00:00:00
,,,49,3,,2024-03-14T00:00:00,อำเภอแก่งคอย,2024-06-03T00:00:00,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด พี ซี เอ็น การช่าง (รับเหมาใน บมจ.ปูนซิเมนต์ไทย (แก่งคอย)),ตำบลบ้านป่า,2567,2024-08-02T00:00:00,,172,
,,,39,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด เอ็น 15 เทคโนโลยี,ตำบลท่ามะปราง,2567,2024-05-02T00:00:00,,173,
,,,180,3,,2024-06-17T00:00:00,อำเภอหนองแค,2024-03-06T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด เค.วี.เอ็น. คอนสตรั๊กชั่น (ประจำหน่วยงานก่อสร้างโครงการโรงงานผลิตเครื่องสุขภัณฑ์ หน่วยที่ 2 (NAHM)),ตำบลหนองปลาหมอ,2567,2024-04-03T00:00:00,,174,
,,,2,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด มาร์เซลล่า ออฟฟิเชียล,ตำบลปากเพรียว,2567,2024-08-05T00:00:00,,175,
,,,29,1,,2024-05-09T00:00:00,อำเภอแก่งคอย,2024-03-09T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด อีลิท เพาเวอร์ โซลูชั่น,ตำบลแก่งคอย,2567,2024-02-08T00:00:00,,176,
,,,11,1,,2025-03-19T00:00:00,อำเภอแก่งคอย,2025-06-03T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด จี.เอ็ม.เซฟการ์ด แอนด์ เซอร์วิส(รับเหมาบ.ทีพีไอโพลีนเพาเวอร),ตำบลทับกวาง,2568,2024-12-16T00:00:00,,177,
,,,13,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด สระบุรีโสภาแก๊ส,ตำบลตะกุด,2568,2025-06-03T00:00:00,,178,
,,,75,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด สยามนิสสันสระบุรี,ตำบลปากข้าวสาร,2568,2025-05-08T00:00:00,,179,
,,,10,,,,อำเภอเมืองสระบุรี,2025-06-03T00:00:00,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด โรงสีไฟพงษ์สวัสดิ์,ตำบลตลิ่งชัน,2568,2025-02-13T00:00:00,,180,
42804,,,1104,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ปูนซีเมนต์นครหลวง,ตำบลทับกวาง,2568,2025-01-16T00:00:00,,181,
,147,2025-07-30T00:00:00,,,2015-01-29T00:00:00,,อำเภอแก่งคอย,,1,จังหวัดสระบุรี,2028-07-29T00:00:00,บริษัทจำกัด (มหาชน) มีนาทรานสปอร์ต,ตำบลทับกวาง,2568,,2025-07-17T00:00:00,182,2025-07-14T00:00:00
,,,967,1,,2025-01-14T00:00:00,อำเภอแก่งคอย,2025-01-13T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด ซีพีเอฟ ฟู้ด แอนด์ เบฟเวอร์เรจ,ตำบลตาลเดี่ยว,2568,2025-01-13T00:00:00,,183,
,,,151,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด อัลทาเดีย (ประเทศไทย),ตำบลคชสิทธิ์,2568,2025-06-13T00:00:00,,184,
,56,2025-07-30T00:00:00,,,2023-07-21T00:00:00,,อำเภอหนองแค,,1,จังหวัดสระบุรี,2028-07-29T00:00:00,บริษัทจำกัด (มหาชน) พีทีจี เอ็นเนอยี,ตำบลหนองไข่น้ำ,2568,,2025-07-18T00:00:00,185,2025-02-07T00:00:00
,,,153,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด เอ.วัน เวลดิ้ง (รับเหมาในปูนซิเมนต์ไทย (แก่งคอย),ตำบลบ้านป่า,2568,2025-06-17T00:00:00,,186,
,,,18,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ทัศน์-ศิรินทร์กลการ,ตำบลตลิ่งชัน,2568,2025-04-02T00:00:00,,187,
,,,2,,,,อำเภอพระพุทธบาท,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด อุดมชัยฟาร์ม พระพุทธบาท สระบุรี,ตำบลพระพุทธบาท,2568,2025-03-06T00:00:00,,188,
,,,74,,2018-03-28T00:00:00,,อำเภอพระพุทธบาท,,3,จังหวัดสระบุรี,,บริษัทจำกัด ฟาร์อีส มาร์เบิ้ล แอนด์แกรนิต,ตำบลพุคำจาน,2568,2025-04-30T00:00:00,,189,
,,,3518,,,,อำเภอวังม่วง,,,จังหวัดสระบุรี,,บริษัทจำกัด ซันฟู้ด อินเตอร์เนชั่นแนล,ตำบลคำพราน,2568,2025-01-16T00:00:00,,190,
,73,,,,2016-07-29T00:00:00,,อำเภอแก่งคอย,,3,จังหวัดสระบุรี,,บริษัทจำกัด ไทยทริดิไมท์,ตำบลแก่งคอย,2568,,,191,2025-05-06T00:00:00
45460,,,157,,2023-02-17T00:00:00,,อำเภอเมืองสระบุรี,,1,จังหวัดสระบุรี,,รัฐวิสาหกิจ การประปาส่วนภูมิภาค เขต 2,ตำบลตลิ่งชัน,2568,2025-06-20T00:00:00,,192,
,,,13,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด แก้วดวงผาง,ตำบลทับกวาง,2568,2025-06-03T00:00:00,,193,
,,,1003,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ทีพีไอ โพลีน เพาเวอร์,ตำบลทับกวาง,2568,2025-01-16T00:00:00,,194,
,,,12,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด รวมก๊าซอุตสาหกรรม,ตำบลทับกวาง,2568,2025-03-18T00:00:00,,195,
,,,1148,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด ซีพี-เมจิ,ตำบลหนองนาก,2568,2025-01-16T00:00:00,,196,
,,,13,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ปูนซีเมนต์นครหลวง (โรงงานผลิตปูนซีเมนต์สำเร็จรูป),ตำบลทับกวาง,2568,2025-05-03T00:00:00,,197,
,,,2,1,,2025-03-19T00:00:00,อำเภอเมืองสระบุรี,2025-11-03T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด โกลเด้น,ตำบลตลิ่งชัน,2568,2025-02-25T00:00:00,,198,
,,,5,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ที แอนด์ ที เซอร์วิส,ตำบลตลิ่งชัน,2568,2025-02-20T00:00:00,,199,
,,,5,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด ดี.ซี.อาร์.สระบุรีเอ็นจิเนียริ่ง กรุ๊ป 1999,ตำบลดาวเรือง,2568,2025-03-06T00:00:00,,200,
,,,5,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด โชคพัฒนาสระบุรีเซอร์วิส (สาขาบายพาส),ตำบลดาวเรือง,2568,2025-05-06T00:00:00,,201,
,,,4,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด สระบุรีผลิตภัณฑ์คอนกรีต,ตำบลตลิ่งชัน,2568,2025-10-02T00:00:00,,202,
,,,8,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด สมศักดิ์ศรีทรานสปอร์ต,ตำบลตลิ่งชัน,2568,2025-02-14T00:00:00,,203,
,,,157,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,,บริษัทจำกัด พี.ซี.ไอ.คอนกรีตอุตสาหกรรม,ตำบลห้วยทราย,2568,2025-11-06T00:00:00,,204,
,,,13,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ยิ่งเจริญ สมิทธ์ (ชื่อเดิมธนันชน ดีเวลลอปเมนต์),ตำบลทับกวาง,2568,2025-03-18T00:00:00,,205,
,75,,,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด คลังเจริญรุ่งเรืองการช่าง [รับเหมาใน ปูนซิเมนต์ไทยแก่งคอย],ตำบลบ้านป่า,2568,,,206,2025-11-06T00:00:00
,,,13,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ส.รัชพล,ตำบลหนองปลาไหล,2568,2025-07-03T00:00:00,,207,
44769,921,2025-07-30T00:00:00,,,,,อำเภอหนองแค,,,จังหวัดสระบุรี,2028-07-29T00:00:00,บริษัทจำกัด นิเด็ค ค็อมโปเน็นท์ เทคโนโลยี (ไทยแลนด์),ตำบลบัวลอย,2568,,2025-07-17T00:00:00,208,2025-06-06T00:00:00
,,,73,,2022-06-21T00:00:00,,อำเภอแก่งคอย,,3,จังหวัดสระบุรี,,บริษัทจำกัด แหลมทองฟาร์ม (แก่งคอย),ตำบลสองคอน,2568,2025-09-07T00:00:00,,209,
,,,401,,,,อำเภอแก่งคอย,2025-01-13T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด อินเตอร์เนชั่นแนล เพ็ท ฟู้ด,ตำบลตาลเดี่ยว,2568,2025-08-01T00:00:00,,210,
,,,4,,2020-12-29T00:00:00,,อำเภอเมืองสระบุรี,,3,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด ปัญญาเลิศศรี,ตำบลดาวเรือง,2568,2025-03-06T00:00:00,,211,
,,,12,,,,อำเภอแก่งคอย,,,จังหวัดสระบุรี,,ห้างหุ้นส่วนจำกัด บ้านสวนลำธาร(รับเหมาในปูนนครหลวง),ตำบลทับกวาง,2568,2025-03-14T00:00:00,,212,
,,,75,,,,อำเภอเมืองสระบุรี,,,จังหวัดสระบุรี,,บริษัทจำกัด เอช อาร์ คอนเวเยนซ์(บจก.กระเบื้องกระดาษไทย โรงงานสระบุรี),ตำบลตะกุด,2568,2025-09-07T00:00:00,,213,
,,,15,1,2018-06-29T00:00:00,2025-06-17T00:00:00,อำเภอมวกเหล็ก,2025-06-13T00:00:00,3,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพีเอฟ (ประเทศไทย) (ฟาร์มมวกเหล็ก),ตำบลมวกเหล็ก,2568,2025-04-06T00:00:00,,214,
,,,55,1,2018-02-16T00:00:00,2025-06-18T00:00:00,อำเภอแก่งคอย,2025-06-26T00:00:00,3,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพีเอฟ (ประเทศไทย) (ฟาร์มบ้านธาตุ),ตำบลบ้านธาตุ,2568,2025-03-06T00:00:00,,215,
,,,39,1,,2025-06-23T00:00:00,อำเภอแก่งคอย,2025-11-06T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพีเอฟ (ประเทศไทย) (ฟาร์มโพธิ์งาม),ตำบลสองคอน,2568,2025-04-06T00:00:00,,216,
,,,39,1,,2025-12-06T00:00:00,อำเภอแก่งคอย,2025-05-06T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพีเอฟ (ประเทศไทย) (ฟาร์มทับกวาง),ตำบลทับกวาง,2568,2024-02-12T00:00:00,,217,
,,,37,1,2018-06-29T00:00:00,2025-06-20T00:00:00,อำเภอแก่งคอย,2025-06-18T00:00:00,3,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพีเอฟ (ประเทศไทย) (ฟาร์มคำใหญ่),ตำบลท่าคล้อ,2568,2025-10-06T00:00:00,,218,
,,,37,1,,2025-06-19T00:00:00,อำเภอแก่งคอย,2025-12-06T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพีเอฟ (ประเทศไทย) (ฟาร์มป่าไผ่),ตำบลชำผักแพว,2568,2025-04-06T00:00:00,,219,
,,,24,1,,2025-12-06T00:00:00,อำเภอแก่งคอย,2025-11-06T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพีเอฟ (ประเทศไทย) (ฟาร์มชะอม),ตำบลชะอม,2568,2025-02-06T00:00:00,,220,
,,,21,1,,2025-06-17T00:00:00,อำเภอแก่งคอย,2025-06-20T00:00:00,,จังหวัดสระบุรี,,บริษัทจำกัด (มหาชน) ซีพีเอฟ (ประเทศไทย) (ฟาร์มท่าศาลา),ตำบลท่าคล้อ,2568,2025-03-06T00:00:00,,221,
