ADM0_PCODE,ADM0_EN,_id,REGION4,ปี,ผู้มีงานทำ,สถานภาพการทำงาน,เพศ,ไตรมาส,ADM0_TH,ADM1_TH
TH,Thailand,244,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       ชาย                         ,2,ประเทศไทย,ศรีสะเกษ
TH,Thailand,245,ภาคตะวันออกเฉียงเหนือ,2566,22827.00,การรวมกลุ่ม,       ชาย                         ,2,ประเทศไทย,อุบลราชธานี
TH,Thailand,246,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       ชาย                         ,2,ประเทศไทย,ยโสธร
TH,Thailand,247,ภาคตะวันออกเฉียงเหนือ,2566,373.00,การรวมกลุ่ม,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ
TH,Thailand,248,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       ชาย                         ,2,ประเทศไทย,อำนาจเจริญ
TH,Thailand,249,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       ชาย                         ,2,ประเทศไทย,บึงกาฬ
TH,Thailand,250,ภาคตะวันออกเฉียงเหนือ,2566,821.00,การรวมกลุ่ม,       ชาย                         ,2,ประเทศไทย,หนองบัวลำภู
TH,Thailand,251,ภาคตะวันออกเฉียงเหนือ,2566,5618.00,การรวมกลุ่ม,       ชาย                         ,2,ประเทศไทย,ขอนแก่น
TH,Thailand,252,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       ชาย                         ,2,ประเทศไทย,อุดรธานี
TH,Thailand,253,ภาคตะวันออกเฉียงเหนือ,2566,108.00,การรวมกลุ่ม,       ชาย                         ,2,ประเทศไทย,เลย
TH,Thailand,254,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       ชาย                         ,2,ประเทศไทย,หนองคาย
TH,Thailand,255,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       ชาย                         ,2,ประเทศไทย,มหาสารคาม
TH,Thailand,256,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       ชาย                         ,2,ประเทศไทย,ร้อยเอ็ด
TH,Thailand,257,ภาคตะวันออกเฉียงเหนือ,2566,5953.00,การรวมกลุ่ม,       ชาย                         ,2,ประเทศไทย,กาฬสินธุ์
TH,Thailand,258,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       ชาย                         ,2,ประเทศไทย,สกลนคร
TH,Thailand,259,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       ชาย                         ,2,ประเทศไทย,นครพนม
TH,Thailand,260,ภาคตะวันออกเฉียงเหนือ,2566,162.00,การรวมกลุ่ม,       ชาย                         ,2,ประเทศไทย,มุกดาหาร
TH,Thailand,261,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,นครราชสีมา
TH,Thailand,262,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,บุรีรัมย์
TH,Thailand,263,ภาคตะวันออกเฉียงเหนือ,2566,483.00,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,สุรินทร์
TH,Thailand,264,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,ศรีสะเกษ
TH,Thailand,265,ภาคตะวันออกเฉียงเหนือ,2566,603.00,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,อุบลราชธานี
TH,Thailand,266,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,ยโสธร
TH,Thailand,267,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ
TH,Thailand,268,ภาคตะวันออกเฉียงเหนือ,2566,55.00,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,อำนาจเจริญ
TH,Thailand,269,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,บึงกาฬ
TH,Thailand,270,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,หนองบัวลำภู
TH,Thailand,271,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,ขอนแก่น
TH,Thailand,272,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,อุดรธานี
TH,Thailand,273,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,เลย
TH,Thailand,274,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,หนองคาย
TH,Thailand,275,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,มหาสารคาม
TH,Thailand,276,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,ร้อยเอ็ด
TH,Thailand,277,ภาคตะวันออกเฉียงเหนือ,2566,674.00,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,กาฬสินธุ์
TH,Thailand,278,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,สกลนคร
TH,Thailand,279,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,นครพนม
TH,Thailand,280,ภาคตะวันออกเฉียงเหนือ,2566, - ,การรวมกลุ่ม,       หญิง                        ,2,ประเทศไทย,มุกดาหาร
TH,Thailand,281,ภาคตะวันออกเฉียงเหนือ,2566,80740.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,นครราชสีมา
TH,Thailand,282,ภาคตะวันออกเฉียงเหนือ,2566,59795.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,บุรีรัมย์
TH,Thailand,283,ภาคตะวันออกเฉียงเหนือ,2566,28086.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,สุรินทร์
TH,Thailand,284,ภาคตะวันออกเฉียงเหนือ,2566,87905.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,ศรีสะเกษ
TH,Thailand,285,ภาคตะวันออกเฉียงเหนือ,2566,70601.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,อุบลราชธานี
TH,Thailand,286,ภาคตะวันออกเฉียงเหนือ,2566,31265.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,ยโสธร
TH,Thailand,287,ภาคตะวันออกเฉียงเหนือ,2566,47170.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ
TH,Thailand,288,ภาคตะวันออกเฉียงเหนือ,2566,8868.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,อำนาจเจริญ
TH,Thailand,289,ภาคตะวันออกเฉียงเหนือ,2566,25686.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,บึงกาฬ
TH,Thailand,290,ภาคตะวันออกเฉียงเหนือ,2566,22487.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,หนองบัวลำภู
TH,Thailand,291,ภาคตะวันออกเฉียงเหนือ,2566,46554.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,ขอนแก่น
TH,Thailand,292,ภาคตะวันออกเฉียงเหนือ,2566,39198.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,อุดรธานี
TH,Thailand,293,ภาคตะวันออกเฉียงเหนือ,2566,58115.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,เลย
TH,Thailand,294,ภาคตะวันออกเฉียงเหนือ,2566,23485.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,หนองคาย
TH,Thailand,295,ภาคตะวันออกเฉียงเหนือ,2566,31756.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,มหาสารคาม
TH,Thailand,296,ภาคตะวันออกเฉียงเหนือ,2566,67169.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,ร้อยเอ็ด
TH,Thailand,297,ภาคตะวันออกเฉียงเหนือ,2566,36468.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,กาฬสินธุ์
TH,Thailand,298,ภาคตะวันออกเฉียงเหนือ,2566,51373.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,สกลนคร
TH,Thailand,299,ภาคตะวันออกเฉียงเหนือ,2566,27102.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,นครพนม
TH,Thailand,300,ภาคตะวันออกเฉียงเหนือ,2566,23333.00,ช่วยธุรกิจครัวเรือน,       ชาย                         ,2,ประเทศไทย,มุกดาหาร
TH,Thailand,301,ภาคตะวันออกเฉียงเหนือ,2566,125948.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,นครราชสีมา
TH,Thailand,302,ภาคตะวันออกเฉียงเหนือ,2566,68383.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,บุรีรัมย์
TH,Thailand,303,ภาคตะวันออกเฉียงเหนือ,2566,37819.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,สุรินทร์
TH,Thailand,304,ภาคตะวันออกเฉียงเหนือ,2566,102484.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,ศรีสะเกษ
TH,Thailand,305,ภาคตะวันออกเฉียงเหนือ,2566,147980.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,อุบลราชธานี
TH,Thailand,306,ภาคตะวันออกเฉียงเหนือ,2566,53483.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,ยโสธร
TH,Thailand,307,ภาคตะวันออกเฉียงเหนือ,2566,67247.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ
TH,Thailand,308,ภาคตะวันออกเฉียงเหนือ,2566,11601.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,อำนาจเจริญ
TH,Thailand,309,ภาคตะวันออกเฉียงเหนือ,2566,38657.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,บึงกาฬ
TH,Thailand,310,ภาคตะวันออกเฉียงเหนือ,2566,40783.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,หนองบัวลำภู
TH,Thailand,311,ภาคตะวันออกเฉียงเหนือ,2566,153628.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,ขอนแก่น
TH,Thailand,312,ภาคตะวันออกเฉียงเหนือ,2566,84392.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,อุดรธานี
TH,Thailand,313,ภาคตะวันออกเฉียงเหนือ,2566,65225.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,เลย
TH,Thailand,314,ภาคตะวันออกเฉียงเหนือ,2566,30363.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,หนองคาย
TH,Thailand,315,ภาคตะวันออกเฉียงเหนือ,2566,54818.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,มหาสารคาม
TH,Thailand,316,ภาคตะวันออกเฉียงเหนือ,2566,60980.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,ร้อยเอ็ด
TH,Thailand,317,ภาคตะวันออกเฉียงเหนือ,2566,54951.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,กาฬสินธุ์
TH,Thailand,318,ภาคตะวันออกเฉียงเหนือ,2566,74907.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,สกลนคร
TH,Thailand,319,ภาคตะวันออกเฉียงเหนือ,2566,28421.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,นครพนม
TH,Thailand,320,ภาคตะวันออกเฉียงเหนือ,2566,36253.00,ช่วยธุรกิจครัวเรือน,       หญิง                        ,2,ประเทศไทย,มุกดาหาร
TH,Thailand,321,ภาคตะวันออกเฉียงเหนือ,2566,287761.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,นครราชสีมา
TH,Thailand,322,ภาคตะวันออกเฉียงเหนือ,2566,199515.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,บุรีรัมย์
TH,Thailand,323,ภาคตะวันออกเฉียงเหนือ,2566,133219.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,สุรินทร์
TH,Thailand,324,ภาคตะวันออกเฉียงเหนือ,2566,151705.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,ศรีสะเกษ
TH,Thailand,325,ภาคตะวันออกเฉียงเหนือ,2566,266709.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,อุบลราชธานี
TH,Thailand,326,ภาคตะวันออกเฉียงเหนือ,2566,72529.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,ยโสธร
TH,Thailand,327,ภาคตะวันออกเฉียงเหนือ,2566,104592.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ
TH,Thailand,328,ภาคตะวันออกเฉียงเหนือ,2566,44422.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,อำนาจเจริญ
TH,Thailand,329,ภาคตะวันออกเฉียงเหนือ,2566,46216.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,บึงกาฬ
TH,Thailand,330,ภาคตะวันออกเฉียงเหนือ,2566,64454.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,หนองบัวลำภู
TH,Thailand,331,ภาคตะวันออกเฉียงเหนือ,2566,254474.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,ขอนแก่น
TH,Thailand,332,ภาคตะวันออกเฉียงเหนือ,2566,162982.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,อุดรธานี
TH,Thailand,333,ภาคตะวันออกเฉียงเหนือ,2566,70667.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,เลย
TH,Thailand,334,ภาคตะวันออกเฉียงเหนือ,2566,50468.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,หนองคาย
TH,Thailand,335,ภาคตะวันออกเฉียงเหนือ,2566,122887.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,มหาสารคาม
TH,Thailand,336,ภาคตะวันออกเฉียงเหนือ,2566,140620.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,ร้อยเอ็ด
TH,Thailand,337,ภาคตะวันออกเฉียงเหนือ,2566,118146.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,กาฬสินธุ์
TH,Thailand,338,ภาคตะวันออกเฉียงเหนือ,2566,140703.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,สกลนคร
TH,Thailand,339,ภาคตะวันออกเฉียงเหนือ,2566,75852.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,นครพนม
TH,Thailand,340,ภาคตะวันออกเฉียงเหนือ,2566,68711.00,ทำงานส่วนตัว,       ชาย                         ,2,ประเทศไทย,มุกดาหาร
TH,Thailand,341,ภาคตะวันออกเฉียงเหนือ,2566,176919.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,นครราชสีมา
TH,Thailand,342,ภาคตะวันออกเฉียงเหนือ,2566,139885.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,บุรีรัมย์
TH,Thailand,343,ภาคตะวันออกเฉียงเหนือ,2566,105358.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,สุรินทร์
TH,Thailand,344,ภาคตะวันออกเฉียงเหนือ,2566,118556.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,ศรีสะเกษ
TH,Thailand,345,ภาคตะวันออกเฉียงเหนือ,2566,129788.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,อุบลราชธานี
TH,Thailand,346,ภาคตะวันออกเฉียงเหนือ,2566,45680.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,ยโสธร
TH,Thailand,347,ภาคตะวันออกเฉียงเหนือ,2566,74185.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ
TH,Thailand,348,ภาคตะวันออกเฉียงเหนือ,2566,34005.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,อำนาจเจริญ
TH,Thailand,349,ภาคตะวันออกเฉียงเหนือ,2566,25715.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,บึงกาฬ
TH,Thailand,350,ภาคตะวันออกเฉียงเหนือ,2566,44501.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,หนองบัวลำภู
TH,Thailand,351,ภาคตะวันออกเฉียงเหนือ,2566,139892.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,ขอนแก่น
TH,Thailand,352,ภาคตะวันออกเฉียงเหนือ,2566,96952.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,อุดรธานี
TH,Thailand,353,ภาคตะวันออกเฉียงเหนือ,2566,49270.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,เลย
TH,Thailand,354,ภาคตะวันออกเฉียงเหนือ,2566,37683.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,หนองคาย
TH,Thailand,355,ภาคตะวันออกเฉียงเหนือ,2566,77869.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,มหาสารคาม
TH,Thailand,356,ภาคตะวันออกเฉียงเหนือ,2566,116534.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,ร้อยเอ็ด
TH,Thailand,357,ภาคตะวันออกเฉียงเหนือ,2566,57798.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,กาฬสินธุ์
TH,Thailand,358,ภาคตะวันออกเฉียงเหนือ,2566,70276.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,สกลนคร
TH,Thailand,359,ภาคตะวันออกเฉียงเหนือ,2566,61343.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,นครพนม
TH,Thailand,360,ภาคตะวันออกเฉียงเหนือ,2566,42379.00,ทำงานส่วนตัว,       หญิง                        ,2,ประเทศไทย,มุกดาหาร
TH,Thailand,361,ภาคตะวันออกเฉียงเหนือ,2566,7685.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,นครราชสีมา
TH,Thailand,362,ภาคตะวันออกเฉียงเหนือ,2566,6731.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,บุรีรัมย์
TH,Thailand,363,ภาคตะวันออกเฉียงเหนือ,2566,3112.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,สุรินทร์
TH,Thailand,364,ภาคตะวันออกเฉียงเหนือ,2566,3600.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,ศรีสะเกษ
TH,Thailand,365,ภาคตะวันออกเฉียงเหนือ,2566,9083.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,อุบลราชธานี
TH,Thailand,366,ภาคตะวันออกเฉียงเหนือ,2566,2583.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,ยโสธร
TH,Thailand,367,ภาคตะวันออกเฉียงเหนือ,2566,4444.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ
TH,Thailand,368,ภาคตะวันออกเฉียงเหนือ,2566,1177.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,อำนาจเจริญ
TH,Thailand,369,ภาคตะวันออกเฉียงเหนือ,2566,2023.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,บึงกาฬ
TH,Thailand,370,ภาคตะวันออกเฉียงเหนือ,2566,638.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,หนองบัวลำภู
TH,Thailand,371,ภาคตะวันออกเฉียงเหนือ,2566,13256.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,ขอนแก่น
TH,Thailand,372,ภาคตะวันออกเฉียงเหนือ,2566,3003.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,อุดรธานี
TH,Thailand,373,ภาคตะวันออกเฉียงเหนือ,2566,743.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,เลย
TH,Thailand,374,ภาคตะวันออกเฉียงเหนือ,2566,1853.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,หนองคาย
TH,Thailand,375,ภาคตะวันออกเฉียงเหนือ,2566,3333.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,มหาสารคาม
TH,Thailand,376,ภาคตะวันออกเฉียงเหนือ,2566,5012.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,ร้อยเอ็ด
TH,Thailand,377,ภาคตะวันออกเฉียงเหนือ,2566,2495.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,กาฬสินธุ์
TH,Thailand,378,ภาคตะวันออกเฉียงเหนือ,2566,4038.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,สกลนคร
TH,Thailand,379,ภาคตะวันออกเฉียงเหนือ,2566,1974.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,นครพนม
TH,Thailand,380,ภาคตะวันออกเฉียงเหนือ,2566,2194.00,นายจ้าง,       ชาย                         ,2,ประเทศไทย,มุกดาหาร
TH,Thailand,381,ภาคตะวันออกเฉียงเหนือ,2566,4567.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,นครราชสีมา
TH,Thailand,382,ภาคตะวันออกเฉียงเหนือ,2566,2952.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,บุรีรัมย์
TH,Thailand,383,ภาคตะวันออกเฉียงเหนือ,2566,1462.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,สุรินทร์
TH,Thailand,384,ภาคตะวันออกเฉียงเหนือ,2566,455.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,ศรีสะเกษ
TH,Thailand,385,ภาคตะวันออกเฉียงเหนือ,2566,3304.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,อุบลราชธานี
TH,Thailand,386,ภาคตะวันออกเฉียงเหนือ,2566,159.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,ยโสธร
TH,Thailand,387,ภาคตะวันออกเฉียงเหนือ,2566,927.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,ชัยภูมิ
TH,Thailand,388,ภาคตะวันออกเฉียงเหนือ,2566,373.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,อำนาจเจริญ
TH,Thailand,389,ภาคตะวันออกเฉียงเหนือ,2566,1377.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,บึงกาฬ
TH,Thailand,390,ภาคตะวันออกเฉียงเหนือ,2566,773.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,หนองบัวลำภู
TH,Thailand,391,ภาคตะวันออกเฉียงเหนือ,2566,2732.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,ขอนแก่น
TH,Thailand,392,ภาคตะวันออกเฉียงเหนือ,2566,2976.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,อุดรธานี
TH,Thailand,393,ภาคตะวันออกเฉียงเหนือ,2566,357.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,เลย
TH,Thailand,394,ภาคตะวันออกเฉียงเหนือ,2566,674.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,หนองคาย
TH,Thailand,395,ภาคตะวันออกเฉียงเหนือ,2566,238.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,มหาสารคาม
TH,Thailand,396,ภาคตะวันออกเฉียงเหนือ,2566,668.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,ร้อยเอ็ด
TH,Thailand,397,ภาคตะวันออกเฉียงเหนือ,2566,854.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,กาฬสินธุ์
TH,Thailand,398,ภาคตะวันออกเฉียงเหนือ,2566,1506.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,สกลนคร
TH,Thailand,399,ภาคตะวันออกเฉียงเหนือ,2566,529.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,นครพนม
TH,Thailand,400,ภาคตะวันออกเฉียงเหนือ,2566,166.00,นายจ้าง,       หญิง                        ,2,ประเทศไทย,มุกดาหาร
TH,Thailand,401,ภาคตะวันออกเฉียงเหนือ,2566,55714.00,ลูกจ้างรัฐบาล,       ชาย                         ,2,ประเทศไทย,นครราชสีมา
TH,Thailand,402,ภาคตะวันออกเฉียงเหนือ,2566,29924.00,ลูกจ้างรัฐบาล,       ชาย                         ,2,ประเทศไทย,บุรีรัมย์
TH,Thailand,403,ภาคตะวันออกเฉียงเหนือ,2566,34027.00,ลูกจ้างรัฐบาล,       ชาย                         ,2,ประเทศไทย,สุรินทร์
TH,Thailand,404,ภาคตะวันออกเฉียงเหนือ,2566,18576.00,ลูกจ้างรัฐบาล,       ชาย                         ,2,ประเทศไทย,ศรีสะเกษ
TH,Thailand,405,ภาคตะวันออกเฉียงเหนือ,2566,34600.00,ลูกจ้างรัฐบาล,       ชาย                         ,2,ประเทศไทย,อุบลราชธานี
TH,Thailand,406,ภาคตะวันออกเฉียงเหนือ,2566,9246.00,ลูกจ้างรัฐบาล,       ชาย                         ,2,ประเทศไทย,ยโสธร
TH,Thailand,407,ภาคตะวันออกเฉียงเหนือ,2566,24287.00,ลูกจ้างรัฐบาล,       ชาย                         ,2,ประเทศไทย,ชัยภูมิ
TH,Thailand,408,ภาคตะวันออกเฉียงเหนือ,2566,8455.00,ลูกจ้างรัฐบาล,       ชาย                         ,2,ประเทศไทย,อำนาจเจริญ
TH,Thailand,409,ภาคตะวันออกเฉียงเหนือ,2566,5708.00,ลูกจ้างรัฐบาล,       ชาย                         ,2,ประเทศไทย,บึงกาฬ
TH,Thailand,410,ภาคตะวันออกเฉียงเหนือ,2566,10447.00,ลูกจ้างรัฐบาล,       ชาย                         ,2,ประเทศไทย,หนองบัวลำภู
TH,Thailand,411,ภาคตะวันออกเฉียงเหนือ,2566,30030.00,ลูกจ้างรัฐบาล,       ชาย                         ,2,ประเทศไทย,ขอนแก่น
TH,Thailand,412,ภาคตะวันออกเฉียงเหนือ,2566,26919.00,ลูกจ้างรัฐบาล,       ชาย                         ,2,ประเทศไทย,อุดรธานี
TH,Thailand,413,ภาคตะวันออกเฉียงเหนือ,2566,10895.00,ลูกจ้างรัฐบาล,       ชาย                         ,2,ประเทศไทย,เลย
TH,Thailand,414,ภาคตะวันออกเฉียงเหนือ,2566,12784.00,ลูกจ้างรัฐบาล,       ชาย                         ,2,ประเทศไทย,หนองคาย
TH,Thailand,415,ภาคตะวันออกเฉียงเหนือ,2566,18072.00,ลูกจ้างรัฐบาล,       ชาย                         ,2,ประเทศไทย,มหาสารคาม
