ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
กรุงเทพ-นนทบุรี,376/8,ไสวสุวรรณ,20,"7,800,000",800,2,3-34(1)-41/55,800,รวมชัยการช่าง,กลึงไม้ ทำไม้คิ้ว ไม้บัว ลูกกรงบันไดไม้,,10800,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,
,307,พหลโยธิน48,35.3,"1,500,000",801,7,3-95(1)-56/40,801,ห้างหุ้นส่วนจำกัด 2เค มอเตอร์ ชัวร์,ซ่อมเคาะพ่นสีรถยนต์,,10220,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,
รามคำแหง,643/8,,19.73,"9,000,000",802,11,3-95(1)-76/45,802,บริษัท บริดจสโตน เอ.ซี.ที (ประเทศไทย) สาขาบิ๊กซีรามคำแหง,บริการซ่อมรถยนต์และปะยาง,,10240,หัวหมาก,บางกะปิ,กรุงเทพมหานคร,
,107/3,,361,"24,000,000",803,31,3-64(12)-37/54,803,บริษัท กรันชัย สตีลเวิร์ค กรุ๊ป จำกัด,อัด ตัดเศษโลหะและคัดแยกวัสดุที่ไม่ใช้แล้ว(เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1(พศ.2541),,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,1
สุขุมวิท 101/1,21,วชิรธรรมสาธิต36,79.78,"3,200,000",804,130,3-28(1)-20/32,804,บริษัท 168 เทรดดิ้ง(1995) จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 50 เครื่อง),,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
จันทร์,4023/28,อยู่ดี 4,56,"2,200,000",805,5,3-64(9)-9/50,805,ณัฐพลการช่าง,ทำเครื่องใช้เล็ก ๆจากโหละ,,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
สุขุมวิท77,318,อ่อนนุช44,22.37,"3,220,000",806,7,3-95(1)-119/39,806,จรัสยนต์,ซ่อมและเคาะพ่นสีรถยนต์,-,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,6
รามคำแหง,16,รามคำแหง 187/1 แยก 5,189,"28,000,000",807,44,3-69-7/54,807,บริษัท ศานติบรรจุภัณฑ์ จำกัด,รับจ้างผลิต และซ่อมแซมชิ้นส่วนอุปกรณ์ของเครื่องอัดสำเนา ผลิตกล่องบรรจุภัณฑ์จากกระดาษ และพิมพ์บรรจุภัณฑ์ต่าง ๆ,,10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,
เอกชัย,"81,83",เอกชัย56,38.33,"4,700,000",808,7,3-64(13)-20/39,808,ไพทูรย์การช่าง,กลึงเจาะและปั้มโลหะทั่วไป,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
เอกชัย,291,เอกชัย 132,795.8,"30,000,000",809,37,3-53(4)-16/55,809,บริษัท หุย อินเตอร์พลาสท์ จำกัด,รีบจ้างเป่าขวดพลาสติกและภาชนะบรรจุต่างๆ,28924950,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
สุขุมวิท 103 (อุดมสุข),44/6,ร่วมสามัคคี,19.16,"7,500,000",810,40,3-84(1)-45/35,810,บริษัท วาย.เอ.เอส.โกลด์ อีเล็คโทรเพลทติ้ง จำกัด,ทำเครื่องประดับและชุบโลหะ,,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,11
สุขุมวิท 77,49/4,อ่อนนุช 46,21.5,"4,800,000",811,22,3-95(1)-90/35,811,บริษัท เจริญยนต์ ออร์โต้สปอร์ต จำกัด,ซ่อม และพ่นสีรถยนต์,3218301,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,4
ประชาพัฒนา,497,,"2,715.19","50,000,000",812,56,3-64(2)-16/35,812,บริษัท ศรีบริสุทธิ์ อุตสาหกรรม จำกัด,ทำชิ้นส่วนของเครื่องจักรกลต่าง ๆ และผลิตชิ้นส่วนยานยนต์,,10520,ทับยาว,ลาดกระบัง,กรุงเทพมหานคร,
สามเสน,2,คานเรือ,285,"1,500,000",813,24,3-34(1)-82/15,813,ห้างหุ้นส่วนจำกัด โรงเลื่อยจักรย่งย้วน,เลื่อยไม้ (เครื่องจักรใช้สำหรับเลื่อยไม้ 90 แรงม้า และอุปกรณ์ 4 แรงม้า),,10300,ถนนนครไชยศรี,ดุสิต,กรุงเทพมหานคร,
สุขสวัสดิ์ ,340/2,สุขสวัสดิ์ 26,990.82,"25,000,000",814,45,3-78(2)-4/59,814,บริษัท รุ่งกิจจักรยาน จำกัด,ทำตัวถังและชิ้นส่วนจักรยานสองล้อ,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,8
,42,องค์รักษ์,579,"7,030,000",815,5,ศ3-14-1/32,815,พัชระน้ำแข็งหลอด,ทำน้ำแข็งก้อนเล็ก ได้วันละ 96.4 ตัน,,10300,ถนนนครไชยศรี,ดุสิต,กรุงเทพมหานคร,
ฉลองกรุง,117,นิคมอุตสาหกรรมลาดกระบัง,18.5,"22,000,000",816,9,น.77(1)-4/2547-ญนล.,816,บริษัท โกลเด้น แลนด์ สยาม กรุ๊พ จำกัด,ซื้อมาขายไปนำเข้าส่งออกดัดแปลงสภาพรถยนต์รถบรรทุกรถจักรยานยนต์รถเครนรถบัสรถโฟล์คลิฟท์รถแทรกเตอร์รถขุดรถหัวลากรถยนต์ทุกชนิดรถจักรยานเครื่องยนต์และอะไหล่รวมถึงอุปกรณ์ชิ้นส่วนรถยนต์ทุกชนิดอุปกรณ์กีฬาครภัณฑ์อุปกรณ์และเครื่องจักรกลที่ใช้ในการเกษตรการก่อสร้างการ,02-7394861-2,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,4
สุขุมวิท 71,140/46,,47,"16,400,000",817,7,3-95(1)-99/43,817,B-quik,ซ่อมรถยนต์,7110409,10110,พระโขนงเหนือ,วัฒนา,กรุงเทพมหานคร,
เอกชัย,11/271-272,เอกชัย 94,642.23,"15,500,000",818,49,3-53(1)-4/45,818,บริษัท เอส.จี.สยาม จำกัด,ผลิตภัณฑ์พลาสติก เช่น ฝาจุกขวด ขวดนม,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,10
พุทธบูชา,105,พุทธบูชา 44,227.88,"15,500,000",819,14,3-41(1)-14/38,819,ห้างหุ้นส่วนจำกัด รุ่งเรืองสาส์นการพิมพ์,พิมพ์สิ่งพิมพ์ต่างๆเช่นหนังสือพิมพ์แบบเรียนใบปลิวแผ่นพับ,02-870-6301,10140,บางมด,ทุ่งครุ,กรุงเทพมหานคร,
"มิตรพันธ์,ไมตรีจิตต์","332-340,342",,17,"6,500,000",820,10,3-95(1)-190/50,820,บริษัท นิวยนต์ไทย จำกัด,ตั้งศูนย์ถ่วงล้อรถยนต์,,10100,ป้อมปราบ,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,
เอกชัย,15,เอกชัย122,123,"9,000,000",821,12,3-37-154/58,821,บริษัท ซีดาส ออฟฟิศ เฟอร์นิเจอร์ จำกัด,ผลิตเครื่องเรือนจากไม่อัด,02-4503044,10150,บางบอน,บางบอน,กรุงเทพมหานคร,3
บางบอน 3,702,,171.26,"3,000,000",822,20,3-52(4)-1/45,822,นางสาวอารยา เที่ยงวงษ์,ทำแผ่นยางรองพื้นสำหรับรถยนต์,01-8064012,10160,หลักสอง,บางแค,กรุงเทพมหานคร,
,50,กาญจนาภิเษก 008 แยก 10,76.5,"1,300,000",823,6,3-68-11/54,823,ห้างหุ้นส่วนจำกัด โกลเด้นค็อค,ทำชิ้นส่วนเครื่องพิมพ์และปั๊มโลหะ,,10160,บางแค,บางแค,กรุงเทพมหานคร,
พระรามที่ 2,69/15,เพชรวิฑูร, -   ,"7,800,000",824,18,3-64(13)-67/47,824,นายธนกร จงจำเริญรักษ์,รับจ้างกลึง เชื่อม ไส และปั๊มโลหะทั่วไป เช่น อะไหล่รถยนต์,,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
สุขุมวิท,14,สุขุมวิท36,17.5,"900,000",825,6,3-95(1)-41/40,825,ห้างหุ้นส่วนจำกัด นำชัย เซอร์วิส,ซ่อมรถยนต์,,10110,คลองตัน,คลองเตย,กรุงเทพมหานคร,
วัดศรีนวลธรรมวิมล,11/3/2012,คลองสี่วา,221.3,"15,200,000",826,22,3-73-1/40,826,บริษัท ซินวินดี้ อิเล็คทริค จำกัด,ทำพัดลมไฟฟ้า,,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,4
สุขุมวิท 71,1042-1042/1,,33.5,"800,000",827,12,3-37-137/53,827,ไทยเจริญเฟอร์นิเจอร์,ทำเครื่องเรือนจากไม้,02-7114457,10110,คลองตันเหนือ,วัฒนา,กรุงเทพมหานคร,
พระรามที่ 3,455/2,-,16,"17,000,000",828,20,3-95(1)-47/45,828,บริษัท สยามนิสสัน กรุงไทย จำกัด,ซ่อมรถยนต์ เช่น ช่วงล่าง ถ่ายน้ำมันเครื่อง,,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
สุขาภิบาล5,20/18-19,จตุโชติ,154,"3,040,000",829,10,3-62-1/40,829,นายนพพงษ์ โลจนะโกสินทร์,ทำประตูหน้าต่างเหล็กดัดและอัลลอยด์,,10220,ออเงิน,สายไหม ,กรุงเทพมหานคร,3
เพชรบุรีตัดใหม่,1532,,14.85,"550,000",830,5,3-95(1)-66/55,830,นายวิชัย เมฆาลัย,ซ่อมรถยนต์,,10400,มักกะสัน,ราชเทวี,กรุงเทพมหานคร,
เลียบคลองภาษีเจริญฝั่งใต้,512,,70,"4,020,000",831,17,3-95(1)-75/40,831,บริษัท วงษ์ศิริเลิศ คาร์ส เซอร์วิส(1997) จำกัด,บริการเคาะพ่นสีซ่อมแซมบำรุงรักษารถยนต์,8149228,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,
สุทธิสารตอนปราย,10,20 มิถุนายน แยก 13,"1,107.00","27,000,000",832,27,3-14-23/52,832,บริษัท ซินเซียร์ไอซ์ จำกัด,ผลิตน้ำแข็งก้อนเล็ก ขนาดกำลังการผลิต 100 ตัน/วัน,02-6906886,10310,สามเสนนอก,ห้วยขวาง,กรุงเทพมหานคร,-
สุขาภิบาล 1,21/184,หนองใหญ่,83.16,"5,500,000",833,17,3-64(13)-1/45,833,นายวิชัย แสงพงษ์นภา,กลึง เจาะ คว้าน กัด ไส เจียร และเชื่อมโลหะทั่วไป,02-8034225,10160,บางแค,บางแค,กรุงเทพมหานคร,8
สุขุมวิท 71,247,พานิชอนันต์,96.14,"13,000,000",834,8,3-9(4)-2/50,834,บริษัท อัลลายด์ อินดัสตรีส์ จำกัด,ผลิตผลิตภัณฑ์จากเมล็ดพืช ผัก ผลไม้และสมุนไพร สกัดหรืออบแห้ง,,10110,คลองตันเหนือ,วัฒนา,กรุงเทพมหานคร,-
สุขาภิบาล2,20,สุขาภิบาล2ซอย31,115.48,"67,500,000",835,80,น.84(1)-8/2549-นอธ.,835,บริษัท เดลาโตรี่ อินเตอร์เนชั่นแนล จำกัด,ผลิตเครื่องประดับอัญมณีทุกชนิด,0-2727-0320-1,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,
พุทธบูชา,ม.ค.-32,พุทธบูชา 21,18.75,"140,000",836,4,3-95(1)-10/45,836,พี - เอ็ม - เซอวิส,ซ่อมและพ่นสีรถยนต์,,10150,บางมด,จอมทอง,กรุงเทพมหานคร,7
เพชรเกษม,20/29,เพชรเกษม 48,199.5,"9,140,000",837,53,3-36(4)-2/24,837,บริษัท ไอดี โมเบล จำกัด,ทำกรอบรูปจากไม้,4675158,10160,บางด้วน,ภาษีเจริญ,กรุงเทพมหานคร,5
สุวินทวงศ์,141,-,192.03,"7,500,000",838,25,3-95(1)-2/40,838,บริษัท โตโยต้าภูมิพัฒนา จำกัด,ศูนย์บริการซ่อมแซมบำรุงรักษาตรวจสอบพ่นกันสนิมสำหรับยานพาหนะทุกประเภทและตรวจสภาพรถยนต์ตามกฎหมายฯ,9195910-7,10510,แสนแสบ,มีนบุรี,กรุงเทพมหานคร,
ฉลองกรุง,92/78-79,,"1,247.00","120,000,000",839,33,3-105-51/59,839,บริษัท อุตสาหกรรมโลหะ มหานคร (2010) จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,892029400,10530,ลำผักชี,หนองจอก,กรุงเทพมหานคร,9
เจริญกรุง,434/12-15,เจริญกรุง 67,28.18,"11,460,000",840,48,3-28(1)-17/59,840,บริษัท จริยาการ์เม้นท์ จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป,094-9507515,10120,ยานนาวา,สาทร,กรุงเทพมหานคร,
สะแกงาม,35/47,,242,"32,900,000",841,27,3-41(1)-20/40,841,บริษัท รุ่งเรืองสูง พริ้นติ้ง จำกัด,พิมพ์สิ่งพิมพ์ต่างๆ,,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
นวมินทร์,44/601,,73,"20,000,000",842,17,3-95(1)-150/55,842,บี-ควิก สาขานวมินทร์,ศูนย์บริการซ่อมแซมรถยนต์,,10240,นวลจันทร์,บึงกุ่ม,กรุงเทพมหานคร,
นวมินทร์,20/111-113,สุวรรณประสิทธิ์,322.25,"8,100,000",843,10,3-64(13)-13/40,843,โรงกลึงเล็กบ่าวาวล์,รับจ้างกลึงเชื่อมไสเจียรและเจาะโลหะทุกชนิด,,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,5
ประดู่,3706/1,ราชอุทิศ 1,"1,833.42","210,000,000",844,250,3-41(1)-3/45,844,บริษัท ไทยอ๊อฟเซท จำกัด,พิมพ์สิ่งพิมพ์ต่าง ๆ,0 2683 8400-7,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
เทียมร่วมมิตร,40,,33,"500,000",845,8,3-95(1)-18/40,845,อู่อดุลย์ ดำรงศักดิ์ การาจ,ซ่อมและเคาะพ่นสีรถยนต์,,10310,ห้วยขวาง,ห้วยขวาง,กรุงเทพมหานคร,
,"456,456/2",นนทรี 14,848.36,"31,000,000",846,20,3-53(1)-16/43,846,นายสุรศักดิ์ สารวานิชพิทักษ์,ผลิต ผลิตภัณฑ์พลาสติกทุกชนิด เช่น(1)ไม้แขวนเสื้อ (2)ของเด็กเล่น (3) ผลิตภัณฑ์ เครื่องครัว (4) อุปกรณ์ชิ้นส่วนพลาสติกทุกชนิด,,10120,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,
เอกชัย,26/18-20และ26/26,,150.44,"100,000,000",847,83,3-28(1)-4/59,847,บริษัท ซี.อาร์.แฟชั่น จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป,028933370-4,10150,บางขุนเทียน,จอมทอง,กรุงเทพมหานคร,10
เอกชัย,26/18-20และ26/26,,53.48,"100,000,000",848,85,3-28(1)-5/59,848,บริษัท ซี.อาร์.แฟชั่น จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป,028933370-4,10150,บางขุนเทียน,จอมทอง,กรุงเทพมหานคร,10
เลียบคลองภาษีเจริญฝั่งใต้,99,,474.13,"8,000,000",849,30,3-36(1)-3/31,849,บริษัท เอ็ม.พี.แอนด์ ซัน (2016) จำกัด,ทำตู้ลำโพงโครงตู้วิทยุและเครื่องเรือนจากไม้อัด,,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,
จรัญสนิทวงศ์,84,,152.3,"12,500,000",850,74,3-95(1)-227/59,850,บริษัท ธนบุรีพานิช จำกัด,ซ่อมรถยนต์,024330097-8,10700,บางพลัด,บางพลัด,กรุงเทพมหานคร,
พระรามที่ 3,299/10,,51.33,"11,005,000",851,26,3-95(1)-301/49,851,บริษัท โตโยต้า เค.มอเตอร์สผู้จำหน่ายโตโยต้า จำกัด,ตรวจซ่อมรถยนต์,02-2610989,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
รัชดาภิเษก,284,,41.8,"17,500,000",852,13,3-95(1)-72/59,852,บี-ควิก สาขาประชานุกูล,ศูนย์บริการซ่อมแซมรถยนต์,,10900,ลาดยาว,จตุจักร,กรุงเทพมหานคร,
พหลโยธิน,2368,,45,"130,000,000",853,34,3-95(1)-2/55,853,บริษัท โตโยต้า กรุงไทย จำกัด,ซ่อมและเคาะพ่นสีรถยนต์,02-5309999,10900,เสนานิคม,จตุจักร,กรุงเทพมหานคร,
พระรามที่ 2,28/21-28, พระราม 2 ซอย 3,243.25,"15,000,000",854,46,3-71-1/45,854,บริษัท สเตอริ่ง ออโต้พาร์ท จำกัด,ทำชิ้นส่วน-อุปกรณ์แอร์รถยนต์ เช่น มอเตอร์,02-4281204-7,10150,บางมด,จอมทอง,กรุงเทพมหานคร,2
,3,เฉลิมพระเกียรติ ร.๙ ซ.48แยก 26,617.6,"49,863,749",855,40,3-53(1)-1/40,855,บริษัท พลาสลิ้งค์ อินดัสทรี่ จำกัด,ทำของใช้จากพลาสติก เช่น ฝาขวด ขวดนม กระติกน้ำ,3280202,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,
,2,วัดสะแกงาม 22,457,"9,000,000",856,16,3-64(11)-4/39,856,บริษัท ชัยสยามสตีล จำกัด,อัดเศษเหล็ก,8970676-8,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
,40,แสมดำ 21,130.5,"10,000,000",857,7,3-64(13)-170/49,857,บริษัท ยี้ชิง แมชชีนเนอรี่ จำกัด,กลึง เจียรโลหะ,,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
,288,ฉลองกรุง31,53,"11,500,000",858,46,น.77(1)-5/2555-นนล.,858,บริษัท เอส เจ เอส ไฟน์ อิมพอร์ต จำกัด,ซื้อมาขายไปนำเข้าส่งออกรถยนต์รถจักรยานยนต์เรือยานพาหนะทุกชนิดเครื่องยนต์รวมถึงอะไหล่และอุปกรณ์ของผลิตภัณฑ์ดังกล่าวทุกชนิดบริการด้านคลังสินค้าการขนส่งและโลจิสติกส์1.ประกอบกิจการค้าเครื่องจักรเครื่องยนต์เครื่องมือกลเครื่องทุ่นแรงยานพาหนะเครื่องกำเนิดไฟฟ้าเค,02-399-5400,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
,10,พระรามที่ 2 ซอย 94,"1,733.14","95,000,000",859,90,3-71-2/36,859,บริษัท วนวิทย์ แมนูแฟคเจอริ่ง จำกัด,ผลิตและประกอบเครื่องปรับอากาศและชิ้นส่วนพลาสติกของครื่องปรับอากาศ,,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
เสรีไทย,60/50,,89,"1,900,000",860,7,3-105-3/60,860,บริษัท คูซุ่นฮวด จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,3
,"23,25,27",เอกชัย 94 แยก 7,71.25,"1,500,000",861,9,3-87(5)-2/55,861,ห้างหุ้นส่วนจำกัด เศรษฐชัยโฆษณา,รับจ้างทำป้ายโฆษณา,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
สุรวงศ์,184,,61.61,"600,000",862,6,3-95(1)-2/23,862,บริษัท พระราม 3 กรุ๊ป ฮอนด้า ออโตโมบิล จำกัด,ซ่อมรถยนต์,2357450,10500,สี่พระยา,บางรัก,กรุงเทพมหานคร,
พระราม 2,108/73,ศักดิ์มงคลชัย,396.88,"19,500,000",863,25,3-53(1)-9/43,863,บริษัท เอ.เบสท์ อินเตอร์ โปรดักส์ จำกัด,ทำผลิตภัณฑ์พลาสติค และผลิตภัณฑ์โลหะสำเร็จเร็จรูป,,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,1
พหลโยธิน,47,พหลฏยธิน 49,10,"21,000",864,1,3-64(2)-1/53,864,นายสมคิด ด้วงเงิน,ปั๊มโลหะทำลวดลายช้อนส้อม,02-5792861,10900,ลาดยาว,จตุจักร,กรุงเทพมหานคร,0
พระรามที่ 2,42/49-50,วัดกำแพง,210.19,"4,200,000",865,6,3-53(1)-77/35,865,นายอิทธิวัฒน์ เอกพลธรานนท์,ทำของใช้จากพลาสติก เช่น ฝาจุกขวด ของเด็กเล่น,2115715,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,7
สมเด็จพระเจ้าตากสิน,326-328,สมเด็จพระเจ้าตากสิน 19,60.8,"3,900,000",866,7,3-53(4)-4/44,866,นางพรทิพย์ ทัศนแสงสูรย์,ทำถุงพลาสติก,02-4387926,10600,บุคคโล,ธนบุรี,กรุงเทพมหานคร,
จอมทอง,7/112,เลิศพัฒนาใต้,136.65,"180,000",867,10,3-53(5)-21/35,867,โชคปราณี จอมทอง,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,2
สุขุมวิท,106-128,สุขุมวิท 81,14.1,"880,000",868,37,3-37-17/29,868,บริษัท วู้ดเวลล์มานูแฟคเจอริ่ง จำกัด,ทำเครื่องเรือนและเครื่องตกแต่งในอาคารจากไม้,3311710,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,
เลียบคลองภาษีเจริญฝั่งใต้,9-พ.ย.,,161.02,"9,000,000",869,6,3-53(5)-1/30,869,นายอรรณพ อึ้งวิฑูรสถิตย์,ทำเม็ดพลาสติกจากพลาสติกเก่า,,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,14
บางนา-ตราด,4-มิ.ย.,,41.7,"600,000",870,8,3-95(1)-160/40,870,ห้างหุ้นส่วนจำกัด สันติ การาจ,รับบริการซ่อม เคาะพ่นสี แก้ไขหรือดัดแปลงสภาพรถยนต์และรถบรรทุก,,10260,บางนา,บางนา,กรุงเทพมหานคร,6
บางบอน 3 ม.สุนทรอุตสาหกรรม,49/165,,196.5,"8,000,000",871,15,3-64(13)-62/50,871,สุชาติโมลด์,กลึง เจาะ คว้าน กัด ไส เจียร และเชื่อมโลหะ,,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,
สะแกงาม,42/3,,386.08,"5,800,000",872,40,3-53(1)-19/43,872,บริษัท โรบิน เอ็คซ์เท็นด์ จำกัด,รับจ้างผลิตเครื่องใช้สำหรับสำนักงานจากโลหะและพลาสติค,02-8621011,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,1
เชื่อมสัมพันธ์,67/16,-,"4,348.10","231,223,536",873,53,3-64(5)-2/39,873,บริษัท มหาจักร เกียวโด จำกัด,"ตัด-เชื่อมและรีดเหล็กรูปพรรณรวมทั้งหมดได้ปีละ 15,500 ตัน",02-9881493-6,10530,โคกแฝด,หนองจอก,กรุงเทพมหานคร,5
บางกระดี่,69/38,,669.21,"9,000,000",874,16,3-53(7)-5/33,874,บริษัท เบิร์น แม็กซ์ จำกัด,ทำรองเท้าแตะ,02-3522650-1,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,4
-,40,เพชรเกษม 110 แยก 14-1-1,335.5, -   ,875, -   ,3-106-1/46,875,นางกิมเอ็ง ยิ่งแจ่มจันทร์,ทำน้ำมันผสมสีทาบ้านจากน้ำมันเครื่องเก่า (Waste Oil Refining),,10160,หนองค้างพลู,หนองแขม,กรุงเทพมหานคร,
ทวีวัฒนา,265,,"4,797.35","85,500,000",876,79,3-53(1)-1/39,876,นายสนั่น ศัพท์สุวรรณ์,"ทำผลิตภัณฑ์พลาสติกเช่นถังน้ำกระบอกกำลังการผลิต600,000 ชิ้น/ปี",,10160,หนองค้างพลู,หนองแขม,กรุงเทพมหานคร,
นเรศ,162-164,สามพี่น้อง,90.5,"23,500,000",877,7,3-41(1)-4/45,877,นายชาญชัย เพ่งอนันต์ศาสตร์,พิมพ์สิ่งพิมพ์ต่าง ๆ,0 2266 3894,10500,สี่พระยา,บางรัก,กรุงเทพมหานคร,
,36,อ่อนนุช80 แยก1,18.15,"1,900,000",878,8,3-37-16/40,878,บริษัท เอส.ที. เฟอร์เฮาส์ จำกัด,รับจ้างทำเครื่องเรือนหรือเครื่องตกแต่งภายในอาคารจากไม้,02-7216269,10250,ประเวศ,ประเวศ,กรุงเทพมหานคร,
,46,,346,"17,500,000",879,19,3-78(2)-1/40,879,บริษัท โลหะกิจเจริญเทรดดิ้ง(1991)จำกัด,ทำอุปกรณ์จักรยานยนต์,8996017,10160,หลักสอง,บางแค,กรุงเทพมหานคร,
อุดมสุข,11-ม.ค.,ร่วมสามัคคี,87,"4,000,000",880,25,3-33-37/35,880,บริษัท จิตต์เจริญอุตสาหกรรม จำกัด,ทำช้ินส่วนรองเท้า,-,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,12
สวนผัก,259/2,ศาลเจ้าเห้งเจีย,53.98,"2,500,000",881,4,3-53(1)-49/34,881,ลิ้มอุ๋ยเพ้ง,ทำผลิตภัณฑ์จากพลาสติก เช่น ไม้แขวนเสื้อ,4485366,10170,ตลิ่งชัน,ตลิ่งชัน,กรุงเทพมหานคร,11
สุขาภิบาล2,64/27,สุขาภิบาล2ซอย31,19.04,"4,000,000",882,20,น.84(1)-6/2557-ญอธ.,882,บริษัท ยู.ครีเอชั่น จำกัด,ผลิตเครื่องประดับอัญมณีทุกชนิด,,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,
สุขาภิบาล2,64/41อาคารเจมโมโปลิสชั้น6ห้องเจ601,สุขาภิบาล2ซอย31,36.94,"43,089,462",883,6,น.84(1)-4/2554-ญอธ.,883,บริษัท คาซ่า จิวเวลส์ จำกัด,ผลิตเครื่องประดับอัญมณีทุกชนิด,02-7270872,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,
,"62,62/1-6",สุขาภิบาล2ซอย31,50.82,"9,002,000,000",884,191,น.84(1)-4/2558-ญอธ.,884,บริษัท แพนดอร่า โพรดักชั่น จำกัด,ผลิตเครื่องประดับอัญมณีทุกชนิด,02-7287200,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,
,122,บางบอน 3 ซอย 3,176.14,"4,400,000",885,10,3-70-26/49,885,บริษัท โปรเกรส ดักส์ บางบอน จำกัด,ผลิตชิ้นส่วนประกอบเครื่องทำความเย็น เครื่องปรับอากาศตัดและพับโลหะ,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
นวมินทร์,46/94,,68,"7,180,000",886,25,3-97-3/54,886,บริษัท ประพาส เซฟ 1996 จำกัด,รับจ้างทำตู้นิรภัย ตู้เอกสาร บานประตูห้องมั่นคง ตู้เซฟ ฯลฯ,,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,10
รามอินทรา,204,รามอินทรา 5,30.22,"1,000,000",887,7,3-95(1)-1/55,887,ห้างหุ้นส่วนจำกัด มงคลมอเตอร์คาร์,ซ่อมและเคาะพ่นสีรถยนต์,29708972,10220,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,
