ถนน,เลขที่,ซอย,FID,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
,เลขที่ 116/1,,10140000000000,733,30000000,638,3-106-17/59อย,638,บริษัท ฮีดากา เวสต์ แมนเนจเมนท์ จำกัด,"086-3580259,02-7441400",นำน้ำมันหล่อลื่นที่ใช้แล้วและตัวทำละลายที่ใช้แล้ว มาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อนำกลับมาใช้เป็นเชื้อเพลิงทดแทน น้ำมันทาไม้แบบ น้ำมันหยอดทิ้ง ทำเชื้อเพลิงผสม รีไซเคิลไส้กรองน้ำมัน ซ่อมและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย,9,10260,เสนา,อุทัย,พระนครศรีอยุธยา,2
,เลขที่ 152,,10140100000000,89,8000000,639,3-106-2/61อย,639,บริษัท โกลเด้นดีพ (ประเทศไทย) จำกัด,,บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้า-อิเล็กทรอนิกส์ ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นใช้แล้วหรือตัวทำละลายใช้แล้ว บดย่อยเศษและตะกรันโลหะผสมจากการบัดกรี,6,12000,ลำตาเสา,วังน้อย,พระนครศรีอยุธยา,8
,เลขที่ 188,,10140200000000,37.56,22500000,640,3-106-25/62อย,640,บริษัท แซททิสไฟ โปรเกรส จำกัด,035-802472,ล้างเยื่อหรือไส้เมมเบรน พลาสติกเรซิ่น ที่ใช้แล้วจากระบบกรองของเหลว,7,13170,วังจุฬา,วังน้อย,พระนครศรีอยุธยา,3
,เลขที่ 55,,10140200000000,285,27000000,641,3-106-26/62อย,641,บริษัท พีเจ พลาสติก จำกัด,,รีไซเคิลเศษยางด้วยวิธีการบดย่อย,20,13210,อุทัย,อุทัย,พระนครศรีอยุธยา,3
-,เลขที่ 129/56,-,10140000000000,1914.01,120000000,642,3-106-27/51อย,642,บริษัท ไออาร์อาร์ คอร์เปอร์เรชั่น จำกัด,089-4038067,ปรับปรุงคุณภาพผลิตภัณฑ์ปิโตรเลียมที่ปนเปื้อน น้ำมันเตาที่ปนเปื้อน น้ำมันหล่อลื่นที่ใช้แล้ว ตัวทำละลายอินทรีย์ที่ใช้แล้ว และกากตะกอนน้ำมันจากเรือเดินสมุทร รวมทั้งโคลนและกรวดจากการสำรวจและผลิตปิโตรเลียม และกากตะกอนน้ำมันที่เกิดจากการทำความสะอาดแทงค์ฟาร์ม ทั้งทางบกและทางทะเล เพื่อนำมาผลิตเป็นเชื้อเพลิงผสม ผลิตน้ำมันสังเคราะห์จากพลาสติกไม่ใช้แล้วด้วยกระบวนการไพโรไลซิส (Pyrolysis),27,13170,วังจุฬา,วังน้อย,พระนครศรีอยุธยา,3
-,เลขที่ ,-,10140000000000,48.5,9500000,643,3-106-29/50อย,643,บริษัท ฟักทอง เอ็นเตอร์ไพรส์ จำกัด,,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้ว และตัวทำละลายที่ใช้แล้ว ซ่อมและล้างถังบรรจุภัณฑ์ด้วยตัวทำละลาย,25,13210,อุทัย,อุทัย,พระนครศรีอยุธยา,12
-,เลขที่ 108,-,10140200000000,1126,66100000,644,3-106-3/54อย,644,บริษัท ซีฟี้ อินดัสตรี้ จำกัด,,บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ สกัดโลหะมีค่าจากกากตะกอนอุตสาหกรรมชุบโลหะและอุตสาหกรรมอิเล็กทรอนิกส์ที่มีองค์ประกอบของโลหะมีค่า หลอมหล่อโลหะผสมจากโลหะมีค่าที่ผ่านกระบวนการสกัดโลหะมีค่าแล้ว และจากชิ้นส่วนอุปกรณ์ไฟฟ้าอิเล็กทรอนิกส์ที่บดย่อยแล้ว,17,13230,ลาดบัวหลวง,ลาดบัวหลวง,พระนครศรีอยุธยา,2
,เลขที่ 56,,10140100000000,235,14000000,645,3-106-3/59อย,645,บริษัท พัฒนาน้ำมันและพลังงานไทย จำกัด,0 3574 5093,นำพลาสติกที่ใช้แล้ว มาผ่านกระบวนการทางวิศวกรรมเพื่อผลิตเป็นน้ำมันเชื้อเพลิงทดแทน เพื่อใช้ในการบริการชุมชน,9,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,1
 -,เลขที่ 99/9, -,10140000000000,215.5,6400000,646,3-106-30/50อย,646,ห้างหุ้นส่วนจำกัด เนตรสุวรรณ รีไซเคิล แอนด์ เซอร์วิส,,ซ่อมและล้างถังบรรจุภัณฑ์ด้วยตัวทำละลาย ทำเม็ดพลาสติกจากเศษพลาสติก และหลอมหล่อโลหะ ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้ว บดย่อยชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์ ทำเชื้อเพลิงผสม (Blending) จากเศษผ้าปนเปื้อน กากตะกอนน้ำมัน,8,13270,เทพมงคล,บางซ้าย,พระนครศรีอยุธยา,2
 -,เลขที่ 170/2, -,10140000000000,95,15500000,647,3-106-31/48อย,647,บริษัท โชคสกุลชัย รีไซเคิล จำกัด,,ปรับปรุงน้ำมันหล่อลื่น ตัวทำละลาย เคมีภัณฑ์ที่ใช้แล้ว โดยผ่านกรรมวิธีการผลิตทางอุตสาหกรรม เพื่อนำกลับมาใช้ประโยชน์ใหม่ซ่อมและล้างถังบรรจุด้วยตัวทำละลายและคัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ1 ของภาคผนวกที่ 1 บัญชีส่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ. 2541) อัดเศษโลหะ เศษกระดาษ และบดพลาสติก,20,13260,บ่อโพง,นครหลวง,พระนครศรีอยุธยา,2
-,เลขที่ 37,-,10140100000000,40,2850000,648,3-106-31/52อย,648,บริษัท พ.ทรัพย์รุ่งเรือง จำกัด,,นำน้ำมันหล่อลื่นที่ใช้แล้วและตัวทำละลายที่ใช้แล้วมาผลิตเป็นน้ำมันเชื้อเพลิงทดแทน ซ่อมและล้างถังด้วยตัวทำละลาย นำเศษผ้าปนเปื้อนและกากตะกอนน้ำมันมาทำเชื้อเพลิงผสม,20,13210,ข้าวเม่า,อุทัย,พระนครศรีอยุธยา,6
,เลขที่ 1/4,,10140000000000,481,22500000,649,3-106-31/60อย,649,บริษัท วงษ์พาณิชย์ อินเตอร์เนชั่นแนล จำกัด,"035-708501, 0899615552",นำน้ำมันหล่อลื่น น้ำมันเครื่อง และสารทำละลายที่ใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อผลิตเป็นเชื้อเพลิงทดแทน ทำเชื้อเพลิงผสม และเชื้อเพลิงแข็งอัดแท่งจากวัสดุที่ไม่ใช้แล้ว บดย่อยเครื่องใช้ไฟฟ้าและชิ้นส่วนอิเล็กทรอนิกส์ที่ไม่ใช้แล้ว รีไซเคิลหลอดฟลูออเรสเซนต์ รวมทั้งเก็บรวบรวมแบตเตอรี่โดยไม่มีการแปรสภาพ,14,13210,บ้านช้าง,อุทัย,พระนครศรีอยุธยา,7
-,เลขที่ 49/9,-,10140000000000,12,4800000,650,3-106-33/51อย,650,บริษัท อยุธยารีไซเคิล จำกัด,035-255124,นำน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทน ซ่อมและล้างถังบรรจุภัณฑ์,10,13230,สามเมือง,ลาดบัวหลวง,พระนครศรีอยุธยา,7
หนองแค-อุทัย,เลขที่ 88,-,10140000000000,73.2,1500000,651,3-106-36/53อย,651,บริษัท วานิช อิควิปเม้นท์ จำกัด,,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้ว และตัวทำละลายที่ใช้แล้ว หลอมหล่อเศษโลหะและโลหะผสม,10,13210,สามบัณฑิต,อุทัย,พระนครศรีอยุธยา,2
,เลขที่ 105/1,,10140000000000,395,18850000,652,3-106-4/60อย,652,บริษัท ซุปเปอร์ เอิร์ธ เอนเนอร์ยี 4 จำกัด,,ผลิตเชื้อเพลิงทดแทนจากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,15,10260,อุทัย,อุทัย,พระนครศรีอยุธยา,12
-,เลขที่ 155,-,10140000000000,26,6400000,653,3-106-40/52อย,653,บริษัท พรหมบถ จำกัด,035 744552-3,นำน้ำมันหล่อลื่นที่ใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อใช้เป็นน้ำมันทาแบบหล่อเสาเข็ม,4,13170,พยอม,วังน้อย,พระนครศรีอยุธยา,4
-,เลขที่ 193/16,-,10140100000000,37.5,34000000,654,3-106-41/52อย,654,บริษัท เอ แอล เอช อินดัสตรี้ (ไทยแลนด์) จำกัด,035-744655,บดย่อยชิ้นส่วนอุปกรณ์เครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์,7,13170,พยอม,วังน้อย,พระนครศรีอยุธยา,4
,เลขที่ 39/10,,10140000000000,56,8100000,655,3-106-43/59อย,655,บริษัท เอฟทีเอ (ประเทศไทย) จำกัด,089-0794471,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นใช้แล้วและตัวทำละลายใช้แล้ว ทำเชื้อเพลิงผสมจากเศษผ้าปนเปื้อนน้ำมัน วัสดุดูดซับน้ำมัน ซ่อมและล้างถังด้วยตัวทำละลาย บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์,7,13220,ขวัญเมือง,บางปะหัน,พระนครศรีอยุธยา,3
,เลขที่ 1/34,เชียงรากน้อย 18,10140000000000,943,165000000,656,3-106-47/61อย,656,บริษัท บางปะอิน เวสต์ เมเนจเมนท์ จำกัด,,ผลิตเชื้อเพลิงแข็ง (SRF : Solid Recovered Fuel) จากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตรายจากโรงงานอุตสาหกรรม,110,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,11
,"เลขที่ โฉนดที่ดินเลขที่ 29980,29130",,10140000000000,972.58,18000000,657,3-106-49/59อย,657,บริษัท ขุนศึก ทรานสปอร์ต จำกัด,,ทำเชื้อเพลิงทดแทนจากน้ำมันเตาปนเปื้อน,10,13210,อุทัย,อุทัย,พระนครศรีอยุธยา,1
สามโคก-เสนา,เลขที่ 107,-,10140000000000,35,52150000,658,3-106-5/56อย,658,บริษัท ดอกกระถิน ปิโตร จำกัด,,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่น และตัวทำละลายที่ใช้แล้ว,11,13190,ไม้ตรา,บางไทร,พระนครศรีอยุธยา,7
พหลโยธิน,เลขที่ 129/52,-,10140000000000,105,6000000,659,3-106-52/47อย,659,บริษัท วังจุฬา ดีเวลลอปเมนท์ (2004) จำกัด,,"รีไซเคิลน้ำมัน ตัวทำละลาย และเคมีภัณฑ์ใช้แล้ว เพื่อเป็นพลังงานทดแทน,ซ่อมและล้างถังภาชนะบรรจุเคมีและคัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย",15,13170,วังจุฬา,วังน้อย,พระนครศรีอยุธยา,3
,เลขที่ 42,,10140000000000,308.7,34890000,660,3-106-55/61อย,660,บริษัท ไทยเบฟเวอเรจ รีไซเคิล จำกัด,02-785-7000,บดขวดแก้วและเศษแก้ว,8,13250,พระขาว,บางบาล,พระนครศรีอยุธยา,4
-,เลขที่ -,-,10140000000000,750.68,63000000,661,3-106-60/53อย,661,บริษัท พรทิพยพัฒนา จำกัด,,นำยางรถยนต์ใช้แล้วและพลาสติกใช้แล้วมาผ่านกระบวนการทางอุตสาหกรรมเพื่อผลิตเชื้อเพลิงทดแทนและคาร์บอนแบล็คผง,10,13210,บ้านหีบ,อุทัย,พระนครศรีอยุธยา,1
,เลขที่ 1/6,,10140000000000,576,4000000,662,3-106-66/61อย,662,บริษัท โปรฟิท พลาสติก รีไซเคิล จำกัด,,รีไซเคิลเศษยางด้วยวิธีการบดย่อย และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20,13210,บ้านช้าง,อุทัย,พระนครศรีอยุธยา,7
-,เลขที่ 99,-,10140000000000,230,10020000,663,3-106-7/57อย,663,บริษัท เอกอุทัย จำกัด,035-800387,ทำเชื้อเพลิงทดแทน ทำเชื้อเพลิงผสม ซ่อมและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย นำน้ำมันหล่อเย็นที่ใช้แล้วมาผ่านกระบวนการกรองเพื่อนำกลับมาใช้ประโยชน์ใหม่ บดย่อยแผงวงจรและชิ้นส่วนอิเล็กทรอนิกส์ คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย นำสารละลายกรด-ด่างที่ใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อนำกลับมาใช้ประโยชน์ใหม่,24,13210,สามบัณฑิต,อุทัย,พระนครศรีอยุธยา,4
,เลขที่ 193/12,,10140000000000,205,17000000,664,3-106-72/60อย,664,บริษัท เอ็นแอนด์เจ อินเตอร์ เทรด (555) จำกัด,0 3574 4531,นำน้ำมันหล่อลื่นใช้แล้วและตัวทำละลายใช้แล้วมาผสมทำเชื้อเพลิงทดแทน กลั่นตัวทำละลายใช้แล้วเพื่อนำกลับมาใช้ประโยชน์ใหม่ ผลิตไบโอดีเซลจากน้ำมันพืชใช้แล้ว ซ่อมและล้างถังด้วยตัวทำละลาย คัดแยกวัสดุทีไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,12,13170,พยอม,วังน้อย,พระนครศรีอยุธยา,4
,เลขที่ 105,,10140000000000,943,165000000,665,3-106-74/61อย,665,บริษัท อุทัย คลีนเอนเนอร์จี จำกัด,02-0030702,ผลิตเชื้อเพลิงแข็ง (SRF : Solid Recovered Fuel) จากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,110,10240,อุทัย,อุทัย,พระนครศรีอยุธยา,12
,เลขที่ โฉนดที่ดินเลขที่ 2535,,10140000000000,986,38000000,666,3-106-85/60อย,666,โรงงานผลิตเชื้อเพลิงผสม และการจัดการกากของเสีย,,"นำน้ำมันหล่อลื่นใช้แล้ว น้ำมันเครื่องเก่า น้ำมันไฮโดรลิคใช้แล้ว และสารทำละลายที่ใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อผลิตเป็นเชื้อเพลิงทดแทน ทำเชื้อเพลิงผสม (Blending) และเชื้อเพลิงแข็งอัดก้อนจากวัสดุที่ไม่ใช้แล้ว, บดย่อยเครื่องใช้ไฟฟ้า        และชิ้นส่วนอิเล็กทรอนิกส์ที่ไม่ใช้แล้ว, รีไซเคิลหลอดฟลูออเรสเซนต์, ซ่อมและล้างถังด้วยตัวทำละลาย, บดย่อยเศษตะกรันโลหะผสม (Solder Doss) และโลหะมีค่า รวมทั้งเก็บรวบรวมแบตเตอรี่โดยไม่มีการแปรสภาพ และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย",30,13210,บ้านช้าง,อุทัย,พระนครศรีอยุธยา,7
,เลขที่ โฉนดที่ดินเลขที่ 2535,,10140000000000,946,11000000,667,3-106-87/60อย,667,โรงงานรีไซเคิลรถยนต์,,นำยานยนต์ที่ไม่ได้คุณภาพหรือที่ผ่านการใช้งานแล้ว และชิ้นส่วนยานยนต์เก่า มาแปรสภาพตามกระบวนการทางอุตสาหกรรม เพื่อผลิตเป็นวัตถุดิบ หรือผลิตภัณฑ์หรือนำกลับมาใช้ประโยชน์ใหม่ และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,25,13210,บ้านช้าง,อุทัย,พระนครศรีอยุธยา,7
พหลโยธิน,เลขที่ 198, -,10140100000000,891.1,59000000,668,3-106-9/49อย,668,บริษัท เพลิร์ธ 98 เมทัล จำกัด,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,20,13170,ลำไทร,วังน้อย,พระนครศรีอยุธยา,5
-,เลขที่ 30/10,-,10140100000000,58,6000000,669,3-106-9/52อย,669,บริษัท โฮส แอดวานซ์ (ประเทศไทย) จำกัด,,บดย่อยชิ้นส่วนอิเล็กทรอนิกส์และผลิตเม็ดพลาสติกเกรดบีจากพลาสติกเก่า,7,13210,ข้าวเม่า,อุทัย,พระนครศรีอยุธยา,10
,เลขที่ 54,,10140100000000,80.8,16000000,670,3-106-97/60อย,670,บริษัท ดี อาร์ อินเตอร์ รีไซเคิล กรุ๊ป จำกัด,,บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ บดย่อยเศษตะกรันโลหะผสม (Solder Dross) สกัดโลหะที่มีค่าจากเศษชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ และเก็บรวบรวมแบตเตอรี่ใช้แล้วโดยไม่มีการแปรสภาพ,12,13000,ปากกราน,พระนครศรีอยุธยา,พระนครศรีอยุธยา,5
โรจนะ,เลขที่ ,โครงการสวนอุตสาหกรรมโรจนะ,91600600000000,559.58,42400000,671,ข3-101-1/34อย,671,บริษัท สวนอุตสาหกรรมโรจนะ จำกัด (มหาชน),035-330000,"บำบัดน้ำเสียรวม ได้ 8,500 ลูกบาศก์เมตร ต่อวัน",25,13210,คานหาม,อุทัย,พระนครศรีอยุธยา,5
-,เลขที่ ,-,91600300000000,339.4,49500000,672,ข3-101-1/37อย,672,บริษัท สวนอุตสาหกรรมโรจนะ จำกัด (มหาชน),035-330000-8,ปรับคุณภาพน้ำเสียรวม ได้ 4050 ลูกบาศก์เมตร/วัน,4,13210,คานหาม,อุทัย,พระนครศรีอยุธยา,5
พหลโยธิน,เลขที่ 130/2,,91140000000000,41.81,10700000,673,ข3-101-1/42อย,673,นิติบุคคลหมู่บ้านจัดสรรแฟคตอรี่แลนด์วังน้อย,035-721224,บำบัดน้ำเสียรวม,8,13170,วังจุฬา,วังน้อย,พระนครศรีอยุธยา,3
-,เลขที่ -,-,91600200000000,386.4,0,674,ข3-101-2/40อย,674,บริษัท สวนอุตสาหกรรมโรจนะ จำกัด (มหาชน),035 330000-8,"บำบัดน้ำเสียรวม(บำบัดน้ำเสียได้6,000ลูกบาศกเมตรต่อวัน)",7,13210,ธนู,อุทัย,พระนครศรีอยุธยา,9
,เลขที่ 1/91,สวนอุตสาหกรรมโรจนะ,91600100000000,219,64000000,675,ข3-101-2/48อย,675,บริษัท โอเอ็ม เทคโนส จำกัด,,กำจัดกากของเสียอุตสาหกรรมประเภทของเหลวโดยการเผา,42,13210,คานหาม,อุทัย,พระนครศรีอยุธยา,5
,เลขที่ -,,91600100000000,48,3897143,676,ข3-101-3/51อย,676,บริษัท สวนอุตสาหกรรมโรจนะ จำกัด (มหาชน),,ระบบบำบัดน้ำเสียรวม,0,13210,คานหาม,อุทัย,พระนครศรีอยุธยา,5
,เลขที่ 40/29,,91600000000000,75,10000000,677,ข3-105-102/49อย,677,บริษัท ไทยพัฒนาอินกอต จำกัด,,คัดแยกเศษวัสดุอุตสาหกรรม ที่ไม่เป็นอันตราย บดพลาสติกและอัดโลหะ,0,13210,อุทัย,อุทัย,พระนครศรีอยุธยา,5
 -,เลขที่ 1/45, -,91600000000000,260,44981000,678,ข3-105-128/48อย,678,บริษัท สยาม โอกิทานิ จำกัด,035 719001,คัดแยกสิ่งปฏิกูลหรือวัดุที่ไม่ใช้แล้วตามที่กำหนดไว้ในหมวด 1 ข้อ 1ของภาคผนวกที่ 2 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541) อัอเศษโลหะ และเศษกระดาษ,20,13210,อุทัย,อุทัย,พระนครศรีอยุธยา,5
-,เลขที่ 130/137,-,91140000000000,252.5,4800000,679,ข3-105-2/61อย,679,บริษัท บิซซิเนส เทรดดิ้ง จำกัด,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น พลาสติก กระดาษ โลหะทั่วไป,10,13170,วังจุฬา,วังน้อย,พระนครศรีอยุธยา,3
,เลขที่ 1/9,,91600000000000,104.47,31000000,680,ข3-105-24/57อย,680,บริษัท สยาม พีเค พลัส จำกัด,098-2829099,"บดย่อยชิ้นส่วนเครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็กทรอนิกส์, สกัดโลหะมีค่าจากชิ้นส่วนอิเล็กทรอนิกส์ ฟิล์มเอกซ์เรย์ กากตะกอนที่มีองค์ประกอบของโลหะมีค่าจากอุตสาหกรรมชุบโลหะและอุตสาหกรรมอิเล็กทรอนิกส์, คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย",15,13210,อุทัย,อุทัย,พระนครศรีอยุธยา,5
พหลโยธิน,เลขที่ 129/4,,91140000000000,120,3000000,681,ข3-105-28/61อย,681,บริษัท ไทย รีไซเคิล เวสท์ ฮับ จำกัด,,"บดย่อยและคัดแยกชิ้นส่วนวงจรไฟฟ้า-อิเล็กทรอนิกส์, หลอดไฟฟลูออเรสเซนต์, กระป๋องสเปร์ และแผงโซล่าเซลล์, เก็บรวบรวมแบตตอรี่โดยไม่มีการแปรสภาพ",8,11120,วังจุฬา,วังน้อย,พระนครศรีอยุธยา,3
-,เลขที่ 130/144-145,-,91140000000000,914.35,15000000,682,ข3-105-39/61อย,682,บริษัท ซิโน ไทย แมททีเรียล จำกัด,,"คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย, หลอมทำเม็ดพลาสติก ทำผลิตภัณฑ์จากพลาสติก เช่น เครื่องใช้ เครื่องเรือน เครื่องประดับ และชิ้นส่วนของผลิตภัณฑ์ดังกล่าว",15,13170,วังจุฬา,วังน้อย,พระนครศรีอยุธยา,3
-,เลขที่ 1/27,สวนอุตสาหกรรมโรจนะ,91600000000000,0,30600000,683,ข3-105-6/54อย,683,บริษัท สยามพัมนาอินเตอร์เทรด จำกัด,035-227281,การคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่อันตรายจากโรงงานอุตสาหกรรม เช่น กระดาษ พลาสติก เศษไม้ เศษโลหะ เช่น เหล็ก อลูมิเนียม ทองแดง,15,13210,คานหาม,อุทัย,พระนครศรีอยุธยา,5
-,"เลขที่ 129/49, 130/168",-,91140000000000,681,15000000,684,ข3-105-65/61อย,684,บริษัท ซีวายซี อินเตอร์เนชันแนล (ประเทศไทย) จำกัด,035-387976,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตรายหรือบดย่อยเศษยาง เศษพลาสติกหรือการทำพลาสติกเป็นเม็ดหรือการฉีดพลาสติกเป็นรูปทรงต่างๆ,7,13170,วังจุฬา,วังน้อย,พระนครศรีอยุธยา,3
,เลขที่ 130/142,,91140000000000,10,0,685,ข3-106-1/46อย,685,ห้างหุ้นส่วนจำกัด เอกศิริออยล์,,ปรับปรุงคุณภาพน้ำมันเครื่องใช้แล้วเพื่อใช้เป็นเชื้อเพลิงทดแทนน้ำมันเตา,4,13170,วังจุฬา,วังน้อย,พระนครศรีอยุธยา,3
,เลขที่ 1/45,,91600000000000,55.05,112500000,686,ข3-106-2/51อย,686,บริษัท สยาม โอกิทานิ จำกัด,,สกัดและถลุงโลหะที่มีค่าจากสารละลายที่ผ่านกระบวนการชุบ โดยกรรมวิธีทางวิศวกรรม ปรับปรุงคุณภาพนำมันหล่อลื่น ตัวทำละลายที่ใช้แล้ว เพื่อนำกลับมาใช้ประโยชน์ใหม่ นำกากตะกอนจากการชุบโลหะและกากตะกอนที่มีองค์ประกอบของโลหะมีค่ามาผ่านกระบวนการอบแห้งเพื่อส่งออก,0,13210,อุทัย,อุทัย,พระนครศรีอยุธยา,5
-,เลขที่ 129/37-38,-,91140000000000,86,35000000,687,ข3-106-27/54อย,687,บริษัท แอดวานซ์ กรีน เอนไวรอนเม้นท์ (ประเทศไทย) จำกัด,891587111,"คัดแยกสิ่งปฎิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ทำเชื้อเพลิงทดแทนน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้ว,บดย่อยเศษและตะกรันโลหะผสมจากการบัดกรี(Solder Dross)และชุบขาวงจรอิเล็กทรอนิกส์,บดย่อยชิ้นส่วนเครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็กทรอนิกส์,ทำเชื้อเพลิงผสม(Blending) จากเศษผ้าปนเปื้อนน้ำมัน กากตะกอนน้ำมัน กากกาว วัสดุดูดซับ,ซ่อมและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย,ทำเม็ดพลาสติกเกรดบี",15,13170,วังจุฬา,วังน้อย,พระนครศรีอยุธยา,3
-,เลขที่ 1/97,,91600000000000,1846.25,65500000,688,ข3-106-48/60อย,688,บริษัท เคมโทรนิคส์ โปรดักส์ จำกัด,035719674-6,นำสารทำละลายประเภทกรด ด่าง และสารละลายที่มีองค์ประกอบของโลหะมาผ่านกระบวนการทางอุตสาหกรรม เพื่อสกัดโลหะกลับมาใช้ใหม่ เช่น Copper Oxide และ Copper Sulfate,14,13210,คานหาม,อุทัย,พระนครศรีอยุธยา,5
,เลขที่ 1/28,,91600100000000,1615.15,30000000,689,ข3-106-5/50อย,689,บริษัท เคมโทรนิคส์ เทคโนโลยี (ประเทศไทย) จำกัด,086-307-1678,นำสารละลายประเภทกรดด่าง และสารละลายที่มีองค์ประกอบของแร่โลหะผ่านกระบวนการทางวิศวกรรมเพื่อสกัดแร่โลหะกลับมาใช้ใหม่,25,13210,คานหาม,อุทัย,พระนครศรีอยุธยา,5
-,เลขที่ ,-,91600000000000,480,20000000,690,ข3-106-64/60อย,690,บริษัท ซี.เอ็น.เอส.ที. จำกัด,086-3599628,นำน้ำมันหล่อลื่นที่ใช้แล้วและตัวทำละลายใช้แล้วมาผสมทำเชื้อเพลิงทดแทน กลั่นตัวทำละลายใช้แล้วนำกลับมาใช้ประโยชน์ใหม่ ผลิตไบโอดีเซลจากน้ำมันพืชที่ใช้แล้ว ซ่อมและล้างถังด้วยตัวทำละลาย คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เศษกระดาษ เศษพลาสติก เศษไม้ เศษยาง เศษเหล็ก และโลหะต่างๆ เก็บรวบรวมแบตเตอรี่โดยไม่มีการแปรสภาพ,10,13210,คานหาม,อุทัย,พระนครศรีอยุธยา,5
สามโคก-เสนา,เลขที่ -,,20141300000000,106.02,25384000,691,จ3-101-1/40อย,691,บริษัท บ้านแพน เอ็นจิเนียริ่ง แอนด์ โฮลดิ้ง จำกัด,201820-1,กำจัดกากอุตสาหกรรม,24,13110,บางนมโค,เสนา,พระนครศรีอยุธยา,9
สามโคก-เสนา,เลขที่ -,,20140500000000,34,2471200,692,จ3-101-2/40อย,692,บริษัท บ้านแพน เอนจิเนียริ่งแอนด์โฮลดิ้งจำกัด,201820,บำบัดน้ำเสียรวม(บำบัดน้ำเสียได้300ลูกบาศก์เมตรต่อวัน),24,13110,บางนมโค,เสนา,พระนครศรีอยุธยา,9
