ชั่วโมงการทำงาน,ADM0_PCODE,ADM0_EN,_id,REGION4,ปี,ผู้มีงานทำ,เพศ,ไตรมาส,ADM0_TH,ADM1_TH
 35 - 39 ชั่วโมง,TH,Thailand,811,ภาคตะวันออกเฉียงเหนือ,2566,117801.93,       ชาย                         ,3,ประเทศไทย,ขอนแก่น
 35 - 39 ชั่วโมง,TH,Thailand,812,ภาคตะวันออกเฉียงเหนือ,2566,52279.28,       ชาย                         ,3,ประเทศไทย,อุดรธานี
 35 - 39 ชั่วโมง,TH,Thailand,813,ภาคตะวันออกเฉียงเหนือ,2566,13851.76,       ชาย                         ,3,ประเทศไทย,เลย
 35 - 39 ชั่วโมง,TH,Thailand,814,ภาคตะวันออกเฉียงเหนือ,2566,26904.6,       ชาย                         ,3,ประเทศไทย,หนองคาย
 35 - 39 ชั่วโมง,TH,Thailand,815,ภาคตะวันออกเฉียงเหนือ,2566,45127.42,       ชาย                         ,3,ประเทศไทย,มหาสารคาม
 35 - 39 ชั่วโมง,TH,Thailand,816,ภาคตะวันออกเฉียงเหนือ,2566,66005.17,       ชาย                         ,3,ประเทศไทย,ร้อยเอ็ด
 35 - 39 ชั่วโมง,TH,Thailand,817,ภาคตะวันออกเฉียงเหนือ,2566,35891.54,       ชาย                         ,3,ประเทศไทย,กาฬสินธุ์
 35 - 39 ชั่วโมง,TH,Thailand,818,ภาคตะวันออกเฉียงเหนือ,2566,77487.39,       ชาย                         ,3,ประเทศไทย,สกลนคร
 35 - 39 ชั่วโมง,TH,Thailand,819,ภาคตะวันออกเฉียงเหนือ,2566,20761.53,       ชาย                         ,3,ประเทศไทย,นครพนม
 35 - 39 ชั่วโมง,TH,Thailand,820,ภาคตะวันออกเฉียงเหนือ,2566,32337.6,       ชาย                         ,3,ประเทศไทย,มุกดาหาร
 35 - 39 ชั่วโมง,TH,Thailand,821,ภาคตะวันออกเฉียงเหนือ,2566,78875.92,       หญิง                        ,3,ประเทศไทย,นครราชสีมา
 35 - 39 ชั่วโมง,TH,Thailand,822,ภาคตะวันออกเฉียงเหนือ,2566,64127.31,       หญิง                        ,3,ประเทศไทย,บุรีรัมย์
 35 - 39 ชั่วโมง,TH,Thailand,823,ภาคตะวันออกเฉียงเหนือ,2566,40048.96,       หญิง                        ,3,ประเทศไทย,สุรินทร์
 35 - 39 ชั่วโมง,TH,Thailand,824,ภาคตะวันออกเฉียงเหนือ,2566,40176.89,       หญิง                        ,3,ประเทศไทย,ศรีสะเกษ
 35 - 39 ชั่วโมง,TH,Thailand,825,ภาคตะวันออกเฉียงเหนือ,2566,106923.39,       หญิง                        ,3,ประเทศไทย,อุบลราชธานี
 35 - 39 ชั่วโมง,TH,Thailand,826,ภาคตะวันออกเฉียงเหนือ,2566,46354.2,       หญิง                        ,3,ประเทศไทย,ยโสธร
 35 - 39 ชั่วโมง,TH,Thailand,827,ภาคตะวันออกเฉียงเหนือ,2566,21405.07,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ
 35 - 39 ชั่วโมง,TH,Thailand,828,ภาคตะวันออกเฉียงเหนือ,2566,17584.17,       หญิง                        ,3,ประเทศไทย,อำนาจเจริญ
 35 - 39 ชั่วโมง,TH,Thailand,829,ภาคตะวันออกเฉียงเหนือ,2566,9664.97,       หญิง                        ,3,ประเทศไทย,บึงกาฬ
 35 - 39 ชั่วโมง,TH,Thailand,830,ภาคตะวันออกเฉียงเหนือ,2566,32454.27,       หญิง                        ,3,ประเทศไทย,หนองบัวลำภู
 35 - 39 ชั่วโมง,TH,Thailand,831,ภาคตะวันออกเฉียงเหนือ,2566,108151.31,       หญิง                        ,3,ประเทศไทย,ขอนแก่น
 35 - 39 ชั่วโมง,TH,Thailand,832,ภาคตะวันออกเฉียงเหนือ,2566,58352.35,       หญิง                        ,3,ประเทศไทย,อุดรธานี
 35 - 39 ชั่วโมง,TH,Thailand,833,ภาคตะวันออกเฉียงเหนือ,2566,15690.62,       หญิง                        ,3,ประเทศไทย,เลย
 35 - 39 ชั่วโมง,TH,Thailand,834,ภาคตะวันออกเฉียงเหนือ,2566,28786.7,       หญิง                        ,3,ประเทศไทย,หนองคาย
 35 - 39 ชั่วโมง,TH,Thailand,835,ภาคตะวันออกเฉียงเหนือ,2566,52165.92,       หญิง                        ,3,ประเทศไทย,มหาสารคาม
 35 - 39 ชั่วโมง,TH,Thailand,836,ภาคตะวันออกเฉียงเหนือ,2566,56686.71,       หญิง                        ,3,ประเทศไทย,ร้อยเอ็ด
 35 - 39 ชั่วโมง,TH,Thailand,837,ภาคตะวันออกเฉียงเหนือ,2566,43537.17,       หญิง                        ,3,ประเทศไทย,กาฬสินธุ์
 35 - 39 ชั่วโมง,TH,Thailand,838,ภาคตะวันออกเฉียงเหนือ,2566,63433.92,       หญิง                        ,3,ประเทศไทย,สกลนคร
 35 - 39 ชั่วโมง,TH,Thailand,839,ภาคตะวันออกเฉียงเหนือ,2566,15759.94,       หญิง                        ,3,ประเทศไทย,นครพนม
 35 - 39 ชั่วโมง,TH,Thailand,840,ภาคตะวันออกเฉียงเหนือ,2566,29273.97,       หญิง                        ,3,ประเทศไทย,มุกดาหาร
 40 - 49 ชั่วโมง,TH,Thailand,841,ภาคตะวันออกเฉียงเหนือ,2566,303010.93,       ชาย                         ,3,ประเทศไทย,นครราชสีมา
 40 - 49 ชั่วโมง,TH,Thailand,842,ภาคตะวันออกเฉียงเหนือ,2566,123587.1,       ชาย                         ,3,ประเทศไทย,บุรีรัมย์
 40 - 49 ชั่วโมง,TH,Thailand,843,ภาคตะวันออกเฉียงเหนือ,2566,83232.15,       ชาย                         ,3,ประเทศไทย,สุรินทร์
 40 - 49 ชั่วโมง,TH,Thailand,844,ภาคตะวันออกเฉียงเหนือ,2566,112846.8,       ชาย                         ,3,ประเทศไทย,ศรีสะเกษ
 40 - 49 ชั่วโมง,TH,Thailand,845,ภาคตะวันออกเฉียงเหนือ,2566,245616.99,       ชาย                         ,3,ประเทศไทย,อุบลราชธานี
 40 - 49 ชั่วโมง,TH,Thailand,846,ภาคตะวันออกเฉียงเหนือ,2566,71481.42,       ชาย                         ,3,ประเทศไทย,ยโสธร
 40 - 49 ชั่วโมง,TH,Thailand,847,ภาคตะวันออกเฉียงเหนือ,2566,213321.88,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ
 40 - 49 ชั่วโมง,TH,Thailand,848,ภาคตะวันออกเฉียงเหนือ,2566,32586.82,       ชาย                         ,3,ประเทศไทย,อำนาจเจริญ
 40 - 49 ชั่วโมง,TH,Thailand,849,ภาคตะวันออกเฉียงเหนือ,2566,16719.78,       ชาย                         ,3,ประเทศไทย,บึงกาฬ
 40 - 49 ชั่วโมง,TH,Thailand,850,ภาคตะวันออกเฉียงเหนือ,2566,59209.42,       ชาย                         ,3,ประเทศไทย,หนองบัวลำภู
 40 - 49 ชั่วโมง,TH,Thailand,851,ภาคตะวันออกเฉียงเหนือ,2566,263590.88,       ชาย                         ,3,ประเทศไทย,ขอนแก่น
 40 - 49 ชั่วโมง,TH,Thailand,852,ภาคตะวันออกเฉียงเหนือ,2566,239140.59,       ชาย                         ,3,ประเทศไทย,อุดรธานี
 40 - 49 ชั่วโมง,TH,Thailand,853,ภาคตะวันออกเฉียงเหนือ,2566,53692.48,       ชาย                         ,3,ประเทศไทย,เลย
 40 - 49 ชั่วโมง,TH,Thailand,854,ภาคตะวันออกเฉียงเหนือ,2566,71859.53,       ชาย                         ,3,ประเทศไทย,หนองคาย
 40 - 49 ชั่วโมง,TH,Thailand,855,ภาคตะวันออกเฉียงเหนือ,2566,106722.82,       ชาย                         ,3,ประเทศไทย,มหาสารคาม
 40 - 49 ชั่วโมง,TH,Thailand,856,ภาคตะวันออกเฉียงเหนือ,2566,95860.92,       ชาย                         ,3,ประเทศไทย,ร้อยเอ็ด
 40 - 49 ชั่วโมง,TH,Thailand,857,ภาคตะวันออกเฉียงเหนือ,2566,102180.4,       ชาย                         ,3,ประเทศไทย,กาฬสินธุ์
 40 - 49 ชั่วโมง,TH,Thailand,858,ภาคตะวันออกเฉียงเหนือ,2566,122736.84,       ชาย                         ,3,ประเทศไทย,สกลนคร
 40 - 49 ชั่วโมง,TH,Thailand,859,ภาคตะวันออกเฉียงเหนือ,2566,26703.65,       ชาย                         ,3,ประเทศไทย,นครพนม
 40 - 49 ชั่วโมง,TH,Thailand,860,ภาคตะวันออกเฉียงเหนือ,2566,42370.1,       ชาย                         ,3,ประเทศไทย,มุกดาหาร
 40 - 49 ชั่วโมง,TH,Thailand,861,ภาคตะวันออกเฉียงเหนือ,2566,217916,       หญิง                        ,3,ประเทศไทย,นครราชสีมา
 40 - 49 ชั่วโมง,TH,Thailand,862,ภาคตะวันออกเฉียงเหนือ,2566,82427.57,       หญิง                        ,3,ประเทศไทย,บุรีรัมย์
 40 - 49 ชั่วโมง,TH,Thailand,863,ภาคตะวันออกเฉียงเหนือ,2566,73116.99,       หญิง                        ,3,ประเทศไทย,สุรินทร์
 40 - 49 ชั่วโมง,TH,Thailand,864,ภาคตะวันออกเฉียงเหนือ,2566,90753.01,       หญิง                        ,3,ประเทศไทย,ศรีสะเกษ
 40 - 49 ชั่วโมง,TH,Thailand,865,ภาคตะวันออกเฉียงเหนือ,2566,161169.91,       หญิง                        ,3,ประเทศไทย,อุบลราชธานี
 40 - 49 ชั่วโมง,TH,Thailand,866,ภาคตะวันออกเฉียงเหนือ,2566,53062.42,       หญิง                        ,3,ประเทศไทย,ยโสธร
 40 - 49 ชั่วโมง,TH,Thailand,867,ภาคตะวันออกเฉียงเหนือ,2566,176405.4,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ
 40 - 49 ชั่วโมง,TH,Thailand,868,ภาคตะวันออกเฉียงเหนือ,2566,24039.05,       หญิง                        ,3,ประเทศไทย,อำนาจเจริญ
 40 - 49 ชั่วโมง,TH,Thailand,869,ภาคตะวันออกเฉียงเหนือ,2566,17618.9,       หญิง                        ,3,ประเทศไทย,บึงกาฬ
 40 - 49 ชั่วโมง,TH,Thailand,870,ภาคตะวันออกเฉียงเหนือ,2566,42631.22,       หญิง                        ,3,ประเทศไทย,หนองบัวลำภู
 40 - 49 ชั่วโมง,TH,Thailand,871,ภาคตะวันออกเฉียงเหนือ,2566,224014.46,       หญิง                        ,3,ประเทศไทย,ขอนแก่น
 40 - 49 ชั่วโมง,TH,Thailand,872,ภาคตะวันออกเฉียงเหนือ,2566,179130.38,       หญิง                        ,3,ประเทศไทย,อุดรธานี
 40 - 49 ชั่วโมง,TH,Thailand,873,ภาคตะวันออกเฉียงเหนือ,2566,56084.74,       หญิง                        ,3,ประเทศไทย,เลย
 40 - 49 ชั่วโมง,TH,Thailand,874,ภาคตะวันออกเฉียงเหนือ,2566,51825.62,       หญิง                        ,3,ประเทศไทย,หนองคาย
 40 - 49 ชั่วโมง,TH,Thailand,875,ภาคตะวันออกเฉียงเหนือ,2566,72790.31,       หญิง                        ,3,ประเทศไทย,มหาสารคาม
 40 - 49 ชั่วโมง,TH,Thailand,876,ภาคตะวันออกเฉียงเหนือ,2566,73324.2,       หญิง                        ,3,ประเทศไทย,ร้อยเอ็ด
 40 - 49 ชั่วโมง,TH,Thailand,877,ภาคตะวันออกเฉียงเหนือ,2566,67168.21,       หญิง                        ,3,ประเทศไทย,กาฬสินธุ์
 40 - 49 ชั่วโมง,TH,Thailand,878,ภาคตะวันออกเฉียงเหนือ,2566,77583.73,       หญิง                        ,3,ประเทศไทย,สกลนคร
 40 - 49 ชั่วโมง,TH,Thailand,879,ภาคตะวันออกเฉียงเหนือ,2566,23021.29,       หญิง                        ,3,ประเทศไทย,นครพนม
 40 - 49 ชั่วโมง,TH,Thailand,880,ภาคตะวันออกเฉียงเหนือ,2566,38645.91,       หญิง                        ,3,ประเทศไทย,มุกดาหาร
50 ชั่วโมงขึ้นไป,TH,Thailand,881,ภาคตะวันออกเฉียงเหนือ,2566,138355.93,       ชาย                         ,3,ประเทศไทย,นครราชสีมา
50 ชั่วโมงขึ้นไป,TH,Thailand,882,ภาคตะวันออกเฉียงเหนือ,2566,53435.58,       ชาย                         ,3,ประเทศไทย,บุรีรัมย์
50 ชั่วโมงขึ้นไป,TH,Thailand,883,ภาคตะวันออกเฉียงเหนือ,2566,62794.26,       ชาย                         ,3,ประเทศไทย,สุรินทร์
50 ชั่วโมงขึ้นไป,TH,Thailand,884,ภาคตะวันออกเฉียงเหนือ,2566,33939.75,       ชาย                         ,3,ประเทศไทย,ศรีสะเกษ
50 ชั่วโมงขึ้นไป,TH,Thailand,885,ภาคตะวันออกเฉียงเหนือ,2566,110817.08,       ชาย                         ,3,ประเทศไทย,อุบลราชธานี
50 ชั่วโมงขึ้นไป,TH,Thailand,886,ภาคตะวันออกเฉียงเหนือ,2566,7390.59,       ชาย                         ,3,ประเทศไทย,ยโสธร
50 ชั่วโมงขึ้นไป,TH,Thailand,887,ภาคตะวันออกเฉียงเหนือ,2566,30752.28,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ
50 ชั่วโมงขึ้นไป,TH,Thailand,888,ภาคตะวันออกเฉียงเหนือ,2566,4414.2,       ชาย                         ,3,ประเทศไทย,อำนาจเจริญ
50 ชั่วโมงขึ้นไป,TH,Thailand,889,ภาคตะวันออกเฉียงเหนือ,2566,4688.42,       ชาย                         ,3,ประเทศไทย,บึงกาฬ
50 ชั่วโมงขึ้นไป,TH,Thailand,890,ภาคตะวันออกเฉียงเหนือ,2566,20603.2,       ชาย                         ,3,ประเทศไทย,หนองบัวลำภู
50 ชั่วโมงขึ้นไป,TH,Thailand,891,ภาคตะวันออกเฉียงเหนือ,2566,68659.17,       ชาย                         ,3,ประเทศไทย,ขอนแก่น
50 ชั่วโมงขึ้นไป,TH,Thailand,892,ภาคตะวันออกเฉียงเหนือ,2566,46733.97,       ชาย                         ,3,ประเทศไทย,อุดรธานี
50 ชั่วโมงขึ้นไป,TH,Thailand,893,ภาคตะวันออกเฉียงเหนือ,2566,39857.56,       ชาย                         ,3,ประเทศไทย,เลย
50 ชั่วโมงขึ้นไป,TH,Thailand,894,ภาคตะวันออกเฉียงเหนือ,2566,10508.98,       ชาย                         ,3,ประเทศไทย,หนองคาย
50 ชั่วโมงขึ้นไป,TH,Thailand,895,ภาคตะวันออกเฉียงเหนือ,2566,23082.73,       ชาย                         ,3,ประเทศไทย,มหาสารคาม
50 ชั่วโมงขึ้นไป,TH,Thailand,896,ภาคตะวันออกเฉียงเหนือ,2566,42006.77,       ชาย                         ,3,ประเทศไทย,ร้อยเอ็ด
50 ชั่วโมงขึ้นไป,TH,Thailand,897,ภาคตะวันออกเฉียงเหนือ,2566,13259.69,       ชาย                         ,3,ประเทศไทย,กาฬสินธุ์
50 ชั่วโมงขึ้นไป,TH,Thailand,898,ภาคตะวันออกเฉียงเหนือ,2566,37081.16,       ชาย                         ,3,ประเทศไทย,สกลนคร
50 ชั่วโมงขึ้นไป,TH,Thailand,899,ภาคตะวันออกเฉียงเหนือ,2566,9217.16,       ชาย                         ,3,ประเทศไทย,นครพนม
50 ชั่วโมงขึ้นไป,TH,Thailand,900,ภาคตะวันออกเฉียงเหนือ,2566,14304.62,       ชาย                         ,3,ประเทศไทย,มุกดาหาร
50 ชั่วโมงขึ้นไป,TH,Thailand,901,ภาคตะวันออกเฉียงเหนือ,2566,137712.16,       หญิง                        ,3,ประเทศไทย,นครราชสีมา
50 ชั่วโมงขึ้นไป,TH,Thailand,902,ภาคตะวันออกเฉียงเหนือ,2566,54214.91,       หญิง                        ,3,ประเทศไทย,บุรีรัมย์
50 ชั่วโมงขึ้นไป,TH,Thailand,903,ภาคตะวันออกเฉียงเหนือ,2566,53447.53,       หญิง                        ,3,ประเทศไทย,สุรินทร์
50 ชั่วโมงขึ้นไป,TH,Thailand,904,ภาคตะวันออกเฉียงเหนือ,2566,30926.09,       หญิง                        ,3,ประเทศไทย,ศรีสะเกษ
50 ชั่วโมงขึ้นไป,TH,Thailand,905,ภาคตะวันออกเฉียงเหนือ,2566,53893.52,       หญิง                        ,3,ประเทศไทย,อุบลราชธานี
50 ชั่วโมงขึ้นไป,TH,Thailand,906,ภาคตะวันออกเฉียงเหนือ,2566,4979.23,       หญิง                        ,3,ประเทศไทย,ยโสธร
50 ชั่วโมงขึ้นไป,TH,Thailand,907,ภาคตะวันออกเฉียงเหนือ,2566,27097.11,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ
50 ชั่วโมงขึ้นไป,TH,Thailand,908,ภาคตะวันออกเฉียงเหนือ,2566,6317.36,       หญิง                        ,3,ประเทศไทย,อำนาจเจริญ
50 ชั่วโมงขึ้นไป,TH,Thailand,909,ภาคตะวันออกเฉียงเหนือ,2566,5192.2,       หญิง                        ,3,ประเทศไทย,บึงกาฬ
50 ชั่วโมงขึ้นไป,TH,Thailand,910,ภาคตะวันออกเฉียงเหนือ,2566,14964.35,       หญิง                        ,3,ประเทศไทย,หนองบัวลำภู
50 ชั่วโมงขึ้นไป,TH,Thailand,911,ภาคตะวันออกเฉียงเหนือ,2566,73731.74,       หญิง                        ,3,ประเทศไทย,ขอนแก่น
50 ชั่วโมงขึ้นไป,TH,Thailand,912,ภาคตะวันออกเฉียงเหนือ,2566,33227.79,       หญิง                        ,3,ประเทศไทย,อุดรธานี
50 ชั่วโมงขึ้นไป,TH,Thailand,913,ภาคตะวันออกเฉียงเหนือ,2566,31356.85,       หญิง                        ,3,ประเทศไทย,เลย
50 ชั่วโมงขึ้นไป,TH,Thailand,914,ภาคตะวันออกเฉียงเหนือ,2566,6238.18,       หญิง                        ,3,ประเทศไทย,หนองคาย
50 ชั่วโมงขึ้นไป,TH,Thailand,915,ภาคตะวันออกเฉียงเหนือ,2566,21725.03,       หญิง                        ,3,ประเทศไทย,มหาสารคาม
50 ชั่วโมงขึ้นไป,TH,Thailand,916,ภาคตะวันออกเฉียงเหนือ,2566,30373.98,       หญิง                        ,3,ประเทศไทย,ร้อยเอ็ด
50 ชั่วโมงขึ้นไป,TH,Thailand,917,ภาคตะวันออกเฉียงเหนือ,2566,14387.59,       หญิง                        ,3,ประเทศไทย,กาฬสินธุ์
50 ชั่วโมงขึ้นไป,TH,Thailand,918,ภาคตะวันออกเฉียงเหนือ,2566,31079.35,       หญิง                        ,3,ประเทศไทย,สกลนคร
50 ชั่วโมงขึ้นไป,TH,Thailand,919,ภาคตะวันออกเฉียงเหนือ,2566,8532.56,       หญิง                        ,3,ประเทศไทย,นครพนม
50 ชั่วโมงขึ้นไป,TH,Thailand,920,ภาคตะวันออกเฉียงเหนือ,2566,8261.79,       หญิง                        ,3,ประเทศไทย,มุกดาหาร
น้อยกว่า 1 ชั่วโมง,TH,Thailand,921,ภาคตะวันออกเฉียงเหนือ,2566,6506.41,       ชาย                         ,3,ประเทศไทย,นครราชสีมา
น้อยกว่า 1 ชั่วโมง,TH,Thailand,922,ภาคตะวันออกเฉียงเหนือ,2566,2046.74,       ชาย                         ,3,ประเทศไทย,บุรีรัมย์
น้อยกว่า 1 ชั่วโมง,TH,Thailand,923,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,3,ประเทศไทย,สุรินทร์
น้อยกว่า 1 ชั่วโมง,TH,Thailand,924,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,3,ประเทศไทย,ศรีสะเกษ
น้อยกว่า 1 ชั่วโมง,TH,Thailand,925,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,3,ประเทศไทย,อุบลราชธานี
น้อยกว่า 1 ชั่วโมง,TH,Thailand,926,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,3,ประเทศไทย,ยโสธร
น้อยกว่า 1 ชั่วโมง,TH,Thailand,927,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,3,ประเทศไทย,ชัยภูมิ
น้อยกว่า 1 ชั่วโมง,TH,Thailand,928,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,3,ประเทศไทย,อำนาจเจริญ
น้อยกว่า 1 ชั่วโมง,TH,Thailand,929,ภาคตะวันออกเฉียงเหนือ,2566,5753.76,       ชาย                         ,3,ประเทศไทย,บึงกาฬ
น้อยกว่า 1 ชั่วโมง,TH,Thailand,930,ภาคตะวันออกเฉียงเหนือ,2566,495.88,       ชาย                         ,3,ประเทศไทย,หนองบัวลำภู
น้อยกว่า 1 ชั่วโมง,TH,Thailand,931,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,3,ประเทศไทย,ขอนแก่น
น้อยกว่า 1 ชั่วโมง,TH,Thailand,932,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,3,ประเทศไทย,อุดรธานี
น้อยกว่า 1 ชั่วโมง,TH,Thailand,933,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,3,ประเทศไทย,เลย
น้อยกว่า 1 ชั่วโมง,TH,Thailand,934,ภาคตะวันออกเฉียงเหนือ,2566,183.55,       ชาย                         ,3,ประเทศไทย,หนองคาย
น้อยกว่า 1 ชั่วโมง,TH,Thailand,935,ภาคตะวันออกเฉียงเหนือ,2566,1458.84,       ชาย                         ,3,ประเทศไทย,มหาสารคาม
น้อยกว่า 1 ชั่วโมง,TH,Thailand,936,ภาคตะวันออกเฉียงเหนือ,2566,1518.15,       ชาย                         ,3,ประเทศไทย,ร้อยเอ็ด
น้อยกว่า 1 ชั่วโมง,TH,Thailand,937,ภาคตะวันออกเฉียงเหนือ,2566,973,       ชาย                         ,3,ประเทศไทย,กาฬสินธุ์
น้อยกว่า 1 ชั่วโมง,TH,Thailand,938,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,3,ประเทศไทย,สกลนคร
น้อยกว่า 1 ชั่วโมง,TH,Thailand,939,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,3,ประเทศไทย,นครพนม
น้อยกว่า 1 ชั่วโมง,TH,Thailand,940,ภาคตะวันออกเฉียงเหนือ,2566,198.19,       ชาย                         ,3,ประเทศไทย,มุกดาหาร
น้อยกว่า 1 ชั่วโมง,TH,Thailand,941,ภาคตะวันออกเฉียงเหนือ,2566,1366.64,       หญิง                        ,3,ประเทศไทย,นครราชสีมา
น้อยกว่า 1 ชั่วโมง,TH,Thailand,942,ภาคตะวันออกเฉียงเหนือ,2566,1558.97,       หญิง                        ,3,ประเทศไทย,บุรีรัมย์
น้อยกว่า 1 ชั่วโมง,TH,Thailand,943,ภาคตะวันออกเฉียงเหนือ,2566,0,       หญิง                        ,3,ประเทศไทย,สุรินทร์
น้อยกว่า 1 ชั่วโมง,TH,Thailand,944,ภาคตะวันออกเฉียงเหนือ,2566,0,       หญิง                        ,3,ประเทศไทย,ศรีสะเกษ
น้อยกว่า 1 ชั่วโมง,TH,Thailand,945,ภาคตะวันออกเฉียงเหนือ,2566,0,       หญิง                        ,3,ประเทศไทย,อุบลราชธานี
น้อยกว่า 1 ชั่วโมง,TH,Thailand,946,ภาคตะวันออกเฉียงเหนือ,2566,0,       หญิง                        ,3,ประเทศไทย,ยโสธร
น้อยกว่า 1 ชั่วโมง,TH,Thailand,947,ภาคตะวันออกเฉียงเหนือ,2566,1027.96,       หญิง                        ,3,ประเทศไทย,ชัยภูมิ
น้อยกว่า 1 ชั่วโมง,TH,Thailand,948,ภาคตะวันออกเฉียงเหนือ,2566,472.18,       หญิง                        ,3,ประเทศไทย,อำนาจเจริญ
น้อยกว่า 1 ชั่วโมง,TH,Thailand,949,ภาคตะวันออกเฉียงเหนือ,2566,1986.29,       หญิง                        ,3,ประเทศไทย,บึงกาฬ
น้อยกว่า 1 ชั่วโมง,TH,Thailand,950,ภาคตะวันออกเฉียงเหนือ,2566,1169.92,       หญิง                        ,3,ประเทศไทย,หนองบัวลำภู
น้อยกว่า 1 ชั่วโมง,TH,Thailand,951,ภาคตะวันออกเฉียงเหนือ,2566,0,       หญิง                        ,3,ประเทศไทย,ขอนแก่น
น้อยกว่า 1 ชั่วโมง,TH,Thailand,952,ภาคตะวันออกเฉียงเหนือ,2566,0,       หญิง                        ,3,ประเทศไทย,อุดรธานี
น้อยกว่า 1 ชั่วโมง,TH,Thailand,953,ภาคตะวันออกเฉียงเหนือ,2566,0,       หญิง                        ,3,ประเทศไทย,เลย
น้อยกว่า 1 ชั่วโมง,TH,Thailand,954,ภาคตะวันออกเฉียงเหนือ,2566,0,       หญิง                        ,3,ประเทศไทย,หนองคาย
น้อยกว่า 1 ชั่วโมง,TH,Thailand,955,ภาคตะวันออกเฉียงเหนือ,2566,2354.02,       หญิง                        ,3,ประเทศไทย,มหาสารคาม
น้อยกว่า 1 ชั่วโมง,TH,Thailand,956,ภาคตะวันออกเฉียงเหนือ,2566,2347.71,       หญิง                        ,3,ประเทศไทย,ร้อยเอ็ด
น้อยกว่า 1 ชั่วโมง,TH,Thailand,957,ภาคตะวันออกเฉียงเหนือ,2566,466.95,       หญิง                        ,3,ประเทศไทย,กาฬสินธุ์
น้อยกว่า 1 ชั่วโมง,TH,Thailand,958,ภาคตะวันออกเฉียงเหนือ,2566,0,       หญิง                        ,3,ประเทศไทย,สกลนคร
น้อยกว่า 1 ชั่วโมง,TH,Thailand,959,ภาคตะวันออกเฉียงเหนือ,2566,0,       หญิง                        ,3,ประเทศไทย,นครพนม
น้อยกว่า 1 ชั่วโมง,TH,Thailand,960,ภาคตะวันออกเฉียงเหนือ,2566,2294.43,       หญิง                        ,3,ประเทศไทย,มุกดาหาร
 1 - 9 ชั่วโมง,TH,Thailand,961,ภาคตะวันออกเฉียงเหนือ,2566,1248.14,       ชาย                         ,4,ประเทศไทย,นครราชสีมา
 1 - 9 ชั่วโมง,TH,Thailand,962,ภาคตะวันออกเฉียงเหนือ,2566,4435.25,       ชาย                         ,4,ประเทศไทย,บุรีรัมย์
 1 - 9 ชั่วโมง,TH,Thailand,963,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,4,ประเทศไทย,สุรินทร์
 1 - 9 ชั่วโมง,TH,Thailand,964,ภาคตะวันออกเฉียงเหนือ,2566,934.31,       ชาย                         ,4,ประเทศไทย,ศรีสะเกษ
 1 - 9 ชั่วโมง,TH,Thailand,965,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,4,ประเทศไทย,อุบลราชธานี
 1 - 9 ชั่วโมง,TH,Thailand,966,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,4,ประเทศไทย,ยโสธร
 1 - 9 ชั่วโมง,TH,Thailand,967,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,4,ประเทศไทย,ชัยภูมิ
 1 - 9 ชั่วโมง,TH,Thailand,968,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,4,ประเทศไทย,อำนาจเจริญ
 1 - 9 ชั่วโมง,TH,Thailand,969,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,4,ประเทศไทย,บึงกาฬ
 1 - 9 ชั่วโมง,TH,Thailand,970,ภาคตะวันออกเฉียงเหนือ,2566,257.42,       ชาย                         ,4,ประเทศไทย,หนองบัวลำภู
 1 - 9 ชั่วโมง,TH,Thailand,971,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,4,ประเทศไทย,ขอนแก่น
 1 - 9 ชั่วโมง,TH,Thailand,972,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,4,ประเทศไทย,อุดรธานี
 1 - 9 ชั่วโมง,TH,Thailand,973,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,4,ประเทศไทย,เลย
 1 - 9 ชั่วโมง,TH,Thailand,974,ภาคตะวันออกเฉียงเหนือ,2566,0,       ชาย                         ,4,ประเทศไทย,หนองคาย
