เงินทุนรวม,ประกอบกิจการ,อำเภอ,ถนน,ซอย,FID,คนงาน,ลำดับ,ไปรษณีย์,จังหวัด,หมู่,เลขที่,แรงม้า,โทรศัพท์,ตำบล,ผู้ประกอบการ,_id,เลขทะเบียนเดิม,ชื่อโรงงาน
2950000,62,กรุงเทพมหานคร,หนองแขม,เลียบคลองภาษีเจริญฝั่งเหนือ,10100000000000,9,2311,4216264,10160,,5,115.75,6405,หนองแขม,ทำตะปูกำลังการผลิต5.5ตัน/เดือน,2311,6405300139,ตะปูทองอุตสาหกรรม
15000000,127,กรุงเทพมหานคร,ดอกไม้,เฉลิมพระเกียรติ ร.9,10100000000000,3,2312,7268073-5,10250,-,3,20,9501,ประเวศ,ซ่อมรถยนต์/เปลี่ยนอะไหล่,2312,9501310743,บริษัท สยามกลการอะไหล่ จำกัด
5000000,29/8 (ชั้น 4),กรุงเทพมหานคร,บางมด,พระราม 2,10100000000000,160,2313,,10150,จันทร์พริ้ง,3,44.24,2801,จอมทอง,ตัดเย็บเสื้อผ้าสำเร็จรูป,2313,2801301043,บริษัท อินเตอร์เนชั่นแนล นิตแวร์ จำกัด
40000000,612/1-3,กรุงเทพมหานคร,หิรัญรูจี,ประชาธิปก,10100000000000,5,2314,0 2466 1803-4,10600,-,,19.3,9501,ธนบุรี,ซ่อมรถยนต์,2314,9501334947,บริษัท สยามนิสสัน กลการ จำกัด
7100000,1169/121,กรุงเทพมหานคร,บางซื่อ,กรุงเทพ-นนทบุรี,10100000000000,6,2315,,10800,ประชาราษฎร์42,,61.46,9501,บางซื่อ,ซ่อม-พ่นสีรถยนต์,2315,9501303339,อู่เม้งบริการ
22500000,294/1,กรุงเทพมหานคร,แสมดำ,สะแกงาม,10100000000000,14,2316,,10150,,,244,7100,บางขุนเทียน,รับจ้างผลิตชิ้นส่วนโลหะสำหรับแผงไฟฟ้าและตัดโลหะ,2316,7100301649,บริษัท เจ พลัส เอ็นเทอร์ไพรส์ จำกัด
4080000,"210,208",กรุงเทพมหานคร,บางบอน,,10100000000000,10,2317,,10150,พระยามนธาตุฯแยก35,,100.73,6413,บางบอน,กลึงไสกัดเจาะและเชื่อมโลหะทั่วไป,2317,6413301239,บริษัท สันติจงเจริญการช่าง จำกัด
23000000,1,กรุงเทพมหานคร,ราษฎร์บูรณะ,,10100000000000,79,2318,02-463-1717,10140,สุขสวัสดิ์ 13,,422.77,5202,ราษฎร์บูรณะ,ทำผ้าเคลือบยาง,2318,5202300147,บริษัท โรงงานยางไทยสินอนันต์ (2516) จำกัด
2950000,268,กรุงเทพมหานคร,บางไผ่,นครลุง,10100000000000,151,2319,4210029,10160,,,1481.8,7000,บางแค,ทำโต๊ะจักรและตู้จักร,2319,7000300517,บริษัท โต๊ะจักรไทยประดิษฐ์ (1980) จำกัด
0,545/1,กรุงเทพมหานคร,คลองตัน,สุขุมวิท,10100000000000,0,2320,02-2583278,10110,สายน้ำทิพย์,,195.83,4101,คลองเตย,ทำซองจดหมาย,2320,4101301852,ห้างหุ้นส่วนจำกัด เอ็ม.ซี.ซี.
12000000,202/22-25,กรุงเทพมหานคร,ปากคลองภาษีเจริญ,เพชรเกษม,10100000000000,360,2321,4570111,10160,,,1355.65,2400,ภาษีเจริญ,ถักเสื้อไหมพรม (จำนวนเครื่องถัก 150 เครื่อง) และตัดเย็บเสื้อผ้า (จำนวนจักรเย็บผ้า 165 เครื่อง),2321,2400300135,บริษัท ไพโอเนียร์การ์เม้นท์ จำกัด
1360000,5,กรุงเทพมหานคร,ทุ่งวัดดอน,จันทน์,10100000000000,7,2322,,10120,จันทน์ 43 แยก 17,,61.2,6402,สาทร,ปั๊มโลหะ เช่น ตะเกียงน้ำมัน,2322,6402301658,นางกาญจนา อนันตวิไลเลขา
9200000,32/43,กรุงเทพมหานคร,จอมทอง,สุขสวัสดิ์,10100000000000,33,2323,,10150,สุขสวัสดิ์2,4,957.31,4101,จอมทอง,พิมพ์สิ่งพิมพ์ต่างๆเช่นหนังสือกล่อง,2323,4101300937,บริษัท เมย์ฟลาวเวอร์ (ประเทศไทย) จำกัด
170000000,211,กรุงเทพมหานคร,บางจาก,ริมทางรถไฟสายเก่าปากน้ำ,10100000000000,62,2324,3115108,10260,-,1,3484.54,9102,พระโขนง,บรรจุก๊าซ (แอลพีจี),2324,9102300139,คลังเก็บก๊าซและโรงบรรจุก๊าซแอลพีจี บางจาก
8000000,86/77,กรุงเทพมหานคร,บางขุนเทียน,เอกชัย,10100000000000,28,2325,,10150,เอกชัย 34,3,805.67,5304,จอมทอง,ทำผลิตภัณฑ์พลาสติก เช่น ขวด แกลลอน และฝา,2325,5304304058,บริษัท เค.ขจรรัตน์ อินเตอร์ จำกัด
9172398,26,กรุงเทพมหานคร,บางนา,,10100000000000,19,2326,3839172,10260,-,-,235.6,9800,บางนา,รับจ้างซักรีดและซักแห้งเสื้อผ้า,2326,9800300142,บริษัท โพรเฟสชั่นนัล ดรายคลีน เซ็นเตอร์ จำกัด
6500000,44,กรุงเทพมหานคร,ออเงิน,จตุโชติ,10100000000000,67,2327,02-9924434,10220,,5,99.5,8701,สายไหม ,ทำตุ๊กตาจากพลาสติกและผ้า,2327,8701300354,บริษัท มิสเตอร์ แซนต้า จำกัด
19650000,74,กรุงเทพมหานคร,บางโคล่,จันทน์,10100000000000,9,2328,02-674-8107-8,10120,จันทร์ 43 แยก 18,0,61.93,9501,บางคอแหลม,ซ่อมรถยนต์ ปะผุ เคาะ พ่นสี ซ่อมแซมตัวถังยานพาหนะ,2328,9501307650,บริษัท ซี พี เค การาจ จำกัด
3500000,135,กรุงเทพมหานคร,บางแค,,10100000000000,25,2329,,10160,,,197.25,9501,บางแค,ซ่อมและพ่นสีรถยนต์,2329,9501301539,อู่ธนบุรีออโต้คาร์
8500000,10-พ.ย.,กรุงเทพมหานคร,สะพานสูง,กรุงเทพกรีฑา,10100000000000,11,2330,02-33682678,10240,กรุงเทพกรีฑา บี 3,13,271.08,6301,สะพานสูง,"ผลิตและปรับซ่อมเครื่องราด(ยาง)ถนน,เครื่องจักรที่ใช้ในการก่อสร้าง,ถังบรรจุน้ำมัน ละโครงสร้างอาคารด้วยเหล็ก",2330,6301300354,ห้างหุ้นส่วนจำกัด ดี.พี. อุตสาหกรรม
15700000,41/57,กรุงเทพมหานคร,จอมทอง,สุขสวัสดิ์,10100000000000,6,2331,,10150,สุขสวัสดิ์14,5,113,6409,จอมทอง,ทำผลิตภัณฑ์โลหะต่างๆเช่น บานพับ กลอน,2331,6409300758,ห้างหุ้นส่วนจำกัด ไทยพงษ์อุตสาหกรรม
1150000,702/62,กรุงเทพมหานคร,ลาดยาว,พหลโยธิน,10100000000000,14,2332,,10900,พหลโยธิน 32(แยกเข้าซอยนครหลวง),,38.66,9501,จตุจักร,ซ่อมและเคาะพ่นสีรถยนต์,2332,9501319353,อู่เอกชัย
23000000,607/80-81,กรุงเทพมหานคร,บางโคล่,เจริญกรุง,10100000000000,8,2333,02-2919637,10120,วัดจันทร์ใน,,107.4,4101,บางคอแหลม,พิมพ์สิ่งพิมพ์ต่าง ๆ,2333,4101302753,บริษัท ว.รัตนเชษฐ์ 1989 จำกัด
3380000,106,กรุงเทพมหานคร,บางนา,สุขุมวิท,10100000000000,8,2334,2725706,10260,สุขุมวิท68,,76.5,6413,บางนา,กลึงไสเจาะเจียนและเชื่อมโลหะทั่วไป,2334,6413300538,บริษัท ชัยหิรัญโชค จำกัด
38000000,"590,592",กรุงเทพมหานคร,บางกะปิ,พระรามที่ 9,10100000000000,134,2335,7196970,10310,,,48,9501,ห้วยขวาง,บริการตรวจซ่อมรถยนต์โดยไม่มีการเคาะพ่นสี,2335,9501305938,บริษัท ซันยอง ออโต เซอร์วิส จำกัด
380000,8/178-180,กรุงเทพมหานคร,บางมด,พระรามที่ 2,10100000000000,12,2336,02-428-2042,10140,เจียมไชยศรี,4,71.08,6409,ทุ่งครุ,ทำผลิตภัณฑ์จากโลหะ เช่น น๊อต สกรู,2336,6409309926,บริษัท เกียรติ แมชชินเนอร์รี่ (2002) จำกัด
5200000,1191/1,กรุงเทพมหานคร,หัวหมาก,รามคำแหง,10100000000000,12,2337,023782884-5,10240,,,93.5,9501,บางกะปิ,ศูนย์บริการซ่อมและพ่นสีรถยนต์,2337,9501313658,นายคงศักดิ์ แก้วงาม
11000000,323/3,กรุงเทพมหานคร,บางพลัด,สิรินธร,10100000000000,6,2338,-,10700,-,,23,9501,บางพลัด,ศูนย์บริการซ่อมแซมรถยนต์,2338,9501316349,บี-ควิก
2220000,30,กรุงเทพมหานคร,บางนา,,100000000000,7,2339,3938355,10260,แบริ่ง,,57,3700,บางนา,ทำเครื่องเรือนจากไม้,2339,ศ03700300539,ห้างหุ้นส่วนจำกัด กิมเจริญเฟอร์นิเจอร์
10000000,48/20,กรุงเทพมหานคร,แสมดำ,บางขุนเทียน,10100000000000,26,2340,02-8921053-5,10150,จุลพงษ์(กำนันมาลัย),1,586.2,5204,บางขุนเทียน,ทำผลิตภัณฑ์ของเล่นของใช้จากยางเช่นที่รองมือจับของใช้กำลังการผลิตได้ 1ตัน/เดือน,2340,5204300238,บริษัท ซันด้า อินดัสตรี จำกัด
3000000,3-มิ.ย.,กรุงเทพมหานคร,บางค้อ,จอมทอง,10100000000000,8,2341,4772809,10150,อพยพ 1,,51.65,6413,จอมทอง,กลึง ไส ปั๊ม เชื่อมโลหะทั่วไป,2341,6413300144,นายวัชรินทร์ แซ่ตั้ง
4500000,41,กรุงเทพมหานคร,บางแค,,10100000000000,30,2342,02-4555668-9,10160,-,,130,4001,บางแค,อัดเศษกระดาษ,2342,4001300244,บริษัท โชคแสงทอง (1998) จำกัด
350000,75/18,กรุงเทพมหานคร,จอมทอง,จอมทอง,10100000000000,10,2343,,10150,เลิศพัฒนาใต้,1,120.9,5301,จอมทอง,ทำของใช้เล็กๆ จากพลาสติก,2343,5301304358,เจริญแพ็คกิ้ง
0,89,กรุงเทพมหานคร,มีนบุรี,เสรีไทย,82000000000000,0,2344,,10510,,4,312,2002,มีนบุรี,ผลิตเครื่องดื่มน้ำหวาน,2344,น02002300147,บริษัท ฟิวชั่น เบเวอร์เรจ จำกัด
387000000,144/39-42,กรุงเทพมหานคร,ตลิ่งชัน,สวนผัก,10100000000000,194,2345,0 2884 2956,10170,สวนผัก 29,,403.5,8401,ตลิ่งชัน,ทำเครื่องประดับโดยใช้เงิน,2345,8401301947,บริษัท วี ไซแอมซิลเวอร์เจมส์ จำกัด
10384706,95/87,กรุงเทพมหานคร,สีกัน,,10100000000000,14,2346,3900240,10210,,5,93,5801,ดอนเมือง,คอนกรีตผสมเสร็จ,2346,5801301737,บริษัท คิวมิกซ์ซัพพลาย จำกัด
5800000,135,กรุงเทพมหานคร,บางมด,พระรามที่ 2,10100000000000,17,2347,,10150,พระรามที่ 2 ซอย 23,,158.37,6406,จอมทอง,ทำสปริง,2347,6406300354,บริษัท ถาวรสปริงเวิรคส์(1998) จำกัด
9300000,294,กรุงเทพมหานคร,สวนหลวง,อ่อนนุช,100000000000,8,2348,721-5105-6,10250,อ่อนนุช39,,278,3402,สวนหลวง,ทำวงกบขอบประตูขอบหน้าต่างบานประตูบานหน้าต่าง,2348,ศ03402301039,บริษัท เอ.เอส.ที.สถาปัตย์ จำกัด
800000,"360,358",กรุงเทพมหานคร,บางมด,,10100000000000,6,2349,,10150,พระรามที่ 2 ซอย 13,,57.67,6410,จอมทอง,ชุบโลหะ,2349,6410300145,นายกิตติกรณ์ วงศ์อนันต์กิจ
1500000,ธ.ค.-47,กรุงเทพมหานคร,ท่าข้าม,บางขุนเทียน,10100000000000,20,2350,,10150,เพชรทองคำ,7,134.25,6413,บางขุนเทียน,ทำผลิตภัณฑ์โลหะทุกชนิด,2350,6413315249,บริษัท ซันไชน์ พรีซิชั่น อินดัสเตรียล จำกัด
25350000,233,กรุงเทพมหานคร,บางมด,,10100000000000,20,2351,4287765,10150,พระรามที่ 2 ซอย 33,,44.21,9501,จอมทอง,บริการติดตั้งหลังคากระบะรถยนต์ตกแต่งอุปกรณ์รถยนต์และพ่นน้ำยากันสนิมรถยนต์,2351,9501306239,ห้างหุ้นส่วนจำกัด ภัทรนิธิ
5500000,78/323-326,กรุงเทพมหานคร,แสมดำ,พระรามที่ 2,100000000000,7,2352,,10150,อมรชัย4,5,18.5,3700,บางขุนเทียน,ทำเครื่องเรือนจากไม้,2352,ศ03700301939,พูนทิพย์อินทีเรีย
2200000,287/6,กรุงเทพมหานคร,บางขุนศรี,จรัญสนิทวงศ์,10100000000000,35,2353,"02-4121899, 02-4122219",10700,จรัญสนิทวงศ์ 31,,374.6,5301,บางกอกน้อย,ทำเครื่องใช้พลาสติก เช่น หวี กล่องดินสอ กล่องสบู่ กล่องแอร์,2353,5301301144,บริษัท อ๊อด แอนด์ อีเว่น จำกัด
1020000,789,กรุงเทพมหานคร,บางซื่อ,ประชาชื่น,10100000000000,6,2354,-,10800,-,,19.25,9501,บางซื่อ,ซ่อมเครื่องยนต์และช่วงล่างรถยนต์,2354,9501322249,อู่มานะ
5780000,17,กรุงเทพมหานคร,อนุสาวรีย์,,10100000000000,9,2355,522-1742,10220,ลาดปลาเค้า72 แยก6,2,36.27,9501,บางเขน,ซ่อมเคาะพ่นสีรถยนต์,2355,9501315240,รามอินทราการาจ
3720000,89/4,กรุงเทพมหานคร,ดอกไม้,สุขุมวิท 103,10100000000000,20,2356,328-0838,10250,จัดสรรทหารเรือ,2,235.35,6412,ประเวศ,รับจ้างตัด พับ และเชื่อมโลหะ ทำชั้นวางของ,2356,6412300144,ห้างหุ้นส่วนจำกัด แอ็งเกิ้ลคิงส์
15200000,1195,กรุงเทพมหานคร,สามเสนใน,พหลโยธิน,10100000000000,78,2357,,10400,,,37.58,9501,พญาไท,ซ่อมรถยนต์,2357,9501308039,บริษัท เบนซ์ราชครู จำกัด
8300000,12-ก.ย.,กรุงเทพมหานคร,คลองกุ่ม,สุขาภิบาล1,10100000000000,16,2358,,10240,นวลจันทร์,11,59.3,9501,บึงกุ่ม,ซ่อมเคาะพ่นสีรถยนต์ได้ปีละ240คัน,2358,9501303137,บริษัท อู่แสงทองการช่าง จำกัด
3950000,358/1,กรุงเทพมหานคร,ถนนพญาไท,ศรีอยุธยา,10100000000000,14,2359,02-642-6940-6,10400,-,,19.6,9501,ราชเทวี,ศูนย์บริการซ่อมรถยนต์,2359,9501334348,บริษัท โตโยต้ามหานคร จำกัด
24000000,137/47,กรุงเทพมหานคร,จันทรเกษม,ลาดพร้าว,10100000000000,29,2360,5419309,10900,,13,167.97,2801,จตุจักร,ตัดเย็บเสื้อผ้าสำเร็จรูป,2360,2801311229,บริษัท ลิเบอร์ตี้ การ์เมนท์ จำกัด
35000000,96,กรุงเทพมหานคร,บางจาก,สุขุมวิท,10100000000000,11,2361,2263700-9,10260,ปุณณวิถี 33 (ซอยอาลีอนุสรณ์),,155.5,4101,พระโขนง,ตัดกระดาษต่าง ๆ,2361,4101300144,บริษัท แสงฟ้าเปเปอร์ จำกัด
42000000,137,กรุงเทพมหานคร,ลำปลาทิว,ฉลองกรุง,82000000000000,17,2362,02-7150556,10520,-,4,20,7701,ลาดกระบัง,นำเข้าส่งออกซื้อมาขายไปเครื่องยนต์รถยนต์อะไหล่ชิ้นส่วนอุปกรณ์ของเครื่องยนต์รถยนต์รถจักรยานยนต์รถจักรยานเครื่องจักรกลที่ใช้ในการเกษตรการก่อสร้างการอุตสาหกรรมและเครื่องจักรกลอื่นๆทุกชนิดและดัดแปลงสถาพรถยนต์รถจักรยานยนต์รถยนต์ทุกชนิด,2362,น07701300148นล,บริษัท ดี.พี.ดับบลิว อิมปอร์ต เอ็กซ์ปอร์ต จำกัด
16000000,399,กรุงเทพมหานคร,ลำปลาทิว,ฉลองกรุง,82000000000000,10,2363,02-326-0173,10520,,4,205,602,ลาดกระบัง,"ซอสหอยนางรม,หูฉลาม,ปลิงทะเล,กระเพาปลา,กระดูกอ่อนปลาฉลาม,ไม้กฤษณา-",2363,น00602300153นล,ห้างหุ้นส่วนจำกัด ซี.แอล.ควอลิตี้.ฟู้ด
1200000,"67,69",กรุงเทพมหานคร,บางมด,,10100000000000,28,2364,,10140,,,250.25,7300,ทุ่งครุ,ทำพัดลมและอุปกรณ์พัดลม,2364,7300300132,บริษัท เจ.เอส.พี (ไทยแลนด์) จำกัด
3850000,51,กรุงเทพมหานคร,แสมดำ,,10100000000000,3,2365,,10150,,,43,4501,บางขุนเทียน,ทำสีน้ำ และสีน้ำมัน,2365,4501300135,นายกวีพัฒน์ เลิศสุทธิเมตตา
0,"67,69,71,73,75",กรุงเทพมหานคร,ท่าข้าม,บางขุนทียน-ชายทะเล,91100000000000,20,2366,,10150,เทียนทะเล 26 แยก 6-1,,349.2,5304,บางขุนเทียน,ผลิตถุงพลาสติก,2366,ข05304305849,ห้างหุ้นส่วนจำกัด มานิตสหไทยพลาสต์
36917610,1640,กรุงเทพมหานคร,สวนหลวง,อ่อนนุช,10100000000000,15,2367,,10250,,,19.5,9501,สวนหลวง,ศูนย์ซ่อมรถยนต์,2367,9501315454,บริษัท โพธิ์ทอง บอดี้เพนท์ แอนด์ เซอร์วิส จำกัด
500000,507/90-94,กรุงเทพมหานคร,ช่องนนทรี,สาธุประดิษฐ์,10100000000000,15,2368,,10120,,,75,6409,ยานนาวา,ทำกรอบแว่นตา,2368,6409311128,นายสมชัย กิติวรนันท์นกุล
150700000,14/459,กรุงเทพมหานคร,อนุสาวรีย์,รามอินทรา,10100000000000,11,2369,02-616-1040,10220,   -,4,49.5,9501,บางเขน,ตรวจ ซ่อมบำรุงรถยนต์,2369,9501321648,บริษัท เลกซัส ออโต้ ซิติ้ จำกัด
6700000,"76,76/1",กรุงเทพมหานคร,แสมดำ,บางกระดี่,10100000000000,20,2370,,10150,,,390.59,5304,บางขุนเทียน,ผลิตถุงพลาสติก,2370,5304306557,บริษัท แสงตะวันพลาสติก จำกัด
34200000,355/3,กรุงเทพมหานคร,สะพานสูง,รามคำแหง,10100000000000,10,2371,,10240,,,105.03,9501,สะพานสูง,ซ่อมรถยนต์ พ่นสีรถยนต์,2371,9501326058,บริษัท ไซม์ ดาร์บี้ ออโต้ เซอร์วิสเซล จำกัด
7000000,1-มี.ค.,กรุงเทพมหานคร,สามเสนใน,พหลโยธิน,10100000000000,15,2372,,10400,พหลโยธิน3,,47.66,9501,พญาไท,ซ่อมรถยนต์,2372,9501308139,บริษัท เจริญไทยมอเตอร์เซลส์ จำกัด
18000000,1-ก.พ.,กรุงเทพมหานคร,คลองสามประเวศ,ร่มเกล้า,10100000000000,17,2373,,10520,ร่มเกล้า 21/1,,2250,1400,ลาดกระบัง,ผลิตน้ำแข็งซอง ได้ 840 ซอง/วัน และน้ำแข็งก้อนเล็ก ได้ 120 ตัน/วัน,2373,1400305252,บริษัท ร่มเกล้าดีเวลลอปเมนท์ จำกัด
5500000,174,กรุงเทพมหานคร,ท่าข้าม,บางขุนเทียน-ชายทะเล,10100000000000,8,2374,02 8972375,10150,เทียนทะเล 19,,110.84,5301,บางขุนเทียน,ทำผลิตภัณฑ์พลาสติก เช่น อุปกรณ์ม่าน,2374,5301301538,พจน์โลหะกิจ อินดัสตรี้
4500000,"116,118,120,122",กรุงเทพมหานคร,บางบอน,,10100000000000,28,2375,,10150,เอกชัย 76 แยก 1-3-1,,178.5,2400,บางบอน,ถักผ้ายืด(จำนวนเครื่องถัก17เครื่อง),2375,2400300239,บริษัท คงสินการทอ จำกัด
4770000,757,กรุงเทพมหานคร,วังทองหลาง*,ลาดพร้าว,10100000000000,12,2376,,10240,ลาดพร้าว 87,7,42.25,7802,บางกะปิ,"ทำอะไหล่รถจักรยานยนต์ เช่น มือจับ ขาตั้ง สปริง น๊อต ได้ปีละ 36,000 ชิ้น",2376,7802301453,บริษัท วานิช โปรดักชั่นส์ จำกัด
2700000,27,กรุงเทพมหานคร,บางชัน,สุเหร่าคลองหนึ่ง,10100000000000,20,2377,02-9553881 085-,10510,สุเหร่าคลองหนึ่ง 1,,19.42,3700,คลองสามวา,ทำเครื่องเรือน เครื่องตบแต่งภายในจากไม้,2377,3700302354,นายชเนษฏ์ อักษราวดีวัฒน์
700000,10,กรุงเทพมหานคร,แสมดำ,,10100000000000,5,2378,8040415-6,10150,,,103.14,3601,บางขุนเทียน,ทำลังไม้ ที่รองรับงสินค้า และอัดน้ำยาไม้,2378,3601300143,บริษัท ดี ไอ ซี วู้ด ซัพพลาย จำกัด
12000000,73,กรุงเทพมหานคร,ประเวศ,สุขาภิบาล2,10100000000000,23,2379,,10250,,,125,4001,ประเวศ,อัดกระดาษ,2379,4001300658,บริษัท ประเวศรีไซเคิล จำกัด
36100000,-,กรุงเทพมหานคร,วังทองหลาง,ประชาอุทิศ,10100000000000,42,2380,5385108,10310,สหการประมูล,,277,5801,วังทองหลาง,ผลิตคอนกรีตผสมเสร็จ,2380,5801300241,บริษัท คอนสตรัคชั่น คอนกรีต จำกัด
0,49,กรุงเทพมหานคร,มีนบุรี,เสรีไทย,82000000000000,0,2381,02-5171777,10510,,14,102.95,5305,มีนบุรี,ประกอบกิจการขึ้นรูปบรรจุภัณฑ์เพื่อทำการบรรจุผลิตภัณฑ์เครื่องใช้ภายในครัวเรือน,2381,น05305300150บช,บริษัท เอสแอล โฮมโพรดักส์ จำกัด
15000000,3/286-289,กรุงเทพมหานคร,ลำผักชี,สุวิทนวงศ์,91000000000000,43,2382,,10530,,9,315.99,4602,หนองจอก,ผลิตยาแผนโบราณ,2382,ข04602300958,บริษัท ซี เนเชอรัล ฟาร์มาซูติคอล จำกัด
1551625000,"66/26-29,115/66-67",กรุงเทพมหานคร,คลองกุ่ม,รามอินทรา,10100000000000,315,2383,,10240,รามอินทรา 40,12,3634,4101,บึงกุ่ม,พิมพ์สิ่งพิมพ์ต่าง ๆ,2383,4101300448,บริษัท สยามพริ้นท์ จำกัด
27000000,15,กรุงเทพมหานคร,ประเวศ,อ่อนนุช,10100000000000,20,2384,,10250, อ่อนนุช 88 แยก 8,,235.95,6413,ประเวศ,รับจ้างกลึงตัดม้วนโลหะและประกอบอุปกรณ์เครื่องจักรกลทุกชนิ,2384,6413305640,บริษัท ลอแยล คอนแท็คท์ จำกัด
6565270850,124,กรุงเทพมหานคร,ลำปลาทิว,ฉลองกรุง,82000000000000,35,2385,023260831-6,10520,ฉลองกรุง31,,2248.81,7100,ลาดกระบัง,ผลิตมอเตอร์คอมเพรสเซอร์และอุปกรณ์ชิ้นส่วนมอเตอร์คอมเพรสเซอร์และอุปกรณ์เครื่องทำความเย็น(CondensingUnit),2385,น07100300147,บริษัท กุลธรเคอร์บี้ จำกัด (มหาชน)
10400000,267,กรุงเทพมหานคร,ลำปลาทิว,,82000000000000,9,2386,023260028-9,10520,ฉลองกรุง31,,70.35,6305,ลาดกระบัง,ชิ้นส่วนสำหรับเครื่องปรับอากาศตู้เย็นและอื่นๆที่มาจากทองแดงและอลูมิเนียม,2386,น06305300148,บริษัท มารูเกอิ อินดัสตรีย์ (ประเทศไทย) จำกัด
10000000,115,กรุงเทพมหานคร,ลำปลาทิว,ฉลองกรุง,82000000000000,15,2387,02-326-1256,10520,-,4,1265,10500,ลาดกระบัง,ซื้อมาขายไปนำเข้าส่งออกซ่อมแซมปรับปรุงเปลี่ยนแปลงสภาพแบ่งบรรจุชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์และไฟฟ้าแผ่นแผงวงจรอิเล็กทรอนิกส์ทุกชนิดรวมถึงแบตเตอรี่และถ่านไฟฉายทุกชนิดเทปอิเล็กทรอนิกส์เครื่องเสียงในรถยนต์จอภาพจอมอนิเตอร์จอแอลซีดีเครื่องคิดเลขเครื่องคำนวณเคร,2387,น10500300153,บริษัท นาโมยะ ชินโป เนชั่น กรุ๊ป จำกัด
424968000,150,กรุงเทพมหานคร,ลำปลาทิว,ฉลองกรุง,72000000000000,10,2388,,10520,,,3090,5804,ลาดกระบัง,-ผลิตแผ่นใยขัด-,2388,น05804300156,บริษัท 3 เอ็ม อินโนเวชั่น (ไทยแลนด์) จำกัด
10500000,59,กรุงเทพมหานคร,บางนา,บางนา-ตราด,10100000000000,30,2389,,10260,บางนา-ตราด 18,,90.09,7100,บางนา,ทำแผงสวิตช์ไฟฟ้า,2389,7100300135,บริษัท ไอ.อี.พี.เอ็นจิเนียริ่ง จำกัด
1050000,478(34/16),กรุงเทพมหานคร,จรเข้บัว,ลาดปลาเค้า,10100000000000,5,2390,02-9403248,10230,ลาดปลาเค้า 52,2,27.75,9501,ลาดพร้าว,ซ่อมรถยนต์ (เครื่อง-ช่วงล่างรถยนต์),2390,9501302354,อู่ธนดล
8000000,5,กรุงเทพมหานคร,ทุ่งครุ,,10100000000000,35,2391,-,10140,ประชาอุทิศ 75 แยก 7,,511,2202,ทุ่งครุ,ทอผ้ายืด,2391,2202300454,บริษัท อาร์ ซี นิตแวร์ จำกัด
1079300000,410นิคมอุตสาหกรรมลาดกระบัง,กรุงเทพมหานคร,ลำปลาทิว,ฉลองกรุง,72000000000000,1369,2392,-,10520,-,,1040.95,6500,ลาดกระบัง,ผลิตเครื่องยนต์เอนกประสงค์,2392,น06500300354,บริษัท ไทยฮอนด้า แมนูแฟคเจอริ่ง จำกัด
576947198,61,กรุงเทพมหานคร,ลำปลาทิว,ฉลองกรุง,82000000000000,31,2393,,10520,,4,6259.71,7701,ลาดกระบัง,ผลิตรถยนต์,2393,น07701300152,บริษัท ทีซี แมนูแฟคเจอริ่ง แอนด์ แอสเซมบลี่ย์ (ประเทศไทย) จำกัด
0,66,กรุงเทพมหานคร,ลำปลาทิว,ฉลองกรุง,82000000000000,0,2394,814334212,10520,ฉลองกรุง31,,329.5,10600,ลาดกระบัง,บดย่อยเศษและตะกรันโลหะนำเครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็กทรอนิกส์ที่ไม่ใช้แล้วมาปรับปรุงเปลี่ยนแปลงแปรสภาพเพื่อนำกลับมาใช้ใหม่บดย่อยชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์อัดเศษโลหะปนเปื้อนน้ำมันนำกากตะกอนจากการชุบโลหะมาผ่านกระบวนการอบแห้งและเก็บรวบรวมแบตเตอรี่ที่ใช้,2394,น10600300153,บริษัท เอดิสัน เอ็กซ์พอร์ทเทชั่น จำกัด
20000000,113/1,กรุงเทพมหานคร,แสมดำ,พระรามที่ 2,10100000000000,12,2395,,10150,-,,68.84,9501,บางขุนเทียน,ซ่อมและเคาะพ่นสีรถยนต์,2395,9501328349,บริษัท ยุโรปา มอเตอร์ (พระราม 2) จำกัด
2400000,153/2-3,กรุงเทพมหานคร,รองเมือง,รองเมือง,10100000000000,3,2396,,10330,ป.ประสิทธิ์,,11.5,6402,ปทุมวัน,ทำทัพพี กะทะ ตะหลิว กะพ้อและอุปกรณ์เหล็ก,2396,6402300459,นายอารีย์ ฉัตรศิริชัย
2500000,906,กรุงเทพมหานคร,ท่าข้าม,บางขุนเทียน-ชายทะเล,91100000000000,11,2397,,10150,เทียนทะเล 26 ,,277,5305,บางขุนเทียน,อัดฉีดพลาสติกทั่วไป,2397,ข05305303159,นายชัชวาลย์ พัวพงษ์พันธ์
11100000,7,กรุงเทพมหานคร,หนองค้างพลู,เพชรเกษม,10100000000000,20,2398,02-4214413,10160,เพชรเกษม 77 แยก 1-2,,92,6409,หนองแขม,ทำอุปกรณ์เครื่องจักร เช่น ปุลเล่ ข้อต่อต่างๆ,2398,6409300154,ห้างหุ้นส่วนจำกัด ดลยาวิศวกรรม
