เจ้าของข้อมูล,ผลผลิตเฉลี่ย,_id,ปี,ตำบล,อำเภอ,หน่วย
สำนักงานเกษตรจังหวัดอ่างทอง,735.92,209,2562,สี่ร้อย,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,755.76,210,2562,ม่วงเตี้ย,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,725.06,211,2562,หัวตะพาน,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,721.62,212,2562,หลักแก้ว,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,694.27,213,2562,ตลาดใหม่,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,737.43,214,2562,สามโก้,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,710.4,215,2562,ราษฎรพัฒนา,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,769.23,216,2562,อบทม,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,748.11,217,2562,โพธิ์ม่วงพันธ์,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,765.37,218,2562,มงคลธรรมนิมิต,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,219,2563,ตลาดหลวง,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,220,2563,บางแก้ว,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,757.65,221,2563,ศาลาแดง,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,222,2563,ป่างิ้ว,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,223,2563,บ้านแห,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,224,2563,ตลาดกรวด,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,756.19,225,2563,มหาดไทย,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,226,2563,บ้านอิฐ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,621.81,227,2563,หัวไผ่,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,668.69,228,2563,จำปาหล่อ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,633.91,229,2563,โพสะ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,624.07,230,2563,บ้านรี,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,785.33,231,2563,คลองวัว,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,232,2563,ย่านซื่อ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,779.51,233,2563,จรเข้ร้อง,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,836.86,234,2563,ไชยภูมิ,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,235,2563,ชัยฤทธิ์,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,770.23,236,2563,เทวราช,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,778.28,237,2563,ราชสถิตย์,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,799.53,238,2563,ไชโย,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,794.43,239,2563,หลักฟ้า,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,821.03,240,2563,ชะไว,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,781.76,241,2563,ตรีณรงค์,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,746,242,2563,บางปลากด,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,243,2563,ป่าโมก,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,742.99,244,2563,สายทอง,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,714.54,245,2563,โรงช้าง,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,246,2563,บางเสด็จ,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,500,247,2563,นรสิงห์,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,770.53,248,2563,เอกราช,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,249,2563,โผงเผง,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,752.26,250,2563,อ่างแก้ว,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,746.65,251,2563,อินทประมูล,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,738.87,252,2563,บางพลับ,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,723.57,253,2563,หนองแม่ไก่,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,676.54,254,2563,รำมะสัก,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,747.08,255,2563,บางระกำ,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,721.66,256,2563,โพธิ์รังนก,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,764.59,257,2563,องครักษ์,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,730.47,258,2563,โคกพุทรา,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,764.76,259,2563,ยางช้าย,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,765.17,260,2563,บ่อแร่,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,708.83,261,2563,ทางพระ,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,721.21,262,2563,สามง่าม,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,734.11,263,2563,บางเจ้าฉ่า,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,741.66,264,2563,คำหยาด,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,801.01,265,2563,แสวงหา,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,266,2563,ศรีพราน,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,267,2563,บ้านพราน,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,268,2563,วังน้ำเย็น,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,269,2563,สีบัวทอง,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,270,2563,ห้วยไผ่,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,271,2563,จำลอง,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,759.98,272,2563,ไผ่จำศิล,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,738.44,273,2563,ศาลเจ้าโรงทอง,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,675.34,274,2563,ไผ่ดำพัฒนา,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,732.32,275,2563,สาวร้องไห้,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,722.75,276,2563,ท่าช้าง,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,721.65,277,2563,ยี่ล้น,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,710.33,278,2563,บางจัก,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,727.85,279,2563,ห้วยคันแหลน,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,792.61,280,2563,คลองขนาก,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,762.5,281,2563,ไผ่วง,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,712.18,282,2563,สี่ร้อย,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,710.78,283,2563,ม่วงเตี้ย,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,696.67,284,2563,หัวตะพาน,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,731.91,285,2563,หลักแก้ว,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,704.72,286,2563,ตลาดใหม่,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,691.66,287,2563,สามโก้,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,662.71,288,2563,ราษฎรพัฒนา,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,664.54,289,2563,อบทม,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,637.27,290,2563,โพธิ์ม่วงพันธ์,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,667.93,291,2563,มงคลธรรมนิมิต,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,292,2564,ตลาดหลวง,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,293,2564,บางแก้ว,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,294,2564,ศาลาแดง,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,794.66,295,2564,ป่างิ้ว,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,767.97,296,2564,บ้านแห,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,597.08,297,2564,ตลาดกรวด,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,792.01,298,2564,มหาดไทย,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,788.99,299,2564,บ้านอิฐ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,726.08,300,2564,หัวไผ่,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,779.88,301,2564,จำปาหล่อ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,694.85,302,2564,โพสะ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,710.76,303,2564,บ้านรี,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,304,2564,คลองวัว,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,798.78,305,2564,ย่านซื่อ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,773.94,306,2564,จรเข้ร้อง,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,797.84,307,2564,ไชยภูมิ,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,807.28,308,2564,ชัยฤทธิ์,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,797.79,309,2564,เทวราช,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,814.15,310,2564,ราชสถิตย์,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,775.43,311,2564,ไชโย,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,849.19,312,2564,หลักฟ้า,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,819.04,313,2564,ชะไว,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,787.56,314,2564,ตรีณรงค์,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,752,315,2564,บางปลากด,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,714.74,316,2564,ป่าโมก,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,722.69,317,2564,สายทอง,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,767.8,318,2564,โรงช้าง,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,799.52,319,2564,บางเสด็จ,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,679.2,320,2564,นรสิงห์,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,792.61,321,2564,เอกราช,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,322,2564,โผงเผง,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,743.95,323,2564,อ่างแก้ว,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,755.56,324,2564,อินทประมูล,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,772.32,325,2564,บางพลับ,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,645.39,326,2564,หนองแม่ไก่,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,773.55,327,2564,รำมะสัก,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,729.2,328,2564,บางระกำ,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,742.15,329,2564,โพธิ์รังนก,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,780.39,330,2564,องครักษ์,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,779.31,331,2564,โคกพุทรา,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,795.5,332,2564,ยางช้าย,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,807.87,333,2564,บ่อแร่,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,777.69,334,2564,ทางพระ,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,762.27,335,2564,สามง่าม,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,793.1,336,2564,บางเจ้าฉ่า,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,790.83,337,2564,คำหยาด,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,338,2564,แสวงหา,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,339,2564,ศรีพราน,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,761.52,340,2564,บ้านพราน,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,732.5,341,2564,วังน้ำเย็น,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800.34,342,2564,สีบัวทอง,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,343,2564,ห้วยไผ่,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,632.3,344,2564,จำลอง,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,663.88,345,2564,ไผ่จำศิล,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,687.49,346,2564,ศาลเจ้าโรงทอง,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,727.31,347,2564,ไผ่ดำพัฒนา,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,713.34,348,2564,สาวร้องไห้,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,665.18,349,2564,ท่าช้าง,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,709.59,350,2564,ยี่ล้น,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,688.11,351,2564,บางจัก,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,679.43,352,2564,ห้วยคันแหลน,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,672.52,353,2564,คลองขนาก,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,668.85,354,2564,ไผ่วง,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,718.24,355,2564,สี่ร้อย,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,683.65,356,2564,ม่วงเตี้ย,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,676.03,357,2564,หัวตะพาน,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,656.47,358,2564,หลักแก้ว,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,666.48,359,2564,ตลาดใหม่,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,666.22,360,2564,สามโก้,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,667.75,361,2564,ราษฎรพัฒนา,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,678.28,362,2564,อบทม,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,682.32,363,2564,โพธิ์ม่วงพันธ์,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,665.47,364,2564,มงคลธรรมนิมิต,สามโก้,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,650,365,2565,ศาลาแดง,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,700,366,2565,ป่างิ้ว,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,367,2565,บ้านแห,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,700,368,2565,มหาดไทย,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,-,369,2565,บ้านอิฐ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,-,370,2565,หัวไผ่,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,371,2565,จำปาหล่อ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,-,372,2565,บ้านรี,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,650,373,2565,คลองวัว,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,374,2565,ย่านซื่อ,เมืองอ่างทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,827.14,375,2565,จรเข้ร้อง,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,822.67,376,2565,ไชยภูมิ,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,825.36,377,2565,ชัยฤทธิ์,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,813.08,378,2565,เทวราช,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,812.5,379,2565,ราชสถิตย์,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,818.18,380,2565,ไชโย,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,823.75,381,2565,หลักฟ้า,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,879.31,382,2565,ชะไว,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,807.51,383,2565,ตรีณรงค์,ไชโย,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,-,384,2565,บางปลากด,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,-,385,2565,ป่าโมก,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,-,386,2565,สายทอง,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,-,387,2565,โรงช้าง,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,-,388,2565,บางเสด็จ,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,-,389,2565,นรสิงห์,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,-,390,2565,เอกราช,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,-,391,2565,โผงเผง,ป่าโมก,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,566.55,392,2565,อ่างแก้ว,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,750,393,2565,อินทประมูล,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,892.16,394,2565,บางพลับ,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,395,2565,หนองแม่ไก่,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,-,396,2565,รำมะสัก,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,883.33,397,2565,บางระกำ,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,750,398,2565,โพธิ์รังนก,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,-,399,2565,องครักษ์,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,400,2565,โคกพุทรา,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,-,401,2565,ยางช้าย,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,-,402,2565,บ่อแร่,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,-,403,2565,ทางพระ,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,750,404,2565,สามง่าม,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,-,405,2565,บางเจ้าฉ่า,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,406,2565,คำหยาด,โพธิ์ทอง,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,407,2565,แสวงหา,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,408,2565,ศรีพราน,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,409,2565,บ้านพราน,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,410,2565,วังน้ำเย็น,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,411,2565,สีบัวทอง,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,800,412,2565,ห้วยไผ่,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,754.27,413,2565,จำลอง,แสวงหา,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,787.71,414,2565,ไผ่จำศิล,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,757.4,415,2565,ศาลเจ้าโรงทอง,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,744.89,416,2565,ไผ่ดำพัฒนา,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,887.35,417,2565,สาวร้องไห้,วิเศษชัยชาญ,กิโลกรัม/ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,763.44,418,2565,ท่าช้าง,วิเศษชัยชาญ,กิโลกรัม/ไร่
