_id,ปี,ใน-ต่าง,จำนวน,เดือน,รายการ
1281,2568,หนี้ต่างประเทศ,0,1,บริษัท ปตท. จำกัด (มหาชน) (PTT)
1282,2568,หนี้ต่างประเทศ,0,1,บริษัท การบินไทย จำกัด (มหาชน) (THAI)*
1283,2568,หนี้ต่างประเทศ,0,1,บริษัท ทีโอที จำกัด (มหาชน) (TOT)
1284,2568,หนี้ต่างประเทศ,0,1,บริษัท ไม้อัดไทย จำกัด (TTPC)**
1285,2568,หนี้ต่างประเทศ,0,1,บริษัท อู่กรุงเทพ จำกัด (BDC)
1286,2568,หนี้ต่างประเทศ,0,1,บริษัท โรงแรมท่าอากาศยานสุวรรณภูมิ จำกัด (SAH)
1287,2568,หนี้ต่างประเทศ,0,1,บริษัท ผลิตไฟฟ้าและน้ำเย็น จำกัด (DCAP)
1288,2568,หนี้ต่างประเทศ,0,1,บริษัท ธนารักษ์พัฒนาสินทรัพย์ จำกัด (ธพส.) (DAD)
1289,2568,หนี้ต่างประเทศ,0,1,บริษัท พีอีเอ เอ็นคอม อินเตอร์เนชั่นแนล จำกัด (PEA ENCOM)
1290,2568,หนี้ต่างประเทศ,25820.25,1,รวม
1291,2567,หนี้ในประเทศ,474086.06,12,1. องค์กรของรัฐ
1292,2567,หนี้ในประเทศ,142124.75,12,องค์การขนส่งมวลชนกรุงเทพ (BMTA)
1293,2567,หนี้ในประเทศ,0,12,สถาบันการบินพลเรือน (CATC)
1294,2567,หนี้ในประเทศ,219.43,12,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย (DPO)
1295,2567,หนี้ในประเทศ,45000,12,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย (EGAT)
1296,2567,หนี้ในประเทศ,0,12,การทางพิเศษแห่งประเทศไทย (EXAT)
1297,2567,หนี้ในประเทศ,0,12,องค์การอุตสาหกรรมป่าไม้ (FIO)
1298,2567,หนี้ในประเทศ,0,12,การนิคมอุตสาหกรรมแห่งประเทศไทย (IEAT)
1299,2567,หนี้ในประเทศ,0,12,การไฟฟ้านครหลวง (MEA)
1300,2567,หนี้ในประเทศ,0,12,องค์การตลาดเพื่อเกษตรกร (MOFF)
1301,2567,หนี้ในประเทศ,0,12,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (MRTA)
1302,2567,หนี้ในประเทศ,0,12,การประปานครหลวง (MWA)
1303,2567,หนี้ในประเทศ,27300,12,การเคหะแห่งชาติ (NHA)
1304,2567,หนี้ในประเทศ,0,12,การท่าเรือแห่งประเทศไทย (PAT)
1305,2567,หนี้ในประเทศ,0,12,การไฟฟ้าส่วนภูมิภาค (PEA)
1306,2567,หนี้ในประเทศ,0,12,องค์การคลังสินค้า (PWO)
1307,2567,หนี้ในประเทศ,5420,12,การประปาส่วนภูมิภาค (PWA)
1308,2567,หนี้ในประเทศ,825.31,12,การยางแห่งประเทศไทย (RAOT)
1309,2567,หนี้ในประเทศ,253196.57,12,การรถไฟแห่งประเทศไทย (SRT)
1310,2567,หนี้ในประเทศ,0,12,องค์การแบตเตอรี่ (TBO)**
1311,2567,หนี้ในประเทศ,0,12,องค์การรับส่งสินค้าและพัสดุภัณฑ์ (ETO) **
1312,2567,หนี้ในประเทศ,0,12,องค์การฟอกหนัง (TTO)**
1313,2567,หนี้ในประเทศ,0,12,สำนักงานธนานุเคราะห์ (PAWN)***
1314,2567,หนี้ในประเทศ,0,12,องค์การเภสัชกรรม
1315,2567,หนี้ในประเทศ,0,12,2. บริษัทจำกัด และบริษัทมหาชนจำกัด
1316,2567,หนี้ในประเทศ,0,12,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด (AERO)
1317,2567,หนี้ในประเทศ,0,12,บริษัท บางจากปิโตรเลียม จำกัด (มหาชน) (BPC)*
1318,2567,หนี้ในประเทศ,0,12,บริษัท กสท.โทรคมนาคม จำกัด (มหาชน) (CAT)
1319,2567,หนี้ในประเทศ,0,12,บริษัท กรุงไทย คอมพิวเตอร์ เซอร์วิสเซส จำกัด (KTBCS)
1320,2567,หนี้ในประเทศ,0,12,บริษัท กรุงไทยธุรกิจบริการ จำกัด (KTBGS)
1321,2567,หนี้ในประเทศ,0,12,บริษัท ท่าอากาศยานไทย จำกัด (มหาชน) (AOT)
1322,2567,หนี้ในประเทศ,0,12,บริษัท ปตท. สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน) (PEPC) *
1323,2567,หนี้ในประเทศ,0,12,บริษัท ปตท.สผ. อินเตอร์เนชั่นแนล จำกัด (PEPI)*
1324,2567,หนี้ในประเทศ,0,12,บริษัท ปตท. จำกัด (มหาชน) (PTT)
1325,2567,หนี้ในประเทศ,0,12,บริษัท การบินไทย จำกัด (มหาชน) (THAI)*
1326,2567,หนี้ในประเทศ,0,12,บริษัท ทีโอที จำกัด (มหาชน) (TOT)
1327,2567,หนี้ในประเทศ,0,12,บริษัท ไม้อัดไทย จำกัด (TTPC)**
1328,2567,หนี้ในประเทศ,0,12,บริษัท อู่กรุงเทพ จำกัด (BDC)
1329,2567,หนี้ในประเทศ,0,12,บริษัท โรงแรมท่าอากาศยานสุวรรณภูมิ จำกัด (SAH)
1330,2567,หนี้ในประเทศ,0,12,บริษัท ผลิตไฟฟ้าและน้ำเย็น จำกัด (DCAP)
1331,2567,หนี้ในประเทศ,0,12,บริษัท ธนารักษ์พัฒนาสินทรัพย์ จำกัด (ธพส.) (DAD)
1332,2567,หนี้ในประเทศ,0,12,บริษัท พีอีเอ เอ็นคอม อินเตอร์เนชั่นแนล จำกัด (PEA ENCOM)
1333,2567,หนี้ในประเทศ,474086.06,12,รวม
1334,2567,หนี้ต่างประเทศ,24330.53,12,1. องค์กรของรัฐ
1335,2567,หนี้ต่างประเทศ,0,12,องค์การขนส่งมวลชนกรุงเทพ (BMTA)
1336,2567,หนี้ต่างประเทศ,0,12,สถาบันการบินพลเรือน (CATC)
1337,2567,หนี้ต่างประเทศ,0,12,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย (DPO)
1338,2567,หนี้ต่างประเทศ,0,12,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย (EGAT)
1339,2567,หนี้ต่างประเทศ,0,12,การทางพิเศษแห่งประเทศไทย (EXAT)
1340,2567,หนี้ต่างประเทศ,0,12,องค์การอุตสาหกรรมป่าไม้ (FIO)
1341,2567,หนี้ต่างประเทศ,0,12,การนิคมอุตสาหกรรมแห่งประเทศไทย (IEAT)
1342,2567,หนี้ต่างประเทศ,0,12,การไฟฟ้านครหลวง (MEA)
1343,2567,หนี้ต่างประเทศ,0,12,องค์การตลาดเพื่อเกษตรกร (MOFF)
1344,2567,หนี้ต่างประเทศ,24278.52,12,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (MRTA)
1345,2567,หนี้ต่างประเทศ,0,12,การประปานครหลวง (MWA)
1346,2567,หนี้ต่างประเทศ,0,12,การเคหะแห่งชาติ (NHA)
1347,2567,หนี้ต่างประเทศ,0,12,การท่าเรือแห่งประเทศไทย (PAT)
1348,2567,หนี้ต่างประเทศ,0,12,การไฟฟ้าส่วนภูมิภาค (PEA)
1349,2567,หนี้ต่างประเทศ,0,12,องค์การคลังสินค้า (PWO)
1350,2567,หนี้ต่างประเทศ,0,12,การประปาส่วนภูมิภาค (PWA)
1351,2567,หนี้ต่างประเทศ,0,12,การยางแห่งประเทศไทย (RAOT)
1352,2567,หนี้ต่างประเทศ,52.01,12,การรถไฟแห่งประเทศไทย (SRT)
1353,2567,หนี้ต่างประเทศ,0,12,องค์การแบตเตอรี่ (TBO)**
1354,2567,หนี้ต่างประเทศ,0,12,องค์การรับส่งสินค้าและพัสดุภัณฑ์ (ETO) **
1355,2567,หนี้ต่างประเทศ,0,12,องค์การฟอกหนัง (TTO)**
1356,2567,หนี้ต่างประเทศ,0,12,สำนักงานธนานุเคราะห์ (PAWN)***
1357,2567,หนี้ต่างประเทศ,0,12,องค์การเภสัชกรรม
1358,2567,หนี้ต่างประเทศ,1941.8,12,2. บริษัทจำกัด และบริษัทมหาชนจำกัด
1359,2567,หนี้ต่างประเทศ,0,12,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด (AERO)
1360,2567,หนี้ต่างประเทศ,0,12,บริษัท บางจากปิโตรเลียม จำกัด (มหาชน) (BPC)*
1361,2567,หนี้ต่างประเทศ,0,12,บริษัท กสท.โทรคมนาคม จำกัด (มหาชน) (CAT)
1362,2567,หนี้ต่างประเทศ,0,12,บริษัท กรุงไทย คอมพิวเตอร์ เซอร์วิสเซส จำกัด (KTBCS)
1363,2567,หนี้ต่างประเทศ,0,12,บริษัท กรุงไทยธุรกิจบริการ จำกัด (KTBGS)
1364,2567,หนี้ต่างประเทศ,1941.8,12,บริษัท ท่าอากาศยานไทย จำกัด (มหาชน) (AOT)
1365,2567,หนี้ต่างประเทศ,0,12,บริษัท ปตท. สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน) (PEPC) *
1366,2567,หนี้ต่างประเทศ,0,12,บริษัท ปตท.สผ. อินเตอร์เนชั่นแนล จำกัด (PEPI)*
1367,2567,หนี้ต่างประเทศ,0,12,บริษัท ปตท. จำกัด (มหาชน) (PTT)
1368,2567,หนี้ต่างประเทศ,0,12,บริษัท การบินไทย จำกัด (มหาชน) (THAI)*
1369,2567,หนี้ต่างประเทศ,0,12,บริษัท ทีโอที จำกัด (มหาชน) (TOT)
1370,2567,หนี้ต่างประเทศ,0,12,บริษัท ไม้อัดไทย จำกัด (TTPC)**
1371,2567,หนี้ต่างประเทศ,0,12,บริษัท อู่กรุงเทพ จำกัด (BDC)
1372,2567,หนี้ต่างประเทศ,0,12,บริษัท โรงแรมท่าอากาศยานสุวรรณภูมิ จำกัด (SAH)
1373,2567,หนี้ต่างประเทศ,0,12,บริษัท ผลิตไฟฟ้าและน้ำเย็น จำกัด (DCAP)
1374,2567,หนี้ต่างประเทศ,0,12,บริษัท ธนารักษ์พัฒนาสินทรัพย์ จำกัด (ธพส.) (DAD)
1375,2567,หนี้ต่างประเทศ,0,12,บริษัท พีอีเอ เอ็นคอม อินเตอร์เนชั่นแนล จำกัด (PEA ENCOM)
1376,2567,หนี้ต่างประเทศ,26272.33,12,รวม
1377,2567,หนี้ในประเทศ,483330.01,11,1. องค์กรของรัฐ
1378,2567,หนี้ในประเทศ,141427.82,11,องค์การขนส่งมวลชนกรุงเทพ (BMTA)
1379,2567,หนี้ในประเทศ,0,11,สถาบันการบินพลเรือน (CATC)
1380,2567,หนี้ในประเทศ,160.42,11,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย (DPO)
1381,2567,หนี้ในประเทศ,55000,11,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย (EGAT)
1382,2567,หนี้ในประเทศ,0,11,การทางพิเศษแห่งประเทศไทย (EXAT)
1383,2567,หนี้ในประเทศ,0,11,องค์การอุตสาหกรรมป่าไม้ (FIO)
1384,2567,หนี้ในประเทศ,0,11,การนิคมอุตสาหกรรมแห่งประเทศไทย (IEAT)
1385,2567,หนี้ในประเทศ,0,11,การไฟฟ้านครหลวง (MEA)
1386,2567,หนี้ในประเทศ,0,11,องค์การตลาดเพื่อเกษตรกร (MOFF)
1387,2567,หนี้ในประเทศ,0,11,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (MRTA)
1388,2567,หนี้ในประเทศ,0,11,การประปานครหลวง (MWA)
1389,2567,หนี้ในประเทศ,27300,11,การเคหะแห่งชาติ (NHA)
1390,2567,หนี้ในประเทศ,0,11,การท่าเรือแห่งประเทศไทย (PAT)
1391,2567,หนี้ในประเทศ,0,11,การไฟฟ้าส่วนภูมิภาค (PEA)
1392,2567,หนี้ในประเทศ,0,11,องค์การคลังสินค้า (PWO)
1393,2567,หนี้ในประเทศ,5420,11,การประปาส่วนภูมิภาค (PWA)
1394,2567,หนี้ในประเทศ,825.31,11,การยางแห่งประเทศไทย (RAOT)
1395,2567,หนี้ในประเทศ,253196.46,11,การรถไฟแห่งประเทศไทย (SRT)
1396,2567,หนี้ในประเทศ,0,11,องค์การแบตเตอรี่ (TBO)**
1397,2567,หนี้ในประเทศ,0,11,องค์การรับส่งสินค้าและพัสดุภัณฑ์ (ETO) **
1398,2567,หนี้ในประเทศ,0,11,องค์การฟอกหนัง (TTO)**
1399,2567,หนี้ในประเทศ,0,11,สำนักงานธนานุเคราะห์ (PAWN)***
1400,2567,หนี้ในประเทศ,0,11,องค์การเภสัชกรรม
1401,2567,หนี้ในประเทศ,0,11,2. บริษัทจำกัด และบริษัทมหาชนจำกัด
1402,2567,หนี้ในประเทศ,0,11,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด (AERO)
1403,2567,หนี้ในประเทศ,0,11,บริษัท บางจากปิโตรเลียม จำกัด (มหาชน) (BPC)*
1404,2567,หนี้ในประเทศ,0,11,บริษัท กสท.โทรคมนาคม จำกัด (มหาชน) (CAT)
1405,2567,หนี้ในประเทศ,0,11,บริษัท กรุงไทย คอมพิวเตอร์ เซอร์วิสเซส จำกัด (KTBCS)
1406,2567,หนี้ในประเทศ,0,11,บริษัท กรุงไทยธุรกิจบริการ จำกัด (KTBGS)
1407,2567,หนี้ในประเทศ,0,11,บริษัท ท่าอากาศยานไทย จำกัด (มหาชน) (AOT)
1408,2567,หนี้ในประเทศ,0,11,บริษัท ปตท. สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน) (PEPC) *
1409,2567,หนี้ในประเทศ,0,11,บริษัท ปตท.สผ. อินเตอร์เนชั่นแนล จำกัด (PEPI)*
1410,2567,หนี้ในประเทศ,0,11,บริษัท ปตท. จำกัด (มหาชน) (PTT)
1411,2567,หนี้ในประเทศ,0,11,บริษัท การบินไทย จำกัด (มหาชน) (THAI)*
1412,2567,หนี้ในประเทศ,0,11,บริษัท ทีโอที จำกัด (มหาชน) (TOT)
1413,2567,หนี้ในประเทศ,0,11,บริษัท ไม้อัดไทย จำกัด (TTPC)**
1414,2567,หนี้ในประเทศ,0,11,บริษัท อู่กรุงเทพ จำกัด (BDC)
1415,2567,หนี้ในประเทศ,0,11,บริษัท โรงแรมท่าอากาศยานสุวรรณภูมิ จำกัด (SAH)
1416,2567,หนี้ในประเทศ,0,11,บริษัท ผลิตไฟฟ้าและน้ำเย็น จำกัด (DCAP)
1417,2567,หนี้ในประเทศ,0,11,บริษัท ธนารักษ์พัฒนาสินทรัพย์ จำกัด (ธพส.) (DAD)
1418,2567,หนี้ในประเทศ,0,11,บริษัท พีอีเอ เอ็นคอม อินเตอร์เนชั่นแนล จำกัด (PEA ENCOM)
1419,2567,หนี้ในประเทศ,483330.01,11,รวม
1420,2567,หนี้ต่างประเทศ,24336.86,11,1. องค์กรของรัฐ
1421,2567,หนี้ต่างประเทศ,0,11,องค์การขนส่งมวลชนกรุงเทพ (BMTA)
1422,2567,หนี้ต่างประเทศ,0,11,สถาบันการบินพลเรือน (CATC)
1423,2567,หนี้ต่างประเทศ,0,11,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย (DPO)
1424,2567,หนี้ต่างประเทศ,0,11,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย (EGAT)
1425,2567,หนี้ต่างประเทศ,0,11,การทางพิเศษแห่งประเทศไทย (EXAT)
1426,2567,หนี้ต่างประเทศ,0,11,องค์การอุตสาหกรรมป่าไม้ (FIO)
1427,2567,หนี้ต่างประเทศ,0,11,การนิคมอุตสาหกรรมแห่งประเทศไทย (IEAT)
1428,2567,หนี้ต่างประเทศ,0,11,การไฟฟ้านครหลวง (MEA)
1429,2567,หนี้ต่างประเทศ,0,11,องค์การตลาดเพื่อเกษตรกร (MOFF)
1430,2567,หนี้ต่างประเทศ,24278.52,11,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (MRTA)
1431,2567,หนี้ต่างประเทศ,0,11,การประปานครหลวง (MWA)
1432,2567,หนี้ต่างประเทศ,0,11,การเคหะแห่งชาติ (NHA)
1433,2567,หนี้ต่างประเทศ,0,11,การท่าเรือแห่งประเทศไทย (PAT)
1434,2567,หนี้ต่างประเทศ,0,11,การไฟฟ้าส่วนภูมิภาค (PEA)
1435,2567,หนี้ต่างประเทศ,0,11,องค์การคลังสินค้า (PWO)
1436,2567,หนี้ต่างประเทศ,0,11,การประปาส่วนภูมิภาค (PWA)
1437,2567,หนี้ต่างประเทศ,0,11,การยางแห่งประเทศไทย (RAOT)
1438,2567,หนี้ต่างประเทศ,58.34,11,การรถไฟแห่งประเทศไทย (SRT)
1439,2567,หนี้ต่างประเทศ,0,11,องค์การแบตเตอรี่ (TBO)**
1440,2567,หนี้ต่างประเทศ,0,11,องค์การรับส่งสินค้าและพัสดุภัณฑ์ (ETO) **
1441,2567,หนี้ต่างประเทศ,0,11,องค์การฟอกหนัง (TTO)**
1442,2567,หนี้ต่างประเทศ,0,11,สำนักงานธนานุเคราะห์ (PAWN)***
1443,2567,หนี้ต่างประเทศ,0,11,องค์การเภสัชกรรม
1444,2567,หนี้ต่างประเทศ,1941.8,11,2. บริษัทจำกัด และบริษัทมหาชนจำกัด
1445,2567,หนี้ต่างประเทศ,0,11,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด (AERO)
1446,2567,หนี้ต่างประเทศ,0,11,บริษัท บางจากปิโตรเลียม จำกัด (มหาชน) (BPC)*
1447,2567,หนี้ต่างประเทศ,0,11,บริษัท กสท.โทรคมนาคม จำกัด (มหาชน) (CAT)
1448,2567,หนี้ต่างประเทศ,0,11,บริษัท กรุงไทย คอมพิวเตอร์ เซอร์วิสเซส จำกัด (KTBCS)
1449,2567,หนี้ต่างประเทศ,0,11,บริษัท กรุงไทยธุรกิจบริการ จำกัด (KTBGS)
1450,2567,หนี้ต่างประเทศ,1941.8,11,บริษัท ท่าอากาศยานไทย จำกัด (มหาชน) (AOT)
1451,2567,หนี้ต่างประเทศ,0,11,บริษัท ปตท. สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน) (PEPC) *
1452,2567,หนี้ต่างประเทศ,0,11,บริษัท ปตท.สผ. อินเตอร์เนชั่นแนล จำกัด (PEPI)*
1453,2567,หนี้ต่างประเทศ,0,11,บริษัท ปตท. จำกัด (มหาชน) (PTT)
1454,2567,หนี้ต่างประเทศ,0,11,บริษัท การบินไทย จำกัด (มหาชน) (THAI)*
1455,2567,หนี้ต่างประเทศ,0,11,บริษัท ทีโอที จำกัด (มหาชน) (TOT)
1456,2567,หนี้ต่างประเทศ,0,11,บริษัท ไม้อัดไทย จำกัด (TTPC)**
1457,2567,หนี้ต่างประเทศ,0,11,บริษัท อู่กรุงเทพ จำกัด (BDC)
1458,2567,หนี้ต่างประเทศ,0,11,บริษัท โรงแรมท่าอากาศยานสุวรรณภูมิ จำกัด (SAH)
1459,2567,หนี้ต่างประเทศ,0,11,บริษัท ผลิตไฟฟ้าและน้ำเย็น จำกัด (DCAP)
1460,2567,หนี้ต่างประเทศ,0,11,บริษัท ธนารักษ์พัฒนาสินทรัพย์ จำกัด (ธพส.) (DAD)
1461,2567,หนี้ต่างประเทศ,0,11,บริษัท พีอีเอ เอ็นคอม อินเตอร์เนชั่นแนล จำกัด (PEA ENCOM)
1462,2567,หนี้ต่างประเทศ,26278.66,11,รวม
1463,2567,หนี้ในประเทศ,479610.53,10,1. องค์กรของรัฐ
1464,2567,หนี้ในประเทศ,139951.55,10,องค์การขนส่งมวลชนกรุงเทพ (BMTA)
1465,2567,หนี้ในประเทศ,0,10,สถาบันการบินพลเรือน (CATC)
1466,2567,หนี้ในประเทศ,175.51,10,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย (DPO)
1467,2567,หนี้ในประเทศ,55000,10,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย (EGAT)
1468,2567,หนี้ในประเทศ,0,10,การทางพิเศษแห่งประเทศไทย (EXAT)
1469,2567,หนี้ในประเทศ,0,10,องค์การอุตสาหกรรมป่าไม้ (FIO)
1470,2567,หนี้ในประเทศ,0,10,การนิคมอุตสาหกรรมแห่งประเทศไทย (IEAT)
1471,2567,หนี้ในประเทศ,0,10,การไฟฟ้านครหลวง (MEA)
1472,2567,หนี้ในประเทศ,0,10,องค์การตลาดเพื่อเกษตรกร (MOFF)
1473,2567,หนี้ในประเทศ,0,10,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (MRTA)
1474,2567,หนี้ในประเทศ,0,10,การประปานครหลวง (MWA)
1475,2567,หนี้ในประเทศ,27300,10,การเคหะแห่งชาติ (NHA)
1476,2567,หนี้ในประเทศ,0,10,การท่าเรือแห่งประเทศไทย (PAT)
1477,2567,หนี้ในประเทศ,0,10,การไฟฟ้าส่วนภูมิภาค (PEA)
1478,2567,หนี้ในประเทศ,0,10,องค์การคลังสินค้า (PWO)
1479,2567,หนี้ในประเทศ,5420,10,การประปาส่วนภูมิภาค (PWA)
1480,2567,หนี้ในประเทศ,825.31,10,การยางแห่งประเทศไทย (RAOT)
1481,2567,หนี้ในประเทศ,250938.16,10,การรถไฟแห่งประเทศไทย (SRT)
1482,2567,หนี้ในประเทศ,0,10,องค์การแบตเตอรี่ (TBO)**
1483,2567,หนี้ในประเทศ,0,10,องค์การรับส่งสินค้าและพัสดุภัณฑ์ (ETO) **
1484,2567,หนี้ในประเทศ,0,10,องค์การฟอกหนัง (TTO)**
1485,2567,หนี้ในประเทศ,0,10,สำนักงานธนานุเคราะห์ (PAWN)***
1486,2567,หนี้ในประเทศ,0,10,องค์การเภสัชกรรม
1487,2567,หนี้ในประเทศ,0,10,2. บริษัทจำกัด และบริษัทมหาชนจำกัด
1488,2567,หนี้ในประเทศ,0,10,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด (AERO)
1489,2567,หนี้ในประเทศ,0,10,บริษัท บางจากปิโตรเลียม จำกัด (มหาชน) (BPC)*
1490,2567,หนี้ในประเทศ,0,10,บริษัท กสท.โทรคมนาคม จำกัด (มหาชน) (CAT)
1491,2567,หนี้ในประเทศ,0,10,บริษัท กรุงไทย คอมพิวเตอร์ เซอร์วิสเซส จำกัด (KTBCS)
1492,2567,หนี้ในประเทศ,0,10,บริษัท กรุงไทยธุรกิจบริการ จำกัด (KTBGS)
1493,2567,หนี้ในประเทศ,0,10,บริษัท ท่าอากาศยานไทย จำกัด (มหาชน) (AOT)
1494,2567,หนี้ในประเทศ,0,10,บริษัท ปตท. สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน) (PEPC) *
1495,2567,หนี้ในประเทศ,0,10,บริษัท ปตท.สผ. อินเตอร์เนชั่นแนล จำกัด (PEPI)*
1496,2567,หนี้ในประเทศ,0,10,บริษัท ปตท. จำกัด (มหาชน) (PTT)
1497,2567,หนี้ในประเทศ,0,10,บริษัท การบินไทย จำกัด (มหาชน) (THAI)*
1498,2567,หนี้ในประเทศ,0,10,บริษัท ทีโอที จำกัด (มหาชน) (TOT)
1499,2567,หนี้ในประเทศ,0,10,บริษัท ไม้อัดไทย จำกัด (TTPC)**
1500,2567,หนี้ในประเทศ,0,10,บริษัท อู่กรุงเทพ จำกัด (BDC)
1501,2567,หนี้ในประเทศ,0,10,บริษัท โรงแรมท่าอากาศยานสุวรรณภูมิ จำกัด (SAH)
1502,2567,หนี้ในประเทศ,0,10,บริษัท ผลิตไฟฟ้าและน้ำเย็น จำกัด (DCAP)
1503,2567,หนี้ในประเทศ,0,10,บริษัท ธนารักษ์พัฒนาสินทรัพย์ จำกัด (ธพส.) (DAD)
1504,2567,หนี้ในประเทศ,0,10,บริษัท พีอีเอ เอ็นคอม อินเตอร์เนชั่นแนล จำกัด (PEA ENCOM)
1505,2567,หนี้ในประเทศ,479610.53,10,รวม
1506,2567,หนี้ต่างประเทศ,24367.9,10,1. องค์กรของรัฐ
1507,2567,หนี้ต่างประเทศ,0,10,องค์การขนส่งมวลชนกรุงเทพ (BMTA)
1508,2567,หนี้ต่างประเทศ,0,10,สถาบันการบินพลเรือน (CATC)
1509,2567,หนี้ต่างประเทศ,0,10,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย (DPO)
1510,2567,หนี้ต่างประเทศ,0,10,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย (EGAT)
1511,2567,หนี้ต่างประเทศ,0,10,การทางพิเศษแห่งประเทศไทย (EXAT)
1512,2567,หนี้ต่างประเทศ,0,10,องค์การอุตสาหกรรมป่าไม้ (FIO)
1513,2567,หนี้ต่างประเทศ,0,10,การนิคมอุตสาหกรรมแห่งประเทศไทย (IEAT)
1514,2567,หนี้ต่างประเทศ,0,10,การไฟฟ้านครหลวง (MEA)
1515,2567,หนี้ต่างประเทศ,0,10,องค์การตลาดเพื่อเกษตรกร (MOFF)
1516,2567,หนี้ต่างประเทศ,24308.96,10,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (MRTA)
1517,2567,หนี้ต่างประเทศ,0,10,การประปานครหลวง (MWA)
1518,2567,หนี้ต่างประเทศ,0,10,การเคหะแห่งชาติ (NHA)
1519,2567,หนี้ต่างประเทศ,0,10,การท่าเรือแห่งประเทศไทย (PAT)
1520,2567,หนี้ต่างประเทศ,0,10,การไฟฟ้าส่วนภูมิภาค (PEA)
1521,2567,หนี้ต่างประเทศ,0,10,องค์การคลังสินค้า (PWO)
1522,2567,หนี้ต่างประเทศ,0,10,การประปาส่วนภูมิภาค (PWA)
1523,2567,หนี้ต่างประเทศ,0,10,การยางแห่งประเทศไทย (RAOT)
1524,2567,หนี้ต่างประเทศ,58.94,10,การรถไฟแห่งประเทศไทย (SRT)
1525,2567,หนี้ต่างประเทศ,0,10,องค์การแบตเตอรี่ (TBO)**
1526,2567,หนี้ต่างประเทศ,0,10,องค์การรับส่งสินค้าและพัสดุภัณฑ์ (ETO) **
1527,2567,หนี้ต่างประเทศ,0,10,องค์การฟอกหนัง (TTO)**
1528,2567,หนี้ต่างประเทศ,0,10,สำนักงานธนานุเคราะห์ (PAWN)***
1529,2567,หนี้ต่างประเทศ,0,10,องค์การเภสัชกรรม
1530,2567,หนี้ต่างประเทศ,1941.8,10,2. บริษัทจำกัด และบริษัทมหาชนจำกัด
1531,2567,หนี้ต่างประเทศ,0,10,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด (AERO)
1532,2567,หนี้ต่างประเทศ,0,10,บริษัท บางจากปิโตรเลียม จำกัด (มหาชน) (BPC)*
1533,2567,หนี้ต่างประเทศ,0,10,บริษัท กสท.โทรคมนาคม จำกัด (มหาชน) (CAT)
1534,2567,หนี้ต่างประเทศ,0,10,บริษัท กรุงไทย คอมพิวเตอร์ เซอร์วิสเซส จำกัด (KTBCS)
1535,2567,หนี้ต่างประเทศ,0,10,บริษัท กรุงไทยธุรกิจบริการ จำกัด (KTBGS)
1536,2567,หนี้ต่างประเทศ,1941.8,10,บริษัท ท่าอากาศยานไทย จำกัด (มหาชน) (AOT)
1537,2567,หนี้ต่างประเทศ,0,10,บริษัท ปตท. สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน) (PEPC) *
1538,2567,หนี้ต่างประเทศ,0,10,บริษัท ปตท.สผ. อินเตอร์เนชั่นแนล จำกัด (PEPI)*
1539,2567,หนี้ต่างประเทศ,0,10,บริษัท ปตท. จำกัด (มหาชน) (PTT)
1540,2567,หนี้ต่างประเทศ,0,10,บริษัท การบินไทย จำกัด (มหาชน) (THAI)*
1541,2567,หนี้ต่างประเทศ,0,10,บริษัท ทีโอที จำกัด (มหาชน) (TOT)
1542,2567,หนี้ต่างประเทศ,0,10,บริษัท ไม้อัดไทย จำกัด (TTPC)**
1543,2567,หนี้ต่างประเทศ,0,10,บริษัท อู่กรุงเทพ จำกัด (BDC)
1544,2567,หนี้ต่างประเทศ,0,10,บริษัท โรงแรมท่าอากาศยานสุวรรณภูมิ จำกัด (SAH)
