เจ้าของข้อมูล,_id,ปี,ตำบล,อำเภอ,ราคาขาย,หน่วย
สำนักงานเกษตรจังหวัดอ่างทอง,247,2563,นรสิงห์,ป่าโมก,9,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,248,2563,เอกราช,ป่าโมก,8.37,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,249,2563,โผงเผง,ป่าโมก,7.86,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,250,2563,อ่างแก้ว,โพธิ์ทอง,7.38,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,251,2563,อินทประมูล,โพธิ์ทอง,7.02,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,252,2563,บางพลับ,โพธิ์ทอง,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,253,2563,หนองแม่ไก่,โพธิ์ทอง,7.36,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,254,2563,รำมะสัก,โพธิ์ทอง,8.58,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,255,2563,บางระกำ,โพธิ์ทอง,7.46,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,256,2563,โพธิ์รังนก,โพธิ์ทอง,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,257,2563,องครักษ์,โพธิ์ทอง,7.12,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,258,2563,โคกพุทรา,โพธิ์ทอง,7.1,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,259,2563,ยางช้าย,โพธิ์ทอง,8.79,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,260,2563,บ่อแร่,โพธิ์ทอง,8.97,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,261,2563,ทางพระ,โพธิ์ทอง,7.28,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,262,2563,สามง่าม,โพธิ์ทอง,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,263,2563,บางเจ้าฉ่า,โพธิ์ทอง,7.31,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,264,2563,คำหยาด,โพธิ์ทอง,7.14,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,265,2563,แสวงหา,แสวงหา,7.01,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,266,2563,ศรีพราน,แสวงหา,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,267,2563,บ้านพราน,แสวงหา,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,268,2563,วังน้ำเย็น,แสวงหา,7.01,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,269,2563,สีบัวทอง,แสวงหา,7.02,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,270,2563,ห้วยไผ่,แสวงหา,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,271,2563,จำลอง,แสวงหา,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,272,2563,ไผ่จำศิล,วิเศษชัยชาญ,7.75,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,273,2563,ศาลเจ้าโรงทอง,วิเศษชัยชาญ,7.69,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,274,2563,ไผ่ดำพัฒนา,วิเศษชัยชาญ,7.02,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,275,2563,สาวร้องไห้,วิเศษชัยชาญ,7.83,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,276,2563,ท่าช้าง,วิเศษชัยชาญ,7.87,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,277,2563,ยี่ล้น,วิเศษชัยชาญ,7.69,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,278,2563,บางจัก,วิเศษชัยชาญ,7.44,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,279,2563,ห้วยคันแหลน,วิเศษชัยชาญ,7.42,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,280,2563,คลองขนาก,วิเศษชัยชาญ,7.62,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,281,2563,ไผ่วง,วิเศษชัยชาญ,7.89,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,282,2563,สี่ร้อย,วิเศษชัยชาญ,7.22,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,283,2563,ม่วงเตี้ย,วิเศษชัยชาญ,7.71,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,284,2563,หัวตะพาน,วิเศษชัยชาญ,7.45,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,285,2563,หลักแก้ว,วิเศษชัยชาญ,7.81,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,286,2563,ตลาดใหม่,วิเศษชัยชาญ,7.86,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,287,2563,สามโก้,สามโก้,8.06,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,288,2563,ราษฎรพัฒนา,สามโก้,8.06,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,289,2563,อบทม,สามโก้,8.06,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,290,2563,โพธิ์ม่วงพันธ์,สามโก้,8.06,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,291,2563,มงคลธรรมนิมิต,สามโก้,8.07,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,292,2564,ตลาดหลวง,เมืองอ่างทอง,7.24,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,293,2564,บางแก้ว,เมืองอ่างทอง,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,294,2564,ศาลาแดง,เมืองอ่างทอง,8.14,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,295,2564,ป่างิ้ว,เมืองอ่างทอง,7.83,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,296,2564,บ้านแห,เมืองอ่างทอง,8.2,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,297,2564,ตลาดกรวด,เมืองอ่างทอง,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,298,2564,มหาดไทย,เมืองอ่างทอง,7.94,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,299,2564,บ้านอิฐ,เมืองอ่างทอง,7.02,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,300,2564,หัวไผ่,เมืองอ่างทอง,7.05,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,301,2564,จำปาหล่อ,เมืองอ่างทอง,7.74,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,302,2564,โพสะ,เมืองอ่างทอง,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,303,2564,บ้านรี,เมืองอ่างทอง,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,304,2564,คลองวัว,เมืองอ่างทอง,8.2,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,305,2564,ย่านซื่อ,เมืองอ่างทอง,7.69,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,306,2564,จรเข้ร้อง,ไชโย,7.5,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,307,2564,ไชยภูมิ,ไชโย,7.09,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,308,2564,ชัยฤทธิ์,ไชโย,7.09,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,309,2564,เทวราช,ไชโย,6.9,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,310,2564,ราชสถิตย์,ไชโย,6.86,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,311,2564,ไชโย,ไชโย,7.93,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,312,2564,หลักฟ้า,ไชโย,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,313,2564,ชะไว,ไชโย,6.48,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,314,2564,ตรีณรงค์,ไชโย,7.11,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,315,2564,บางปลากด,ป่าโมก,7.06,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,316,2564,ป่าโมก,ป่าโมก,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,317,2564,สายทอง,ป่าโมก,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,318,2564,โรงช้าง,ป่าโมก,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,319,2564,บางเสด็จ,ป่าโมก,7.18,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,320,2564,นรสิงห์,ป่าโมก,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,321,2564,เอกราช,ป่าโมก,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,322,2564,โผงเผง,ป่าโมก,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,323,2564,อ่างแก้ว,โพธิ์ทอง,7.57,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,324,2564,อินทประมูล,โพธิ์ทอง,7.26,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,325,2564,บางพลับ,โพธิ์ทอง,7.57,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,326,2564,หนองแม่ไก่,โพธิ์ทอง,7.04,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,327,2564,รำมะสัก,โพธิ์ทอง,7.62,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,328,2564,บางระกำ,โพธิ์ทอง,7.53,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,329,2564,โพธิ์รังนก,โพธิ์ทอง,7.33,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,330,2564,องครักษ์,โพธิ์ทอง,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,331,2564,โคกพุทรา,โพธิ์ทอง,7.82,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,332,2564,ยางช้าย,โพธิ์ทอง,7.41,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,333,2564,บ่อแร่,โพธิ์ทอง,7.97,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,334,2564,ทางพระ,โพธิ์ทอง,7.21,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,335,2564,สามง่าม,โพธิ์ทอง,7.19,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,336,2564,บางเจ้าฉ่า,โพธิ์ทอง,6.83,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,337,2564,คำหยาด,โพธิ์ทอง,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,338,2564,แสวงหา,แสวงหา,6.6,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,339,2564,ศรีพราน,แสวงหา,6.75,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,340,2564,บ้านพราน,แสวงหา,6.78,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,341,2564,วังน้ำเย็น,แสวงหา,6.97,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,342,2564,สีบัวทอง,แสวงหา,6.49,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,343,2564,ห้วยไผ่,แสวงหา,6.6,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,344,2564,จำลอง,แสวงหา,6.62,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,345,2564,ไผ่จำศิล,วิเศษชัยชาญ,7.23,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,346,2564,ศาลเจ้าโรงทอง,วิเศษชัยชาญ,6.93,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,347,2564,ไผ่ดำพัฒนา,วิเศษชัยชาญ,6.63,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,348,2564,สาวร้องไห้,วิเศษชัยชาญ,7.04,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,349,2564,ท่าช้าง,วิเศษชัยชาญ,7.16,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,350,2564,ยี่ล้น,วิเศษชัยชาญ,7.22,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,351,2564,บางจัก,วิเศษชัยชาญ,6.83,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,352,2564,ห้วยคันแหลน,วิเศษชัยชาญ,7.29,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,353,2564,คลองขนาก,วิเศษชัยชาญ,6.99,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,354,2564,ไผ่วง,วิเศษชัยชาญ,7.11,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,355,2564,สี่ร้อย,วิเศษชัยชาญ,6.71,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,356,2564,ม่วงเตี้ย,วิเศษชัยชาญ,7.14,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,357,2564,หัวตะพาน,วิเศษชัยชาญ,6.87,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,358,2564,หลักแก้ว,วิเศษชัยชาญ,7.18,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,359,2564,ตลาดใหม่,วิเศษชัยชาญ,7.07,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,360,2564,สามโก้,สามโก้,6.97,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,361,2564,ราษฎรพัฒนา,สามโก้,7.03,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,362,2564,อบทม,สามโก้,6.77,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,363,2564,โพธิ์ม่วงพันธ์,สามโก้,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,364,2564,มงคลธรรมนิมิต,สามโก้,7.05,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,365,2565,ศาลาแดง,เมืองอ่างทอง,8,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,366,2565,ป่างิ้ว,เมืองอ่างทอง,8.5,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,367,2565,บ้านแห,เมืองอ่างทอง,8,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,368,2565,มหาดไทย,เมืองอ่างทอง,8.5,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,369,2565,บ้านอิฐ,เมืองอ่างทอง,-,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,370,2565,หัวไผ่,เมืองอ่างทอง,-,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,371,2565,จำปาหล่อ,เมืองอ่างทอง,8,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,372,2565,บ้านรี,เมืองอ่างทอง,-,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,373,2565,คลองวัว,เมืองอ่างทอง,8,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,374,2565,ย่านซื่อ,เมืองอ่างทอง,8,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,375,2565,จรเข้ร้อง,ไชโย,8.27,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,376,2565,ไชยภูมิ,ไชโย,8.69,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,377,2565,ชัยฤทธิ์,ไชโย,8.3,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,378,2565,เทวราช,ไชโย,8.16,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,379,2565,ราชสถิตย์,ไชโย,8,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,380,2565,ไชโย,ไชโย,8.5,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,381,2565,หลักฟ้า,ไชโย,8.62,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,382,2565,ชะไว,ไชโย,8.87,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,383,2565,ตรีณรงค์,ไชโย,8.5,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,384,2565,บางปลากด,ป่าโมก,-,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,385,2565,ป่าโมก,ป่าโมก,-,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,386,2565,สายทอง,ป่าโมก,-,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,387,2565,โรงช้าง,ป่าโมก,-,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,388,2565,บางเสด็จ,ป่าโมก,-,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,389,2565,นรสิงห์,ป่าโมก,-,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,390,2565,เอกราช,ป่าโมก,-,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,391,2565,โผงเผง,ป่าโมก,-,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,392,2565,อ่างแก้ว,โพธิ์ทอง,11.73,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,393,2565,อินทประมูล,โพธิ์ทอง,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,394,2565,บางพลับ,โพธิ์ทอง,12,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,395,2565,หนองแม่ไก่,โพธิ์ทอง,8,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,396,2565,รำมะสัก,โพธิ์ทอง,-,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,397,2565,บางระกำ,โพธิ์ทอง,12,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,398,2565,โพธิ์รังนก,โพธิ์ทอง,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,399,2565,องครักษ์,โพธิ์ทอง,-,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,400,2565,โคกพุทรา,โพธิ์ทอง,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,401,2565,ยางช้าย,โพธิ์ทอง,-,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,402,2565,บ่อแร่,โพธิ์ทอง,-,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,403,2565,ทางพระ,โพธิ์ทอง,-,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,404,2565,สามง่าม,โพธิ์ทอง,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,405,2565,บางเจ้าฉ่า,โพธิ์ทอง,-,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,406,2565,คำหยาด,โพธิ์ทอง,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,407,2565,แสวงหา,แสวงหา,8,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,408,2565,ศรีพราน,แสวงหา,8.5,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,409,2565,บ้านพราน,แสวงหา,8,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,410,2565,วังน้ำเย็น,แสวงหา,8,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,411,2565,สีบัวทอง,แสวงหา,8,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,412,2565,ห้วยไผ่,แสวงหา,8.5,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,413,2565,จำลอง,แสวงหา,6.7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,414,2565,ไผ่จำศิล,วิเศษชัยชาญ,8.16,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,415,2565,ศาลเจ้าโรงทอง,วิเศษชัยชาญ,8.21,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,416,2565,ไผ่ดำพัฒนา,วิเศษชัยชาญ,8.19,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,417,2565,สาวร้องไห้,วิเศษชัยชาญ,8.23,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,418,2565,ท่าช้าง,วิเศษชัยชาญ,8.16,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,419,2565,ยี่ล้น,วิเศษชัยชาญ,8.16,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,420,2565,บางจัก,วิเศษชัยชาญ,8.27,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,421,2565,ห้วยคันแหลน,วิเศษชัยชาญ,8.22,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,422,2565,คลองขนาก,วิเศษชัยชาญ,8.18,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,423,2565,ไผ่วง,วิเศษชัยชาญ,8.21,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,424,2565,สี่ร้อย,วิเศษชัยชาญ,8.19,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,425,2565,ม่วงเตี้ย,วิเศษชัยชาญ,8.23,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,426,2565,หัวตะพาน,วิเศษชัยชาญ,8.17,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,427,2565,หลักแก้ว,วิเศษชัยชาญ,8.2,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,428,2565,ตลาดใหม่,วิเศษชัยชาญ,8.21,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,429,2565,สามโก้,สามโก้,7.82,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,430,2565,ราษฎรพัฒนา,สามโก้,7.93,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,431,2565,อบทม,สามโก้,7.98,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,432,2565,โพธิ์ม่วงพันธ์,สามโก้,7.99,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,433,2565,มงคลธรรมนิมิต,สามโก้,7.96,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,434,2566,ตลาดหลวง,เมืองอ่างทอง,8,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,435,2566,บางแก้ว,เมืองอ่างทอง,10,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,436,2566,ศาลาแดง,เมืองอ่างทอง,10,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,437,2566,ป่างิ้ว,เมืองอ่างทอง,10.62,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,438,2566,บ้านแห,เมืองอ่างทอง,11.36,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,439,2566,ตลาดกรวด,เมืองอ่างทอง,13,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,440,2566,มหาดไทย,เมืองอ่างทอง,10.39,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,441,2566,บ้านอิฐ,เมืองอ่างทอง,10.98,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,442,2566,หัวไผ่,เมืองอ่างทอง,10.85,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,443,2566,จำปาหล่อ,เมืองอ่างทอง,11.25,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,444,2566,โพสะ,เมืองอ่างทอง,10.89,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,445,2566,บ้านรี,เมืองอ่างทอง,11.17,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,446,2566,คลองวัว,เมืองอ่างทอง,10.59,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,447,2566,ย่านซื่อ,เมืองอ่างทอง,11.32,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,448,2566,จรเข้ร้อง,ไชโย,10.48,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,449,2566,ไชยภูมิ,ไชโย,10.68,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,450,2566,ชัยฤทธิ์,ไชโย,10.64,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,451,2566,เทวราช,ไชโย,11.5,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,452,2566,ราชสถิตย์,ไชโย,10.88,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,453,2566,ไชโย,ไชโย,11.24,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,454,2566,หลักฟ้า,ไชโย,10.72,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,455,2566,ชะไว,ไชโย,10.45,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,456,2566,ตรีณรงค์,ไชโย,11.26,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,457,2566,บางปลากด,ป่าโมก,9.75,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,458,2566,ป่าโมก,ป่าโมก,9.57,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,459,2566,สายทอง,ป่าโมก,9.37,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,460,2566,โรงช้าง,ป่าโมก,10.14,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,461,2566,บางเสด็จ,ป่าโมก,10.4,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,462,2566,นรสิงห์,ป่าโมก,10.49,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,463,2566,เอกราช,ป่าโมก,10.39,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,464,2566,โผงเผง,ป่าโมก,10,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,465,2566,อ่างแก้ว,โพธิ์ทอง,10.33,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,466,2566,อินทประมูล,โพธิ์ทอง,10.7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,467,2566,บางพลับ,โพธิ์ทอง,11.31,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,468,2566,หนองแม่ไก่,โพธิ์ทอง,8.75,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,469,2566,รำมะสัก,โพธิ์ทอง,7.04,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,470,2566,บางระกำ,โพธิ์ทอง,14.86,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,471,2566,โพธิ์รังนก,โพธิ์ทอง,10.23,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,472,2566,องครักษ์,โพธิ์ทอง,9.79,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,473,2566,โคกพุทรา,โพธิ์ทอง,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,474,2566,ยางช้าย,โพธิ์ทอง,10.06,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,475,2566,บ่อแร่,โพธิ์ทอง,11.5,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,476,2566,ทางพระ,โพธิ์ทอง,11.31,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,477,2566,สามง่าม,โพธิ์ทอง,10.46,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,478,2566,บางเจ้าฉ่า,โพธิ์ทอง,10.22,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,479,2566,คำหยาด,โพธิ์ทอง,7,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,480,2566,แสวงหา,แสวงหา,9.99,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,481,2566,ศรีพราน,แสวงหา,9.95,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,482,2566,บ้านพราน,แสวงหา,10.54,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,483,2566,วังน้ำเย็น,แสวงหา,9.66,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,484,2566,สีบัวทอง,แสวงหา,10.11,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,485,2566,ห้วยไผ่,แสวงหา,9.92,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,486,2566,จำลอง,แสวงหา,10.08,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,487,2566,ไผ่จำศิล,วิเศษชัยชาญ,11.33,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,488,2566,ศาลเจ้าโรงทอง,วิเศษชัยชาญ,11.3,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,489,2566,ไผ่ดำพัฒนา,วิเศษชัยชาญ,10.97,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,490,2566,สาวร้องไห้,วิเศษชัยชาญ,11.23,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,491,2566,ท่าช้าง,วิเศษชัยชาญ,11.28,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,492,2566,ยี่ล้น,วิเศษชัยชาญ,11.19,บาท
สำนักงานเกษตรจังหวัดอ่างทอง,493,2566,บางจัก,วิเศษชัยชาญ,11.02,บาท
