จำนวน,_id,ปี,หน่วย,เพศ,จังหวัด,ประเภทแรงงาน,อาชีพ
222,9567,2563,คน,หญิง,เพชรบูรณ์,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
313,9568,2563,คน,หญิง,เพชรบูรณ์,แรงงานนอกระบบ,เสมียน
47909,9569,2563,คน,หญิง,เพชรบูรณ์,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
94084,9570,2563,คน,หญิง,เพชรบูรณ์,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
9251,9571,2563,คน,หญิง,เพชรบูรณ์,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
782,9572,2563,คน,หญิง,เพชรบูรณ์,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
19604,9573,2563,คน,หญิง,เพชรบูรณ์,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
11610,9574,2564,คน,ชาย,เชียงใหม่,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
18998,9575,2564,คน,ชาย,เชียงใหม่,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
15689,9576,2564,คน,ชาย,เชียงใหม่,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
10155,9577,2564,คน,ชาย,เชียงใหม่,แรงงานในระบบ,เสมียน
29980,9578,2564,คน,ชาย,เชียงใหม่,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
6655,9579,2564,คน,ชาย,เชียงใหม่,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
38949,9580,2564,คน,ชาย,เชียงใหม่,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
22751,9581,2564,คน,ชาย,เชียงใหม่,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
35797,9582,2564,คน,ชาย,เชียงใหม่,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
8433,9583,2564,คน,หญิง,เชียงใหม่,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
33448,9584,2564,คน,หญิง,เชียงใหม่,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
17643,9585,2564,คน,หญิง,เชียงใหม่,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
29040,9586,2564,คน,หญิง,เชียงใหม่,แรงงานในระบบ,เสมียน
58994,9587,2564,คน,หญิง,เชียงใหม่,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
4526,9588,2564,คน,หญิง,เชียงใหม่,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
13608,9589,2564,คน,หญิง,เชียงใหม่,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
5598,9590,2564,คน,หญิง,เชียงใหม่,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
18755,9591,2564,คน,หญิง,เชียงใหม่,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
6121,9592,2564,คน,ชาย,เชียงใหม่,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
6124,9593,2564,คน,ชาย,เชียงใหม่,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
2663,9594,2564,คน,ชาย,เชียงใหม่,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
867,9595,2564,คน,ชาย,เชียงใหม่,แรงงานนอกระบบ,เสมียน
36440,9596,2564,คน,ชาย,เชียงใหม่,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
199359,9597,2564,คน,ชาย,เชียงใหม่,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
41805,9598,2564,คน,ชาย,เชียงใหม่,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
11485,9599,2564,คน,ชาย,เชียงใหม่,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
48311,9600,2564,คน,ชาย,เชียงใหม่,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
926,9601,2564,คน,หญิง,เชียงใหม่,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
1001,9602,2564,คน,หญิง,เชียงใหม่,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
5776,9603,2564,คน,หญิง,เชียงใหม่,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
1339,9604,2564,คน,หญิง,เชียงใหม่,แรงงานนอกระบบ,เสมียน
60422,9605,2564,คน,หญิง,เชียงใหม่,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
131954,9606,2564,คน,หญิง,เชียงใหม่,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
24977,9607,2564,คน,หญิง,เชียงใหม่,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
2187,9608,2564,คน,หญิง,เชียงใหม่,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
41289,9609,2564,คน,หญิง,เชียงใหม่,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
1390,9610,2564,คน,ชาย,ลำพูน,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
3566,9611,2564,คน,ชาย,ลำพูน,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
3222,9612,2564,คน,ชาย,ลำพูน,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
1924,9613,2564,คน,ชาย,ลำพูน,แรงงานในระบบ,เสมียน
5783,9614,2564,คน,ชาย,ลำพูน,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
1565,9615,2564,คน,ชาย,ลำพูน,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
10466,9616,2564,คน,ชาย,ลำพูน,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
11729,9617,2564,คน,ชาย,ลำพูน,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
2980,9618,2564,คน,ชาย,ลำพูน,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
871,9619,2564,คน,หญิง,ลำพูน,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
5572,9620,2564,คน,หญิง,ลำพูน,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
3558,9621,2564,คน,หญิง,ลำพูน,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
6206,9622,2564,คน,หญิง,ลำพูน,แรงงานในระบบ,เสมียน
7923,9623,2564,คน,หญิง,ลำพูน,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
707,9624,2564,คน,หญิง,ลำพูน,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
4163,9625,2564,คน,หญิง,ลำพูน,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
16144,9626,2564,คน,หญิง,ลำพูน,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
5326,9627,2564,คน,หญิง,ลำพูน,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
848,9628,2564,คน,ชาย,ลำพูน,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
207,9629,2564,คน,ชาย,ลำพูน,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
189,9630,2564,คน,ชาย,ลำพูน,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
347,9631,2564,คน,ชาย,ลำพูน,แรงงานนอกระบบ,เสมียน
12171,9632,2564,คน,ชาย,ลำพูน,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
52698,9633,2564,คน,ชาย,ลำพูน,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
7184,9634,2564,คน,ชาย,ลำพูน,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
3004,9635,2564,คน,ชาย,ลำพูน,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
13185,9636,2564,คน,ชาย,ลำพูน,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
603,9637,2564,คน,หญิง,ลำพูน,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
327,9638,2564,คน,หญิง,ลำพูน,แรงงานนอกระบบ,เสมียน
19909,9639,2564,คน,หญิง,ลำพูน,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
32236,9640,2564,คน,หญิง,ลำพูน,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
5726,9641,2564,คน,หญิง,ลำพูน,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
1823,9642,2564,คน,หญิง,ลำพูน,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
8861,9643,2564,คน,หญิง,ลำพูน,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
3754,9644,2564,คน,ชาย,ลำปาง,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
3961,9645,2564,คน,ชาย,ลำปาง,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
6476,9646,2564,คน,ชาย,ลำปาง,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
4018,9647,2564,คน,ชาย,ลำปาง,แรงงานในระบบ,เสมียน
9979,9648,2564,คน,ชาย,ลำปาง,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
2213,9649,2564,คน,ชาย,ลำปาง,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
23716,9650,2564,คน,ชาย,ลำปาง,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
15793,9651,2564,คน,ชาย,ลำปาง,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
7544,9652,2564,คน,ชาย,ลำปาง,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
1607,9653,2564,คน,หญิง,ลำปาง,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
9786,9654,2564,คน,หญิง,ลำปาง,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
4637,9655,2564,คน,หญิง,ลำปาง,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
12469,9656,2564,คน,หญิง,ลำปาง,แรงงานในระบบ,เสมียน
14715,9657,2564,คน,หญิง,ลำปาง,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
1694,9658,2564,คน,หญิง,ลำปาง,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
5646,9659,2564,คน,หญิง,ลำปาง,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
1662,9660,2564,คน,หญิง,ลำปาง,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
11053,9661,2564,คน,หญิง,ลำปาง,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
523,9662,2564,คน,ชาย,ลำปาง,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
461,9663,2564,คน,ชาย,ลำปาง,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
408,9664,2564,คน,ชาย,ลำปาง,แรงงานนอกระบบ,เสมียน
19010,9665,2564,คน,ชาย,ลำปาง,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
86636,9666,2564,คน,ชาย,ลำปาง,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
13124,9667,2564,คน,ชาย,ลำปาง,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
6803,9668,2564,คน,ชาย,ลำปาง,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
9463,9669,2564,คน,ชาย,ลำปาง,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
238,9670,2564,คน,หญิง,ลำปาง,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
318,9671,2564,คน,หญิง,ลำปาง,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
405,9672,2564,คน,หญิง,ลำปาง,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
1749,9673,2564,คน,หญิง,ลำปาง,แรงงานนอกระบบ,เสมียน
35563,9674,2564,คน,หญิง,ลำปาง,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
62145,9675,2564,คน,หญิง,ลำปาง,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
11774,9676,2564,คน,หญิง,ลำปาง,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
869,9677,2564,คน,หญิง,ลำปาง,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
4927,9678,2564,คน,หญิง,ลำปาง,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
2230,9679,2564,คน,ชาย,อุตรดิตถ์,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
3020,9680,2564,คน,ชาย,อุตรดิตถ์,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
2021,9681,2564,คน,ชาย,อุตรดิตถ์,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
1653,9682,2564,คน,ชาย,อุตรดิตถ์,แรงงานในระบบ,เสมียน
4460,9683,2564,คน,ชาย,อุตรดิตถ์,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
1631,9684,2564,คน,ชาย,อุตรดิตถ์,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
3832,9685,2564,คน,ชาย,อุตรดิตถ์,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
4296,9686,2564,คน,ชาย,อุตรดิตถ์,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
2742,9687,2564,คน,ชาย,อุตรดิตถ์,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
1741,9688,2564,คน,หญิง,อุตรดิตถ์,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
4868,9689,2564,คน,หญิง,อุตรดิตถ์,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
2828,9690,2564,คน,หญิง,อุตรดิตถ์,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
5022,9691,2564,คน,หญิง,อุตรดิตถ์,แรงงานในระบบ,เสมียน
4675,9692,2564,คน,หญิง,อุตรดิตถ์,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
1581,9693,2564,คน,หญิง,อุตรดิตถ์,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
1004,9694,2564,คน,หญิง,อุตรดิตถ์,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
344,9695,2564,คน,หญิง,อุตรดิตถ์,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
3566,9696,2564,คน,หญิง,อุตรดิตถ์,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
716,9697,2564,คน,ชาย,อุตรดิตถ์,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
370,9698,2564,คน,ชาย,อุตรดิตถ์,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
386,9699,2564,คน,ชาย,อุตรดิตถ์,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
313,9700,2564,คน,ชาย,อุตรดิตถ์,แรงงานนอกระบบ,เสมียน
11297,9701,2564,คน,ชาย,อุตรดิตถ์,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
55448,9702,2564,คน,ชาย,อุตรดิตถ์,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
11008,9703,2564,คน,ชาย,อุตรดิตถ์,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
1805,9704,2564,คน,ชาย,อุตรดิตถ์,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
12632,9705,2564,คน,ชาย,อุตรดิตถ์,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
73,9706,2564,คน,หญิง,อุตรดิตถ์,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
283,9707,2564,คน,หญิง,อุตรดิตถ์,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
355,9708,2564,คน,หญิง,อุตรดิตถ์,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
378,9709,2564,คน,หญิง,อุตรดิตถ์,แรงงานนอกระบบ,เสมียน
18034,9710,2564,คน,หญิง,อุตรดิตถ์,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
33907,9711,2564,คน,หญิง,อุตรดิตถ์,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
5960,9712,2564,คน,หญิง,อุตรดิตถ์,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
6726,9713,2564,คน,หญิง,อุตรดิตถ์,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
1528,9714,2564,คน,ชาย,แพร่,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
2117,9715,2564,คน,ชาย,แพร่,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
2504,9716,2564,คน,ชาย,แพร่,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
1343,9717,2564,คน,ชาย,แพร่,แรงงานในระบบ,เสมียน
7091,9718,2564,คน,ชาย,แพร่,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
2443,9719,2564,คน,ชาย,แพร่,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
7655,9720,2564,คน,ชาย,แพร่,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
5298,9721,2564,คน,ชาย,แพร่,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
5309,9722,2564,คน,ชาย,แพร่,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
1670,9723,2564,คน,หญิง,แพร่,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
6539,9724,2564,คน,หญิง,แพร่,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
2419,9725,2564,คน,หญิง,แพร่,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
6061,9726,2564,คน,หญิง,แพร่,แรงงานในระบบ,เสมียน
7133,9727,2564,คน,หญิง,แพร่,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
886,9728,2564,คน,หญิง,แพร่,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
2432,9729,2564,คน,หญิง,แพร่,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
3737,9730,2564,คน,หญิง,แพร่,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
3102,9731,2564,คน,หญิง,แพร่,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
629,9732,2564,คน,ชาย,แพร่,แรงงานนอกระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
530,9733,2564,คน,ชาย,แพร่,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
728,9734,2564,คน,ชาย,แพร่,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
9676,9735,2564,คน,ชาย,แพร่,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
58425,9736,2564,คน,ชาย,แพร่,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
10887,9737,2564,คน,ชาย,แพร่,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
1880,9738,2564,คน,ชาย,แพร่,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
5775,9739,2564,คน,ชาย,แพร่,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
273,9740,2564,คน,หญิง,แพร่,แรงงานนอกระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
181,9741,2564,คน,หญิง,แพร่,แรงงานนอกระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
245,9742,2564,คน,หญิง,แพร่,แรงงานนอกระบบ,เสมียน
18377,9743,2564,คน,หญิง,แพร่,แรงงานนอกระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
38763,9744,2564,คน,หญิง,แพร่,แรงงานนอกระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
10420,9745,2564,คน,หญิง,แพร่,แรงงานนอกระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
1496,9746,2564,คน,หญิง,แพร่,แรงงานนอกระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
2308,9747,2564,คน,หญิง,แพร่,แรงงานนอกระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
4656,9748,2564,คน,ชาย,น่าน,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
3326,9749,2564,คน,ชาย,น่าน,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
2238,9750,2564,คน,ชาย,น่าน,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
1270,9751,2564,คน,ชาย,น่าน,แรงงานในระบบ,เสมียน
6845,9752,2564,คน,ชาย,น่าน,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
2029,9753,2564,คน,ชาย,น่าน,แรงงานในระบบ,ผู้ปฎิบัติงานที่มีฝีมือในด้านการเกษตร ป่าไม้ ประมง
5407,9754,2564,คน,ชาย,น่าน,แรงงานในระบบ,ช่างฝีมือ และผู้ปฎิบัติงานที่เกี่ยวข้อง
3723,9755,2564,คน,ชาย,น่าน,แรงงานในระบบ,ผู้ควบคุมเครื่องจักรโรงงาน และเครื่องจักร และผู้ประกอบการ     
3634,9756,2564,คน,ชาย,น่าน,แรงงานในระบบ,ผู้ประกอบอาชีพงานพื้นฐาน
1275,9757,2564,คน,หญิง,น่าน,แรงงานในระบบ,ผู้จัดการ ข้าราชการระดับอาวุโส และผู้บัญญัติกฎหมาย
7918,9758,2564,คน,หญิง,น่าน,แรงงานในระบบ,ผู้ประกอบวิชาชีพด้านต่างๆ
2462,9759,2564,คน,หญิง,น่าน,แรงงานในระบบ,เจ้าหน้าที่เทคนิค และผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านต่างๆ
6413,9760,2564,คน,หญิง,น่าน,แรงงานในระบบ,เสมียน
7353,9761,2564,คน,หญิง,น่าน,แรงงานในระบบ,พนักงานบริการ และผู้จำหน่ายสินค้า
