แรงม้า,ตำบล,ประกอบกิจการ,เลขทะเบียนเดิม,ถนน,เลขที่,ประเภท,จังหวัด,โทรศัพท์,เงินทุน,หมู่,เลขทะเบียนโรงงาน,ผู้ประกอบการ,ซอย,ชื่อโรงงาน,ไปรษณีย์,TSIC,_id,อำเภอ,คนงาน
515,ชุมเห็ด,ป่นหรือบด พืช เมล็ดพืช กากพืช เนื้อสัตว์ และผลิตอาหารสำหรับเลี้ยงสัตว์,จ3-15(2)-1/53บร,-,53,1502,บุรีรัมย์,,95000000,13,20310000125533,บริษัท อาร์.เอ็ม.ซี.ฟาร์ม จำกัด,-,บริษัท อาร์.เอ็ม.ซี.ฟาร์ม จำกัด,31000,10801,73,เมืองบุรีรัมย์,28
431.94,ชุมเห็ด,โรงงานผลิตน้ำดื่ม,จ3-20(1)-23/65บร,-,391,2001,บุรีรัมย์,,58559244.66,8,20310216325653,บริษัท พรพงษ์ วิลล่า จำกัด,-,บริษัท พรพงษ์ วิลล่า จำกัด (สาขา 1),31000,11041,74,เมืองบุรีรัมย์,11
316.99,ชุมเห็ด,ผลิตแอสฟัสติ์คอนกรีต,จ3-50(4)-1/51บร,บุรีรัมย์-พุทไธสง,-,5004,บุรีรัมย์,,10550000,8,20310100125516,บริษัท ยิ่งเจริญก่อสร้างบุรีรัมย์ จำกัด,-,บริษัท ยิ่งเจริญก่อสร้างบุรีรัมย์ จำกัด,31000,19209,75,เมืองบุรีรัมย์,7
110.95,ชุมเห็ด,ล้าง บด ย่อยพลาสติก,จ3-53(9)-29/55บร,-,147,5309,บุรีรัมย์,0839666660,3050000,15,20310002925559,นายอนิวัฒน์ อุดมกาญจน์สิน,-,โรงงานพลาสติกบุรีรัมย์,31000,22299,76,เมืองบุรีรัมย์,20
190.5,ชุมเห็ด,ทำผลิตภัณฑ์คอนกรีต,จ3-58(1)-5/38บร,บุรีรัมย์-สตึก,116/1,5801,บุรีรัมย์,044-611278,14000000,1,20310000525385,บริษัท กิจมงคลบุรีรัมย์ จำกัด,,บริษัท กิจมงคลบุรีรัมย์ จำกัด,31000,23953,77,เมืองบุรีรัมย์,14
103.15,ชุมเห็ด,ทำผลิตภัณฑ์คอนกรีต เช่น อิฐบล๊อค เสาคอนกรีต ท่อคอนกรีต,จ3-58(1)-41/51บร,บุรีรัมย์-พุทไธสง,296,5801,บุรีรัมย์,,6000000,3,20310004125513,ห้างหุ้นส่วนจำกัด ฮะหลีวัสดุก่อสร้าง,-,ห้างหุ้นส่วนจำกัด ฮะหลีวัสดุก่อสร้าง,31000,23953,78,เมืองบุรีรัมย์,14
439.24,ชุมเห็ด,ผลิตคอนกรีตผสมเสร็จ,จ3-58(1)-72/58บร,บุรีรัมย์-พุทไธสง,114,5801,บุรีรัมย์,,23500000,14,20310007225583,ห้างหุ้นส่วนจำกัด เรืองแสงไทย,,บริษัท เรืองแสงไทย จำกัด,31000,23953,79,เมืองบุรีรัมย์,31
91.31,ชุมเห็ด,การทำส่วนประกอบสำหรับใช้ในการก่อสร้าง,จ3-63(2)-2/51บร,บุรีรัมย์-สตึก,106,6302,บุรีรัมย์,086-4606208,7084000,8,20310100225514,ห้างหุ้นส่วนจำกัด บี.เค.เม็ททอล ชีท (บุรีรัมย์),,ห้างหุ้นส่วนจำกัด บี.เค.เม็ททอล ชีท (บุรีรัมย์),31000,25111,80,เมืองบุรีรัมย์,6
59.77,ชุมเห็ด,กลึงเชื่อมโลหะทั่วไป,อ2-64(13)-35/64บร,บุรีรัมย์,128,6413,บุรีรัมย์,,3600000,17,60310046925640,นายวิวัฒน์ เหลืองทองใบ,-,โรงกลึงวิวัฒน์การช่าง,31000,25922,81,เมืองบุรีรัมย์,3
268.72,ชุมเห็ด,"กลึงเชื่อมโลหะทั่วไป,ผลิตเครื่องเล่นในสนามเด็กเล่นและผลิตเครื่องออกกำลังกาย",จ3-64(13)-36/49บร,เลี่ยงเมืองประโคนชัย-บรบือ,129,6413,บุรีรัมย์,,4300000,8,20310003625497,นางรัชญาพร สมวงศ์,,เรืองเจริญ,31000,25922,82,เมืองบุรีรัมย์,4
121,ชุมเห็ด,ซ่อม เคะพ่นสีรถยนต์,จ3-95(1)-237/60บร,บุรีรัมย์-พุทไธสง,351,9501,บุรีรัมย์,044-631367,125000000,8,20310023725608,บริษัท โตโยต้านางรอง ผู้จำหน่ายโตโยต้า จำกัด,-,บริษัท โตโยต้านางรอง ผู้จำหน่ายโตโยต้า จำกัด สาขาเมืองบุรีรัมย์,31110,33121,83,เมืองบุรีรัมย์,18
460,สะแกซำ,ผลิตน้ำแข็งก้อนเล็ก กำลังการผลิต 100 ตัน/วัน,จ3-14-17/59บร,-,343,1400,บุรีรัมย์,,20500000,1,20310001725596,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งจำรูญบุรีรัมย์,-,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งจำรูญบุรีรัมย์,31000,10795,84,เมืองบุรีรัมย์,10
485,กลันทา,ผลิตแอสฟัสท์ติกคอนกรีต,จ3-50(1)-2/46บร,บุรีรัมย์-พุทไธสง(กม.7),-,5001,บุรีรัมย์,,18000000,4,20310300225462,บริษัท อึ้งทงกี่ จำกัด,,บริษัท อึ้งทงกี่ จำกัด,31000,19209,85,เมืองบุรีรัมย์,5
486,กลันทา,ผลิตแอสฟัลท์ติกคอนกรีต,จ3-50(4)-34/64บร,-,โฉนดที่ดินเลขที่ 120618 และ 120619,5004,บุรีรัมย์,,25600000,6,20310291125648,ห้างหุ้นส่วนจำกัด ปาริภัทร,-,ห้างหุ้นส่วนจำกัด ปาริภัทร,31000,19209,86,เมืองบุรีรัมย์,10
192,กระสัง,ผลิตคอนกรีตผสมเสร็จ,จ3-58(1)-130/54บร,บุรีรัมย์-ลำปลายมาศ,โฉนดที่ดินเลขที่ 14390,5801,บุรีรัมย์,,3000000,16,20310013025548,บริษัท ปูนซิเมนต์ไทย(แก่งคอย) จำกัด,,บริษัท ปูนซิเมนต์ไทย(แก่งคอย) จำกัด,31000,23953,87,เมืองบุรีรัมย์,3
59.75,กระสัง,ทำหลังคาเหล็กเมทอลชีท,จ2-63(2)-147/64บร,บุรีรัมย์-นางรอง,128,6302,บุรีรัมย์,,4588500,1,20310258225647,บริษัท บุรีรัมย์ เมทอลชีท จำกัด,,บริษัท บุรีรัมย์ เมทอลชีท จำกัด,31000,25111,88,เมืองบุรีรัมย์,8
93.5,กระสัง,ผลิตหลังคาเหล็กและอลูมิเนียม งานกลึง กัด ตัด พับ ม้วน เจาะ ปั๊ม และงานเชื่อมต่างๆ,จ3-63(2)-32/55บร,,123,6302,บุรีรัมย์,,14500000,3,20310003225553,บริษัท โอ.เค.โปรดักส์เซ็นเตอร์ จำกัด,,บริษัท โอ.เค.โปรดักส์เซ็นเตอร์ จำกัด,31000,25111,89,เมืองบุรีรัมย์,8
59.3,กระสัง,ศูนย์บริการซ่อมแซมรถยนต์,จ3-95(1)-68/58บร,บุรีรัมย์-นางรอง,125/1,9501,บุรีรัมย์,0901984113,17500000,6,20310006825581,บริษัท บี-ควิก จำกัด,-,บี-ควิก สาขาโรบินสัน บุรีรัมย์,31000,33121,90,เมืองบุรีรัมย์,11
,,,,,,,,,,,,,,,,,91,,
,,,,,,,,,,,ข้อมูลเมื่อวันที่,,,2024-07-02 00:00:00,,,92,,
