ถนน,เลขที่,ซอย,FID,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
,พิมพ์สิ่งพิมพ์ต่าง ๆ,,10100100425269,678.34,10400000,2218,3-41(1)-4/26,2218,4101300426.0,4230318.0,บริษัท สยามรัฐ จำกัด,105,กรุงเทพมหานคร,อรุณอมรินทร์,บางยี่ขัน,บางพลัด,1589.0
อ่อนนุช,ผลิตรองเท้ากีฬา,5.0,10100102525322,657.21,22600000,2219,3-33-25/32,2219,3300302532.0,,บริษัท รองเท้า เอส.ซี.เอส.จำกัด,150,กรุงเทพมหานคร,สุขุมวิท 77,ประเวศ,ประเวศ,141/9
,ซ่อมรถยนต์โดยไม่มีการเคาะพ่นสี,,10100012625535,39.97,20000000,2220,3-95(1)-126/53,2220,9501312653.0,,บริษัท คาร์แมกซ์ พระราม 9 จำกัด,18,กรุงเทพมหานคร,พระราม 9,บางกะปิ,ห้วยขวาง,370/2
,ทำวงกบประตู-หน้าต่าง และเครื่องเรือนจากไม้,,10100101025290,12.04,40000,2221,3-34(2)-10/29,2221,3402301029.0,,หลีไถ่,1,กรุงเทพมหานคร,จักรพรรดิพงษ์,คลองมหานาค,ป้อมปราบศัตรูพ่าย,259-259/1
สุขสวัสดิ์ 26,"ทำชิ้นส่วนอุปกรณ์รถจักรยาน ได้ปีละ 33,600 ชิ้น",-,10100400725293,102.25,300000,2222,3-78(2)-7/29,2222,7802300729.0,089-762-1881,นายปัญญา ตั้งบุณยเกียรติ,6,กรุงเทพมหานคร,-,บางปะกอก,ราษฎร์บูรณะ,395.0
บางขุนเทียน 14 แยก 1,รับจ้างตัดและเจียระไนกระจก,,10100500225384,570.03,14000000,2223,3-37-2/38,2223,3700300238.0,41634154163438.0,บริษัท ห้างกระจกตังน้ำ จำกัด,62,กรุงเทพมหานคร,,แสมดำ,บางขุนเทียน,2.0
,ผลิตคอนกรีตผสมเสร็จ,7.0,10101700125440,263.72,2500000,2224,3-58(1)-1/44,2224,5801300144.0,,หน่วยผลิตคอนกรีตบางแค,5,กรุงเทพมหานคร,กาญจนาภิเษก,บางแค,บางแค,92/1
เพชรเกษม 47/2,ถักเสื้อไหมพรมและตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนเครื่องถัก 1,,10100100225263,1464.45,85052182,2225,3-24-2/26,2225,2400300226.0,4540040.0,บริษัท ไทยเซ้าท์อีส นิตติ้ง จำกัด,376,กรุงเทพมหานคร,เพชรเกษม,บางแค,บางแค,5.0
จตุโชติ,เลื่อย ่ไส ซอย และแปรรูปไม้,7.0,10100000625430,19.87,6000000,2226,3-34(1)-6/43,2226,3401300643.0,,เอส พี ซี เฟอร์นิเจอร์,7,กรุงเทพมหานคร,รัตนโกสินทร์,ออเงิน,สายไหม ,27/2
,ซอยไม้แปรรูป,1.0,10100101325260,10,4530000,2227,3-34(1)-13/26,2227,3401301326.0,4131731.0,ห้างหุ้นส่วนจำกัด เองง่วนฮวด,3,กรุงเทพมหานคร,เพชรเกษม,บางแคเหนือ,บางแค,62/5
,ผลิตแผงวงจรอีเล็คโทรนิคส์,3.0,10100301525230,43381.22,1567038398,2228,3-72-15/23,2228,7200301523.0,5511052.0,บริษัท เอ็นเอ็กซ์พี แมนูแฟคเจอริ่ง (ไทยแลนด์) จำกัด,2437,กรุงเทพมหานคร,แจ้งวัฒนะ,ตลาดบางเขน,หลักสี่,303.0
เชิงสะพานแขวน,ซ่อมและพ่นสีรถยนต์,,10100004125379,49.14,2600000,2229,3-95(1)-41/37,2229,9501304137.0,,เอส.พี.เซอร์วิส,10,กรุงเทพมหานคร,เอกชัย,บางบอน,บางบอน,11/381-382
,ทำถุงพลาสติก,1.0,10100201625205,795.92,2000000,2230,3-53(4)-16/20,2230,5304301620.0,,ห้างหุ้นส่วนจำกัด อุตสาหกรรมเอ็กเซ้งฮวด,25,กรุงเทพมหานคร,เพชรเกษม,บางแคเหนือ,บางแค,237/5
,ทำรองเท้าแตะฟองน้ำ,,10100200425292,1069.03,12000000,2231,3-52(4)-4/29,2231,5204300429.0,4152168.0,บริษัท ชัยบูลย์รัตน์ จำกัด,48,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,แสมดำ,บางขุนเทียน,267.0
,ไสและซอยไม้,,10100100625298,30.79,2000000,2232,3-34(1)-6/29,2232,3401300629.0,4134136.0,บริษัท ศิริพัฒนาค้าไม้ จำกัด,6,กรุงเทพมหานคร,เทอดไท,บางหว้า,ภาษีเจริญ,829.0
สุขสวัสดิ์ 26แยก4,บดเครื่องยาสมุนไพร,,10100100125430,159.5,1700000,2233,3-9(3)-1/43,2233,903300143.0,4224038.0,บริษัท โรงงานไต้ฮง (2548) จำกัด,6,กรุงเทพมหานคร,,บางปะกอก,ราษฎร์บูรณะ,1.0
วงแหวนชัชวาล,ปั๊มโลหะ,7.0,91100002625497,48,0,2234,ข3-64(2)-26/49,2234,ข06402302649,,นางฉวีวรรณ รุ่งเรือง,8,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,ท่าข้าม,บางขุนเทียน,17/14
,อู่ซ่อมรถยนต์และเคาะพ่นสีรถยนต์,,10100029825490,189,4100000,2235,3-95(1)-298/49,2235,9501329849.0,,บริษัท ทีเอสที มหานคร จำกัด,15,กรุงเทพมหานคร,เชื่อมสัมพันธ์,โคกแฝด,หนองจอก,22.0
,ซ่อมและพ่นสีรถยนต์,4.0,10100015025535,69.7,500000,2236,3-95(1)-150/53,2236,9501315053.0,,อู่ชัยยนต์บางนา,6,กรุงเทพมหานคร,บางนา-ตราด,บางนา,บางนา,32/24
อ่อนนุช 46,ซ่อม และพ่นสีรถยนต์,,10100004025389,44.86,5000000,2237,3-95(1)-40/38,2237,9501304038.0,3219982.0,อู่อารีอ่อนนุช 46,15,กรุงเทพมหานคร,อ่อนนุช,สวนหลวง,สวนหลวง,630.0
อ่อนนุช30,ทำเครื่องอัดน้ำผลไม้,8.0,10101200125320,101.13,500000,2238,3-61-1/32,2238,6100300132.0,02-3313803,ไทยซาคาย่า,8,กรุงเทพมหานคร,,สวนหลวง,สวนหลวง,672.0
,ซ่อมรถยนต์,4.0,10100009125531,54,7522222,2239,3-95(1)-91/53,2239,9501309153.0,,บริษัท เคลฟเวอร์ โมดิฟาย จำกัด,22,กรุงเทพมหานคร,เกษตร-นวมินทร์,จรเข้บัว,ลาดพร้าว,31/19-20
-,พิมพ์สิ่งพิมพ์ต่าง ๆ,,10100001025531,223.8,53600000,2240,3-41(1)-10/53,2240,4101301053.0,081-5522522,บริษัท วีซีเอ พริ้นท์ จำกัด,51,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,แสมดำ,บางขุนเทียน,227.0
-,ผลิตชิ้นส่วนจักรยานยนต์หรือจักรยานสองล้อ เช่น บังโคลนรถ,,10103300125465,111.32,2000000,2241,3-78(2)-1/46,2241,7802300146.0,0 2428 2200,บริษัท ทีซี สปีด ออโต้พาร์ท จำกัด,26,กรุงเทพมหานคร,,บางปะกอก,ราษฎร์บูรณะ,223/1
โชคชัยจงจำเริญ,ทำเครื่องเรือนจากไม้,,100300125323,37.13,190000,2242,ศ3-37-1/32,2242,ศ03700300132,2841562.0,บริษัท อาคเนย์การช่าง จำกัด,2,กรุงเทพมหานคร,พระราม 3,บางโพงพาง,ยานนาวา,5.0
สุขสวัสดิ์ 2,ถักผ้ายืด (จำนวนเครื่องถักผ้ายืด 18 เครื่อง),4.0,10100001725296,135,2000000,2243,3-24-17/29,2243,2400301729.0,02-4689681,บริษัท สุจินการทอ จำกัด,8,กรุงเทพมหานคร,สุขสวัสดิ์,จอมทอง,จอมทอง,61/31
,ทำประตู หน้าต่างเหล็ก,,10101600225381,59.33,200000,2244,3-62-2/38,2244,6200300238.0,,บริษัท ไทยรุ่งสตีล จำกัด,8,กรุงเทพมหานคร,พัฒนาการ,ประเวศ,ประเวศ,372-378 (เลขคู่)
ภูมิจิตร,"ผลิตแผ่นบันทึกภาพและเสียง, เทปบันทึกเสียง",,10100600525469,173.85,25419400,2245,3-107-5/46,2245,10700300546.0,02-3910890,บริษัท ที.แอล. (1992) จำกัด,29,กรุงเทพมหานคร,พระราม 4,พระโขนง,คลองเตย,79/170-171
,ผลิตหมวก และกระเป๋าจากผ้า พลาสติก และทอแถบยางยืด,,10100200225262,821.5,6500000,2246,3-28(2)-2/26,2246,2802300226.0,4342263.0,บริษัท ไทยเวิลด์คัพอีลาสติค จำกัด,175,กรุงเทพมหานคร,เอกชัย,บางบอน,บางบอน,"810,810/1"
,ทำของใช้พลาสติก เช่น กระจกส่องข้าง และกระจกส่องหลังรถยนต์,10.0,10100002125389,122.36,18000000,2247,3-53(1)-21/38,2247,5301302138.0,4154820.0,ห้างหุ้นส่วนจำกัด คึ้งเซ้งพลาสติก,16,กรุงเทพมหานคร,เอกชัย,บางบอน,บางบอน,11/302-303
,"ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้ารวม 639 เครื่อง) และการทำผลิตภัณฑ์จากหนัง เช่น กระเป๋า เข็มขัด ปริมาณการผลิต 4,195,000 ชุด/ปี",,10100005225269,2512.54,107000000,2248,3-28(1)-52/26,2248,2801305226.0,2840162.0,บริษัท ธนูลักษณ์ จำกัด (มหาชน),882,กรุงเทพมหานคร,ช่องนนทรี,ช่องนนทรี,ยานนาวา,129/1
ลาดพร้าว 15,ผลิตน้ำแข็งก้อนเล็ก ได้วันละ 65.23 ตัน,,10100100125232,526.74,13800000,2249,3-14-1/23,2249,1400300123.0,5111618.0,อุตสาหกรรมน้ำแข็งหลอดซันต้า,16,กรุงเทพมหานคร,ลาดพร้าว,ลาดยาว,จตุจักร,765/12
,ซ่อมและเคาะพ่นสีรถยนต์,,10100102625296,16,0,2250,3-95(1)-26/29,2250,9501302629.0,,นางสาวกัญญา สารารักษ์,4,กรุงเทพมหานคร,ทรัพย์,สี่พระยา,บางรัก,52-54
,ตรวจเช็คสภาพและซ่อมรถยนต์,4.0,10100102025380,20.36,4800000,2251,3-95(1)-20/38,2251,9501302038.0,,เมอร์ซ-ออโต เซอร์วิส แอนด์ พาร์ท,5,กรุงเทพมหานคร,รามอินทรา,อนุสาวรีย์,บางเขน,100/12-16
,ทำวงกบ ประตู หน้าต่างจากไม้,7.0,100001825379,294.7,21000000,2252,ศ3-34(2)-18/37,2252,ศ03402301837,3291276.0,บริษัท โรงงานประตูหน้าต่าง ยงกิจ จำกัด,22,กรุงเทพมหานคร,อ่อนนุช,ลาดกระบัง,ลาดกระบัง,96.0
,ทำของใช้เล็ก ๆ จากโลหะ เช่น แม่พิมพ์อัดพลาสติก,,10100009325321,2000.87,37700000,2253,3-64(9)-93/32,2253,6409309332.0,,บริษัท กราเวีย อาร์ต เซ็นเตอร์ จำกัด,128,กรุงเทพมหานคร,เลียบคลองภาษีเจริญฝั่งเหนือ,หนองแขม,หนองแขม,88.0
เจริญรัถ 5,ตัดเย็บเสื้อผ้าสำเร็จรูป (จักรเย็บผ้า 120 เครื่อง),,10100004925208,36.16,300000,2254,3-28(1)-49/20,2254,2801304920.0,,เลิฟลี่การ์เม้นท์,65,กรุงเทพมหานคร,เจริญรัถ,คลองสาน,คลองสาน,4-6-8-10-12
,ทำอุปกรณ์ที่ใช้ในการก่อสร้าง เช่น หัวต่อเสาเข็ม,,10100104025321,252.5,3700000,2255,3-63(2)-40/32,2255,6302304032.0,3990994.0,บริษัท เอกสยามสตีล จำกัด,5,กรุงเทพมหานคร,,บางนา,บางนา,30.0
,"ผลิตกันชนรถยนต์จากไฟเบอร์กลาส ได้ปีละ 6,000 ชิ้น",14.0,10100000225298,366.5,14010000,2256,3-32(2)-2/29,2256,3202300229.0,2773564.0,บริษัท ไทยยานยนตร์ เซลส์แอนด์เซอร์วิส จำกัด,26,กรุงเทพมหานคร,วิภาวดีรังสิต,ลาดยาว,จตุจักร,299.0
อ่อนนุช 46,ผลิตกล่องกระดาษ,-,10100103125486,86,44800000,2257,3-39-31/48,2257,3900303148.0,,บริษัท ที.ซี.เอ็ม.เปเปอร์บ๊อกซ์ จำกัด,12,กรุงเทพมหานคร,สุขุมวิท 77,หนองบอน,ประเวศ,510/22
,ชุบ ทอง เงิน นาค,,10100800325264,24.58,60000,2258,3-64(10)-3/26,2258,6410300326.0,,ร้านชุบบุญชัย,7,กรุงเทพมหานคร,แพร่งภูธร,ศาลเจ้าพ่อเสือ,พระนคร,43531.0
พัฒนาการ 1,ทำเครื่องชั่ง,,10100600225235,55.25,500000,2259,3-61-2/23,2259,6100300223.0,,ห้างหุ้นส่วนจำกัด กรเทพ,8,กรุงเทพมหานคร,สาธุประดิษฐ์,บางโพงพาง,ยานนาวา,89/54-56
ปัณดิษฐ์,"ทำน้ำแข็งก้อนเล็ก ได้วันละ 20,000 กิโลกรัม",,10100000725263,473,650000,2260,3-14-7/26,2260,1400300726.0,2457611.0,ดวงประภา,6,กรุงเทพมหานคร,ราชวิถี,ทุ่งพญาไท,ราชเทวี,427.0
,ซ่อมรถยนต์,,10100003625437,54.5,16590000,2261,3-95(1)-36/43,2261,9501303643.0,4640641-5,บริษัท โตโยต้ามหานคร จำกัด,18,กรุงเทพมหานคร,สุขสวัสดิ์,ราษฎร์บูรณะ,ราษฎร์บูรณะ,1194.0
-,ผลิตแผ่นป้ายยี่ห้อ และแถบตราต่าง ๆ ทุกชนิด,,10100001825476,137.26,36578130,2262,3-22(2)-18/47,2262,2202301847.0,02-9147903-7,บริษัท ท็อพแมท จำกัด,51,กรุงเทพมหานคร,นิมิตใหม่,ทรายกองดิน,คลองสามวา,713.0
ศิริชัย 4,ทำพัดลมระบายอากาศ ใบพัดลมและกล่องเครื่องมือ,7.0,10103400125431,906.82,600000,2263,3-73-1/43,2263,7300300143.0,4150078.0,ห้างหุ้นส่วนจำกัด ศิริชัยอุตสาหกรรมโลหกิจ,35,กรุงเทพมหานคร,บางขุนเทียน,บางบอน,บางบอน,15/7
ลาดพร้าว 53,ซ่อมและพ่นสีรถยนต์,13.0,10100402125328,34,2100000,2264,3-95(1)-21/32,2264,9501302132.0,,สุพจน์เจริญยนต์,12,กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว,ลาดพร้าว,23/99
บางแค 14,ผลิตชิ้นส่วนประกอบเครื่องปรับอากาศ ชิ้นส่วนประกอบตู้เย็น รางเก็บท่อแอร์ สายไฟ ท่อน้ำ และรางเอนกประสงค์ต่างๆ,,10100002325534,428.91,10000000,2265,3-70-23/53,2265,7000302353.0,,ห้างหุ้นส่วนจำกัด มัลลวีร์,19,กรุงเทพมหานคร,สุขาภิบาล 1,บางแค,บางแค,323.0
เทียนทะเล 20 แยก 7,ทำชิ้นส่วนจักรยานยนต์ และผลิตภัณฑ์โลหะต่าง ๆ เช่น โคมไฟฟ้า กระป๋อง เครื่องสนาม,1.0,10103000225383,256,37000000,2266,3-78(2)-2/38,2266,7802300238.0,,ห้างหุ้นส่วนจำกัด เมทัลแมค,20,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,แสมดำ,บางขุนเทียน,28.0
อ่อนนุช 36,ทำสลัก แป้นเกลียว,6.0,10100500125485,107,12500000,2267,3-64(6)-1/48,2267,6406300148.0,,พรโลหะการ,10,กรุงเทพมหานคร,สุขุมวิท 77,สวนหลวง,สวนหลวง,86/6
รัชดานิเวศน์,ทำเครื่องเรือนจากไม้,,100000625325,11.27,975000,2268,ศ3-37-6/32,2268,ศ03700300632,2779833.0,ชาตรีเฟอร์นิเจอร์,5,กรุงเทพมหานคร,ประชาอุทิศ,สามเสนนอก,ห้วยขวาง,734-735
ศิริวงศ์,ทำเครื่องใช้จากพลาสติก เช่น กล่องพลาสติก ฝาจุก,7.0,10100600325266,455.47,15300000,2269,3-53(1)-3/26,2269,5301300326.0,,บริษัท ตรีสมพลาสติก อินดัสเตรียล จำกัด,20,กรุงเทพมหานคร,เอกชัย,บางบอน,บางบอน,41/8
        -,ตั้งศูนย์ ถ่วงล้อ ทำเบรค เปลี่ยนยาง ทำช่วงล่างรถยนต์,,10100004025439,8.58,13400000,2270,3-95(1)-40/43,2270,9501304043.0,6449840-42,บริษัท อึ้งกิมกี่ จำกัด,6,กรุงเทพมหานคร,     พหลโยธิน,สามเสนใน,พญาไท,43481.0
จรัญสนิทวงศ์ 13,ชุบโลหะ,8.0,10101000225296,66.18,250000,2271,3-64(10)-2/29,2271,6410300229.0,,โรงชุบทองทวี,15,กรุงเทพมหานคร,จรัญสนิทวงศ์,บางแวก,ภาษีเจริญ,"18/14-15,18/29"
,ทำขวดพลาสติกและพิมพ์ลวดลายบนแก้ว,5.0,10100005325325,227.32,11500000,2272,3-53(4)-53/32,2272,5304305332.0,4282001.0,บริษัท พิมพ์สีภูเขาทอง จำกัด,15,กรุงเทพมหานคร,พุทธบูชา,บางมด,จอมทอง,24/23
สุขสวัสดิ์ 26,ทำผลิตภัณฑ์พลาสติก เช่น หลอดยาดม ตลับแป้ง,2.0,10101100125354,90.52,4200000,2273,3-53(1)-1/35,2273,5301300135.0,4273925.0,สหกิจพลาสติค,3,กรุงเทพมหานคร,สุขสวัสดิ์,บางปะกอก,ราษฎร์บูรณะ,782/393-394
เฉลิมพระเกียรติ ร.9 ซอย48แยก26,รับจ้างตัดพับโลหะ,,10101400225425,478,10000000,2274,3-64(12)-2/42,2274,6412300242.0,3280830-2,นายพรศักดิ์ พงศ์พิริยะกาญจ์,13,กรุงเทพมหานคร,,ดอกไม้,ประเวศ,23.0
,ทำขวดพลาสติก,,10100200625206,189.14,2780000,2275,3-53(4)-6/20,2275,5304300620.0,2493319.0,นางมุ้ยลั้ง แซ่ไหล,6,กรุงเทพมหานคร,สุนทรโกษา,คลองเตย,คลองเตย,61/56-59
รองเมือง 3,ซ่อมและพ่นสีรถยนต์,,10100600225177,115.5,3800000,2276,3-95(1)-2/17,2276,9501300217.0,2510129.0,บริษัท ปุ๋ยกี่ ออโต้ เซอร์วิส จำกัด,25,กรุงเทพมหานคร,รองเมือง,รองเมือง,ปทุมวัน,43558.0
,"ทำรองเท้าแตะพลาสติก ได้ปีละ 15,000 คู่",,10100900125176,250.94,9000000,2277,3-53(7)-1/17,2277,5307300117.0,02-427-5957,ห้างหุ้นส่วนจำกัด ปังฮกฮั้ว,20,กรุงเทพมหานคร,ประชาอุทิศ,บางมด,ทุ่งครุ,94.0
ศิริชัย10,ทำประตูน้ำ เช่น เกตวาล์ว บัตเตอร์ฟลายวาล์ว แอร์วาล์ว และอุปกรณ์การประปาต่าง ๆ,7.0,10101200125536,134.5,520000,2278,3-67(8)-1/53,2278,6708300153.0,,โชคดีการช่าง,5,กรุงเทพมหานคร,บางขุนเทียน,บางบอน,บางบอน,88/7
พัฒนาการ 1,เคลือบสิ่งพิมพ์ด้วยพลาสติก,,10100300325327,51.7,3050000,2279,3-41(1)-3/32,2279,4101300332.0,2943556.0,บริษัท หวังวัฒนาการพิมพ์ จำกัด,3,กรุงเทพมหานคร,สาธุประดิษฐ์,บางโพงพาง,ยานนาวา,105/4
สุขสวัสดิ์ 25 แยก 1,ทำบังตาประตูเหล็ก,,10100001825534,56.5,6350000,2280,3-63(2)-18/53,2280,6302301853.0,02-4276336,ไทยเจริญชัตเตอร์ส,9,กรุงเทพมหานคร,สุขสวัสดิ์,บางปะกอก,ราษฎร์บูรณะ,4.0
,พิมพ์สิ่งพิมพ์ต่าง ๆ ,,10100003425358,138.3,12000000,2281,3-41(1)-34/35,2281,4101303435.0,2802172.0,บริษัท วรศิลป์กราฟฟิค จำกัด,5,กรุงเทพมหานคร,ท่าข้าม,แสมดำ,บางขุนเทียน,159.0
พัฒนาการ 1,"ถักผ้ายืด (จำนวนเครื่องถักผ้า 15 เครื่อง) ได้ปีละ 1,200 กิโลกรัม",,10100003525264,69.57,3200000,2282,3-24-35/26,2282,2400303526.0,,ศิริรุ่งการทอ,5,กรุงเทพมหานคร,สาธุประดิษฐ์,บางโพงพาง,ยานนาวา,198/1-4
วัดจันทร์ใน,ทำของใช้เล็ก ๆ จากโลหะ เช่น น๊อต บุ๊ช เพลา,,10100700525351,9.75,85000,2283,3-64(9)-5/35,2283,6409300535.0,2893452.0,ประทีปการช่าง,2,กรุงเทพมหานคร,เจริญกรุง,บางโคล่,บางคอแหลม,800/39
,ซ่อมรถยนต์,,10100120825522,17,300000,2284,3-95(1)-208/52,2284,9501320852.0,,อาร์ พี ทู,7,กรุงเทพมหานคร,เกษตร-นวมินตร์,คลองกุ่ม,บึงกุ่ม,15/189
สุขาภิบาล 2 ซอย 11 แยก 2-3,ทำสุขภัณฑ์จากใยแก้ว และจากหินอ่อนสังเคราะห์ ประมาณปีละ 775 ตัน,,10100900325321,430.9,10700000,2285,3-58(4)-3/32,2285,5804300332.0,3288326.0,บริษัท มารีโนอินเตอร์เนชั่นแนล จำกัด,70,กรุงเทพมหานคร,,ประเวศ,ประเวศ,43470.0
ร่วมใจ,รับจ้างทำรองเท้าและผลิตภัณฑ์พลาสติก,1.0,10101400225383,509.96,7000000,2286,3-53(7)-2/38,2286,5307300238.0,,TPM ฟุตแวร์,17,กรุงเทพมหานคร,บางขุนเทียน-ชายทะเล,แสมดำ,บางขุนเทียน,63/69
สิรินธร 7,ทำเครื่องเรือนจากไม้และโลหะ,,100001625381,35.77,13150000,2287,ศ3-37-16/38,2287,ศ03700301638,,พลเฟอร์นิเจอร์,11,กรุงเทพมหานคร,สิรินธร,บางบำหรุ,บางพลัด,201.0
,ทำรองเท้า พี วี ซี,,10100900225463,641.47,8000000,2288,3-53(7)-2/46,2288,5307300246.0,24638340.0,บริษัท รีเจนท์สตรีท จำกัด,78,กรุงเทพมหานคร,สุขสวัสดิ์,ราษฎร์บูรณะ,ราษฎร์บูรณะ,161.0
,ผลิตยารักษาโรคแผนปัจจุบัน เช่น ยาเม็ด ยาน้ำ และยาแคปซูล,,100900125350,64.36,1900000,2289,ศ3-46(1)-1/35,2289,ศ04601300135,02-4683984,บริษัท เภสัชกรรม เค.บี. จำกัด,20,กรุงเทพมหานคร,ดาวคนอง-จอมทอง,บางค้อ,จอมทอง,50.0
สมเด็จพระเจ้าตากสิน 23,ทำแบบพิมพ์ และอะไหล่เครื่องจักรต่าง ๆ เช่น น๊อต สกรู,,10100301025371,67.08,680000,2290,3-64(9)-10/37,2290,6409301037.0,4688212.0,บุญชูอะไหล่กล,10,กรุงเทพมหานคร,สมเด็จพระเจ้าตากสิน,บุคคโล,ธนบุรี,"2,4"
ใจสุวรรณ 2 (แยกซอยวัดสะแกงาม),ทำถุงพลาสติก,1.0,10100101625354,459,7500000,2291,3-53(4)-16/35,2291,5304301635.0,02-8970973-4,บริษัท คอมพลาส อุตสาหกรรม จำกัด,30,กรุงเทพมหานคร,พระรามที่ 2,แสมดำ,บางขุนเทียน,17/48
จันทร์ม่วง,ทำแปรงขัดโลหะ,2.0,10100005925322,5,1150000,2292,3-64(9)-59/32,2292,6409305932.0,,นายยุทธนันท์ เลิศกำจรวัฒน์,4,กรุงเทพมหานคร,พระรามที่ 2,บางมด,ทุ่งครุ,44/120
-,ซ่อมเบรค ช่วงล่างรถยนต์,2.0,10100009125432,17.76,5500000,2293,3-95(1)-91/43,2293,9501309143.0,-,นางสุวิมล เกียรติวรพล,5,กรุงเทพมหานคร,สุคนธสวัสดิ์,ลาดพร้าว,ลาดพร้าว,43704.0
พหลโยธิน,ติดตั้งหลังคารถกะบะจากไฟเบอร์กลาส,7.0,10100103625535,79.97,8000000,2294,3-77(2)-36/53,2294,7702303653.0,02-5321899,บริษัท ซี.พี.เอ.ไฟเบอร์ จำกัด,10,กรุงเทพมหานคร,พหลโยธิน,สายไหม,สายไหม ,43500.0
วัชรพล,ผลิตเครื่องเคลือบดินเผา,3.0,10100300425531,122.91,55950000,2295,3-55-4/53,2295,5500300453.0,02-9983584,บริษัท เขียน เวิร์ค ช้อป จำกัด,45,กรุงเทพมหานคร,รามอินทรา,ออเงิน,สายไหม ,43685.0
,ตั้งศูนย์ ถ่วงล้อ ทำท่อไอเสียและปะยางรถยนต์,20.0,10100300925381,27.75,500000,2296,3-95(1)-9/38,2296,9501300938.0,,พัฒนยนต์การช่าง,4,กรุงเทพมหานคร,งามวงศ์วาน,ลาดยาว,จตุจักร,44/7-10
ประชาอุทิศ 33,ทำของใช้เล็ก ๆ จากโลหะ เช่น อุปกรณ์แตรรถจักรยานยนต์,,10100103925356,94,1300000,2297,3-64(9)-39/35,2297,6409303935.0,,บริษัท ไทย อิเล็คทริค ฮอร์น จำกัด,15,กรุงเทพมหานคร,ประชาอุทิศ,บางมด,ทุ่งครุ,339/7-8
-,พิมพ์สิ่งพิมพ์ต่าง ๆ,0.0,10100005525478,106.49,17000000,2298,3-41(1)-55/47,2298,4101305547.0,,ห้างหุ้นส่วนจำกัด ทิพย์วิสุทธิ์,14,กรุงเทพมหานคร,จรัญสนิทวงศ์,บ้านช่างหล่อ,บางกอกน้อย,240/130-133
พุทธบูชา 23,ตัดเย็บหมวก,,10100200125371,97.79,3500000,2299,3-28(2)-1/37,2299,2802300137.0,4281446.0,บริษัท มิคูนิ เซโบ (ประเทศไทย) จำกัด,89,กรุงเทพมหานคร,พระรามที่ 2,บางมด,จอมทอง,73.0
ประดู่ 1,ซ่อมและพ่นสีรถยนต์,,10100005625328,27.65,100000,2300,3-95(1)-56/32,2300,9501305632.0,,อู่ ช.การาจ,9,กรุงเทพมหานคร,สาธุประดิษฐ์,บางโพงพาง,ยานนาวา,929/8
พาสนา 1,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 44 เครื่อง),,10100011825326,22.34,5680000,2301,3-28(1)-118/32,2301,2801311832.0,,บริษัท สยามชาวาโกะเอ็นเตอร์ไพรส์ จำกัด,17,กรุงเทพมหานคร,เอกมัย,พระโขนงเหนือ,วัฒนา,39821.0
ลาดพร้าว 64 (เกตุนุติ),ทำกล่องกระดาษ,12.0,10100300125297,103,3300000,2302,3-39-1/29,2302,3900300129.0,5381500.0,บริษัท โตกิ จำกัด,42,กรุงเทพมหานคร,ลาดพร้าว,วังทองหลาง,วังทองหลาง,685.0
-,กลึงโลหะทุกชนิด เช่น ชิ้นส่วนเครื่องจักรโรงงานอุตสาหกรรม,,10100202725384,414.5,10800000,2303,3-64(13)-27/38,2303,6413302738.0,0 2807 6956-9,บริษัท ช่างสยาม แมชชีนเนอรี่ จำกัด,20,กรุงเทพมหานคร,เลียบคลองภาษีเจริญฝั่งเหนือ,หนองแขม,หนองแขม,5.0
สีม่วงอนุสรณ์,กลึงโลหะ ทำแผ่นฮิตเตอร์ และอุปกรณ์ควบคุมไฟฟ้า,,10100010525489,237.15,15000000,2304,3-64(13)-105/48,2304,6413310548.0,,บรัษัทไพรมัส ซอร์ซ จำกัด,30,กรุงเทพมหานคร,สุทธิสารวินิจฉัย,ดินแดง,ดินแดง,129.0
ต้นโพธิ์,ผลิตเครื่องประดับด้วยเพชร พลอย ทอง เงิน นาก,,10101000225486,59.98,9000000,2305,3-84(1)-2/48,2305,8401300248.0,0 2291 4350,นางโสรัตยา จาโซเรีย,90,กรุงเทพมหานคร,เจริญกรุง,บางคอแหลม,บางคอแหลม,508/48-49
สุขุมวิท 42,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 500 เครื่อง),,10100003025208,185.8,25000000,2306,3-28(1)-30/20,2306,2801303020.0,3913347.0,บริษัท เมืองทองอาภรณ์ภัณฑ์ จำกัด,400,กรุงเทพมหานคร,สุขุมวิท,พระโขนง,คลองเตย,69.0
