ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
อโศก-ดินแดง,800/35-36-37,ตระกูลสุข,66.72,2900000,139,18,3-41(1)-12/58,139,ห้างหุ้นส่วนจำกัด นำอักษรการพิมพ์,"พิมพ์สิ่งพิมพ์ต่าง ๆ เช่นหนังสือ ประมาณปีละ 480,000 เล่ม สิ่งพิมพ์ต่างๆ ประมาณปีละ 6,000 เล่ม",,10400,ดินแดง,ดินแดง,กรุงเทพมหานคร,
สุวินทวงศ์,89,,22,20000000,140,13,3-95(1)-262/58,140,บริษัท สยามนิสสัน มหานคร จำกัด,ศูนย์บริการซ่อมรถยนต์,,10530,โคกแฝด,หนองจอก,กรุงเทพมหานคร,8
,49/99,,22,50800000,141,14,3-95(1)-250/57,141,บริษัท สิม ออโต้ชัวร์ จำกัด,ศูนย์บริการซ่อมรถยนต์,,10530,ลำผักชี,หนองจอก,กรุงเทพมหานคร,2
สุวินทวงศ์,3/278,,188,19300000,142,43,ข3-52(4)-3/55,142,ห้างหุ้นส่วนจำกัด เคเอส โมลดิ้ง,รับจ้างขึ้นรูปผลิตภัณฑ์ที่ทำจากยางพารา,,10530,ลำผักชี,หนองจอก,กรุงเทพมหานคร,9
นเรศ,105/19-21,,52.68,36500000,143,16,3-41(1)-26/57,143,บริษัท กราฟฟิคอาร์ตพริ้นติ้ง จำกัด,พิมพ์สิ่งพิมพ์ต่างๆ,02-2330302-5,10500,สี่พระยา,บางรัก,กรุงเทพมหานคร,
รามอินทรา,39,รามอินทรา 14,31,310000,144,4,3-95(1)-21/55,144,อู่พนมเซอร์วิส,ซ่อมและพ่นสีรถยนต์,,10220,ท่าแร้ง,บางเขน,กรุงเทพมหานคร,9
เสรีไทย,,,600.07,112700000,145,30,น.53(4)-1/2556-นนช.,145,บริษัท ลอยัลแพค จำกัด,"ผลิตบรรจุภัณฑ์จากพลาสติก,กระดาษ,ไม้,โลหะและอุปกรณ์ตบแต่งตู้แสดงสินค้า",,10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,
,55,เสรีไทย87 นิคมอุตสาหกรรมบางชัน,421.47,0,146,119,น.4(3)-1/2555-นนช.,146,บริษัท นูทริกซ์ จำกัด (มหาชน),ผลิตอาหารสำเร็จรูปที่ทำจากเนื้อสัตว์ แป้ง ผัก ผลไม้ และวตถุเจือปนในอาหารหรือผลิตภัณฑ์อื่นที่คล้ายคลึงกัน,,10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,
 ,7,เสรีไทย 87,16.5,0,147,0,น.71-1/2555-นนช.,147,บริษัท 10 กันยา จำกัด,ผลิตและประกอบเครื่องทำน้ำร้อน,02-5170507-9,10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,
,35,ราษฎร์อุทิศ 10,387.6,22000000,148,31,3-73-7/58,148,บริษัท เอ็น.เอส.99 โค๊ทติ้ง เซ็นเตอร์ จำกัด,ผลิตชิ้นส่วนเครื่องใช้ไฟฟ้าจากพลาสติก สติกเกอร์และสิ่งพิมพ์ต่างๆ,,10510,แสนแสบ,มีนบุรี,กรุงเทพมหานคร,
สุวินทวงศ์ ,137,-,97.5,26000000,149,12,3-95(1)-100/55,149,บริษัท สุวินทวงศ์ ฮอนด้า ออโตโมบิล จำกัด,ศูนย์บริการซ่อมรถยนต์,,10510,แสนแสบ,มีนบุรี,กรุงเทพมหานคร,-
ฉลองกรุง,44,ฉลองกรุง31,992.52,48000000,150,95,น.72-1/2556-นนล.,150,บริษัท เอเวสท์ จำกัด,1.รับจ้างผลิตซ่อมแซมเครื่องจักรเครื่องมือวัตถุดิบแผ่นพิมพ์วงจรไฟฟ้าอิเล็กทรอนิกส์2.ซื้อมา-ขายไปเครื่องจักรเครื่องมือวัตถุดิบและอุปกรณ์แผ่นพิมพ์วงจรไฟฟ้าอิเล็กทรอนิกส์ทุกชนิด,27396278,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
ฉลองกรุง,283,ฉลองกรุง31,21.9,1000000,151,18,น.63(5)-3/2558-นนล.,151,บริษัท เซนามิ จำกัด,รับจ้างผลิตชิ้นส่วนสำหรับเครื่องปรับอากาศตู้เย็นและอื่นๆที่ทำจากท่อทองแดงและอลูมิเนียม,27394859,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
ฉลองกรุง,32933,,0,0,152,0,น.34(2)-1/2558-นนล.,152,บริษัท แสงฑัตอินดัสเทรียล จำกัด,เฟอร์นิเจอร์ตุ๊กตาไม้วงกบประตูหน้าต่างเครื่องเรือนและตราประทับ,,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
,"65,68",ฉลองกรุง31,1109.01,474030000,153,123,น.69-1/2558-นนล.,153,บริษัท อีไอซี เซมิคอนดักเตอร์ จำกัด,"ผลิตและแยกอะไหล่ชิ้นส่วนอิเล็กทรอนิกส์(เช่นDIODE,TRANSISTOR,I.C.เป็นต้น)และแบ่งบรรจุสินค้าอุปโภคบริโภคสุรายาสูบเครื่องสำอางเครื่องใช้ไฟฟ้าในบ้านรถจักรยานยนต์ไฟแช็กเครื่องใช้ในครัวเรือนเครื่องแต่งกายของเด็กเล่นซื้อมาขายไปเม็ดพลาสติกเครื่องอิเล็กทรอนิกส์รวม",027394580-3,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
รัชดาภิเษก,"โฉนดที่ดิน 182990,182991,182992,182993,51838",,59.3,17500000,154,11,3-95(1)-109/58,154,บี-ควิก สาขาพระราม 3,ศูนย์บริการซ่อมแซมรถยนต์,,10120,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,
สุขสวัสดิ์,27,สุขสวัสดิ์ 26 แยก2-3,142.5,18000000,155,11,3-66-5/55,155,ชอเฮง,ทำเครื่องสีข้าว และทำชิ้นส่วนอุปกรณ์ของผลิตภัณฑ์ต่างๆจากโลหะ,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์ ,25,สุขสวัสดิ์ 26,50.88,4000000,156,6,3-41(1)-12/56,156,บริษัท ทวีผลบรรจุภัณฑ จำกัด,พิมพ์สิ่งพิมต่าง ๆ,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,3
เสรีไทย,38/44-48,เสรีไทย 18,318.6,31000000,157,30,3-73-6/58,157,บริษัท สติกเกอร์ แอนด์ ปริ้น จำกัด,ผลิตชิ้นส่วนเครื่องใช้ไฟฟ้าจากพลาสติก สติกเกอร์และสิ่งพิมพ์ต่างๆ,,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,4
นางลิ้นจี่,158/2,เกงชวน,96.21,0,158,48,3-87(5)-6/56,158,บริษัท แพนแอดเวอร์ไทซิ่ง จำกัด,"ทำป้ายโฆษณา, ป้ายเครื่องหมายจราจร,ป้ายชื่อถนน,ป้ายโปสเตอร์,สติกเกอร์ซิลด์สกรีน, ผลิตแผ่นป้ายอลูมิเนียมอัดวัสดุสะท้อนแสง",02-2132371-2,10120,ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร,
ประชาราษฎร์1,330/52,ไสวสุวรรณ,19.5,4800000,159,3,3-34(2)-111/56,159,วีน่า วู้ด แฟคตอรี่,ทำส่วนประกอบของอาคาร เช่น ไม่คิ้ว ไม้บัว กรอบไม้ต่าง ๆ ,,10800,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,
พระรามที่ 3,999,,48,90000000,160,15,3-95(1)-102/56,160,บริษัท มิลเลนเนียม ออโต้ จำกัด,ซ่อมแซมรถยนต์ที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบรถยนต์,,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
สุขาภิบาล2,64/27,สุขาภิบาล2ซอย31,19.04,4000000,161,20,น.84(1)-6/2557-ญอธ.,161,บริษัท ยู.ครีเอชั่น จำกัด,ผลิตเครื่องประดับอัญมณีทุกชนิด,,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,
เฉลิมพระเกียรติ ร.9,129,,36.2,132869314,162,36,3-95(1)-151/58,162,บริษัท สยามมอเตอร์ แมชชีนเนอรี่ จำกัด,ซ่อมรถยนต์ / เปลี่ยนอะไหล่,27268088,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,
เอกชัย,"125/68,70,72",กำนันเม้น,71.6,6700000,163,7,3-64(13)-30/58,163,ห้างหุ้นส่วนจำกัด เจ.ซี.พี พลาสติก,กลึง เจาะ คว้าน กัด ไส เจียรหรือเชื่อมโลหะทุกชนิด,,10150,บางขุนเทียน,จอมทอง,กรุงเทพมหานคร,3
สุขสวัสดิ์,38/245,สุขสวัสดิ์ 2,8.25,400000,164,2,3-64(9)-2/58,164,นางศรีสุดา โพธิ์ถาวร,โรงกลึง ทำน๊อต สกรู และแบบพิมพ์ต่างๆ,,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,5
จอมทอง,42/24,ภานุมาภรณ์,789.32,46000000,165,16,3-14-14/58,165,โรงน้ำแข็งทรัพย์สมุทร,ผลิตน้ำแข็งซอง วันละ 880 ซอง,088-8757808,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,2
จอมอง,62/4,เลิศพัฒนาใต้,144.24,700000,166,7,3-62-9/56,166,ห้างหุ้นส่วนจำกัด ยิ่งยืนยงการช่าง,ซ่อมแซมและทำผลิตภัณฑ์สเตนเลส เช่น ตู้ เครื่องสุขภัณฑ์ เครื่องครัว ตู้เย็น,02-8752198,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,
สุขสวัสดิ์,408,สุขสวัสดิ์ 4 ,81,400000,167,25,3-22(2)-8/55,167,โรงงานทอผ้าเฮงกี่,ทอผ้า (จำนวนเครื่องจักร 70 เครื่อง),,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,3
เพชรบุรีตัดใหม่,1532,,14.85,550000,168,5,3-95(1)-66/55,168,นายวิชัย เมฆาลัย,ซ่อมรถยนต์,,10400,มักกะสัน,ราชเทวี,กรุงเทพมหานคร,
ลาดพร้าว,5,นาคนิวาส 15,97,5100000,169,6,3-64(13)-18/57,169,ร้านเงินกองจักรกล,รับจ้างซ่อมแซมอุปกรณ์เครื่องยนต์และกลึงโลหะ,,10230,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,
นาคนิวาส,36,,82.17,900000,170,40,3-87(5)-4/55,170,บริษัท โพลี่พริ้นท์ แอนด์ ไซน์ จำกัด,ทำป้านสัญญาณจราจรชนิดสะท้อนแสง และพิมพ์สติ๊กเกอร์,,10230,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,
พาหุรัด,58,ทิพย์วารีย์,18.5,1960000,171,4,3-64(2)-30/57,171,ห้างหุ้นส่วนจำกัด หั่ง ยู่ เซ้ง,ทำเครื่องหมายราชการและเหรียญต่างๆ,,10200,วังบูรพาภิรมย์,พระนคร,กรุงเทพมหานคร,
,228/11-12,,14.5,3600000,172,3,3-64(2)-28/57,172,ไทยประเสริฐ,ปั๊มเหรียญที่ระลึกต่างๆ,,10200,วัดราชบพิธ,พระนคร,กรุงเทพมหานคร,
เพชรเกษม,680/2,,47.5,75000000,173,20,3-95(1)-80/58,173,บริษัท โตโยต้าสยามออโต้ ซาลอน จำกัด,ศูนย์บริการซ่อมรถยนต์,02-454-9988,10160,บางหว้า,ภาษีเจริญ,กรุงเทพมหานคร,
,194/1,,80,0,174,7,3-61-11/57,174,บริษัท วิษณุราชันต์ จำกัด,ผลิตใบเลื่อยตัดเหล็ก,,10160,บางหว้า,ภาษีเจริญ,กรุงเทพมหานคร,1
เจริญกรุง,664-666,,56.2,130000,175,5,3-78(1)-1/55,175,สหฮวด,ทำจักรยานสามล้อบรรทุกของ,,10600,คลองต้นไทร,คลองสาน,กรุงเทพมหานคร,
บรมราชชนนี,401,,24.5,13400000,176,5,3-95(1)-173/57,176,บริษัท โตโยต้า ธนบุรี ยูสคาร์ จำกัด,ตรวจ เซ็ค และซ่อมรถยนต์,,10170,ศาลาธรรมสพน์,ทวีวัฒนา,กรุงเทพมหานคร,
บางขุนเทียน-ชายทะเล,ต.ค.-72,วัดหัวกระบือ,207.23,15000000,177,15,3-22(1)-2/57,177,บริษัท นำรุ่ง เรย่อน จำกัด,กรอด้าย และบิดเกลียวเส้นด้าย,,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,7
บางขุนเทียน-ชายทะเล,17/420-17/423,,295.5,6000000,178,20,ข3-64(13)-2/55,178,บริษัท ศิริเอกลักษณ์ กรุ๊ป จำกัด,กลึง กัด ไส เจียร เชื่อม ปั๊มโลหะ และผลิตชิ้นส่วนยานยนต์และเครื่องจักรกลการเกษตร,02-8974074-5,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,
บางขุนเทียน-ชายทะเล,116/1,เทียนทะเล,73,3240000,179,10,3-64(13)-349/55,179,บริษัท ปัญจะกลการ จำกัด,การกลึง เจาะ คว้าน กัด ไส เจียน หรือ เชื่อมโลหะทั่วไป,,10150,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,
พระรามที่ 2,31/14,บางกระดี่ 35,169.5,5250000,180,5,3-66-5/58,180,นายธนเชฐ ภัทรสุมันต์,"ทำอุปกรณ์เครื่องการเกษตร เช่น อุปกรณ์รถไถนา,อุปกรณ์รถนวดข้าว",02-4521515,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,4
บางขุนเทียน-ชายทะเล,422/1,,990.5,450917128,181,310,3-71-20/57,181,บริษัท บุญเอ็นจิเนียริ่งพาร์ทส์ จำกัด,ทำอุปกรณ์ไฟฟ้า เช่น ข้อต่ออุปกรณ์ปรับอากาศ ทำน๊อต สกรู ทำผลิตภัณฑ์โลหะต่าง และแปรรูปโลหะ พร้อมทั้งอื่นๆ,,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
พระรามที่ 2,133/2-6,พระรามที่ 2 ซอย 54 แยก 4,396.36,48000000,182,175,3-28(1)-23/55,182,บริษัท เค.เอช.เท็กซ์ไทล์ จำกัด,รับจ้างตัดเย็บเสื้อผ้าสำเร็จรูป,0-2899-9111,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
,288,สวนผัก,33,22000000,183,5,3-95(1)-112/55,183,ห้างหุ้นส่วนสามัญ มงคลชัยเซอร์วิส,เคาะพ่นสีรถยนต์,089-8128897,10170,ตลิ่งชัน,ตลิ่งชัน,กรุงเทพมหานคร,11
จรัญสนิทวงศ์,129/34-36,วัดดงมูลเหล็ก,123,1700000,184,11,3-65-3/57,184,ไชยพจน์การช่าง,ทำชิ้นส่วนเครื่องยนต์เรือหางยาวและชิ้นส่วนเครื่องยนต์การเกษตร,,10700,บ้านช่างหล่อ,บางกอกน้อย,กรุงเทพมหานคร,
,25,เพชรเกษม 20 แยก 9-3,31.75,100000,185,3,3-64(2)-21/56,185,นายธวัชชัย ชนะอภิสมัย,ปัีมโลหะ,,10160,ปากคลองภาษีเจริญ,ภาษีเจริญ,กรุงเทพมหานคร,
จันทน์,5,จันทน์ 43 แยก 17,61.2,1360000,186,7,3-64(2)-16/58,186,นางกาญจนา อนันตวิไลเลขา,ปั๊มโลหะ เช่น ตะเกียงน้ำมัน,,10120,ทุ่งวัดดอน,สาทร,กรุงเทพมหานคร,
รามอินทรา,62/5-6,,54.5,0,187,9,3-95(1)-180/57,187,บริษัท เดอะ เกรท การาจ จำกัด,บริการ เคาะพ่นสีรถยนต์,081-825-1866,10230,คันนายาว,คันนายาว,กรุงเทพมหานคร,9
ลาดพร้าว,142,ลาดพร้าว 80(จันทิมา),945.59,257195470,188,92,3-72-8/55,188,บริษัท พริซิชั่น เทคโนโลยี จำกัด,"ผลิตชิ้นส่วนอิเล็คทรอนิคส์ เช่น ASSEMBLY TOOL, ASSEMBLY JIG",02-5384808,10310,วังทองหลาง,วังทองหลาง,กรุงเทพมหานคร,
เอกชัย,"21,23,25,37,39,41",สุนทร 7,54.88,22000000,189,150,3-28(1)-9/57,189,บริษัท สุขบุญทิพย์ จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป,02-811-5555,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
เอกชัย,23-ม.ค.,เอกชัย 66 แยก1,5996.07,210000000,190,285,3-53(4)-23/58,190,ห้างหุ้นส่วนจำกัด พิทักษ์สาครพลาสติก,ทำของใช้พลาสติก เช่น ขันน้ำพลาสติก ถังผลพลาสติก,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
,48/1,เอกชัย 55,299.55,6800000,191,40,3-69-6/57,191,บริษัท โตเกียวสเคล จำกัด,ตัด และเชื่อมเหล็กแผ่น ทำชิ้นส่วนอุปกรณ์เครื่องชั่ง,02-415-2982,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
กาญจนาภิเษก,87/521-522,,425.04,210000000,192,100,3-95(1)-209/56,192,บริษัท โตโยต้า บางกอก จำกัด,"บริการซ่อม-บำรุงเครื่องยนต์ , ซ่อมตัวถังรถยนต์",,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
เอกชัย,50,เอกชัย 77,20,1850000,193,2,3-37-170/57,193,เล้าสุวรรณเฟอร์นิเจอร์,ทำเครื่องเรือนจากไม้,816168514,10150,บางบอน,บางบอน,กรุงเทพมหานคร,6
เอกชัย,"40,42,44,,46,48",เอกชัย 55,399.69,13000000,194,38,3-69-7/57,194,บริษัท ที โอ อุตสาหกรรมเครื่องชั่ง จำกัด,ตัด และเชื่อมเหล็กแผ่น ทำชิ้นส่วนอุปกรณ์เครื่องชั่ง,02-415-2982,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
เอกชัย,19/126,เอกชัย 63,198.8,400000,195,12,3-53(4)-39/56,195,บริษัท อินเอตร์โพลีเอททีลีน จำกัด,ทำขวดพลาสติก,,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
รัชดาภิเษก,174,,24.22,11000000,196,7,3-95(1)-255/58,196,บริษัท บริดจสโตน เอ.ซี.ที (ประเทศไทย) จำกัด,ซ่อมรถยนต์,,10900,จันทรเกษม,จตุจักร,กรุงเทพมหานคร,
วิภาวดีรังสิต,522,,37.34,54000000,197,29,3-95(1)-182/55,197,บริษัท แปซิฟิค ไทย มอเตอร์สปอร์ตส์ จำกัด ,ซ่อมแซมรถยนต์,,10900,จอมพล,จตุจักร,กรุงเทพมหานคร,
วิภาวดีรังสิต,มิ.ย.-79,,83.17,800000,198,3,3-77(1)-18/57,198,ห้างหุ้นส่วนจำกัด กิจเจริญกลการ,ประกอบตัวถังรถโดยสาร ถังน้ำมัน กระบะทุกชนิด และซ่อมรถยนต์ทุกชนิด,25113658,10900,จตุจักร,จตุจักร,กรุงเทพมหานคร,9
ประชาสำราญ,48,,35,3500000,199,5,3-48(6)-1/58,199,บริษัท พี บี เอส คอมเมอร์เชียล จำกัด,หมึกพิมพ์,,10530,คลองสิบสอง,หนองจอก,กรุงเทพมหานคร,1
พหลโยธิน,52/2,,59.3,17500000,200,11,3-95(1)-162/58,200,บี-ควิก สาขาโลตัส หลักสี่,ศูนย์บริการซ่อมแซมรถยนต์,,10220,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,
ร่มเกล้า,208,,125,5500000,201,20,3-63(2)-29/57,201,บริษัท บี.เค.เม็ททอลซีท (ร่มเกล้า) จำกัด,หลังคาเหล็ก แประแนงเหล็ก โครงสร้างหลังคาเหล็ก,,10520,คลองสามประเวศ,ลาดกระบัง,กรุงเทพมหานคร,
ร่มเกล้า,142,,138.27,17000000,202,12,3-10(1)-6/55,202,บริษัท กูเท อินเตอร์เนชั่นแนล จำกัด,ผลิตและจำหน่ายขนมปัง เบเกอรี่ทุกประเภท และสินค้าเบ็ดเตล็ด,,10520,คลองสามประเวศ,ลาดกระบัง,กรุงเทพมหานคร,
บางนา-ตราด,1308,,19.5,12300000,203,2,3-95(1)-186/57,203,บริษัท โตโยต้า ที บี เอ็น จำกัด,ซ่อมรถยนต์,,10260,บางนา,บางนา,กรุงเทพมหานคร,
พหลโยธิน,3,พหลโยธิน73,61.51,3500000,204,9,3-34(1)-43/58,204,บริษัท ส.เจริญจิตค้าไม้ จำกัด,ไส ซอยไม้แปรรูป,,10210,สนามบิน,ดอนเมือง,กรุงเทพมหานคร,
เพชรเกษม,26/48,เพชรเกษม 65,146.65,8600000,205,29,3-53(1)-25/55,205,บริษัท คาโอน่า กรุ๊ป จำกัด,ทำผลิตภัณฑ์จากพลาสติก เช่น รถเด็กเล่น ตุ๊กตาเด็กเล่น กระบอกไฟฉายไม้แขวนเสื้อ,,10160,บางแคเหนือ*,ภาษีเจริญ,กรุงเทพมหานคร,3
เพชรเกษม,38/71,สุขาภิบาล 1,371.48,15000000,206,15,3-53(7)-7/55,206,ห้างหุ้นส่วนจำกัด เคี้ยงหลีฮวด,ทำรองเท้าฟองน้ำ และรองเท้ายาง,,10160,บางแค,บางแค,กรุงเทพมหานคร,1
สุขุมวิท,2,สุขุมวิท 65,33.97,77106301,207,49,3-95(1)-20/55,207,บริษัท บิซ มอเตอร์ส จำกัด,บริการตรวจ ซ่อมแซม บำรุงรักษารถยนต์,,10110,พระโขนงเหนือ,วัฒนา,กรุงเทพมหานคร,
บางขุนนนท์,"277,279,281",วัฒนสุขนิเวศน์,110.56,6000000,208,110,3-41(1)-11/58,208,บริษัท สหะไทยอุดม เอ.พี.จำกัด,ทำแฟ้มเก็บเอกสาร และพิมพ์สิ่งพิมพ์ต่าง ๆ,02-4335030,10700,บางขุนนนท์,บางกอกน้อย,กรุงเทพมหานคร,
อ่อนนุช,921,อ่อนนุช 17/1,51,20000000,209,35,3-8(1)-10/57,209,บริษัท เอซีเค ไฮโดรฟาร์ม จำกัด,แปรรูป และบรรจุผักสด,02-3331125-8,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,
,517,รามอินทรา 5,87.69,8500000,210,9,3-71-24/58,210,บริษัท ทีมเทค แอนด์ เอ็นจิเนียริ่ง จำกัด,"ผลิตจำหน่ายเตาอบ,เตาหลอม ,เตาเผามนอุตสาหกรรม, เตาเผาเซรามิค ,เตาเผาขยะ, และเตาเผาศพ ปลอดมลพิษ",29005524,10220,ท่าแร้ง,บางเขน,กรุงเทพมหานคร,
รามคำแหง,1191/5,,72,6200000,211,16,3-95(1)-191/58,211,บริษัท ทรัพย์สิทธิ์ คาร์ อินเตอร์ จำกัด,ซ่อมรถยนต์,,10240,หัวหมาก,บางกะปิ,กรุงเทพมหานคร,
รามคำแหง,15,รามคำแหง 187/1 แยก 5,493,103000000,212,30,3-70-28/58,212,บริษัท เค.ดี.เอส (1998) จำกัด,ผลิตอุปกรณ์สำหรับใช้ในบ้าน หรือในการอุตสาหกรรมและทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร เช่น บานพับและกลอนประตู หน้าต่างจากโลหะ,,10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,
หทัยราษฎร์,288,,96.4,58000000,213,10,3-95(1)-79/57,213,บริษัท มิตซูเมโทร จำกัด,ศูนย์บริการซ่อมและเคาะพ่นสีรถยนต์,02-021-3000,10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,
ฉลองกรุง,231,ฉลองกรุง31,268.75,8000000,214,8,น.72-1/2557-นนล.,214,บริษัท ตาปี เอ็นเตอร์ไพรส์ จำกัด,ผลิตชิ้นส่วนอีเลคโทรนิคส์(SCREWMACHINEPIN),23261344,10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,
,280,พระราม ที่ 3 ซอย 77,501.49,2000000,215,19,3-69-4/57,215,ห้างง่วนไช่หลี,ประกอบ เครื่องชั่ง ดัดแปลง ซ่อมแซม เครื่องชั่ง,,10120,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,
จันทน์,147,,147,1000000,216,6,3-67(8)-2/56,216,บริษัท สยามเกียริ่ง จำกัด,ทำอุปกรณ์เครื่องจักร เช่น  ฟันเฟือง,,10120,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,
เพชรเกษม 48 แยก 18,36/1,,84.34,9000000,217,17,3-53(4)-71/57,217,ถุงซิปพลาสติก,ทำถุงพลาสติก,,10160,บางด้วน,ภาษีเจริญ,กรุงเทพมหานคร,
,263,สุขสวัสดิ์ 35,32.25,1000000,218,5,3-95(1)-164/57,218,บริษัท เฮงรุ่งเรือง จำกัด,ซ่อมและเคาะพ่นสีรถยนต์,,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,107,,73.98,2600000,219,7,3-53(1)-58/55,219,จงเจริญพลาสติก,ทำของใช้ของเล่นจากพลาสติก,,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
สุขสวัสดิ์,156,,545.36,38000000,220,112,3-63(2)-27/56,220,บริษัท ไทยไดมอนด์ อินดัสตรีส์ จำกัด,ทำอุปกรณ์ประตู เช่น โช๊คอัพประตู,,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,7
ประชานฤมิตร,"545,545/1-2,545/9",,194,24000000,221,15,3-64(13)-12/57,221,ห้างหุ้นส่วนจำกัด สมบูรณ์การช่าง,กลึง เจาะ กัด ไส เจียรและเชื่อมโลหะ,02-5879571,10800,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,
กรุงเทพ-นนทบุรี,50-52,,55.42,7000000,222,4,3-12(11)-2/56,222,ไอศกรีมทิพย์รส,ทำไอศกรีม,,10800,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,
สุขาภิบาล2,20576,สุขาภิบาล2ซอย31,17.93,8000000,223,2,น.84(1)-3/2555-ญอธ.,223,บริษัท ออสเตรียน ยูนิค จีเวลส์ จำกัด,ผลิตเครื่องประดับอัญมณี,27270610,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,
สุขาภิบาล2,64/15ชั้นที่2,สุขาภิบาล2ซอย31,83.13,29499000,224,47,น.84(1)-1/2557-ญอธ.,224,บริษัท ซี.เอส.ที. เอเซีย แปซิฟิค จำกัด,ผลิตเครื่องประดับอัญมณีทุกชนิด,27270512,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,-
สุขาภิบาล2,64/34,สุขาภิบาล2ซอย31,1,540000,225,1,น.84(1)-2/2557-ญอธ.,225,บริษัท มัลค่า-อามิท เทรดดิ้ง จำกัด,ผลิตซ่อมแซมและคัดแยกชิ้นส่วนเครื่องประดับซื้อมาขายไปเครื่องประดับอัญมณีทุกชนิดเป็นตัวแทนนำเข้าส่งออกรับฝากสินค้าในพื้นที่ห้องนิรภัยร่วมแสดงหรือจำหน่ายในงานแสดงสินค้างานนิทรรศการหรือพิธีการต่างๆและนำไปตรวจสอบคุณภาพยังห้องปฏิบัติการของสินค้าดังกล่าว,-,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,-
สุขาภิบาล2,40/4-5ชั้น1,สุขาภิบาล2ซอย31,69.38,1900000,226,4,น.42(2)-1/2555-ญอธ.,226,บริษัท ยูโรเทคนิค (ประเทศไทย) จำกัด,ซื้อมาขายไปเคมีภัณฑ์แบ่งบรรจุเคมีภัณฑ์และประกอบเครื่องจักรสำหรับอุตสาหกรรมเครื่องประดับ,,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,
