ถนน,เลขที่,ซอย,FID,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
-,เลขที่ น.ส.3 เลขที่ 92,-,10300001525601,180,5500000,97,3-106-15/60นม,1795,โชคธรณิน,08 1660 7999,ตากกากมันสำปะหลัง,3,30280,บึงอ้อ,ขามทะเลสอ,นครราชสีมา,1
กาฬสินธุ์-สกลนคร,เลขที่ โฉนดที่ดินเลขที่ 3202,-,10460000125587,180,7500000,98,3-106-1/58กส,1903,โชคไพศาล,,ตากกากแป้งมันสำปะหลัง,4,46150,ผาเสวย,สมเด็จ,กาฬสินธุ์,11
-,เลขที่ 16,-,20320022025512,1.35,490000,99,จ3-105-220/51สร,1827,ไชยงามรีไซร์เคิล,810747512,คัดแยกวัสดุที่ไม่ใช้แล้วประเภทเศษผ้าด้ายหรือสิ่งทอ,10,32180,บุแกรง,จอมพระ,สุรินทร์,13
ประชาชื่น,เลขที่ 3,โชติวัฒน์ ซอย 14,10100108125481,255,13000000,100,3-105-81/48,45,ซั่งเฮงจั่น,02-5852521,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) เช่น เศษโลหะ เศษกระดาษ อัดกระป๋องและตัดโลหะ,10,10800,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,
ห้วยโป่ง-หนองบอน,"เลขที่ โฉนดที่ดินเลขที่ 57799, 58445,13230, น.ส.3 ก. เลขที่ 636 และ 1980",,10210001925604,438,15820000,101,3-106-19/60รย,1322,ซัน พาวเวอร์ (Sun Power),08 1899 0980,ตากกากมันสำปะหลัง,5,21000,ห้วยโป่ง,เมืองระยอง,ระยอง,
,เลขที่ 181,,20250014525510,180,3700000,102,จ3-105-145/51ปจ,1756,เซนเตอร์เวสท์,,คัดแยกสิ่งปฏิกูลและวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตรายตามประกาศกระทรวงอุตสาหกรรม,11,25110,กบินทร์,กบินทร์บุรี,ปราจีนบุรี,7
-,เลขที่ 47/1,-,10900300125464,0,800000,103,3-105-1/46สข,2365,ดอนพูดรีไซเคิล,,คัดแยกวัสดุที่ไม่ใช้แล้วตามที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),53,90270,เชิงแส,กระแสสินธุ์,สงขลา,1
,เลขที่ 277/34,,20200009225519,36,535000,104,จ3-105-92/51ชบ,1195,ดีเจริญค้าของเก่า,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,20230,บ่อวิน,ศรีราชา,ชลบุรี,3
ชัยภูมิ-สีคิ้ว,เลขที่ 9,,10360008025617,462,6300000,105,3-105-80/61ชย,1840,ดีพอดี รับซื้อขยะรีไซเคิล,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,15,36130,กะฮาด,เนินสง่า,ชัยภูมิ,3
ปิ่นเกล้า-นครชัยศรี,เลขที่ 53/15,-,10730002525608,1825,20020000,106,3-105-25/60นฐ,2084,ดีสมใจ (DEESOMJAI),,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,45,73120,ขุนแก้ว,นครชัยศรี,นครปฐม,2
-,เลขที่ 84/3,-,20700020725504,10,3400000,107,จ3-105-207/50รบ,2031,ตั้งเฮงเจริญ,0-3226-8262,คัดแยกสิ่งปฏิกูลและวัสดุที่ไม่ใช้แล้วเฉพาะส่วนที่มีองค์ประกอบหรือคุณลักษณะไม่เป็นอันตราย,15,70110,ท่าผา,บ้านโป่ง,ราชบุรี,12
,เลขที่ 186,,10700202625623,56,15000000,108,3-105-66/62รบ,2010,ต้าพาโชค,032-201483,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่ใช่วัตถุอันตราย ,5,70110,ปากแรต,บ้านโป่ง,ราชบุรี,9
ประชาอุทิศ,เลขที่ 128/1,ประชาอุทิศ 90,20110018925514,93.81,5850000,109,จ3-105-189/51สป,312,เต็มสุข,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น ทองแดง ทองเหลือง เหล็ก อลูมิเนียม สังกะสี ดีบุก ไม้ พลาสติก กระดาษ และแสตนเลส ฯลฯ,5,10290,บ้านคลองสวน,พระสมุทรเจดีย์,สมุทรปราการ,4
,เลขที่ 41,,10150002725605,222,750000,110,3-105-27/60อท,733,ถุงเงินรับซื้อของเก่า,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3,14000,โพสะ,เมืองอ่างทอง,อ่างทอง,7
,เลขที่ 216,,10210100325615,97,5000000,111,3-105-3/61รย,1260,ทรัพย์ 105 ธุรกิจ,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,8,21140,ละหาร,ปลวกแดง,ระยอง,1
บางบัวทอง-สุพรรณบุรี,เลขที่ 94/8,-,10120007325537,133,1000000,112,3-105-73/53นบ,359,ทรัพย์เจริญเซียงกง,02 9833600-1,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น ทองเหลือง ทองแดง เหล็ก อลูมิเนียม เศษกระดาษ เศษพลาสติก อัดเศษกระดาษ อัดโลหะ,10,11110,ละหาร,บางบัวทอง,นนทบุรี,7
,เลขที่ น.ส.3 ก เลขที่ 2112,,10460007325610,390,9600000,113,3-106-73/61กส,1918,ทวีชัย,094-5761865,ตากกากแป้งมันสำปะหลัง,7,46190,กุดจิก,ท่าคันโท,กาฬสินธุ์,11
ทางหลวงสาย 3191,เลขที่ 60,,10210010025602,92.5,7500000,114,3-105-100/60รย,1230,ทวีทรัพย์ 88,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,8,21180,นิคมพัฒนา,นิคมพัฒนา,ระยอง,1
บ้านหลวง-บ่อพลับ,เลขที่ 113/7,,10730291425627,535,10000000,115,3-105-101/62นฐ,2075,ทวีภัทร รีไซเคิล,087-3695666,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,30,73150,บ้านหลวง,ดอนตูม,นครปฐม,3
,เลขที่ โฉนดที่ดินเลขที่ 16950,,10160010825602,0,500000,116,3-105-108/60ลบ,747,ทองพรหมการค้า,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,7,15000,ม่วงค่อม,ชัยบาดาล,ลพบุรี,9
-,เลขที่ 606/12,-,10300004825545,50,1300000,117,3-105-48/54นม,1791,ทีแอนด์เอ็นรีไซเคิล,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,12,30000,หนองระเวียง,เมืองนครราชสีมา,นครราชสีมา,6
,เลขที่ 168,,10300004325579,665,23565000,118,3-106-43/57นม,1805,แทนคุณ,084-4727777,ตากกากมันสำปะหลัง,6,30140,กฤษณา,สีคิ้ว,นครราชสีมา,6
เศรษฐกิจ,เลขที่ 8/8,,10740006225600,60,17600000,119,3-105-62/60สค,2169,ไทยหยูหลง พลาสติก,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,8,10160,ดอนไก่ดี,กระทุ่มแบน,สมุทรสาคร,5
เทพารักษ์,เลขที่ 516-519,,20110020125509,15,600000,120,จ3-105-201/50สป,314,ไทยฮง,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20,10270,เทพารักษ์,เมืองสมุทรปราการ,สมุทรปราการ,6
 -,เลขที่ 636, -,10250002025491,90,7475000,121,3-105-20/49ปจ,1681,ธนภัทรรียูธต์,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เฉพาะเศษกระดาษ เศษพลาสติก เศษโลหะ ซ่อมแซมและล้างถังบรรจุภัณฑ์ต่าง ๆ,5,25110,ลาดตะเคียน,กบินทร์บุรี,ปราจีนบุรี,5
รัชดาภิเษก,เลขที่ 743/7,เสือใหญ่อุทิศ,10100004825598,228.5,12900000,122,3-105-48/59,27,ธวัช รีไซเคิล,29300668,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,10900,จันทรเกษม,จตุจักร,กรุงเทพมหานคร,
สมุทรสงคราม-บางแพ,เลขที่ 148/15,-,10750010325486,255,21000000,123,3-105-103/48สส,2320,ธวัชโลหะกิจ,034-715371,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) เช่น เศษกระดาษ เศษพลาสติก เศษโลหะ,12,75000,แม่กลอง,เมืองสมุทรสงคราม,สมุทรสงคราม,0
-,เลขที่ 28/9,-,10200013425529,126,3000000,124,3-105-134/52ชบ,918,ธัญเทพรีไซเคิล,038-157042,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,6,20160,หนองหงษ์,พานทอง,ชลบุรี,6
-,เลขที่ -,-,10730002625531,25.75,2200000,125,3-106-26/53นฐ,2103,น.ส.จีรภา เรืองฤทธิ์,,ผลิตน้ำมันเชื้อเพลิงจากยางรถยนต์ที่ใช้แล้ว,5,73000,บ้านยาง,เมืองนครปฐม,นครปฐม,1
บ้านโคก-นาดี,เลขที่ 279,-,10250100525566,22,890000,126,3-105-5/56ปจ,1693,นครรีไซเคิล,089-9315444,คัดแยกสิ่งปฏิกูลและวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย ได้แก่ เศษพลาสติก เศษกระดาษ เศษโลหะ และเศษไม้,15,25110,หนองกี่,กบินทร์บุรี,ปราจีนบุรี,1
-,เลขที่ 104,-,10240010125599,160,5200000,127,3-105-101/59ฉช,1427,นพเกตุวิศวกรรม,081 9456 292,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,4,24190,หัวสำโรง,แปลงยาว,ฉะเชิงเทรา,3
,"เลขที่ 16/1,16/2",บางกระดี่ 1 แยก 9,10100005425612,98,12198000,128,3-105-54/61,33,นวกลกิจ,09 5596 4555,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,4,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
บางพลี-ตำหรุ,"เลขที่ 88/92, 88/94-95",,10110006325612,371.4,95000000,129,3-106-63/61สป,275,นางกัญญา ประยูรพัฒน์,08 9500 2128,นำเศษผักและเศษผลไม้มาผ่านกรรมวิธีการผลิต เพื่อผลิตสารสกัด เช่น เศษมังคุด เศษแครอท เศษขิง เศษมะขาม เศษขมิ้น,94,10540,บางปลา,บางพลี,สมุทรปราการ,12
,เลขที่ โฉนดที่ดินเลขที่ 17381,,10240179425624,9714,35200000,130,3-106-33/62ฉช,1564,นางกานดา เรืองอร่าม,088-1933888,นำเศษมอเตอร์และเศษสายไฟทุกชนิดที่ไม่เป็นของเสียอันตรายมาผ่านกรรมวิธีบดย่อย,60,24120,เกาะขนุน,พนมสารคาม,ฉะเชิงเทรา,9
,เลขที่ โฉนดที่ดินเลขที่ 13094,,10240182325621,6071,21500000,131,3-106-34/62ฉช,1567,นางกานดา เรืองอร่าม,088-1933888,นำเศษมอเตอร์และเศษสายไฟทุกชนิดที่ไม่เป็นของเสียอันตรายมาผ่านกรรมวิธีบดย่อย,40,24120,เกาะขนุน,พนมสารคาม,ฉะเชิงเทรา,9
คันกั้นน้ำเค็ม,เลขที่ 777/5,,10110244825621,465,5000000,132,3-105-83/62สป,187,นางจันทรา รองงาม,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20,10550,คลองด่าน,บางบ่อ,สมุทรปราการ,3
 -,เลขที่ 34/1, -,10110005225490,70,6500000,133,3-105-52/49สป,151,นางจิดาภา กำลังทวี,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เฉพาะเศษกระดาษ เศษพลาสติก และเศษโลหะ,4,10540,บางปลา,บางพลี,สมุทรปราการ,3
 -,เลขที่ 146, -,10200002825499,75,34000000,134,3-105-28/49ชบ,954,นางชุติกาญจน์ พันธุ์โฆษิต,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยไม้ อัดเศษกระดาษ อัดเศษเหล็ก บดย่อยพลาสติก และรีไซเคิลน้ำมันหล่อลื่นใช้แล้ว เพื่อเป็นน้ำมันหยอดทิ้ง น้ำมันทาแบบ น้ำมันเลี้ยงโซ่,7,20170,มาบไผ่,บ้านบึง,ชลบุรี,4
,เลขที่ โฉนดที่ดินเลขที่ 25657,,10240009625609,147,3500000,135,3-105-96/60ฉช,1516,นางทองคำ แก้วมะวงค์,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,5,10530,คลองหลวงแพ่ง,เมืองฉะเชิงเทรา,ฉะเชิงเทรา,6
,เลขที่ 284,โรงปูน,20160019125507,2,795000,136,จ3-105-191/50ลบ,758,นางทัศนี วังเจริญ,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ได้แก่ การคัดแยกพลาสติกกระดาษ,8,15210,โคกตูม,เมืองลพบุรี,ลพบุรี,2
,เลขที่ โฉนดที่ดินเลขที่ 2398,,10140006825618,92,3250000,137,3-105-68/61อย,618,นางทิพาพรรณ กรอบทอง,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,12,13000,บ้านป้อม,พระนครศรีอยุธยา,พระนครศรีอยุธยา,9
,เลขที่ 10/14,,10130002225582,65,6000000,138,3-105-22/58ปท,397,นางพรฤดี พิรุณวัฒนา,,คัดแยกวัสดุไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,12130,คลองสี่,คลองหลวง,ปทุมธานี,6
,เลขที่ 10/14,,10130001925588,169,20000000,139,3-106-19/58ปท,478,นางพรฤดี พิรุณวัฒนา,,บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ บดย่อยเศษและตะกรันโลหะผสม (Solder Dross) จากการบัดกรีและขาวงจรอิเล็กทรอนิกส์ ซ่อมและล้างถังด้วยตัวทำละลาย,10,12130,คลองสี่,คลองหลวง,ปทุมธานี,6
,เลขที่ น.ส.3.ก.เลขที่ 1877,,10240182925628,4947,22200000,140,3-106-35/62ฉช,1570,นางลี่ลี่ บดีภัทรกุล,088-1933888,นำเศษมอเตอร์และเศษสายไฟทุกชนิดที่ไม่เป็นของเสียอันตรายมาผ่านกรรมวิธีการบดย่อย,30,24120,เกาะขนุน,พนมสารคาม,ฉะเชิงเทรา,9
,เลขที่ โฉนดที่ดินเลขที่ 15303,,10240186825626,9714,35800000,141,3-106-38/62ฉช,1576,นางลี่ลี่ บดีภัทรกุล,088-1933888,นำเศษมอเตอร์และเศษสายไฟทุกชนิดที่ไม่เป็นของเสียอันตรายมาผ่านกรรมวิธีการบดย่อย,60,24120,เกาะขนุน,พนมสารคาม,ฉะเชิงเทรา,9
 -,เลขที่ 311/1, -,10600002925498,175,14000000,142,3-105-29/49นว,1976,นางวราภรณ์ ตั้งอาภรณ์,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วตามท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) หมวด 1 ข้อ 1 ของภาคผนวกที่ 1 อัดเศษโลหะ เศษกระดาษ และบดย่อยพลาสติก,15,60000,หนองปลิง,เมืองนครสวรรค์,นครสวรรค์,1
,เลขที่ โฉนดที่ดินเลขที่ 5926,,10360010125603,275,2100000,143,3-106-101/60ชย,1841,นางวาสนา กิตติคุณานนท์,08 6260 3279,ลานตากกากมันสำปะหลัง,3,36250,โคกสะอาด,หนองบัวระเหว,ชัยภูมิ,5
-,เลขที่ 279/2,-,10200003125535,165,4800000,144,3-106-31/53ชบ,1079,นางสาวกรรนิภา แซ่ตั๊น,,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้ว ทำเชื้อเพลิงทดแทนชนิดแข็งจากชิ้นไม้สับและดินฟอกสี (Spent Bleaching Earth) ที่ไม่เป็นของเสียอันตราย ทำสารปรับปรุงดินจากดินฟอกสี (Spent Bleaching Earth) ที่ไม่เป็นของเสียอันตราย,9,20230,บึง,ศรีราชา,ชลบุรี,6
,"เลขที่ โฉนดที่ดินเลขที่ 22657, 22658",,10330011525606,333,7000000,145,3-106-115/60ศก,1831,นางสาวจรรยา วณิชชากุลจิต,,ลานตากกากมันสำปะหลัง,6,33110,ท่าคล้อ,เบญจลักษ์,ศรีสะเกษ,10
,"เลขที่ โฉนดที่ดินเลขที่ 5810,9772,8107",,10410288025629,285,7500000,146,3-106-65/62อด,1884,นางสาวชนัดดา หมุดธรรม,085-4837895,ตากกากมันสำปะหลัง,4,41230,จำปี,ศรีธาตุ,อุดรธานี,16
,เลขที่ 1/7,,10130007525606,115,8000000,147,3-105-75/60ปท,447,นางสาวประภาพรรณ กิมยงค์,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และบดย่อยเศษพลาสติก,10,12150,ลำไทร,ลำลูกกา,ปทุมธานี,1
,เลขที่ ,,20150010725512,490,7000000,148,จ3-105-107/51อท,738,นางสาวประภาวรรณ ธีรภาพวิเศษพงษ์,,คัดแยกสิ่งปฎิกูลหรือวัสดุไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เศษพลาสติก เศษกระดาษ เศษยาง เศษโลหะต่าง ๆ ฯลฯ,20,14120,บ่อแร่,โพธิ์ทอง,อ่างทอง,4
เลียบคลอง 11,เลขที่ 88, -,10130009625495,130,2100000,149,3-105-96/49ปท,458,นางสาวปรารถนา ทุ่งลาด,086 3755975,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย บดพลาสติกและผลิตอิฐบล็อคปูพื้น โดยใช้ทรายจากแบบหล่อโลหะ,18,12170,นพรัตน์,หนองเสือ,ปทุมธานี,8
-,เลขที่ 600,-,10110002825565,120,8000000,150,3-105-28/56สป,121,นางสาวปุญณดา งามสง่า,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,4,10290,ในคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ,10
,เลขที่ 81/5,,20730019025509,285.6,20000000,151,จ3-105-190/50นฐ,2115,นางสาวพรนที สมพงษ์ชัยกุล,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย และบดย่อยพลาสติก,21,73170,มหาสวัสดิ์,พุทธมณฑล,นครปฐม,1
เลียบคลองสี่วาพาสวัสดิ์,เลขที่ 99/20,,10740103525589,80,6500000,152,3-105-35/58สค,2148,นางสาวพลินี กล้าตลุมบอน,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,7,10150,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,1
ตำหรุ-บางพลี,เลขที่ 88/81,สุนทรวิภาค,10110009725610,270,24500000,153,3-105-97/61สป,199,นางสาวพัฒน์ แก้วนา,0 2175 9248,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,54,10540,บางปลา,บางพลี,สมุทรปราการ,12
,เลขที่ 71/56,,10110262325629,203.24,12000000,154,3-106-61/62สป,273,นางสาวพูนทรัพย์ เรืองวิโรจนกุล,089-4426048,ซ่อมและทำความสะอาดถังเหล็กและพลาสติกปนเปื้อน,13,10540,บางปลา,บางพลี,สมุทรปราการ,11
,เลขที่ โฉนดที่ดินเลขที่ 9466,,10330011425609,333,7000000,155,3-106-114/60ศก,1830,นางสาวมะยุรี นนท์ศิริ,08 7834 6998,ลานตากกากมันสำปะหลัง,5,33110,หนองหว้า,เบญจลักษ์,ศรีสะเกษ,5
,เลขที่ โฉนดที่ดินเลขที่ 102251,,10110001525612,10,4800000,156,3-105-15/61สป,98,นางสาวรัชนี เตชะพูลผล,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,7,10130,สำโรง,พระประแดง,สมุทรปราการ,4
,"เลขที่ โฉนดที่ดินเลขที่ 102251, 257487",,10110003725616,120,7600000,157,3-106-37/61สป,238,นางสาวรัชนี เตชะพูลผล,,ซ่อมและทำความสะอาดบรรจุภัณฑ์โลหะ และพลาสติกปนเปื้อน,9,10130,สำโรง,พระประแดง,สมุทรปราการ,4
,"เลขที่ โฉนดแลขที่ 47386,39098,48393,48394",,10130009825590,180,16500000,158,3-105-98/59ปท,460,นางสาวลัชณัฏฐ์ อัคริมาสุปวีณ์,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,10510,ลำผักกูด,ธัญบุรี,ปทุมธานี,3
-,เลขที่ 30,-,10190002525548,15,2600000,159,3-105-25/54สบ,792,นางสาวสมพิศ ศรีบุณยิตานนท์,092-5649292,การคัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่มีคุณสมบัติไม่เป็นของเสียอันตราย,15,18160,บ้านยาง,เสาไห้,สระบุรี,6
,เลขที่ 24/1,,10140006425617,150,400000,160,3-105-64/61อย,615,นางสาวสุคนธ์ แสนคำพล,087-6976105,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,13230,คลองพระยาบันลือ,ลาดบัวหลวง,พระนครศรีอยุธยา,3
,เลขที่ โฉนดที่ดินเลขที่ 45148,,10130100525602,70,4950000,161,3-105-5/60ปท,426,นางสาวหทัยรัตน์ เกตุณรงค์,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,12130,คลองสี่,คลองหลวง,ปทุมธานี,6
บ้านสีล้ง-บางพลีน้อย,เลขที่ โฉนดที่ดินเลขที่ 3566,-,10110004225590,210,50100000,162,3-105-42/59สป,139,นางสาวเหมือนใจ แซ่อิ่น,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,10,50350,คลองด่าน,บางบ่อ,สมุทรปราการ,1
,"เลขที่ โฉนดเลขที่ 27800,3590",,10190009425601,174,2700000,163,3-105-94/60สบ,820,นางสาวอัชฎา ศรีประพัฒนาวงศ์,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ได้แก่ เศษฝ้าย เศษผ้า เศษด้าย หรือเศษสิ่งทอ,12,10900,หนองสรวง,วิหารแดง,สระบุรี,10
สุวรรณศร,เลขที่ 60/1,,10190003725584,43,750000,164,3-105-37/58สบ,799,นางสาวอัญชลี ศรีโฉมงาม,081-9892156,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,7,18150,บ้านลำ,วิหารแดง,สระบุรี,1
,เลขที่ 44/2,,20740501425521,27,3600000,165,จ3-105-14/52สค,2293,นางสาวอารมย์ สำเภาเงิน,,ซื้อและคัดแยกวัสดุเหลือใช้จากโรงงานที่ไม่เป็นอันตราย,9,74000,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,7
,เลขที่ 54/19,,20740011025514,40,5700000,166,จ3-105-110/51สค,2288,นางสาวอารีย์ พุ่มมณี,,การคัดแยกวัสดุที่ไม่ใช้แล้วซึ่งไม่เป็นอันตราย เช่น เศษพลาสติก เศษกระดาษ เศษเหล็ก เศษทองแดง เศษไม้,6,74000,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,6
,เลขที่ โฉนดที่ดินเลขที่ 14641,,10190008225606,133,3000000,167,3-105-82/60สบ,815,นางเสนาะ คัมภิรานนท์,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,9,18000,ห้วยบง,เฉลิมพระเกียรติ,สระบุรี,8
,เลขที่ 89,บางกระดี่ 19,10100006025601,435,37500000,168,3-105-60/60,36,นายการัณย์ อัครกุลพรรณ,081-8447639,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,30,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
ฉช.3014,เลขที่ โฉนดที่ดินเลขที่ 70959,,10240010625606,114,19000000,169,3-105-106/60ฉช,1429,นายเกษมสุข ศรีฉันทะมิตร,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,20,12130,คลองอุดมชลจร,เมืองฉะเชิงเทรา,ฉะเชิงเทรา,1
ฉช.3014,เลขที่ โฉนดที่ดินเลขที่ 70957,,10240108825605,118,1650000,170,3-106-88/60ฉช,1608,นายเกษมสุข ศรีฉันทะมิตร,,ล้าง บดย่อยแผงโซล่าเซลล์ที่ไม่เป็นของเสียอันตราย,10,12130,คลองอุดมชลจร,เมืองฉะเชิงเทรา,ฉะเชิงเทรา,1
,เลขที่ 61,บางกระดี่ 25,10100200925606,200,24500000,171,3-105-9/60,52,นายคมกริช นิธิธนปรีดา,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,14,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
,เลขที่ 99/97,,10240010725604,1380.5,12000000,172,3-106-107/60ฉช,1523,นายจำรัส พลายกระสินธ์,,ถอดแยกชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ และบดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ บดย่อยสายไฟ สายเคเบิ้ลใต้น้ำ และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,30,10250,เกาะขนุน,พนมสารคาม,ฉะเชิงเทรา,9
,เลขที่ โฉนดที่ดินเลขที่ 17124,,10240182825620,8095,30800000,173,3-106-36/62ฉช,1573,นายจำรัส พลายกระสินธ์,088-1933888,นำเศษมอเตอร์และเศษสายไฟทุกชนิดที่ไม่เป็นของเสียอันตรายมาผ่านกรรมวิธีบดย่อย,60,24120,เกาะขนุน,พนมสารคาม,ฉะเชิงเทรา,15
-,เลขที่ 579/1,-,10200000225551,87,2050000,174,3-105-2/55ชบ,941,นายจำลอง ครุฑธา,,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เศษไม้ ขี้เลื่อย เศษกระดาษ เศษพลาสติก เป็นต้น,16,20220,หนองไผ่แก้ว,บ้านบึง,ชลบุรี,1
,เลขที่ โฉนดที่ดินเลขที่ 74661เล่ม 747 หน้า 61,,10210230825625,95,2830000,175,3-105-75/62รย,1299,นายจิระศักดิ์  ไทยโกษา,,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,4,21170,บ้านค่าย,บ้านค่าย,ระยอง,3
