GPS_lng,ตำบล,ประกอบกิจการ,พื้นที่อาคาร,ถนน,เลขที่,คนงานชาย,จังหวัด,โทรศัพท์,รายการข้อมูล,หมู่,พื้นที่โรงงาน,ซอย,ชื่อโรงงาน,ไปรษณีย์,TSIC,คนงานหญิง,_id,ที่มา,อำเภอ,GPS_lat
,วังด้ง,กะเทาะเมล็ดหรือเปลือกเมล็ดพืช และเก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในห้องเย็น,1113,,เลขที่ 519,16,กาญจนบุรี,098-5559474,โรงงานแปรรูปทางการเกษตร,9,1113,,บริษัท เจียไต๋ จำกัด,71190,1630,5,73,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เมืองกาญจนบุรี,
,เขาสามสิบหาบ,ทำเชื้อเพลิงอัดเม็ดจากวัสดุเหลือใช้จากการเกษตร เช่น ชานอ้อย ขี้เลื่อย ฯลฯ ,1560,,เลขที่ 79,15,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,3,26800,,บริษัท พีเอ วู้ดเพลเลท จำกัด,71120,1630,5,74,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,
,ดอนตาเพชร,บด ป่น หรือย่อยส่วนต่างๆ ของพืช  ซึ่งมิใช่เมล็ดพืชหรือหัวพืช และวัสดุเหลือใช้ เช่น ทะลายปาล์ม เศษไม้ เปลือกมะพร้าว ใบอ้อย สำหรับเป็นเชื้อเพลิงชีวมวล,0,,เลขที่ 159/1,4,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,9,19200,,เจริญรุ่งเรือง,71140,1630,2,75,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,พนมทวน,
,สนามแย้,ผลิตถ่านอัดแท่งจากกะลามะพร้าวและแบ่งบรรจุ,840,,เลขที่ โฉนดที่ดินเลขที่  41557,7,กาญจนบุรี,089-8379397,โรงงานแปรรูปทางการเกษตร,2,3400,,ห้างหุ้นส่วนจำกัด เอ็นเมอร์เทค,70190,10309,5,76,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,
99.44741,หนองบัว,ทำถ่านอัดแท่งจากกะลามะพร้าว,64,-,เลขที่ 63,5,กาญจนบุรี,081-5271243,โรงงานแปรรูปทางการเกษตร,3,2000,-,บริษัท กรีนเนอร์ยี ชาร์โคล จำกัด,71190,10309,0,77,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เมืองกาญจนบุรี,14.06121
,ตะคร้ำเอน,ผลิตถ่านอัดแท่งจากถ่านกะลามะพร้าวและถ่านไม้ ,576,,เลขที่ โฉนดที่ดินเลขที่ 64118 ,2,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,4,1592,,กะลา ถ่านอัดแท่ง กาญจนบุรี,71110,10309,3,78,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,
99.47384,แก่งเสี้ยน,ล้าง คัดแยก ขนาดคุณภาพผลิตผล พืช ผัก ผลไม้ ทางการเกษตร บรรจุสด แช่เย็น,7080,ท่าน้ำตื้น-เขาปูน,เลขที่ 99,72,กาญจนบุรี,034-653323,โรงงานแปรรูปทางการเกษตร,1,7080,,บริษัท อกริเฟร็ช จำกัด,71190,28240,131,79,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เมืองกาญจนบุรี,14.05232
,ทุ่งทอง,ปรับปรุงคุณภาพข้าว และเก็บรักษาข้าวในโกดัง ,7120,,เลขที่ 179,8,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,1,6400,,บริษัท บุญช่วยค้าข้าว1999 จำกัด,71110,28240,8,80,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่าม่วง,
,ท่าเรือ,ผลิตยาเส้นพื้นเมือง ,675,แสงชูโต,เลขที่ 106,5,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,0,6751650,,บริษัท แอลวีเอ็ม 1970 จำกัด,71130,12009,70,81,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,
99.82153,รางหวาย,ทำวงกบประตู-หน้าตจ่าง ไสเซาะร่อง ซอยไม้,380,ตลาดเขต-หนองปลิง,เลขที่ 346,7,กาญจนบุรี,571103,โรงงานแปรรูปทางการเกษตร,11,1600,,สดชื่นค้าไม้,71170,16101,0,82,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,พนมทวน,14.2574
99.36765,วังเย็น,แปรรูปไม้โดยใช้เครื่องจักรเพื่อประดิษฐกรรม ทำวงกบประตู หน้าต่างและเครื่องเรือนจากไม้,800,,เลขที่ 16/1,15,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,5,4800,,,71000,16101,0,83,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เมืองกาญจนบุรี,13.95099
,หวายเหนียว,ทำวงกบประตู หน้าต่าง พาเลท เฟอร์นิเจอร์ และเครื่องเรือนจากไม้,160,,เลขที่ โฉนดที่ดินเลขที่ 41041 ,6,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,4,5368,,โรงงานเฉลิมเชิงรู้,71120,16101,2,84,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,
,สนามแย้,ทำวงกบ ขอบประตู ขอบหน้าต่าง บานหน้าต่าง บานประตูและเครื่องเรือนจากไม้,800,,เลขที่ โฉนดที่ดินเลขที่ 33880,4,กาญจนบุรี,081-4141411,โรงงานแปรรูปทางการเกษตร,1,6850,,,70190,16220,2,85,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,
99.763798,รางหวาย,ทำวงกบ บานประตูหน้าต่าง ปาร์เก้ แผ่นพาลเลท และเครื่องเรือนจากไม้,0,อู่ทอง,เลขที่ 152/2,10,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,5,0,,ห้างหุ้นส่วนจำกัด โรงปูนเขตรุ่งเรือง,71170,16220,0,86,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,พนมทวน,14.22379
,ปากแพรก,ทำวงกบประตู หน้าต่าง พาเลท เฟอร์นิเจอร์,1040,กาญจนบุรี - ด่านมะขามเตี้ย ,เลขที่ 73,6,กาญจนบุรี,081-8805895,โรงงานแปรรูปทางการเกษตร,2,11012,-,ส.การช่าง,71000,16220,2,87,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เมืองกาญจนบุรี,
,ห้วยเขย่ง,"ทำวงกบบานประตู หน้าต่าง เครื่องเรือน บ้านสำเร็จรูป และเครื่องตกแต่งภายในอาคารจากไม้แปรรูป
",204,,เลขที่ -,9,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,1,1596,,จิรพัฒนาเฟอร์นิเจอร์,71180,16220,0,88,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ทองผาภูมิ,
99.77705,พระแท่น,ทำวงกบประตู หน้าต่าง หรือส่วนประกอบที่ทำด้วยไม้ของอาคาร,1200,,เลขที่ 124,7,กาญจนบุรี,01-9359800,โรงงานแปรรูปทางการเกษตร,6,6296,,ห้างหุ้นส่วนจำกัด ธนาโรจน์โซลิดวู้ด,71130,16220,3,89,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,14.01179
,พังตรุ,ทำวงกบ ขอบประตู ขอบหน้าต่าง บานประตู บานหน้าต่าง ไม้คิ้ว ไม้บัว และเครื่องใช้จากไม้ เช่น โต๊ะ ตู้ เตียง เก้าอี้,520,,เลขที่ โฉนดที่ดินเลขที่ 21727 และ21728,7,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,13,2564,,สุชาติค้าไม้,71140,16220,0,90,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,พนมทวน,
98.75298,ลิ่นถิ่น,ทำวงกบบานประตูหน้าต่าง เครื่องเรือน บ้านสำเร็จรูปและเครื่องตกแต่งภายในอาคารจากไม้แปรรูป,600,กาญจนบุรี-ทองผาภูมิ,เลขที่ 55/3,16,กาญจนบุรี,863293632,โรงงานแปรรูปทางการเกษตร,6,6892,-,โทนไม้ไทย,71180,16220,0,91,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ทองผาภูมิ,14.56713
,หนองลู,ทำไม้อัดทุกชนิดและผลิตเครื่องตบแต่งภายในอาคารจากไม้ และไม้พาเลท,0,,เลขที่ โฉนดที่ดินเลขที่ 2505 เล่ม 26 หน้า 5 ,9,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,3,48000,,เพชรรัตน์,71240,16210,6,92,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,สังขละบุรี,
99.570869,ทุ่งกระบ่ำ,บด ย่อยไม้,280,เลาขวัย-หนองหวาย,เลขที่ ,5,กาญจนบุรี,081-7361672,โรงงานแปรรูปทางการเกษตร,10,0,,ห้างหุ้นส่วนจำกัด ทรัพย์รินชัย,71210,16299,0,93,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,14.61178
,วังด้ง,ทำตะเกียบ ไม้เสียบลูกชิ้น และไม้ก้านธูป จากไม้ไผ่ ,190,,เลขที่ 9/7,5,กาญจนบุรี,869771529,โรงงานแปรรูปทางการเกษตร,8,9600,,พรปิยะ,71190,16230,5,94,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เมืองกาญจนบุรี,
,ลิ่นถิ่น,ทำเครื่องใช้จากไม้ เช่น พาเลท การเลื่อย ไส ซอยไม้,108,-,เลขที่ 31/6,6,กาญจนบุรี,098-7826353,โรงงานแปรรูปทางการเกษตร,1,14492,-,มงคลเฟอร์นิเจอร์,71180,16230,0,95,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ทองผาภูมิ,
99.536646,ปากแพรก,ผลิตแผ่นรองอุปกรณ์ไฟฟ้าจากไม้ เช่น สวิทซ์บอร์ด แผงไม้,647,,เลขที่ 1,5,กาญจนบุรี,034-514410,โรงงานแปรรูปทางการเกษตร,10,3600,,บริษัท วาย แอนด์ แอล เอ็กซ์ปอร์ต อิมปอร์ต จำกัด,71000,16230,15,96,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เมืองกาญจนบุรี,14.0395
98.58877,ท่าขนุน,ประดิษฐกรรมทำเครื่องเรือน เครื่องใช้ในบ้านเรือน,720,,เลขที่ 462,90,กาญจนบุรี,34599317,โรงงานแปรรูปทางการเกษตร,1,3078,,โรงงานฝึกวิชาชีพงานช่างไม้เรือนจำอำเภอทองผาภูมิ,71180,31001,0,97,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ทองผาภูมิ,14.77778
99.76735,เลาขวัญ,ทำเครื่องเรือนจากไม้,240,,เลขที่ 73/2,5,กาญจนบุรี,01-9160706,โรงงานแปรรูปทางการเกษตร,2,4800,,โรงงานประดิษฐ์กรรมไม้,71210,31001,3,98,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,14.62343
,ท่ามะกา,ทำลังไม้และไม้พาเลท,3600,แสงชูโต,เลขที่ ตราจองเลขที่ 36 ,20,กาญจนบุรี,093-5359782,โรงงานแปรรูปทางการเกษตร,4,20848,,บริษัท อินโนวู๊ดส์ จำกัด,71120,31001,15,99,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,
98.70828,สหกรณ์นิคม,ทำเครื่องเรือนจากไม้,384,กาญจนบุรี-ทองผาภูมิ,เลขที่ ,17,กาญจนบุรี,01-3789690,โรงงานแปรรูปทางการเกษตร,1,61720,,พี.เค.เฟอร์นิเจอร์,71180,31001,3,100,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ทองผาภูมิ,14.64724
,ลิ่นถิ่น,ทำเครื่องเรือนจากไม้ เช่น โต๊ะ ตู้ เตียง,560,,เลขที่ 88/8,10,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,6,7200,,ชนิดาเฟอร์นิเจอร์,71180,31001,0,101,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ทองผาภูมิ,
98.68435,หินดาด,ทำเครื่องเรือน เครื่องใช้ในครัวเรือน ทำวงกบ ประตู หน้าต่าง ไม้คิ้ว ไม้บัว ไม้ประดับฝาผนัง,1100,-,เลขที่ 5,2,กาญจนบุรี,064-9789461,โรงงานแปรรูปทางการเกษตร,2,0, -,โชคล้ำเลิศ ไทยพาราวูด,71180,31001,0,102,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ทองผาภูมิ,14.5957
99.75956,พังตรุ,ทำวงกบ บานประตูหน้าต่าง เครื่องเรือนและประดิษฐกรรมจากไม้,300,,เลขที่ 10,7,กาญจนบุรี,"085-1572558,085-1967424",โรงงานแปรรูปทางการเกษตร,13,0,,สุชาติค้าไม้,71140,31001,0,103,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,พนมทวน,14.18044
,ท่าล้อ,ทำเครื่องเรือน เครื่องใช้ในครัวเรือน ไส ซอยไม้ ทำวงกบ ประตู หน้าต่าง ไม้คิ้ว ไม้บัว ไม้ประดับฝาผนัง,485,,เลขที่ 186,11,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,3,17356,,สักทองกาญจน์ 2019,71110,31001,2,104,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่าม่วง,
99.47797,เกาะสำโรง,ผลิตแป้นไม้และขาไฟอุปกรณ์ไฟฟ้า,650,,เลขที่ 225,6,กาญจนบุรี,01-1635075,โรงงานแปรรูปทางการเกษตร,2,4800,,ทองเจริญ,71000,31001,6,105,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เมืองกาญจนบุรี,13.96999
,สนามแย้,ผลิตนมพาสเจอร์ไรส์ ,320,,เลขที่ 99/1,4,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,2,4800,,สหกรณ์โคนมกำแพงแสน จำกัด สาขากาญจนบุรี,70190,10501,3,106,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,
,วังขนาย,ทำนมสดให้ไร้เชื้อ เช่น นมพาสเจอร์ไรส์ ,540,แสงชูโต,เลขที่ 146/15,4,กาญจนบุรี,034-612194,โรงงานแปรรูปทางการเกษตร,3,6152,,สหกรณ์โคนมท่าม่วง จำกัด,71110,10501,4,107,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่าม่วง,
98.621947,ท่าขนุน,ผลิตน้ำยางข้นและยางแผ่น,0,กาญจนบุรี-ทองผาภูมิ,เลขที่ ,30,กาญจนบุรี,034-468441,โรงงานแปรรูปทางการเกษตร,3,107916,,บริษัท เอช วี ฟิลลา จำกัด,71180,22191,0,108,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ทองผาภูมิ,14.7609
,ลิ่นถิ่น,ทำยางแผ่น ยางแผ่นรมควัน,1200,กาญจนบุรี - ทองผาภูมิ ,เลขที่ 36/4,6,กาญจนบุรี,-,โรงงานแปรรูปทางการเกษตร,1,11884,-,ห้างหุ้นส่วนจำกัด ณ - หงษ์ฮกเฮง,71180,22191,1,109,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ทองผาภูมิ,
,หนองตากยา,แปรรูปยางพาราทุกประเภท เช่น ทำยางพาราทำยางแผ่นรมควัน ทำยางเครป ทำยางแท่ง เอส ที อาร์ ,600,,เลขที่ 45,10,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,13,22000,,บริษัท เอท-ซีโร่ รับเบอร์ เวิลด์ กรีน (ประเทศไทย) จำกัด,71110,22191,4,110,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่าม่วง,
,หนองประดู่,การทำอาหารหรือเครื่องดื่มจากผัก พืช หรือ ผลไม้ และบรรจุในภาชนะที่ผนึกและอากาศเข้าไม่ได้ และการถนอมผัก พืช หรือ ผลไม้ โดยวิธีกวน ตากแห้ง และดอง,615,,เลขที่ 105/1,12,กาญจนบุรี,099-6463646,โรงงานแปรรูปทางการเกษตร,5,73012,,บริษัท ไบโอเฮิร์บเทค จำกัด,71210,10302,21,111,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,
,แสนตอ,ผลิตน้ำพืชผักผลไม้บรรจุกล่อง ยู.เอช.ที ,2700,,เลขที่ 40/4,26,กาญจนบุรี,034919511-3,โรงงานแปรรูปทางการเกษตร,7,25452,,บริษัท ไทย โคคอน ฟู้ด จำกัด,71130,10302,7,112,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,
,ตะคร้ำเอน,ทำหน่อไม้บรรจุปี๊บ,1350,,เลขที่ 113,9,กาญจนบุรี,649895592,โรงงานแปรรูปทางการเกษตร,6,2252,,ธุรกิจหน่อไม้กาญจนบุรี,71130,10302,3,113,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,
99.36984,หนองปรือ,ทำหน่อไม้บรรจุปี๊บ,1012,ลำอีซู-โป่งช้าง,เลขที่ 98,6,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,7,4800,,-,71220,10302,3,114,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,หนองปรือ,14.6419
99.72194,แสนตอ,ผลิตน้ำผลไม้ และน้ำผลไม้บรรจุกระป๋อง,9000,,เลขที่ 68,210,กาญจนบุรี,0 3454 2634-7,โรงงานแปรรูปทางการเกษตร,7,21200,,บริษัท กาญจน์คอร์น จำกัด,71130,10302,10,115,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,13.94004
,เลาขวัญ,ผลิตผลไม้แปรรูป ผลไม้เคลือบช็อกโกแลต และผลไม้อัดเม็ด,984,,เลขที่ 135,2,กาญจนบุรี,818121126,โรงงานแปรรูปทางการเกษตร,13,22400,,บริษัท ซันไพรซ์ (ประเทศไทย) จำกัด,71210,10302,9,116,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,
,หนองขาว,ผลิตน้ำอินทผลัมบรรจุขวด และบรรจุผลอินทผลัมในภาชนะปิดสนิท,1323,,เลขที่ 99/29,15,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,1,9772,,บริษัท อินทผลัมภาคตะวันตก จำกัด,71110,10302,15,117,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่าม่วง,
99.47775,หนองกุ่ม,ผลิตผัก ผลไม้ น้ำผลไม้บรรจุกระป๋อง และผลไม้อบแห้ง,2106,,เลขที่ 188/1,20,กาญจนบุรี,081-8678323,โรงงานแปรรูปทางการเกษตร,8,16000,,บริษัท นาธานฟู้ด จำกัด,71160,10302,30,118,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,บ่อพลอย,14.14757
,ตะคร้ำเอน,ผลิตอาหารเสริมบรรจุภาชนะ อาหารเสริมชนิดน้ำบรรจุภาชนะ เช่น เห็ดหลินจือ หรือถั่งเช่า และกระเทียม หรือน้ำเห็ดหลินจือเข้มข้นในภาชนะปิดสนิท,1088,,เลขที่ 55,6,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,7,11908,,บริษัท ไอ เฮิร์บ คอร์ปอเรชั่น จำกัด,10400,10302,6,119,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,
,แก่งเสี้ยน,ผลิตอาหารกระป๋อง,0,,เลขที่ 89,18,กาญจนบุรี,847382534,โรงงานแปรรูปทางการเกษตร,2,16000,,บริษัท สุชานันท์ อินเตอร์ฟู้ดส์ จำกัด,71190,10302,15,120,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เมืองกาญจนบุรี,
99.74612,ตะคร้ำเอน,ผลิตภัณฑ์จากผลไม้ เช่น กล้วยกวน พุทราเชื่อม,6400,ท่าเรือ-ตะคร้ำเอน,เลขที่ 32/3,19,กาญจนบุรี,851709527,โรงงานแปรรูปทางการเกษตร,5,0,0,มงคลผลไม้,71130,10304,0,121,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,13.97499
,หนองตากยา,พืช ผัก ผลไม้ อบแห้ง,6325,,เลขที่ 279,85,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,12,35200,,บริษัท ฟรุตตี้ดราย จำกัด,71110,10304,185,122,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่าม่วง,
99.6812,พังตรุ,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 100 เกวียน/วัน),3576,-,เลขที่ 9/2,7,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,2,4160,-,โรงสีการพานิช,71110,10611,3,123,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่าม่วง,13.88446
99.6934,ดอนเจดีย์,สีข้าว (กำลังผลิต 60 เกวียน/วัน),760,,เลขที่ 21/2,2,กาญจนบุรี,0 1857 0661,โรงงานแปรรูปทางการเกษตร,6,41600,,,71140,10611,0,124,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,พนมทวน,14.06799
99.81938,ดอนแสลบ,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 200 เกวียน/วัน,3380,,เลขที่ 287/1,9,กาญจนบุรี,034-571713,โรงงานแปรรูปทางการเกษตร,10,31120,,บริษัท เต็กรุ่งเรืองไรซ์มิลล์ จำกัด,71170,10611,5,125,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ห้วยกระเจา,14.27501
,ท่าล้อ,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 80 เกวียน/วัน,0,แสงชูโต,เลขที่ 98,7,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,1,162816,,โรงสีตวงสุวรรณ,71110,10611,1,126,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่าม่วง,
,รางหวาย,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 5 ตัน/วัน),0,,เลขที่ 159,3,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,3,1600,,โรงสีข้าวสิทธิกาญจน์,71170,10611,0,127,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,พนมทวน,
,รางหวาย,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 25 ตัน/วัน),0,,เลขที่ 139,4,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,18,1832,,ธนพสิษฐ์ พูนทรัพย์,71170,10611,1,128,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,พนมทวน,
,ท่าม่วง,สีข้าว (กำลังสีสูงสุด 300 เกวียน/วัน),700,,เลขที่ 2,9,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,4,39500,,ห้างหุ้นส่วนจำกัด โรงสีรังสรรค์พืชผล,71110,10611,5,129,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่าม่วง,
99.77666,หนองปลิง,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 16 เกวียน/วัน),700,,เลขที่ 21/1,3,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,11,20800,,,71210,10611,0,130,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,14.68917
99.43787,หนองบัว,สีข้าว กำลังสีสูงสุดของร้านข้าว 120 เกวียน/วัน,1260,กาญจนบุรี-ไทรโยค,เลขที่ 95,10,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,4,28800,,บริษัท สมบัติเพิ่มผล จำกัด,71190,10611,0,131,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เมืองกาญจนบุรี,14.05032
99.79762,ท่าไม้,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 10 เกวียน/วัน),178,ท่าไม้,เลขที่ 103,1,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,2,1600,,โรงสีชัยประเสริฐ,71120,10611,0,132,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,13.91216
99.708447,พนมทวน,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 300 เกวียนต่อวัน),6000,กาญจนบุรี-อู่ทอง,เลขที่ 58,13,กาญจนบุรี,034-680051,โรงงานแปรรูปทางการเกษตร,3,0,,บริษัท โรงสีทรัพย์ส่งแสง จำกัด,71140,10611,3,133,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,พนมทวน,14.12796
,รางหวาย,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 200 ตัน/วัน),884,-,เลขที่ 150,8,กาญจนบุรี,086-1632202,โรงงานแปรรูปทางการเกษตร,18,12800,-,โรงสีทรงพลทรัพย์รุ่งเรือง,71170,10611,2,134,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,พนมทวน,
,รางหวาย,สีข้าว (กำลังการสีสูงสุดของร้านสีข้าว 25 เกวียน/วัน),500,-,เลขที่ 99,4,กาญจนบุรี,-,โรงงานแปรรูปทางการเกษตร,18,8800,-,โรงสีนิตติพลรุ่งเรืองทรัพย์,71170,10611,1,135,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,พนมทวน,
,หนองขาว,สีข้าว ปรับปรุงคุณภาพข้าว และเก็บรักษาข้าวในโกดัง,9000,,เลขที่ 23/8,10,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,6,110052,,โรงสีกิตติ์ปวร,71000,10611,2,136,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่าม่วง,
,หนองขาว,สีข้าว (กำลังการสีสูงสุดของร้านสีข้าว 80 เกวียน/วัน) และอบข้าวเปลือก,2189,ท่าม่วง-หนองขาว,เลขที่ 185/48,4,กาญจนบุรี,081-8802013,โรงงานแปรรูปทางการเกษตร,4,12800,-,โรงสีโชคกิตติพาณิชย์,71110,10611,1,137,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่าม่วง,
99.6642,หนองโรง,สีข้าว กำลังสีสูงสุด 400 เกวียน/วัน,4858,-,เลขที่ 94,2,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,2,6200,-,บริษัท กิจเจริญชัย รุ่งเรือง จำกัด,71140,10611,2,138,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,พนมทวน,14.10549
99.70513,ท่าตะคร้อ,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 150 เกวียน/วัน,1560,,เลขที่ 2,7,กาญจนบุรี,-,โรงงานแปรรูปทางการเกษตร,7,4695,-,โรงสีข้าวม้าเจริญทรัพย์,71130,10611,5,139,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่าม่วง,13.88593
,แสนตอ,ผลิตฟองเต้าหู้,1074,,เลขที่ 39/3,17,กาญจนบุรี,819954493,โรงงานแปรรูปทางการเกษตร,6,7200,,บริษัท เอ็ม.พี. ฟู้ด โปรดักชั่น จำกัด,71130,10615,12,140,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,ท่ามะกา,
99.64885,เลาขวัญ,ทำมันเส้น,0,หนองฝ้าย-หนองงูเห่า,เลขที่ 199,3,กาญจนบุรี,089-8360111,โรงงานแปรรูปทางการเกษตร,7,160000,-,-,71210,10621,0,141,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,14.68257
99.68992,หนองฝ้าย,ทำมันเส้น,20000,,เลขที่ 158,5,กาญจนบุรี,,โรงงานแปรรูปทางการเกษตร,4,0,,จังเจริญชัย,71210,10621,0,142,สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,เลาขวัญ,14.67517
