_id,คนงานหญิง,แรงม้า,ไปรษณีย์,เจ้าของข้อมูล,ตำบล,ประกอบกิจการ,อำเภอ,คนงานรวม,ชื่อชุดข้อมูล,แรงม้าตรวจพบ,ผู้ประกอบการ,คนงานชาย,จังหวัด,เงินทุนรวม,โทรศัพท์,ชื่อโรงงาน
140,0,5231.07,10110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองมะค่าโมง,ผลิตพลังงานไฟฟ้า ขนาดกำลังการผลิต 1.997 เมกะวัตต์,ด่านช้าง,6,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,5231.07,บริษัท มิตรผล ไบโอ-เพาเวอร์ (ด่านช้าง) จำกัด,6,สุพรรณบุรี,219140000,,บริษัท มิตรผล ไบโอ-เพาเวอร์ (ด่านช้าง) จำกัด
141,0,85352.52,72170,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ทะเลบก,ผลิตไฟฟ้าจากพลังงานแสงอาทิตย์แบบติดตั้งบนพื้นดินร่วมกับระบบกักเก็บพลังงานมีกำลังการผลิตที่ติดตั้ง 35.482 (MWp),ดอนเจดีย์,18,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,0,บริษัท สยาม ไชน์นิ่ง เอ็นเนอร์ยี จำกัด,18,สุพรรณบุรี,1298000000,02-0804499,บริษัท สยาม ไชน์นิ่ง เอ็นเนอร์ยี จำกัด
142,0,373572.842,72120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองกระทุ่ม,ผลิตไฟฟ้าจากพลังงานแสงอาทิตย์แบบติดตั้งบนพื้นดินร่วมกับระบบกักเก็บพลังงาน (Battery Energy Storage System : BESS) ขนาดกำลังการผลิตติดตั้ง 127.595 เมกกะวัตต์,เดิมบางนางบวช,3,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,373572.842,บริษัท บรีซแอนด์ไชน์ เพาเวอร์ จำกัด,3,สุพรรณบุรี,4691103954,02-0804499,บริษัท บรีซแอนด์ไชน์ เพาเวอร์ จำกัด
143,0,162864.576,72170,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ทะเลบก,ผลิตไฟฟ้าจากพลังงานแสงอาทิตย์แบบติดตั้งบนพื้นดินร่วมกับระบบกักเก็บพลังงาน มีกำลังการผลิตที่ติดตั้ง 67.677 (MW),ดอนเจดีย์,0,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,0,บริษัท สยาม ไชน์นิ่ง เอ็นเนอร์ยี จำกัด ,0,สุพรรณบุรี,2420000000,02-0804499,บริษัท สยาม ไชน์นิ่ง เอ็นเนอร์ยี จำกัด 2
144,2,24727.9,72170,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระกระโจม,ผลิตและจำหน่ายไฟฟ้าจากพลังงานแสงอาทิตย์ ขนาด 8 เมกะวัตต์,ดอนเจดีย์,6,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,24727.9,บริษัท สยาม โซลาร์ เอ็นเนอร์ยี่ 1 จำกัด,4,สุพรรณบุรี,1283000000,02-25845303,บริษัท สยาม โซล่าร์ เอ็นเนอร์ยี่ 1 จำกัด
145,0,213786.765,72250,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระกระโจม,ผลิตไฟฟ้าจากพลังงานแสงอาทิตย์แบบติดตั้งบนพื้นดิน กำลังการผลิตที่ติดตั้ง 90.605 (MW),ดอนเจดีย์,18,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,0,บริษัท ลูมินัส เอ็นเนอร์ยี จำกัด,18,สุพรรณบุรี,2530000000,02-0804499,บริษัท ลูมินัส เอ็นเนอร์ยี จำกัด
146,0,122906.083,72120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองกระทุ่ม,โรงงานผลิตไฟฟ้าจากพลังงานแสงอาทิตย์แบบติดตั้งบนพื้นดินร่วมกับระบบกักเก็บพลังงาน (Battery Energy Storage System : BESS) ขนาดกำลังการผลิตติดตั้ง 49.116 เมกกะวัตต์,เดิมบางนางบวช,2,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,122906.083,บริษัท บรีซแอนด์ไชน์ เพาเวอร์ จำกัด,2,สุพรรณบุรี,2680796046,02-0804499,บริษัท บรีซแอนด์ไชน์ เพาเวอร์ จำกัด
147,0,136464.402,72170,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ทะเลบก,ผลิตไฟฟ้าจากพลังงานแสงอาทิตย์แบบติดตั้งบนพื้นดินร่วมกับระบบกักเก็บพลังงาน มีกำลังการผลิตที่ติดตั้ง 56.312 (MW),ดอนเจดีย์,0,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,0,บริษัท สยาม ไชน์นิ่ง เอ็นเนอร์ยี จำกัด,0,สุพรรณบุรี,2023000000,02-0804499,บริษัท สยาม ไซน์นิ่ง เอ็นเนอร์ยี จำกัด 3
148,0,6211.92,72180,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองมะค่าโมง,ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์แบบทุ่นลอยน้ำ,ด่านช้าง,2,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,0,บริษัท มิตรผล ไบโอ-เพาเวอร์ (ด่านช้าง) จำกัด,2,สุพรรณบุรี,54800000,035-418217,บริษัท มิตรผล ไบโอ-เพาเวอร์ (ด่านช้าง) จำกัด
149,2,15280.4,10510,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองมะค่าโมง,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ ขนาดกำลังผลิต 6 เมกะวัตต์,ด่านช้าง,8,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,15280.4,บริษัท เอ็น.พี.เอส สตาร์กรุ๊ป จำกัด,6,สุพรรณบุรี,400000000,065-5106875,บริษัท เอ็น.พี.เอส สตาร์กรุ๊ป จำกัด
150,2,15659.69,72240,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองหญ้าไซ,ผลิตและจำหน่ายไฟฟ้าจากพลังงานแสงอาทิตย์ ขนาด 6.3 เมกะวัตต์,หนองหญ้าไซ,6,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,15659.69,บริษัท สยาม โซลาร์ เอ็นเนอร์ยี่ 1 จำกัด,4,สุพรรณบุรี,652300000,,บริษัท สยาม โซล่าร์ เอ็นเนอร์ยี่ 1 จำกัด
151,2,10582.12,72240,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองหญ้าไซ,ผลิตและจำหน่ายพลังไฟฟ้าจากพลังงานแสงอาทิตย์ ขนาด 4.3 เมกะวัตต์,หนองหญ้าไซ,6,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,10582.12,บริษัท สยาม โซลาร์ เอ็นเนอร์ยี่ 1 จำกัด,4,สุพรรณบุรี,565500000,02-2584530-3,บริษัท สยาม โซล่าร์ เอ็นเนอร์ยี่ 1 จำกัด
152,0,8263.29,72180,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองมะค่าโมง,ผลิตพลังงานไฟฟ้าจากก๊าซชีวภาพ ขนาดกำลังการผลิตติดตั้ง 2.997 เมกะวัตต์,ด่านช้าง,1,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,8263.29,บริษัท กรีนเอิร์ธ เอ็นเนอร์จี จำกัด,1,สุพรรณบุรี,170687790,,บริษัท กรีนเอิร์ธ เอ็นเนอร์จี จำกัด
153,0,3155,72230,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ตลิ่งชัน,ผลิตพลังงานไฟฟ้าก๊าซชีวภาพ กำลังการผลิต 2 เมกะวัตต์,เมืองสุพรรณบุรี,5,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,3155,บริษัท เศรษฐีสุพรรณ ไบโอกรีน เพาเวอร์ จำกัด,5,สุพรรณบุรี,48000000,,บริษัท เศรษฐีสุพรรณ ไบโอกรีน เพาเวอร์ จำกัด
154,10,12369.48,72150,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สาลี,ผลิตกระแสไฟฟ้าเพื่อจำหน่าย กำลังการผลิตสูงสุด 6.7 เมกกะวัตต์,บางปลาม้า,30,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,12369.48,บริษัท สาลี ไบโอแมส จำกัด,20,สุพรรณบุรี,568000000,01-9864209,บริษัท สาลี ไบโอแมส จำกัด
155,4,12215.08,72170,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนเจดีย์,ผลิตกระแสไฟฟ้า กำลังการผลิตสูงสุด 7.5 เมกกะวัตต์,ดอนเจดีย์,32,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,,บริษัท นำชัยพาวเวอร์ซัพพลาย จำกัด,28,สุพรรณบุรี,408950000,089-7427718,บริษัท นำชัยพาวเวอร์ซัพพลาย จำกัด
156,0,21830.18,72170,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระกระโจม,ผลิตกระแสไฟฟ้า เพื่อจำหน่าย กำลังการผลิตสูงสุด 1.2 เมกกะวัตต์,ดอนเจดีย์,20,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,6561.97,บริษัท อัครวัฒน์ พลังงานพืชหมุนเวียน จำกัด,20,สุพรรณบุรี,100000000,081-4421779,บริษัท อัครวัฒน์ พลังงานพืชหมุนเวียน จำกัด
157,0,4016.26,72220,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระยายโสม,ผลิตกระแสไฟฟ้าเพื่อจำหน่าย กำลังผลิตสูงสุด 990 กิโลวัตต์,อู่ทอง,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,1379.14,บริษัท โรงไฟฟ้าขุนพัดเพ็ง จำกัด,10,สุพรรณบุรี,45000000,"035-559-567,081-858-6123",บริษัท โรงไฟฟ้าขุนพัดเพ็ง จำกัด
158,7,53892.41,72110,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ่อสุพรรณ,ผลิตกระแสไฟฟ้าเพื่อจำหน่ายกำลังผลิตสูงสุด 9 เมกกะวัตต์ และผลิตไอน้ำเพื่อจำหน่าย,สองพี่น้อง,32,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,53892.41,บริษัท คิเนติค เพาเวอร์ แอนด์ เอ็นเนอร์ยี่ จำกัด,25,สุพรรณบุรี,472500000,,บริษัท คิเนติค เพาเวอร์ แอนด์ เอ็นเนอร์ยี่ จำกัด
159,4,16955,72160,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,พลับพลาไชย,ผลิตกระแสไฟฟ้า ขนาด 9 เมกะวัตต์,อู่ทอง,32,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,36085,บริษัท อู่ทอง ไบโอ พาวเวอร์ จำกัด,28,สุพรรณบุรี,500000000,035-421-750,บริษัท อู่ทอง ไบโอ พาวเวอร์ จำกัด
160,32,88566.77,10120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,จรเข้สามพัน,ผลิตพลังงานไฟฟ้าจากเชื้อเพลิงชีวมวล ขนาดกำลังการผลิต 25.9 เมกะวัตต์,อู่ทอง,85,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,88566.77,บริษัท อู่ทองกรีนพาวเวอร์ จำกัด,53,สุพรรณบุรี,1665852000,02-2120221,บริษัท อู่ทองกรีนพาวเวอร์ จำกัด
161,6,321661.48,72180,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองมะค่าโมง,ผลิตกระแสไฟฟ้าขนาดกำลังการผลิต 41 เมกกะวัตต์ และผลิตไอน้ำเพื่อจำหน่าย ผลิตพลังงานไฟฟ้า เพิ่มขึ้น 11.40 เมกะวัตต์ รวมเป็น 52.40,ด่านช้าง,68,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,321661.48,บริษัท ด่านช้าง ไบโอ-เอ็นเนอร์ยี จำกัด,62,สุพรรณบุรี,1919000000,0 3541 8103-7,บริษัท มิตรผล ไบโอ-เพาเวอร์ (ด่านช้าง) จำกัด
162,19,16376.62,72220,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระยายโสม,ผลิตพลังงานไฟฟ้าจากเชื้อเพลิงก๊าซชีวภาพ กำลังการผลิต 5.844 เมกะวัตต์,อู่ทอง,23,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,16376.62,บริษัท โรงไฟฟ้าสระยายโสม จำกัด,4,สุพรรณบุรี,200000000,035-481478,บริษัท โรงไฟฟ้าสระยายโสม จำกัด
163,0,13971.27,72160,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,จรเข้สามพัน,ผลิตพลังงานไฟฟ้าจากเชื้อเพลิงก๊าซชีวภาพ กำลังผลิต 4.8 เมกะวัตต์,อู่ทอง,23,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,13971.27,บริษัท จงสมจิตต์ กรีน เพาเวอร์ จำกัด,23,สุพรรณบุรี,200000000,,บริษัท จงสมจิตต์ กรีน เพาเวอร์ จำกัด
164,0,2715.96,72180,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองมะค่าโมง,โรงงานผลิตพลังงานไฟฟ้าจากก๊าซชีวภาพเพื่อจำหน่าย กำลังการผลิต 1 เมกะวัตต์,ด่านช้าง,8,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,2715.96,บริษัท สิทธินนท์ กรีนเพาเวอร์ จำกัด,8,สุพรรณบุรี,28800000,,บริษัท สิทธินนท์ กรีนเพาเวอร์ จำกัด
165,4,38507,10120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ย่านยาว,ผลิตพลังงานไฟฟ้าจากเชื้อเพลิงชีวมวล ขนาดกำลังการผลิต 8 เมกะวัตต์ และผลิตไอน้ำ,สามชุก,32,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,38507,บริษัท ทิพย์สุพรรณบุรี ไบโอเอนเนอยี่ จำกัด,28,สุพรรณบุรี,342000000,,บริษัท ทิพย์สุพรรณบุรี ไบโอเอนเนอยี่ จำกัด
166,10,135439.55,72160,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,พลับพลาไชย,ผลิตกระแสไฟฟ้า กำลังการผลิต 26 เมกกะวัตต์,อู่ทอง,50,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,,บริษัท อู่ทอง พลาสม่า เอ็นเนอร์ยี จำกัด,40,สุพรรณบุรี,1700000000,081-832-6826,บริษัท อู่ทอง พลาสม่า เอ็นเนอร์ยี จำกัด
167,1,1460.48,,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สนามคลี,ผลิต ส่ง หรือจำหน่ายพลังงานไฟฟ้า ขนาด 1 เมกะวัตต์,เมืองสุพรรณบุรี,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,1460.48,บริษัท สุพรรณเจนเนอร์เรชั่น จำกัด,9,สุพรรณบุรี,19800000,02-4246246,บริษัท สุพรรณเจนเนอร์เรชั่น จำกัด
168,0,5361.92,72130,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,วังลึก,ผลิตพลังงานไฟฟ้า กำลังการผลิต 4 เมกะวัตต์ จากเชื้อเพลิงก๊าซชีวภาพ,สามชุก,8,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,5361.92,บริษัท อรัญเพาเวอร์ จำกัด,8,สุพรรณบุรี,105000000,,บริษัท อรัญเพาเวอร์ จำกัด
169,3,12114.08,72160,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,พลับพลาไชย,ผลิตและจำหน่ายพลังงานไฟฟ้า ขนาด 6 เมกกะวัตต์,อู่ทอง,21,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,12114.08,บริษัท อู่ทอง ไบโอแมส จำกัด,18,สุพรรณบุรี,325000000,,บริษัท อู่ทอง ไบโอแมส จำกัด
170,0,1340.48,72240,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองหญ้าไซ,ผลิตพลังงานไฟฟ้าเพื่อจำหน่าย กำลังการผลิต 1 เมกะวัตต์,หนองหญ้าไซ,5,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,2815,บริษัท ที เอ็ม เพาเวอร์ แมเนจเม้นท์ จำกัด,5,สุพรรณบุรี,10000000,,บริษัท ที เอ็ม เพาเวอร์ แมเนจเม้นท์ จำกัด
171,0,2015.75,72180,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองมะค่าโมง,ผลิตคาร์บอนไดออกไซด์เหลวจากก๊าซที่ได้จากกระบวนการหมักผลิตเอทานอล,ด่านช้าง,3,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,2015.75,บริษัท ซิกจิล (ประเทศไทย) จำกัด ,3,สุพรรณบุรี,145000000,27116725.0,บริษัท ซิกจิล (ประเทศไทย) จำกัด 
172,0,515,72180,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองมะค่าโมง,ผลิตก๊าซชีวภาพ,ด่านช้าง,20,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,515,บริษัท กรีนเอิร์ธ เอ็นเนอร์จี จำกัด,20,สุพรรณบุรี,170687790,02-8779510,บริษัท กรีนเอิร์ธ เอ็นเนอร์จี จำกัด
173,0,621.9,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ท่าพี่เลี้ยง,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 150 เกวียน/วัน,เมืองสุพรรณบุรี,28,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,621.9,ห้างหุ้นส่วนสามัญนิติบุคคลเจริญธัญญา (สุพรรณบุรี),28,สุพรรณบุรี,22000000,521589.0,ห้างหุ้นส่วนสามัญนิติบุคคลเจริญธัญญา (สุพรรณบุรี)
174,2,297.5,72130,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สามชุก,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 250 เกวียน/วัน,สามชุก,7,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,297.5,บริษัท โปรเกรสซีเรียล จำกัด,5,สุพรรณบุรี,13000000,035-571259,บริษัท โปรเกรสซีเรียล จำกัด
175,0,580,72240,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองหญ้าไซ,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 200 เกวียน/วัน,หนองหญ้าไซ,8,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,297,ห้างหุ้นส่วนจำกัด โรงสีทรัพย์ปกรณ์,8,สุพรรณบุรี,3700000,,ห้างหุ้นส่วนจำกัด โรงสีไฟทรัพย์ปกรณ์
176,0,1466.72,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนกำยาน,สีข้าวและสีข้าวนึ่ง กำลังสีสูงสุดของร้านสีข้าว 600 เกวียนต่อวัน,เมืองสุพรรณบุรี,21,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,1466.72,บริษัท โรงสีชัยวานิชวัฒนา จำกัด,21,สุพรรณบุรี,25200000,522839.0,บริษัท โรงสีชัยวานิชวัฒนา จำกัด
177,0,421,72120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,เขาพระ,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 150 เกวียน/วัน),เดิมบางนางบวช,12,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,421,บริษัท โรงสีสุจิตต์ จำกัด,12,สุพรรณบุรี,4000000,,บริษัท โรงสีสุจิตต์ จำกัด
178,0,4347.9,72160,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,กระจัน,สีข้าว นึ่งข้าว,อู่ทอง,9,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,768.5,บริษัท พูนสินไทยไรซ์มิลล์ จำกัด,9,สุพรรณบุรี,85000000,551251-2,บริษัท พูนสินไทยไรซ์มิลล์ จำกัด
179,5,2892,72120,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ปากน้ำ,สีข้าว(กำลังสีสูงสุดของร้านสีข้าว 500 เกวียน/วัน) และนึ่งข้าว,เดิมบางนางบวช,30,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,665,บริษัท ดาวธัญญากิจ จำกัด,25,สุพรรณบุรี,114800000,0-3557-8270,บริษัท ดาวธัญญากิจ จำกัด
180,0,1773.2,72240,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองโพธิ์,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 300 ตัน/วัน และอบข้าวเปลือก,หนองหญ้าไซ,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,1773.2,ห้างหุ้นส่วนจำกัด โรงสีมิตรมงคล,10,สุพรรณบุรี,95000000,01-9446242,โรงสีมิตรมงคล
181,5,585,72170,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองสาหร่าย,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 300 เกวียน/วัน,ดอนเจดีย์,12,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,585,ห้างหุ้นส่วนจำกัด โรงสีไฟทรัพย์ปกรณ์,7,สุพรรณบุรี,1200000,522064.0,ห้างหุ้นส่วนจำกัด โรงสีไฟทรัพย์ปกรณ์
182,0,75,72140,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางงาม,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 25 เกวียน/วัน,ศรีประจันต์,3,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,85,นายสมบัติ เส็งหลวง,3,สุพรรณบุรี,450000,,ประเสริฐสุวรรณ
183,2,399,72130,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,วังลึก,สีข้าวชนิดแยกแกลบแยกรำ (กำลังสีสูงสุดของร้านสีข้าว 200 เกวียน/วัน),สามชุก,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,399,บริษัท ทรัพย์รุ่งเรืองอนันต์ จำกัด,8,สุพรรณบุรี,1150000,085-5391665,บริษัท ทรัพย์รุ่งเรืองอนันต์ จำกัด
184,3,575,72000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนมะสังข์,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 160 เกวียน/วัน,เมืองสุพรรณบุรี,17,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,575,นายทวีศักดิ์ หิรัญเมฆาวนิช,14,สุพรรณบุรี,80000000,,โรงสีอุดมธัญญา
185,6,3346.46,72230,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระแก้ว,สีข้าว-ขัดข้าว,เมืองสุพรรณบุรี,30,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,3467.46,บริษัท เฟอร์รารี่ อินเตอร์ไรซ์ จำกัด,24,สุพรรณบุรี,146700000,035-597123,บริษัท เฟอร์รารี่ อินเตอร์ไรซ์ จำกัด
186,2,402,72140,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,วังยาง,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 50 เกวียน/วัน,ศรีประจันต์,5,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,402,ห้างหุ้นส่วนจำกัด โรงสีไฟย่งเส้ง,3,สุพรรณบุรี,11900000,035-535924,ห้างหุ้นส่วนจำกัด โรงสีไฟย่งเส็ง
187,1,1359,72140,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ้านกร่าง,สีข้าว และสีข้าวนึ่ง (กำลังสีสูงสุดของร้านสีข้าว 360 เกวียน/ว,ศรีประจันต์,14,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,1359,ห้างหุ้นส่วนจำกัด โรงสีไฟบ้านกร่าง,13,สุพรรณบุรี,9000000,035-581121,ห้างหุ้นส่วนจำกัด โรงสีไฟบ้านกร่าง
188,0,580.75,72170,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนเจดีย์,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 80 เกวียน/วัน,ดอนเจดีย์,13,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,580.75,ห้างหุ้นส่วนจำกัด โรงสีไฟมิตรนำชัย,13,สุพรรณบุรี,49000000,035-591162-3,ห้างหุ้นส่วนจำกัด โรงสีไฟมิตรนำชัย
189,3,1010.47,72150,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางปลาม้า,อบข้าวเปลือก,บางปลาม้า,10,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,1010.47,ห้างหุ้นส่วนจำกัด เพชรภักดีพาณิชย์,7,สุพรรณบุรี,122000000,035-587110,ห้างหุ้นส่วนจำกัด เพชรภักดีพาณิชย์
190,5,100,72140,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,วังยาง,สีข้าว กำลังสีสูงสีดของร้านสีข้าว 120 เกวียน/วัน,ศรีประจันต์,14,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,100,ห้างหุ้นส่วนจำกัด โรงสีไฟย่งเส็ง,9,สุพรรณบุรี,7600000,,ห้างหุ้นส่วนจำกัด โรงสีไฟย่งเส็ง
191,0,2839.5,72140,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,วังหว้า,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 120 เกวียน/วัน อบข้าวเปลือก,ศรีประจันต์,20,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,2839.5,ห้างหุ้นส่วนจำกัด โรงสีไฟล.เอกเจริญ,20,สุพรรณบุรี,0,035-561167,
192,0,270,,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สามชุก,สีข้าว แยกแกลบแยกรำ กำลังสีสูงสุด 50 เกวียน/วัน,สามชุก,5,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,270,สหกรณ์การเกษตรสามชุก จำกัด,5,สุพรรณบุรี,956710,571229.0,โรงสีสหกรณ์การเกษตรสามชุก จำกัด
