ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
พหลโยธิน,เลขที่ 75/87,-,130,46450000,326,10,3-105-89/53ปท,326,บริษัท ฟูเกน (ประเทศไทย) จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น ทองแดง ทองเหลือง อลูมิเนียม เหล็ก สแตนเลส เป็นต้น,0 2908 1850-1,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,11
 -,เลขที่ 18/16,11/7 (ซอยนำชัย),0,850000,327,8,3-105-95/49ปท,327,บริษัท ศ.เจริญชัย อินดัสทรี จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,12120,คลองสาม,คลองหลวง,ปทุมธานี,11
เลียบคลอง 11,เลขที่ 88, -,130,2100000,328,18,3-105-96/49ปท,328,นายชัยวัฒน์ จะวิเสน,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย บดพลาสติกและผลิตอิฐบล็อคปูพื้น  โดยใช้ทรายจากแบบหล่อโลหะ,086 3755975,12170,นพรัตน์,หนองเสือ,ปทุมธานี,8
พหลโยธิน,เลขที่ 14/49, -,90,1000000,329,20,3-105-97/49ปท,329,บริษัท เอส ซี ที เทคโนโลยีส์ (ประเทศไทย) จำกัด,คัดแยกเศษวัสดุที่เหลือใช้ที่ไม่เป็นอันตรายจากโรงงานอุตสาหกรรม,0 2529 4646,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,10
 -,เลขที่ 22/9,19,94.42,2090000,330,10,3-105-99/49ปท,330,บริษัท สยาม เอ็นไวรอนเม้นท์ สแค็พส์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,12120,คลองสี่,คลองหลวง,ปทุมธานี,4
คลองหลวง,เลขที่ 22/10,-,54.23,21000000,331,12,3-106-1/48ปท,331,บริษัท ทัพฟ้าไบโอ จำกัด,นำน้ำมันพืชที่ใช้แล้ว  มาผ่านกรรมวิธีการผลิตทางอุตสาหกรรมเพื่อผลิตไบโอดีเซล,,12120,คลองสี่,คลองหลวง,ปทุมธานี,7
พหลโยธิน,เลขที่ 75/85,-,16.06,13600000,332,4,3-106-1/53ปท,332,บริษัท คาเนโกะ เคมิคัล (ไทยแลนด์) จำกัด,นำตัวทำละลายที่ใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อผลิตเป็นน้ำยาทำความสะอาดเครื่องจักรหรือทำความสะอาดอุปกรณ์,02 9081890,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,11
-,เลขที่ 18/24,-,151,2800000,333,12,3-106-10/48ปท,333,ห้างหุ้นส่วนจำกัด ลำลูกกา รีไซคลิ่ง,นำน้ำมันพืชใช้แล้วมาผลิตไบโอดีเซล,,12150,ลำลูกกา,ลำลูกกา,ปทุมธานี,2
,เลขที่ โฉนดที่ดินเลขที่ 9452,,130,15000000,334,7,3-106-11/58ปท,334,บริษัท ชัยปราการ เม็ททัล จำกัด,บดย่อยแผงวงจรอิเล็กทรอนิกส์ ชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ บดย่อยเศษและตะกรันโลหะผสม (Solder Dross) จากการบัดกรีและชุบขาวงจรอิเล็กทรอนิกส์ เก็บรวบรวมแบตเตอรี่โดยไม่มีการแปรสภาพ,081-4250138,50320,บ้านปทุม,สามโคก,ปทุมธานี,1
-,เลขที่ 1039,-,22,4500000,335,7,3-106-12/53ปท,335,บริษัท สยามคาวาชิม่า จำกัด,บดย่อยชิ้นส่วนอุปกรณ์เครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์,,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,13
เลียบคลองสี่,เลขที่ 9/9,,148.94,10000000,336,12,3-106-15/57ปท,336,บริษัท วรินทร คอร์ปอเรชั่น จำกัด,บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ สกัดโลหะมีค่าจากน้ำยาล้างฟิล์มและน้ำยาชุบโลหะ,02-9027762,12120,คลองสี่,คลองหลวง,ปทุมธานี,5
เลียบคลองสอง,เลขที่ 1/9, -,97.5,5300000,337,20,3-106-17/49ปท,337,บริษัท เอพีเอส คล็อค ซีสเต็มส์ จำกัด,ซ่อมแซม ดัดแปลง ปรับปรุง เครื่องใช้ไฟฟ้าและอุปกรณ์อิเลคทรอนิคส์ เช่น คอมพิวเตอร์ จอมินิเตอร์,,12120,คลองสอง,คลองหลวง,ปทุมธานี,3
ลำลูกกา,เลขที่ 49/10,คลองแปดตะวันออก,86,1500000,338,4,3-106-18/47ปท,338,บริษัท อินทรีย์ โกลด์ จำกัด,นำน้ำมันหล่อลื่นใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อนำกลับไปใช้ประโยชน์ใหม่,,12150,ลำลูกกา,ลำลูกกา,ปทุมธานี,10
 -,เลขที่ 9/9, -,11,760000,339,7,3-106-18/50ปท,339,ห้างหุ้นส่วนจำกัด เจ พี เอ็น รีไซเคิล,ล้างภาชนะบรรจุด้วยสารตัวทำละลาย,,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,18
,เลขที่ 38/61,อรดาแฟคตอรี่แลนด์,108,23500000,340,7,3-106-18/56ปท,340,บริษัท โปรเจค เวสท์ เมเน็จเม้นท์ จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันที่ใช้แล้วและตัวทำละลายที่ใช้แล้ว ทำเชื้อเพลิงผสม ซ่อมและล้างภาชนะบรรจุด้วยตัวทำละลาย,02-1598447,12150,ลำลูกกา,ลำลูกกา,ปทุมธานี,4
,เลขที่ 32/3-4,,686.5,30000000,341,18,3-106-19/57ปท,341,บริษัท ฟอร์ซี คอร์ปอเรชั่น จำกัด,ทำเชื้อเพลิงผสม ทำวัตถุดิบทดแทนในการผลิตปูนซีเมนต์ รีไซเคิลกระป๋องสเปรย์ รีไซเคิลหลอดไฟใช้แล้ว ,29044367,12160,ท้ายเกาะ,สามโคก,ปทุมธานี,4
,เลขที่ 10/14,,169,20000000,342,10,3-106-19/58ปท,342,นางพรฤดี พิรุณวัฒนา,บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ บดย่อยเศษและตะกรันโลหะผสม (Solder Dross) จากการบัดกรีและขาวงจรอิเล็กทรอนิกส์ ซ่อมและล้างถังด้วยตัวทำละลาย,,12130,คลองสี่,คลองหลวง,ปทุมธานี,6
,เลขที่ 21/21,,254,7000000,343,10,3-106-19/59ปท,343,บริษัท  มิชชั่นไลน์รีไซเคิล จำกัด,บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ บดย่อยเศษและตะกรันโลหะผสม (Solder Droos) จากการบัดกรีและขาวงจรอิเล็กทรอนิกส์ ซ่อมและล้างถังด้วยตัวทำละลาย และทำเชื้อเพลิงทดแทน,,12000,หลักหก,เมืองปทุมธานี,ปทุมธานี,6
ปทุมธานี-สามโคก,เลขที่ 32/11,-,134.41,10500000,344,7,3-106-2/53ปท,344,บริษัท นิวไลฟ์ เวิลด์ เมทัล จำกัด,สกัดโลหะมีค่าจากกากตะกอนน้ำเสีย น้ำยาชุบโลหะ น้ำยากัดลายวงจรอิเล็กทรอนิกส์ และบดย่อยชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์,02 5989179,12160,ท้ายเกาะ,สามโคก,ปทุมธานี,4
,เลขที่ 39/25,,119,8500000,345,10,3-106-20/58ปท,345,บริษัท เจดับบลิว เมทัล รีคัฟเวอรี อินเตอร์กรุ๊ป จำกัด,บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ บดย่อยเศษและตะกรันโลหะผสม(Solder Dross)จากการบัดกรีและขาวงจรอิเล็กทรอนิกส์ ซ่อมและล้างถังด้วยตัวทำละลาย,,12120,คลองสี่,คลองหลวง,ปทุมธานี,5
,เลขที่ 26/3,,72.06,6000000,346,6,3-106-20/59ปท,346,บริษัท ออร์กานิก ไซเคิล จำกัด,ผลิตปุ๋ยอินทรีย์จากกากตะกอนชีวภาพจากอุตสาหกรรมกระดาษ อาหาร และเกษตรแปรรูป,"018-8749859, 02-1945753",12140,คลองพระอุดม,ลาดหลุมแก้ว,ปทุมธานี,4
-,เลขที่ 7/33,-,10.5,2000000,347,9,3-106-21/54ปท,347,บริษัท เอเซียพลัสแมททีเรียล จำกัด,ทำไบโอดีเซลจากน้ำมันพืชที่ใช้แล้ว,"081-8248422,02-997-3322",12150,ลาดสวาย,ลำลูกกา,ปทุมธานี,5
-,เลขที่ 13/4,-,341.5,6500000,348,7,3-106-22/47ปท,348,บริษัท ไทยพัฒนา อินก๊อต จำกัด,หลอมโลหะ เช่น อลูมิเนียมจากเศษและขี้ตะกรันอลูมิเนียม (SCRAP AND DROSS),,12150,ลำลูกกา,ลำลูกกา,ปทุมธานี,2
,เลขที่ 38/59,,254,7000000,349,10,3-106-23/59ปท,349,บริษัท เอสดีไอ อินดัสทรี จำกัด,บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ บดย่อยเศษและตะกรันโลหะผสม (Solder Droos) จากการบัดกรีและขาวงจรอิเล็กทรอนิกส์ ซ่อมและล้างถังด้วยตัวทำละลาย และทำเชื้อเพลิงทดแทน,,12150,ลำลูกกา,ลำลูกกา,ปทุมธานี,4
-,เลขที่ 32/7,-,73,2000000,350,7,3-106-25/51ปท,350,ห้างหุ้นส่วนจำกัด จรรยาไซเคิลเทรน,อบกากตะกอนที่มีโลหะมีค่าและสกัดโลหะมีค่า  จากกากตะกอนอุตสาหกรรมชุบโลหะ อุตสาหกรรมกัดผิวโลหะและอุตสาหกรรมอิเล็กทรอนิกส์ บดย่อยชิ้นส่วนอิเล็กทรอนิกส์,02 9788694,12160,ท้ายเกาะ,สามโคก,ปทุมธานี,4
,เลขที่ โฉนดเลขที่ 42750,,360,29000000,351,6,3-106-27/59ปท,351,บริษัท สยาม ลูป ออยล์ จำกัด,นำน้ำมันพืชที่ไม่ใช้แล้วมากรองแยกสิ่งปนเปื้อนเพื่อใช้เป็นวัตถุดิบสำหรับอุตสาหกรรม ทำเชื้อเพลิงทดแทน ทำน้ำมันเอนกประสงค์ การบดย่อยเครื่องใช้ไฟฟ้าและชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์ที่ไม่ใช้แล้ว คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,02-9761008,12140,คลองพระอุดม,ลาดหลุมแก้ว,ปทุมธานี,6
ธัญบุรี-วังน้อย,เลขที่ 16/2, -,16,6600000,352,11,3-106-28/49ปท,352,ห้างหุ้นส่วนจำกัด ชินฟา,สกัดโลหะที่มีค่าจากน้ำชุบโลหะ และน้ำยาล้างฟิล์ม ทำเชื้อเพลิงทดแทน หรือเชื้อเพลิงสังเคราะห์จากน้ำมันใช้แล้ว  และตัวทำละลายที่ใช้แล้ว,,12120,คลองเจ็ด,คลองหลวง,ปทุมธานี,2
,เลขที่ 82,,4108.51,304280000,353,21,3-106-28/57ปท,353,บริษัท ไทยเบฟเวอเรจ เอ็นเนอร์ยี่ จำกัด,ผลิตเชื้อเพลิงทดแทนจากน้ำกากส่าเหล้า,02-785-7000,12000,บางคูวัด,เมืองปทุมธานี,ปทุมธานี,3
-,เลขที่ 101/108,-,122.5,3150000,354,14,3-106-29/53ปท,354,บริษัท ทีอีเอส.เอเอ็มเอ็ม (ประเทศไทย) จำกัด,บดย่อยชิ้นส่วนอุปกรณ์เครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์,035-272238,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,20
ปทุมธานี-บางเลน,เลขที่ 29/2,-,103,6000000,355,10,3-106-3/48ปท,355,ห้างหุ้นส่วนจำกัด เทพประสิทธิ์การค้า,ซ่อมและล้างถังบรรจุภัณฑ์,,12140,ลาดหลุมแก้ว,ลาดหลุมแก้ว,ปทุมธานี,1
,เลขที่ 55/21,,66,10000000,356,6,3-106-31/57ปท,356,บริษัท ดับเบิ้ลยูเอ็น แอสโซซิเอท จำกัด,บดย่อยตะกรันสังกะสี ทองเหลือง ทองแดง ที่ไม่เป็นของเสียอันตรายเพื่อจำหน่ายหรือส่งออก,,12150,บึงคำพร้อย,ลำลูกกา,ปทุมธานี,4
,เลขที่ 39/28,,122.54,7000000,357,10,3-106-31/59ปท,357,นางมนัสนันท์ รุจิศักดิ์เมธี,ผลิตน้ำมันไบโอดีเซล,,10400,คลองสี่,คลองหลวง,ปทุมธานี,5
ปทุมธานี-ลาดหลุมแก้ว,"เลขที่ โฉนดที่ดินเลขที่ 45295, 44771",,2510,240000000,358,100,3-106-33/58ปท,358,บริษัท ปทุมพลัส จำกัด,ล้างขวดแก้ว,081-3094086,12140,คูบางหลวง,ลาดหลุมแก้ว,ปทุมธานี,7
ปทุมทอง-พหลโยธิน,เลขที่ โฉนดที่ดินเลขที่ 29863,,119,7000000,359,10,3-106-34/58ปท,359,บริษัท สุรีรัตน์ รีไซเคิล จำกัด,บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ บดย่อยเศษและตะกรันโลหะผสม(Solder Dross) จากการบัดกรีและขาวงจรอิเล็กทรอนิกส์ ซ่อมและล้างถังด้วยตัวทำละลาย ทำเชื้อเพลิงทดแทน,,12000,บ้านปทุม,สามโคก,ปทุมธานี,2
บางกุฎีทอง,เลขที่ 99/13,-,123,19000000,360,27,3-106-35/53ปท,360,บริษัท สหการบางกะดีเซอร์วิส จำกัด,"คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย สกัดโลหะมีค่าจากแผงวงจร, ตะกรันโลหะมีค่า, ตะกอนจากระบบบำบัดน้ำเสีย, เศษผ้าปนเปื้อน Silver Epoxy, โลหะที่มีทองคำเคลือบผิวอยู่, Lead Free, ผลิตเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและน้ำมันพืชใช้แล้ว, บดย่อยอุปกรณ์อีเล็คทรอนิคส์ ล้างถังด้วย Sovent",,12000,บางกะดี,เมืองปทุมธานี,ปทุมธานี,2
ติวานนท์,เลขที่ โฉนดที่ดินเลขที่ 23076,,180,12640000,361,6,3-106-36/58ปท,361,บริษัท สวนอุตสาหกรรมบางกะดี จำกัด,สกัดโลหะมีค่าจากน้ำยาชุบโลหะ กากตะกอนระบบบำบัดน้ำเสีย ที่มีโลหะมีค่าจากอุตสาหกรรมชุบโลหะและอุตสาหกรรมอิเล็กทรอนิกส์ นำสารละลายกรด-ด่างที่ใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อนำกลับมาใช้ประโยชน์ใหม่ ล้างบรรจุภัณฑ์ด้วยตัวทำละลาย ล้างบรรจุภัณฑ์ด้วยน้ำ,,12000,บางกะดี,เมืองปทุมธานี,ปทุมธานี,5
-,เลขที่ 153,-,700,37000000,362,23,3-106-37/52ปท,362,บริษัท จ.ชัยเจริญรีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,12000,สวนพริกไทย,เมืองปทุมธานี,ปทุมธานี,4
รังสิต-นครนายก,"เลขที่ 45/12,  14",-,280,24200000,363,20,3-106-38/52ปท,363,บริษัท วงษ์พาณิชย์กล๊าสรีไซคลิ่ง จำกัด,ปรับสภาพ บด ย่อยแก้ว,,12110,ลำผักกูด,ธัญบุรี,ปทุมธานี,4
ปทุมธานี-บางเลน,เลขที่ 26/4,-,1434,110839934,364,80,3-106-4/50ปท,364,บริษัท แอล.เอส.เค.เทรดดิ้ง จำกัด,ล้างขวดแก้ว,,12140,ระแหง,ลาดหลุมแก้ว,ปทุมธานี,1
ลำลูกกา,เลขที่ 38/27, -,45,5160000,365,10,3-106-41/49ปท,365,บริษัท เอ็นไวรอนเม็นทอล เซอร์วิส ทีม คอนซัลติ้ง จำกัด,นำน้ำมันใช้แล้ว และตัวทำละลายใช้แล้ว มาผ่านกรรมวิธีการทางอุตสาหกรรม เพื่อนำกลับมาใช้ประโยชน์ใหม่ นำวัสดุปนเปื้อนต่าง ๆ เศษผ้าปนเปื้อนและกากตะกอนน้ำมัน มาทำเชื้อเพลิงผสม ซ่อมและล้างถังด้วยตัวทำละลาย,,12150,ลำลูกกา,ลำลูกกา,ปทุมธานี,4
-,เลขที่ -,-,373,12600000,366,30,3-106-43/52ปท,366,บริษัท อินฟินีตี้เปเปอร์ จำกัด,บดและหลอมเพื่อทำเม็ดพลาสติกจากเศษพลาสติกเก่า บดย่อยชิ้นส่วนอิเล็กทรอนิกส์และอัดเศษโลหะ,,12140,ลาดหลุมแก้ว,ลาดหลุมแก้ว,ปทุมธานี,4
-,เลขที่ 32/8,-,39,7000000,367,10,3-106-45/53ปท,367,บริษัท โกลบัล ไวด์ เวสท์ จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้ว และตัวทำละลายที่ใช้แล้ว  บดย่อยเศษและตะกรันโลหะผสมจากการบัดกรี (Solder Dross)  บดย่อยชิ้นส่วนเครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็กทรอนิกส์,-,12160,ท้ายเกาะ,สามโคก,ปทุมธานี,4
-,เลขที่ 90,-,295,43800000,368,20,3-106-48/53ปท,368,บริษัท เอ็น.วี.เนวารา จำกัด,ผลิตเชื้อเพลิงทดแทน เชื้อเพลิงผสม และน้ำมันทาแบบ น้ำมันหยอดทิ้งและเลี้ยงโซ่,-,12160,บางเตย,สามโคก,ปทุมธานี,7
ลำลูกกา-คลอง 13,เลขที่ 29,-,92,5000000,369,6,3-106-49/51ปท,369,บริษัท ธีภพ กรุ๊ป จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้ว,,12150,พืชอุดม,ลำลูกกา,ปทุมธานี,6
เลียบคลองคู,เลขที่ -,-,81.55,22000000,370,12,3-106-49/53ปท,370,บริษัท แอลซี แมนเนจเม้นท์ จำกัด,บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ สกัดโลหะมีค่าจากเศษชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ หลอมหล่อเศษโลหะ เศษโลหะผสมและเศษโลหะที่มีค่า,081 4444335,12160,บ้านปทุม,สามโคก,ปทุมธานี,5
-,เลขที่ 8/3,-,53,15500000,371,6,3-106-5/55ปท,371,บริษัท สยาม ลูป ออยล์ จำกัด,นำน้ำมันใช้แล้วและตัวทำละลายใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อนำกลับมาใช้ประโยชน์ใหม่ ซ่อมและล้างถังด้วยตัวทำละลาย คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,0-29761007-8,12140,คลองพระอุดม,ลาดหลุมแก้ว,ปทุมธานี,5
วงแหวนตะวันตก,เลขที่ 34/6,-,84,5020000,372,7,3-106-7/47ปท,372,ห้างหุ้นส่วนจำกัด ต.กิจบำรุง,นำน้ำมันใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทน และน้ำมันทาไม้แบบ คัดแยกวัสดุที่ไม่ใช้แล้ว  อัดโลหะ กระดาษ และย่อยพลาสติก  ซ่อมและล้างถัง,,12140,คูบางหลวง,ลาดหลุมแก้ว,ปทุมธานี,9
-,เลขที่ 121,-,443.5,58000000,373,7,3-106-8/46ปท,373,บริษัท พิเศษกิจจำกัด,ล้าง บด ย่อย ขวดแก้ว,,12160,เชียงรากใหญ่,สามโคก,ปทุมธานี,5
พหลโยธิน,เลขที่ 63/16,,64,12000000,374,2,จ3-101-1/39ปท,374,โครงการบิกแลนด์ ฟอคตอรี่,ปรับคุณภาพน้ำเสียรวม,2798514-5,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,13
นวนคร 5,เลขที่ 95/5,,348.82,43700000,375,65,จ3-105-101/50ปท,375,บริษัท กิจพินัน โปรดักส์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่อันตรายและการทำผลิตภัณฑ์พลาสติก เช่น อะไหล่ หรือชิ้นส่วนอุปกรณ์ของรถยนต์ และเครื่องสุขภัณฑ์ หรือโม่ บด พลาสติก การท,0-2520-4920-3,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,13
,เลขที่ 20/14,,130,4300000,376,9,จ3-105-105/51ปท,376,บริษัท ชนะชัยอิเลคทรอนิค รีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก อลูมิเนียม พลาสติก กระดาษ และอื่นๆ หรือการโม่บดย่อยพลาสติกหรือโฟม การอัดเศษโลหะ อัดเศษกระดาษ เป็นต้น,02-9505336,12160,บ้านปทุม,สามโคก,ปทุมธานี,2
พหลโยธิน-ลำลูกกา,เลขที่ 55,,84.14,5000000,377,11,จ3-105-108/50ปท,377,บริษัท วาว รีไซเคิ้ล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่นพลาสติก กระดาษ เหล็ก อลูมิเนียม ทองแดง เป็นต้น และอัดกระดาษ,,12150,บึงทองหลาง,ลำลูกกา,ปทุมธานี,18
,เลขที่ 25/14,,315,22000000,378,11,จ3-105-109/50ปท,378,ห้างหุ้นส่วนจำกัด รุ่งฟ้าเรืองกิจ การค้า,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ทำเม็ดพลาสติกจากเศษพลาสติก หรือโฟม บอย่อยพลาสติก,,12120,คลองสาม,คลองหลวง,ปทุมธานี,12
,เลขที่ โฉนดเลขที่ 242,,370,11500000,379,28,จ3-105-115/52ปท,379,บริษัท อินฟินีตี้เปเปอร์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตรายจากโรงงานอุตสาหกรรม อัดเศษกระดาษ และเศษโลหะ,,12140,ลาดหลุมแก้ว,ลาดหลุมแก้ว,ปทุมธานี,4
,เลขที่ 77/1,,65,8500000,380,10,จ3-105-117/51ปท,380,บริษัท หมิง จี (ไทย-จีน) อินเตอร์เนชั่นแนล จำกัด,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อุปกรณ์อิเล็คทรอนิกส์ อัดเศษโลหะ เศษกระดาษ และบดย่อยพลาสติก,08-9924-1491,12120,คลองหก,คลองหลวง,ปทุมธานี,11
,เลขที่ 56/5,,295,10500000,381,12,จ3-105-125/51ปท,381,นางชูเจริญ อิ่มศรี,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ เศษพลาสติก และบดย่อย,,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,7
,เลขที่ -,,92.06,5000000,382,8,จ3-105-126/51ปท,382,นายชัยเดช ชนะอุดมทรัพย์,คัดแยกสิ่งปฎิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก อลูมิเนียม พลาสติก กระดาษ และอื่นๆ หรือการโม่บดย่อยพลาสติกหรือโฟม การอัดเศษกระดาษ การอัดเศษโลหะ หรือการทำผลิตภัณฑ์พลาสติก,,12150,บึงทองหลาง,ลำลูกกา,ปทุมธานี,3
,เลขที่ 7/7,,76.5,4800000,383,10,จ3-105-144/50ปท,383,บริษัท ปราบขยะ รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นาของเสียอันตราย ทำการบอย่อยพลาสติก บดแก้ว อัดเศษกระดาษ อัดเศษโลหะ,,12140,ระแหง,ลาดหลุมแก้ว,ปทุมธานี,9
ปทุมธานี-สามโคก,เลขที่ 32/11-12,,177,9000000,384,14,จ3-105-150/51ปท,384,บริษัท นิวไลฟ์ เวิลด์ เมทัล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม ที่ไม่เป็นของเสียอันตราย เช่น แผงวงจรอิเลคทรอนิกส์ ชิ้นส่วนอิเลคทรอนิกส์ เศษโลหะ เศษพลาสติก เศษกระดาษ ไม้พาเลท,,12160,ท้ายเกาะ,สามโคก,ปทุมธานี,4
เลียบคลองคู,เลขที่ 5/8,,25,10400000,385,9,จ3-105-153/50ปท,385,บริษัท แอลซี แมนเนจเม้นท์ จำกัด,คัดแยกวัสดุเหลือใช้ สิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย อัดเศษกระดาษ บดย่อยพลาสติก,,12160,บ้านปทุม,สามโคก,ปทุมธานี,5
,เลขที่ 34/5,,187,3310000,386,6,จ3-105-175/51ปท,386,บริษัท กรประวิชษ์ เอ็นเตอร์ไพร์ส จำกัด,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก อลูมิเนียม พลาสติก กระดาษ และอื่นๆ หรือการโม่บดย่อยพลาสติกหรือโฟม การอัดเศษกระดาษ อัดเศษโลหะ เป็นต้น,,12140,คูบางหลวง,ลาดหลุมแก้ว,ปทุมธานี,10
,เลขที่ 47/42,,84,9000000,387,9,จ3-105-183/50ปท,387,นายเทพพนม วัฒนสุข,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก เหล็ก ทองแดง อลูมิเนียม เป็นต้น และอัดเศษกระดาษ บด ย่อย พลาสติก,,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,4
,เลขที่ 59/2,,194,10000000,388,17,จ3-105-192/51ปท,388,บริษัท ปทุมรีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น กระดาษ เหล็ก พลาสติก ทองแดง เป็นต้น หรืออัดเศษกระดาษ อัดเศษโลหะ,,12140,คูขวาง,ลาดหลุมแก้ว,ปทุมธานี,1
,เลขที่ 34,,82,3500000,389,6,จ3-105-194/51ปท,389,ห้างหุ้นส่วนจำกัด ธวัฒน์กิจเจริญ,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก ทองแดง เหล็ก เป็นต้น หรือการโม่บดย่อยพลาสติก หรืออัดกระดาษ,081-7575784,12140,หน้าไม้,ลาดหลุมแก้ว,ปทุมธานี,1
,เลขที่ 3/6,,75,1700000,390,5,จ3-105-196/50ปท,390,ห้างหุ้นส่วนจำกัด เอ เอ็น ซี เซอร์วิส แอนด์ รีไซคลิง,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น พลาสติก กระดาษ เหล็ก อลูมิเนียม ทองแดง,,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,9
