ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
ปทุมธานี-ลาดหลุมแก้ว,"เลขที่ โฉนดที่ดินเลขที่ 45295, 44771",,2510,240000000,424,100,3-106-33/58ปท,424,บริษัท ปทุมพลัส จำกัด,ล้างขวดแก้ว,081-3094086,12140,คูบางหลวง,ลาดหลุมแก้ว,ปทุมธานี,7
ปทุมทอง-พหลโยธิน,เลขที่ โฉนดที่ดินเลขที่ 29863,,119,7000000,425,10,3-106-34/58ปท,425,บริษัท สุรีรัตน์ รีไซเคิล จำกัด,บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ บดย่อยเศษและตะกรันโลหะผสม(Solder Dross) จากการบัดกรีและขาวงจรอิเล็กทรอนิกส์ ซ่อมและล้างถังด้วยตัวทำละลาย ทำเชื้อเพลิงทดแทน,,12000,บ้านปทุม,สามโคก,ปทุมธานี,2
บางกุฎีทอง,เลขที่ 99/13,-,123,19000000,426,27,3-106-35/53ปท,426,บริษัท สหการบางกะดีเซอร์วิส จำกัด,"คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย สกัดโลหะมีค่าจากแผงวงจร, ตะกรันโลหะมีค่า, ตะกอนจากระบบบำบัดน้ำเสีย, เศษผ้าปนเปื้อน Silver Epoxy, โลหะที่มีทองคำเคลือบผิวอยู่, Lead Free, ผลิตเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและน้ำมันพืชใช้แล้ว, บดย่อยอุปกรณ์อีเล็คทรอนิคส์ ล้างถังด้วย Sovent",,12000,บางกะดี,เมืองปทุมธานี,ปทุมธานี,2
ติวานนท์,เลขที่ โฉนดที่ดินเลขที่ 23076,,180,12640000,427,6,3-106-36/58ปท,427,บริษัท สวนอุตสาหกรรมบางกะดี จำกัด,สกัดโลหะมีค่าจากน้ำยาชุบโลหะ กากตะกอนระบบบำบัดน้ำเสีย ที่มีโลหะมีค่าจากอุตสาหกรรมชุบโลหะและอุตสาหกรรมอิเล็กทรอนิกส์ นำสารละลายกรด-ด่างที่ใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อนำกลับมาใช้ประโยชน์ใหม่ ล้างบรรจุภัณฑ์ด้วยตัวทำละลาย ล้างบรรจุภัณฑ์ด้วยน้ำ,,12000,บางกะดี,เมืองปทุมธานี,ปทุมธานี,5
-,เลขที่ 153,-,700,37000000,428,23,3-106-37/52ปท,428,บริษัท จ.ชัยเจริญรีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,12000,สวนพริกไทย,เมืองปทุมธานี,ปทุมธานี,4
รังสิต-นครนายก,"เลขที่ 45/12, 14",-,280,24200000,429,20,3-106-38/52ปท,429,บริษัท วงษ์พาณิชย์กล๊าสรีไซคลิ่ง จำกัด,ปรับสภาพ บด ย่อยแก้ว,,12110,ลำผักกูด,ธัญบุรี,ปทุมธานี,4
,เลขที่ 9/2,,32.5,7000000,430,10,3-106-38/59ปท,430,บริษัท พี พี ซอร์ทติ้ง จำกัด,ทำเชื้อเพลิงผสม,,10310,บึงคำพร้อย,ลำลูกกา,ปทุมธานี,3
ปทุมธานี-บางเลน,เลขที่ 26/4,-,5278.91,110839934,431,80,3-106-4/50ปท,431,บริษัท แอล.เอส.เค.เทรดดิ้ง จำกัด,ล้างขวดแก้ว,,12140,ระแหง,ลาดหลุมแก้ว,ปทุมธานี,1
ลำลูกกา,เลขที่ 38/27, -,45,5160000,432,7,3-106-41/49ปท,432,บริษัท เอ็นไวรอนเม็นทอล เซอร์วิส ทีม คอนซัลติ้ง จำกัด,นำน้ำมันใช้แล้ว และตัวทำละลายใช้แล้ว มาผ่านกรรมวิธีการทางอุตสาหกรรม เพื่อนำกลับมาใช้ประโยชน์ใหม่ นำวัสดุปนเปื้อนต่าง ๆ เศษผ้าปนเปื้อนและกากตะกอนน้ำมัน มาทำเชื้อเพลิงผสม ซ่อมและล้างถังด้วยตัวทำละลาย,,12150,ลำลูกกา,ลำลูกกา,ปทุมธานี,4
-,เลขที่ 23/27,-,290,26000000,433,14,3-106-41/59ปท,433,บริษัท โกลบัล ไวด์ เวสท์ จำกัด,บดย่อยเศษตะกรันโลหะผสมจากการบัดกรี (Solder Dross) บดย่อยชิ้นส่วนเครื่องใช้ไฟฟ้า เศษยาง และอุปกรณ์อิเล็กทรอนิกส์ บดย่อยวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย นำวัสดุที่ไม่ใช้แล้วทั้งสภาพของแข็งและของเหลว (น้ำมันหล่อลื่นที่ใช้แล้วและตัวทำละลายที่ใช้แล้ว) มาผลิตเชื้อเพลิงผสม (Blending) และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,11120,ท้ายเกาะ,สามโคก,ปทุมธานี,4
,เลขที่ 27/7 ,พานทอง,281,11000000,434,7,3-106-42/59ปท,434,บริษัท เค คูณซัพพลายส์ จำกัด,นำน้ำมันหล่อลื่นที่ใช้แล้วหรือสารทำละลายผ่านกรรมวิธีทางอุตสาหกรรม เพื่อผลิตเป็นเชื้อเพลิงทดแทน และทำเชื้อเพลิงผสม น้ำมันกันสนิม น้ำมันเตาปนเปื้อน สีเกรดสอง รวมทั้งซ่อมและล้างถังด้วยตัวทำละลาย เก็บรวบรวมแบตเตอร์รี่ โดยไม่มีการแปรสภาพ,,12150,บึงคำพร้อย,ลำลูกกา,ปทุมธานี,7
-,เลขที่ -,-,373,12600000,435,30,3-106-43/52ปท,435,บริษัท อินฟินีตี้เปเปอร์ จำกัด,บดและหลอมเพื่อทำเม็ดพลาสติกจากเศษพลาสติกเก่า บดย่อยชิ้นส่วนอิเล็กทรอนิกส์และอัดเศษโลหะ,,12140,ลาดหลุมแก้ว,ลาดหลุมแก้ว,ปทุมธานี,4
,เลขที่ 35/17,,285,4500000,436,6,3-106-44/59ปท,436,บริษัท จิรนันท์ เซอร์วิส 2002 จำกัด,นำน้ำมันหล่อลื่นที่ใช้แล้วหรือสารทำละลายมาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อผลิตเป็นเชื้อเพลิงทดแทน และทำเชื้อเพลิงผสม น้ำมันกันสนิม สีเกรดสองรวมทั้งซ่อมและล้างถังด้วยตัวทำละลาย เก็บรวบรวมแบตเตอรี่โดยไม่มีการแปรสภาพ,02516-8656,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,7
-,เลขที่ 32/8,-,39,7000000,437,10,3-106-45/53ปท,437,บริษัท โกลบัล ไวด์ เวสท์ จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้ว และตัวทำละลายที่ใช้แล้ว บดย่อยเศษและตะกรันโลหะผสมจากการบัดกรี (Solder Dross) บดย่อยชิ้นส่วนเครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็กทรอนิกส์,-,12160,ท้ายเกาะ,สามโคก,ปทุมธานี,4
-,เลขที่ 90,-,295,43800000,438,20,3-106-48/53ปท,438,บริษัท เอ็น.วี.เนวารา จำกัด,ผลิตเชื้อเพลิงทดแทน เชื้อเพลิงผสม และน้ำมันทาแบบ น้ำมันหยอดทิ้งและเลี้ยงโซ่,-,12160,บางเตย,สามโคก,ปทุมธานี,7
ลำลูกกา-คลอง 13,เลขที่ 29,-,92,5000000,439,6,3-106-49/51ปท,439,บริษัท ธีภพ กรุ๊ป จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้ว,,12150,พืชอุดม,ลำลูกกา,ปทุมธานี,6
เลียบคลองคู,เลขที่ -,-,81.55,22000000,440,12,3-106-49/53ปท,440,บริษัท แอลซี แมนเนจเม้นท์ จำกัด,บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ สกัดโลหะมีค่าจากเศษชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ หลอมหล่อเศษโลหะ เศษโลหะผสมและเศษโลหะที่มีค่า,081 4444335,12160,บ้านปทุม,สามโคก,ปทุมธานี,5
-,เลขที่ 8/3,-,53,15500000,441,6,3-106-5/55ปท,441,บริษัท สยาม ลูป ออยล์ จำกัด,นำน้ำมันใช้แล้วและตัวทำละลายใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อนำกลับมาใช้ประโยชน์ใหม่ ซ่อมและล้างถังด้วยตัวทำละลาย คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,0-29761007-8,12140,คลองพระอุดม,ลาดหลุมแก้ว,ปทุมธานี,5
วงแหวนตะวันตก,เลขที่ 34/6,-,84,5020000,442,7,3-106-7/47ปท,442,ห้างหุ้นส่วนจำกัด ต.กิจบำรุง,นำน้ำมันใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทน และน้ำมันทาไม้แบบ คัดแยกวัสดุที่ไม่ใช้แล้ว อัดโลหะ กระดาษ และย่อยพลาสติก ซ่อมและล้างถัง,,12140,คูบางหลวง,ลาดหลุมแก้ว,ปทุมธานี,9
-,เลขที่ 121,-,443.5,58000000,443,7,3-106-8/46ปท,443,บริษัท พิเศษกิจจำกัด,ล้าง บด ย่อย ขวดแก้ว,,12160,เชียงรากใหญ่,สามโคก,ปทุมธานี,5
กาญจนาภิเษก,เลขที่ 33,,481,27500000,444,14,3-106-8/60ปท,444,บริษัท ทีซีเอช รีไซเคิล จำกัด,บดย่อยชิ้นส่วนอิเล็กทรอนิกส์และเครื่องใช้ไฟฟ้า รีไซเคิลหลอดฟลูออเรสเซนต์ รวมทั้งเก็บรวบรวมแบตเตอรี่โดยไม่มีการแปรสภาพ นำน้ำมันหล่อลื่นที่ใช้แล้วและสารทำละลายมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อผลิตเป็นเชื้อเพลิงทดแทน และทำเชื้อเพลิงผสม,,12140,คลองพระอุดม,ลาดหลุมแก้ว,ปทุมธานี,3
พหลโยธิน,เลขที่ 63/16,,64,12000000,445,2,จ3-101-1/39ปท,445,โครงการบิกแลนด์ ฟอคตอรี่,ปรับคุณภาพน้ำเสียรวม,2798514-5,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,13
นวนคร 5,เลขที่ 95/5,,348.82,43700000,446,65,จ3-105-101/50ปท,446,บริษัท กิจพินัน โปรดักส์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่อันตรายและการทำผลิตภัณฑ์พลาสติก เช่น อะไหล่ หรือชิ้นส่วนอุปกรณ์ของรถยนต์ และเครื่องสุขภัณฑ์ หรือโม่ บด พลาสติก การท,0-2520-4920-3,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,13
,เลขที่ 20/14,,130,4300000,447,9,จ3-105-105/51ปท,447,บริษัท ชนะชัยอิเลคทรอนิค รีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก อลูมิเนียม พลาสติก กระดาษ และอื่นๆ หรือการโม่บดย่อยพลาสติกหรือโฟม การอัดเศษโลหะ อัดเศษกระดาษ เป็นต้น,02-9505336,12160,บ้านปทุม,สามโคก,ปทุมธานี,2
,เลขที่ 25/14,,315,22000000,448,11,จ3-105-109/50ปท,448,ห้างหุ้นส่วนจำกัด รุ่งฟ้าเรืองกิจ การค้า,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ทำเม็ดพลาสติกจากเศษพลาสติก หรือโฟม บอย่อยพลาสติก,,12120,คลองสาม,คลองหลวง,ปทุมธานี,12
,เลขที่ โฉนดเลขที่ 242,,370,11500000,449,28,จ3-105-115/52ปท,449,บริษัท อินฟินีตี้เปเปอร์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตรายจากโรงงานอุตสาหกรรม อัดเศษกระดาษ และเศษโลหะ,,12140,ลาดหลุมแก้ว,ลาดหลุมแก้ว,ปทุมธานี,4
,เลขที่ 77/1,,65,8500000,450,10,จ3-105-117/51ปท,450,บริษัท หมิง จี (ไทย-จีน) อินเตอร์เนชั่นแนล จำกัด,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อุปกรณ์อิเล็คทรอนิกส์ อัดเศษโลหะ เศษกระดาษ และบดย่อยพลาสติก,08-9924-1491,12120,คลองหก,คลองหลวง,ปทุมธานี,11
,เลขที่ 56/5,,295,10500000,451,12,จ3-105-125/51ปท,451,นางชูเจริญ อิ่มศรี,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ เศษพลาสติก และบดย่อย,,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,7
,เลขที่ -,,92.06,5000000,452,8,จ3-105-126/51ปท,452,นายชัยเดช ชนะอุดมทรัพย์,คัดแยกสิ่งปฎิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก อลูมิเนียม พลาสติก กระดาษ และอื่นๆ หรือการโม่บดย่อยพลาสติกหรือโฟม การอัดเศษกระดาษ การอัดเศษโลหะ หรือการทำผลิตภัณฑ์พลาสติก,,12150,บึงทองหลาง,ลำลูกกา,ปทุมธานี,3
,เลขที่ 7/7,,76.5,4800000,453,10,จ3-105-144/50ปท,453,บริษัท ปราบขยะ รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นาของเสียอันตราย ทำการบอย่อยพลาสติก บดแก้ว อัดเศษกระดาษ อัดเศษโลหะ,,12140,ระแหง,ลาดหลุมแก้ว,ปทุมธานี,9
ปทุมธานี-สามโคก,เลขที่ 32/11-12,,177,9000000,454,14,จ3-105-150/51ปท,454,บริษัท นิวไลฟ์ เวิลด์ เมทัล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม ที่ไม่เป็นของเสียอันตราย เช่น แผงวงจรอิเลคทรอนิกส์ ชิ้นส่วนอิเลคทรอนิกส์ เศษโลหะ เศษพลาสติก เศษกระดาษ ไม้พาเลท,,12160,ท้ายเกาะ,สามโคก,ปทุมธานี,4
เลียบคลองคู,เลขที่ 5/8,,25,10400000,455,9,จ3-105-153/50ปท,455,บริษัท แอลซี แมนเนจเม้นท์ จำกัด,คัดแยกวัสดุเหลือใช้ สิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย อัดเศษกระดาษ บดย่อยพลาสติก,,12160,บ้านปทุม,สามโคก,ปทุมธานี,5
,เลขที่ 34/5,,187,3310000,456,6,จ3-105-175/51ปท,456,บริษัท กรประวิชษ์ เอ็นเตอร์ไพร์ส จำกัด,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก อลูมิเนียม พลาสติก กระดาษ และอื่นๆ หรือการโม่บดย่อยพลาสติกหรือโฟม การอัดเศษกระดาษ อัดเศษโลหะ เป็นต้น,,12140,คูบางหลวง,ลาดหลุมแก้ว,ปทุมธานี,10
,เลขที่ 47/42,,84,9000000,457,9,จ3-105-183/50ปท,457,นายเทพพนม วัฒนสุข,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก เหล็ก ทองแดง อลูมิเนียม เป็นต้น และอัดเศษกระดาษ บด ย่อย พลาสติก,,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,4
,เลขที่ 59/2,,194,10000000,458,17,จ3-105-192/51ปท,458,บริษัท ปทุมรีไซเคิล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น กระดาษ เหล็ก พลาสติก ทองแดง เป็นต้น หรืออัดเศษกระดาษ อัดเศษโลหะ,,12140,คูขวาง,ลาดหลุมแก้ว,ปทุมธานี,1
,เลขที่ 34,,82,3500000,459,6,จ3-105-194/51ปท,459,ห้างหุ้นส่วนจำกัด ธวัฒน์กิจเจริญ,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก ทองแดง เหล็ก เป็นต้น หรือการโม่บดย่อยพลาสติก หรืออัดกระดาษ,081-7575784,12140,หน้าไม้,ลาดหลุมแก้ว,ปทุมธานี,1
,เลขที่ 3/6,,75,1700000,460,5,จ3-105-196/50ปท,460,ห้างหุ้นส่วนจำกัด เอ เอ็น ซี เซอร์วิส แอนด์ รีไซคลิง,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น พลาสติก กระดาษ เหล็ก อลูมิเนียม ทองแดง,,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,9
,เลขที่ 32/8,,99,8000000,461,15,จ3-105-202/51ปท,461,บริษัท โกลบัล ไวด์ เวสท์ จำกัด,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น เศษทองเหลือง เศษทองแดง เศษเหล็ก เศษพลาสติก เศษกระดาษ ฯลฯ,,12160,ท้ายเกาะ,สามโคก,ปทุมธานี,4
,เลขที่ 18/8,,170,3000000,462,10,จ3-105-207/51ปท,462,ห้างหุ้นส่วนจำกัดป.ภูมีศรี รีไซเคิล ,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก ทองแดง อลูมิเนียม กระดาษ พลาสติก เป็นต้น หรืออัดเศษกระดาษ โลหะ โม่ บดย่อยพลาสติก,,12120,คลองสอง,คลองหลวง,ปทุมธานี,14
เลียบคลองหก,เลขที่ ,,132,26000000,463,16,จ3-105-209/51ปท,463,บริษัท กานต์กมล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย เช่น พลาสติก กระดาษ โลหะ อัดเศษกระดาษ เศษพลาสติก บด ย่อยพลาสติก,,12150,บึงคำพร้อย,ลำลูกกา,ปทุมธานี,7
,เลขที่ 55/11,,98,5000000,464,6,จ3-105-220/50ปท,464,ร้าน ป.ไพศาล,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่อันตราย เช่น เหล็ก กระดาษ ทองแดง อลูมิเนียม พลาสติก เป็นต้น อัดกระดาษ และบอย่อยพลาสติก,,12150,ลาดสวาย,ลำลูกกา,ปทุมธานี,11
ลำลูกกา,เลขที่ 23/5,,94,11000000,465,10,จ3-105-226/50ปท,465,นางเนตรหทัย สุขศึกพ่าย,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่นเหล็ก ทองแดง ทองเหลือง พลาสติก กระดาษ สแตนเลส เป็นต้น หรือการโม่ บด ย่อยพลาสติก หรืออัดกระดาษ,081-7706750,12150,บึงทองหลาง,ลำลูกกา,ปทุมธานี,18
,เลขที่ 24/9,,0,3520000,466,10,จ3-105-228/50ปท,466,ห้างหุ้นส่วนจำกัด ก.ธนาทิพย์,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,08-5802-2955,12120,คลองสอง,คลองหลวง,ปทุมธานี,6
,เลขที่ 73/4,,126.68,3800000,467,6,จ3-105-26/51ปท,467,บริษัท อี พี เอส พลาสติกไทย จำกัด,คัด แยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่นพลาสติก กระดาษ ทองแดง สแตนเลส โฟม เหล็ก หรือโลหะต่างๆ หรือการอัดกระดาษ โม่ บดย่อยพลาสติกหรือโฟม,,12160,ท้ายเกาะ,สามโคก,ปทุมธานี,3
ติวานนท์,เลขที่ 138,สวนอุตสาหกรรมบางกะดี,0,5504000,468,8,จ3-105-35/50ปท,468,บริษัท คันไซ เคมิคัล(ประเทศไทย) จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,,12000,บางกะดี,เมืองปทุมธานี,ปทุมธานี,5
เลียบถนนคลองเปรม,เลขที่ 20/13,,130,4300000,469,10,จ3-105-49/51ปท,469,บริษัท สุรีรัตน์ รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม ที่ไม่เป็นอันตราย บดย่อย ทำเม็ดพลาสติกเกรด B อัดเศษโลหะ กระดาษ ซ่อมดัดแปลงเครื่องใช้ไฟฟ้าและอุปกรณ์อิเลคทรอนิกส์,,12160,บ้านปทุม,สามโคก,ปทุมธานี,2
ปทุมธานี-สามโคก,เลขที่ 92,,100,1900000,470,16,จ3-105-5/51ปท,470,บริษัท โชเอะ คันเกียว (ประเทศไทย) จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก เหล็ก ทองแดง อลูมิเนียม เป็นต้น และบดพลาสติก,02-9772978,12160,สามโคก,สามโคก,ปทุมธานี,1
เอราวัณ 1,เลขที่ 18/6,เอราวัณ 22,60,3000000,471,7,จ3-105-55/52ปท,471,บริษัท เจพี สตีล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตรายและอัดกระดาษ,,12120,คลองสอง,คลองหลวง,ปทุมธานี,14
พหลโยธิน,เลขที่ 1141,บิ๊กแลนด์ แฟคตอรี่,60,7600000,472,4,จ3-105-64/51ปท,472,บริษัท สยาม คาวาชิม่า จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย และบดพลาสติก,,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,13
กรุงเทพ-ปทุมธานี,เลขที่ 88,สุวิมล,45,7500000,473,12,จ3-105-68/50ปท,473,บริษั ชั่งเซ้ง เอ็นเตอร์ไพร์ส จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,,12000,บางหลวง,เมืองปทุมธานี,ปทุมธานี,2
วงแหวนตะวันตก,เลขที่ 33,-,2402.4,85000000,474,36,จ3-105-80/51ปท,474,บริษัท ทีซีเอช รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยพลาสติก อัดเศษโลหะ ตัด พับ หรือม้วนโลหะ,,12140,คลองพระอุดม,ลาดหลุมแก้ว,ปทุมธานี,3
เทพกุญชร 2,เลขที่ 21/7,เทพกุญชร 1,48,4300000,475,3,จ3-105-90/50ปท,475,ห้างหุ้นส่วนจำกัด สหกิตติไพศาล เปเปอร์,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,0-2902-8008,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,8
คลองหลวง,เลขที่ 119/69,,65,8500000,476,10,จ3-105-99/51ปท,476,นางสาววาสนา แซ่ลี้,คัดแยกวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ เศษพลาสติก และบดย่อยพลาสติก,,12120,คลองสอง,คลองหลวง,ปทุมธานี,7
พหลโยธินกม.51,เลขที่ 1,,1295.46,300000000,477,7,3-101-1/40อย,477,บริษัท เอ็นเอ็มบี - มินีแบไทย จำกัด,"บำบัดน้ำเสียรวมปริมาณการบำบัดน้ำเสีย6,100ลบ.ม.ต่อวัน",035-361439,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,7
-,เลขที่ -,-,471.1,122600000,478,10,3-101-1/51อย,478,บริษัท โรจนะ อินดัสเตรียล แมเนจเม้นท์ จำกัด,บำบัดน้ำเสียรวม,0 3533 0000-8,13210,ธนู,อุทัย,พระนครศรีอยุธยา,9
,"เลขที่ โฉนดที่ดินเลขที่ 3185,3188,13428,13429 ",,856.83,1374660000,479,12,3-101-1/59อย,479,บริษัท โรจนะอินดัสเตรียล แมเนจเม้นท์ จำกัด,บำบัดน้ำเสียรวม,,13210,อุทัย,อุทัย,พระนครศรีอยุธยา,1
 -,เลขที่ 98,-,469,97640000,480,10,3-101-3/49อย,480,บริษัท โรจนะ อินดัสเตรียล แมเนจเม้นท์ จำกัด,ระบบบำบัดน้ำเสียรวม,035-330001-8,13210,บ้านช้าง,อุทัย,พระนครศรีอยุธยา,3
,เลขที่ 98/313,,120,2200000,481,7,3-105-1/46อย,481,บริษัท ไทย รีเคลมเมชั่น (ไทยแลนด์) จำกัด,คัดแยกขยะ อัดพลาสติก อัดกระดาษและโลหะ,,13170,วังจุฬา,วังน้อย,พระนครศรีอยุธยา,1
-,เลขที่ 36,-,54,4100000,482,9,3-105-1/48อย,482,บริษัท ไทยเอเซีย 14001 จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดย่อยพลาสติก อัดเศษกระดาษ อัดเศษโลหะ นำเครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็กทรอนิกส์ที่ผ่านการใช้งานแล้ว มาปรับปรุง ซ่อมแซม ผลิต ประกอบเป็นวัตถุดิบหรือผลิตภัณฑ์ใหม่,,13210,อุทัย,อุทัย,พระนครศรีอยุธยา,3
,เลขที่ 99/12,,62,21300000,483,6,3-105-104/59อย,483,บริษัท วิศวกรรมและการโยธา สยามเทคนิค กรุ๊ป จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,10140,สนับทึบ,วังน้อย,พระนครศรีอยุธยา,7
-,เลขที่ 88/1,-,0,2700000,484,8,3-105-106/48อย,484,ห้างหุ้นส่วนจำกัด ช.ช้อนทอง,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),06-6740711,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,8
 -,เลขที่ 84/2, -,286,5750000,485,12,3-105-109/48อย,485,ห้างหุ้นส่วนจำกัด วัฒนโสภณพลาสติก,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดย่อยและทำเม็ดพลาสติก,,13140,โคกม่วง,ภาชี,พระนครศรีอยุธยา,1
