แรงม้า,ตำบล,ประกอบกิจการ,เลขทะเบียนเดิม,ถนน,เลขที่,ประเภท,จังหวัด,โทรศัพท์,เงินทุน,หมู่,เลขทะเบียนโรงงาน,ผู้ประกอบการ,ซอย,ชื่อโรงงาน,ไปรษณีย์,TSIC,_id,อำเภอ,คนงาน
3368.77,ช่องสาริกา,ผลิตพลังไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังการผลิตรวม 1.413 เมกะวัตต์,3-88(1)-30/63ลบ,สระบุรี-หล่มสัก,3,8801,ลพบุรี,,29771000,13,40160220325637,บริษัท โททาล เอนเนอร์ยี่ส์ รีนิวเอเบิลส์ (ประเทศไทย) จำกัด ,,บริษัท โททาล เอนเนอร์ยี่ส์ รีนิวเอเบิลส์ (ประเทศไทย) จำกัด (โครงการ BTGLR 2),15220,35101,73,พัฒนานิคม,1
6701.1,ช่องสาริกา,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังการผลิตรวม 2.8 เมกะวัตต์,3-88(1)-31/63ลบ,สระบุรี-หล่มสัก,3,8801,ลพบุรี,,58939000,13,40160220425635,บริษัท โททาล เอนเนอร์ยี่ส์ รีนิวเอเบิลส์ (ประเทศไทย) จำกัด,,บริษัท โททาล เอนเนอร์ยี่ส์ รีนิวเอเบิลส์ (ประเทศไทย) จำกัด (โครงการ BTGLR 3),15220,35101,74,พัฒนานิคม,1
5171.69,ช่องสาริกา,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังการผลิตรวม 2.058 เมกะวัตต์,3-88(1)-32/63ลบ,,218,8801,ลพบุรี,,42730000,1,40160220525632,บริษัท โททาล เอนเนอร์ยี่ส์ รีนิวเอเบิลส์ (ประเทศไทย) จำกัด,,บริษัท โททาล เอนเนอร์ยี่ส์ รีนิวเอเบิลส์ (ประเทศไทย) จำกัด (โครงการ TAB),15220,35101,75,พัฒนานิคม,1
3055.7,ช่องสาริกา,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังการผลิตรวม 1.280 เมกะวัตต์,3-88(1)-33/63ลบ,,256,8801,ลพบุรี,,53900000,1,40160220625630,บริษัท โททาล เอนเนอร์ยี่ส์ รีนิวเอเบิลส์ (ประเทศไทย) จำกัด ,,บริษัท โททาล เอนเนอร์ยี่ส์ รีนิวเอเบิลส์ (ประเทศไทย) จำกัด (โครงการ BF CS),15220,35101,76,พัฒนานิคม,2
4373.17,ช่องสาริกา,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังการผลิตรวม 1.760 เมกะวัตต์,3-88(1)-34/63ลบ,พระพุทธบาท-เขาสูง,215,8801,ลพบุรี,,38500000,1,40160220725638,บริษัท โททาล เอนเนอร์ยี่ส์ รีนิวเอเบิลส์ (ประเทศไทย) จำกัด ,,บริษัท โททาล เอนเนอร์ยี่ส์ รีนิวเอเบิลส์ (ประเทศไทย) จำกัด (โครงการ BSM),15220,35101,77,พัฒนานิคม,1
5519.02,ช่องสาริกา,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังการผลิตรวม 2.356 เมกะวัตต์,3-88(1)-36/63ลบ,สระบุรี-หล่มสัก,39,8801,ลพบุรี,,49380000,5,40160220925634,บริษัท โททาลเอนเนอร์ยี่ส์ รีนิวเอเบิลส์ (ประเทศไทย) จำกัด ,,บริษัท โททาลเอนเนอร์ยี่ส์ รีนิวเอเบิลส์ (ประเทศไทย) จำกัด (โครงการ BFI SLH),15220,35101,78,พัฒนานิคม,1
11264.625,ช่องสาริกา,ผลิตไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังการผลิต 4.444 เมกะวัตต์,3-88(1)-58/53ลบ,ทางหลวงหมายเลขที่ 21,202/4 และ 202/5,8801,ลพบุรี,,639600000,12,10160005825534,บริษัท บางกอกโซลาร์ พาวเวอร์ จำกัด,,บริษัท บางกอกโซลาร์ พาวเวอร์ จำกัด,15220,35101,79,พัฒนานิคม,10
460,ช่องสาริกา,โรงงานจัดหาน้ำ ทำน้ำให้บริสุทธิ์ หรือจำหน่ายน้ำไปยังอาคาร หรือโรงงานอุตสาหกรรม,จ3-90-4/62ลบ,พระพุทธบาท-เขาสูง,213,9000,ลพบุรี,,1180000000,1,20160196725624,บริษัท เบทาโกรแลนด์ จำกัด,,บริษัท เบทาโกรแลนด์ จำกัด,10210,36002,80,พัฒนานิคม,4
6024.74,ช่องสาริกา,ห้องเย็นเก็บสินค้า,3-92-36/59ลบ,ซอย 12,256,9200,ลพบุรี,,844000000,1,10160003625597,บริษัท อาหารเบทเทอร์ จำกัด,,บริษัท อาหารเบทเทอร์ จำกัด,10210,52101,81,พัฒนานิคม,105
76,ช่องสาริกา,ซ่อมแซม บำรุงรักษารถยนต์,จ3-95(1)-2/40ลบ,,71/1,9501,ลพบุรี,036-461827,31000000,1,20160300225404,บริษัท สยามนิสสัน ลำนารายณ์ สาขาพัฒนานิคม จำกัด,,บริษัท สยามนิสสัน ลำนารายณ์ สาขาพัฒนานิคม จำกัด,15220,33121,82,พัฒนานิคม,15
105.5,ช่องสาริกา,ซ่อมรถยนต์ และพ่นสีรถยต์,จ3-95(1)-71/63ลบ,,379,9501,ลพบุรี,,28000000,5,20160226825634,บริษัท โตโยต้าลพบุรีอุดมชัย ผู้จำหน่ายโตโยต้า จำกัด,,บริษัท โตโยต้าลพบุรีอุดมชัย ผู้จำหน่ายโตโยต้า จำกัด (สาขาพัฒนานิคม),15220,33121,83,พัฒนานิคม,11
62,ช่องสาริกา,ซ่อมเครื่องยนต์และช่วงล่าง,จ3-95(1)-133/61ลบ,,499,9501,ลพบุรี,,40000000,5,20160013325616,บริษัท สยามนิสสัน แอล.เค.เอส. ลำนารายณ์ จำกัด,,บริษัท สยามนิสสัน แอล.เค.เอส. ลำนารายณ์ จำกัด,15130,33121,84,พัฒนานิคม,16
38.66,ช่องสาริกา,ซ่อมเครื่องยนต์ และส่วนประกอบหรืออุปกรณ์ของยานที่ขับเคลื่อนด้วยเครื่้องยนต์,จ3-95(1)-251/57ลบ,,379,9501,ลพบุรี,,36990000,5,20160025125574,บริษัท โตโยต้าลพบุรีอุดมชัย ผู้จำหน่ายโตโยต้า จำกัด,,บริษัท โตโยต้าลพบุรีอุดมชัย ผู้จำหน่ายโตโยต้าจำกัด (สาขาพัฒนานิคม),15000,33121,85,พัฒนานิคม,11
60.65,ช่องสาริกา,ซ่อมรถยนต์และเครื่องยนต์,จ3-95(1)-253/58ลบ,สระบุรี-หล่มสัก,168/9,9501,ลพบุรี,,71700000,5,20160025325588,บริษัท พันธุ์เจริญ จำกัด,,บริษัท พันธุ์เจริญ จำกัด,15000,33121,86,พัฒนานิคม,20
930.97,ช่องสาริกา,บำบัดน้ำเสีย ปริมาณการบำบัดน้ำเสียสูงสุดเพิ่มขึ้นจากเดิม 7000 ลูกบาศก์เมตรต่อวัน รวมเป็นปริมาณการบำบัดน้ำเสียสูงสุด 12000 ลูกบาศก์เมตรต่อวัน,3-101-1/39ลบ,สระบุรี-หล่มสัก,39,10100,ลพบุรี,036-436333-40,170000000,5,10160400125399,บริษัท บี.ฟู้ดส์ โปรดักส์ อินเตอร์เนชั่นแนล จำกัด,-,บริษัท บี.ฟู้ดส์ โปรดักส์ อินเตอร์เนชั่นแนล จำกัด,15220,37000,87,พัฒนานิคม,9
328.61,ช่องสาริกา,บำบัดน้ำเสีย,3-101-1/46ลบ,พระพุทธบาท-เขาสูง,213,10100,ลพบุรี,,36000000,1,10160200125466,บริษัท เบทาโกรแลนด์ จำกัด,-,บริษัท เบทาโกรแลนด์ จำกัด,15220,37000,88,พัฒนานิคม,10
53,มะนาวหวาน,สีข้าว (14 เกวียน/วัน),จ2-9(1)-17/64ลบ,,99,901,ลพบุรี,,8300000,,20160231825645,บริษัท โป๊วกี่ จำกัด,,บริษัท โป๊วกี่ จำกัด,15140,10611,89,พัฒนานิคม,4
241.5,มะนาวหวาน,ผลิตน้ำแข็งก้อนเล็ก,จ3-14-60/58ลบ,,โฉนดที่ดินเลขที่ 5733,1400,ลพบุรี,,21000000,4,20160006025587,นายวุฒิชัย โชติภูมิเจริญกาล,,เก๋าไซร์ ไอซ์ พัฒนานิคม,18230,10795,90,พัฒนานิคม,10
573.89,มะนาวหวาน,ผลิตภัณฑ์คอนกรีตสำเร็จรูป เช่น พื้นและผนังสำเร็จรูป,3-58(1)-1/39ลบ,พัฒนานิคม,88,5801,ลพบุรี,,258800000,4,10160200125391,บริษัท คอนกรีตถาวร จำกัด,พัฒนานิคม 24,บริษัท คอนกรีตถาวร จำกัด,15140,23953,91,พัฒนานิคม,175
263,มะนาวหวาน,หลอมเหล็กหล่อ,จ3-59-6/55ลบ,พัฒนานิคม-เขื่อนป่าสัก,99,5900,ลพบุรี,,3500000,4,20160000625556,บริษัท โป๊วกี่ จำกัด,พัฒนา 24,บริษัท โป๊วกี่ จำกัด,15140,24101,92,พัฒนานิคม,40
260.64,มะนาวหวาน,ผลิตเครื่องจักรกล เช่น เครื่องตัดโลหะ เครื่องพับโลหะ ฯลฯ,3-67(2)-1/38ลบ,,88,6702,ลพบุรี,,128000000,4,10160500125380,บริษัท ริชชี่ ริช เอชพี จำกัด,พัฒนานิคม 24,บริษัท ริชชี่ ริช เอชพี จำกัด,15140,28230,93,พัฒนานิคม,18
596.72,ดีลัง,อบข้าวโพด,จ3-2(1)-2/53ลบ,,291,201,ลพบุรี,,32600000,3,20160000225530,บริษัท พี.เอส.เอช. เอ็กสปอร์ต อิมปอร์ต จำกัด,,บริษัท พี.เอส.เอช.เอ็กสปอร์ต อิมปอร์ต จำกัด,15220,1630,94,พัฒนานิคม,4
11543.7,ดีลัง,ให้บริการลดความชื้นและปรับปรุงสภาพเมล็ดพันธุ์  ,จ3-2(1)-40/50ลบ,-,9,201,ลพบุรี,036-436501,366534978.1,4,20160004025506,บริษัท เค.พี.อะโกร อินดัสทรี้ (ลพบุรี) จำกัด,-,บริษัท เค.พี. อะโกร อินดัสทรี้ (ลพบุรี) จำกัด,15220,1630,95,พัฒนานิคม,163
174.5,ดีลัง,อบข้าวโพด,จ3-2(1)-63/53ลบ,สายตรี(ลพบุรี-วังม่วง),45/1,201,ลพบุรี,036-638214,40000000,6,20160006325532,นายปรีชา มานะยิ่งเมต,,ร้านปรีชาฟาร์มาซี (แผนกเกษตร),15220,1630,96,พัฒนานิคม,12
2337.96,ดีลัง,ผลิตเมล็ดพันธุ์พืช,ศ3-2(1)-1/39ลบ,สระบุรี-หล่มสัก,21/1,201,ลพบุรี,,128700000,4,00160000125395,บริษัท เจริญโภคภัณฑ์โปรดิ๊วส จำกัด,-,บริษัท เจริญโภคภัณฑ์โปรดิ๊วส จำกัด,15220,1630,97,พัฒนานิคม,81
1007.13,ดีลัง,เก็บรักษา คัด แยกขนาดคุณภาพของข้าวโพดและข้าวฟ่าง,3-2(5)-1/36ลบ,สายตรี (โคกตูม-พัฒนานิคม),52/1,205,ลพบุรี,036-436159-61,332000000,6,10160000125369,บริษัท ซินเจนทา ซีดส์ (ประเทศไทย) จำกัด,,บริษัท ซินเจนทา ซีดส์ (ประเทศไทย) จำกัด,15220,52102,98,พัฒนานิคม,96
138,ดีลัง,การขุดหรือลอกกรวด ทรายหรือดิน,จ3-3(2)-257/50ลบ,-,-,302,ลพบุรี,,1000000,2,20160025725506,ห้างหุ้นสว่นจำกัด พ.พัฒนชัยเจริญกิจ,-,ห้างหุ้นส่วนจำกัด พ.พัฒนชัยเจริญกิจ,15220,8103,99,พัฒนานิคม,2
140,ดีลัง,สีข้าวชนิดแยกแกลบแยกรำ กำลังสีสูงสุด 12 เกวียน/วัน,จ3-9(1)-2/42ลบ,สระบุรี-หล่มสัก,158,901,ลพบุรี,01-2221094,910000,2,20160000225423,นางสาวรุ่งรวี จันทร์ติวงศ์,-,-,15220,10611,100,พัฒนานิคม,3
71.5,ดีลัง,ทำวุ้นเส้น,อ2-10(3)-21/64ลบ,,123,1003,ลพบุรี,081-8078694,6050000,4,60160232825645,นางสาวเบญจวรรณ หลายคงคา,,วุ้นเส้นเทพร่วมสร้าง,15220,10743,101,พัฒนานิคม,10
88,ดีลัง,ผลิตชิ้นไม้สับที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี,3-34(4)-35/53ลบ,,222,3404,ลพบุรี,081-8700443,1800000,5,10160003525532,ห้างหุ้นส่วนจำกัด ชลสิทธิ์ วู๊ด,,ห้างหุ้นส่วนจำกัด ชลสิทธิ์ วู๊ด,15220,16299,102,พัฒนานิคม,5
25,ดีลัง,ทำเครื่องเรือน เครื่องใช้ในบ้าน เช่น โต๊ะ เก้าอี้ เตียง ตู้,จ3-37-242/53ลบ,สระบุรี-หล่มสัก,222,3700,ลพบุรี,081-8700443,6500000,5,20160024225532,ห้างหุ้นส่วนจำกัด ชลสิทธิ์ วู๊ด,,ห้างหุ้นส่วนจำกัด ชลสิทธิ์ วู๊ด,15220,31001,103,พัฒนานิคม,4
1415.7,ดีลัง,ผลิตสีย้อมผ้าและหนัง,3-42(1)-1/36ลบ,พัฒนานิคม-มวกเหล็ก,95/1,4201,ลพบุรี,,115000000,1,10160300125366,บริษัท โรแลค ซีนธิซีส จำกัด,13,บริษัท โรแลค ซีนธิซีส จำกัด,15220,20113,104,พัฒนานิคม,10
673.5,ดีลัง,การผลิตเคมีภัณฑ์ขั้นอุตสาหกรรมมูลฐานอื่น ๆ,จ3-42(1)-1/37ลบ,สายตรี,126/1,4201,ลพบุรี,036-491507,62000000,1,20160100125374,บริษัท ฟายน์ ออกานิก อินดัสตรี้ส์ (ประเทศไทย) จำกัด,14 ซ้าย,บริษัท ฟายน์ ออกานิก อินดัสตรี้ส์ (ประเทศไทย) จำกัด,15220,20113,105,พัฒนานิคม,21
74.7,ดีลัง,คอนกรีตผสมเสร็จ,อ2-58(1)-142/64ลบ,,,5801,ลพบุรี,,13000000,,60160232725647,บริษัท สหชัยธุรกิจก่อสร้าง 1993 จำกัด,,บริษัท สหชัยธุรกิจก่อสร้าง 1993 จำกัด,15220,23953,106,พัฒนานิคม,3
166.85,ดีลัง,ผลิตคอนกรีตผสมเสร็จ ,จ3-58(1)-174/66ลบ,,299/1,5801,ลพบุรี,036275360,26532000,3,20160175525664,บริษัท ทีทีวี คอนกรีต จำกัด ,,บริษัท ทีทีวี คอนกรีต จำกัด ,15220,23951,107,พัฒนานิคม,8
151.47,ดีลัง,คอนกรีตผสมเสร็จ,จ3-58(1)-194/56ลบ,ทางหลวงหมายเลข 21,333,5801,ลพบุรี,,16000000,3,20160019425568,บริษัท วี.พี.พัฒนาคอนกรีต จำกัด,,บริษัท วี.พี.พัฒนาคอนกรีต จำกัด,15220,23953,108,พัฒนานิคม,3
114157.61,ดีลัง,"หลอม หล่อ รีดเหล็กแท่ง (Billet) และผลิตเหล็กเส้นเสริมคอนกรีตชนิดเหล็กเส้นกลม เหล็กข้ออ้อย (จำนวน 1 สายการผลิต)ได้ปีละ 170,000 ตัน",3-59-1/38ลบ,เพชรบูรณ์-หล่มสัก,99/9,5900,ลพบุรี,,3000000000,4,10160400125381,บริษัท เหล็กทรัพย์ จำกัด,สาย 3 ซ้าย,บริษัท เหล็กทรัพย์ จำกัด,15220,24101,109,พัฒนานิคม,360
72,ดีลัง,ตัด พับ หรือม้วนโลหะ,"อ2-64(12)-53/64ลบ
",สระบุรี-หล่มสัก,300,6412,ลพบุรี,,2200000,1,60160233225647,บริษัท พินิจค้าเหล็ก 2005 จำกัด,12,บริษัท พินิจค้าเหล็ก 2005 จำกัด,15220,25910,110,พัฒนานิคม,9
2958.79,ดีลัง,โรงไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังผลิตไฟฟ้า 2.20 MW,3-88(1)-10/51ลบ,ทางหลวงแผ่นดินหมายเลข 21,"โฉนดที่ดินเลขที่ 13854, 1602, 3297, 1253",8801,ลพบุรี,,124000000,4,10160001025519,บริษัท บางกอกโซลาร์ พาวเวอร์ จำกัด,,บริษัท บางกอกโซลาร์ พาวเวอร์ จำกัด,15220,35101,111,พัฒนานิคม,12
1730.5,ดีลัง,ผลิตออกซิเจนเหลว ก๊าซออกซิเจน ไนโตรเจนเหลว ก๊าซไนโตรเจน อาร์กอนเหลว ก๊าซอาร์กอน,3-89-1/47ลบ,-,99/9,8900,ลพบุรี,,42120000,4,10160000125476,บริษัท นิปปอนซันโซ่ (ไทยแลนด์) จำกัด,พัฒนานิคมสาย 3 ซ้าย,บริษัท แอร์โปรดัคส์อินดัสตรีย์ จำกัด,15220,20111,112,พัฒนานิคม,10
805.65,ดีลัง,ห้องเย็น ,3-92-25/48ลบ,พุแค-หล่มสัก,361/1,9200,ลพบุรี,036-638302-9,140800000,1,10160002525483,บริษัท ชลสิทธิ์โฟรเซ่นฟูดส์ จำกัด,-,บริษัท ชลสิทธิ์โฟรเซ่นฟูดส์ จำกัด,15220,52101,113,พัฒนานิคม,61
1380,ดีลัง,ให้บริการโกดังเก็บสินค้าการเกษตร,จ3-92-14/58ลบ,ลพบุรี-วังม่วง,50,9200,ลพบุรี,,90000000,6,20160001425584,บริษัท พัฒนนารายณ์ จำกัด,,บริษัท พัฒนนารายณ์ จำกัด,15220,52101,114,พัฒนานิคม,14
106.1,ดีลัง,ผลิตส่วนประกอบหรืออุปกรณ์ของหม้อไอน้ำ (Boiler) หรือหม้อต้มที่ใช้ของเหลวหรือก๊าซเป็นสื่อนำความร้อน ภาชนะทนแรงดัน,จ3-104-1/57ลบ,,39,10400,ลพบุรี,,23000000,6,20160200125571,บริษัท ดีมายเออร์ จำกัด,,บริษัท ดีมายเออร์ จำกัด,15220,25130,115,พัฒนานิคม,38
345.55,ดีลัง,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซม หม้อไอน้ำ (Boiler) หรือหม้อต้มที่ใช้ของเหลวหรือก๊าซเป็นสื่อนำความร้อน ภาชนะทนแรงดัน และรวมถึงส่วนประกอบหรืออุปกรณ์ของผลิตภัณฑ์ดังกล่าว,จ3-104-2/56ลบ,,39,10400,ลพบุรี,,66000000,6,20160300225560,บริษัท ดีมายเออร์ จำกัด,,บริษัท ดีมายเออร์ จำกัด,15220,25130,116,พัฒนานิคม,26
122.56,ดีลัง,ผลิตโพลิเมอร์โมเลกุลต่ำชนิดผง,3-106-22/61ลบ,สระบุรี-หล่มสัก,21,10600,ลพบุรี,,31500000,4,10160002225613,บริษัท คิวเอ็ม แอดดิทีฟ จำกัด,,บริษัท คิวเอ็ม แอดดิทีฟ จำกัด,15220,38300,117,พัฒนานิคม,14
1424.8,โคกสลุง,ฟักไข่,จ1-2(11)-3/35ลบ,สระบุรี-หล่มสัก,,211,ลพบุรี,,90079000,,20160100325354,นายสุรชัย แต้ไพสิฐพงษ์,,บริษัท บี.ฟูดส์โปรดักส์ อินเตอร์เนชั่นแนล จำกัด,15140,1461,118,พัฒนานิคม,64
320,โคกสลุง,ขุดตักดินลูกรัง,จ3-3(2)-2/46ลบ,,น.ส.3ก. เลขที่ 2167,302,ลพบุรี,,6050000,7,20160000225464,นายบำรุง ไถ้เงิน,,,15140,8103,119,พัฒนานิคม,4
120,โคกสลุง,ขุดตักดินลูกรัง,จ3-3(2)-3/46ลบ,,น.ส.3ก.เลขที่ 5175และ5176,302,ลพบุรี,,1700000,10,20160000325462,บริษัท ทรายทองธรณี 1996 จำกัด,,บริษัท ทรายทองธรณี 1996 จำกัด,15140,8103,120,พัฒนานิคม,2
160,โคกสลุง,ขุดตักดินลูกรัง,จ3-3(2)-48/47ลบ,-,นส 3 ก เลขที่ 5164 และ 5165,302,ลพบุรี,09-4245088,5550000,7,20160004825475,นางสาวนาตยา ทัพวิเศษ,-,-,15140,8103,121,พัฒนานิคม,4
5911.6,โคกสลุง,ผลิตอาหารสัตว์จากขนไก่ป่น,3-15(2)-4/47ลบ,สายสหฟาร์ม-ห้วยยาง,69,1502,ลพบุรี,01-6442502,29000000,10,10160000425470,บริษัท ผลิตขนไก่ป่นไทย จำกัด,บ้านห้วยยาง,บริษัท ผลิตขนไก่ป่นไทย จำกัด,15140,10294,122,พัฒนานิคม,17
741.5,โคกสลุง,"ผลิตปุ๋ยอินทรีย์, ผลิตปุ๋ยอินทรีย์เคมี",3-43(1)-82/52ลบ,เขาขวาง-โคกสูง,226/3,4301,ลพบุรี,036-483336-7,26102800,8,10160008225526,บริษัท ฟู้ด ฟอร์ เดอะเวิลด์ จำกัด,-,บริษัท ฟู้ด ฟอร์ เดอะเวิลด์ จำกัด,15140,20121,123,พัฒนานิคม,743
3023.54,โคกสลุง,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังการผลิตรวม 1.256 เมกะวัตต์,3-88(1)-35/63ลบ,สระบุรี-หล่มสัก,123,8801,ลพบุรี,,26900000,8,40160220825636,บริษัท โททาล เอนเนอร์ยี่ส์ รินิวเอเบิลส์ (ประเทศไทย) จำกัด ,,บริษัท โททาล เอนเนอร์ยี่ส์ รินิวเอเบิลส์ (ประเทศไทย) จำกัด (โครงการ HHLR),15140,35101,124,พัฒนานิคม,1
400,ชอนน้อย,การขุดกรวดหรือดิน,จ3-3(2)-166/50ลบ,สาย 4 ขวา,โฉนดที่ดินเลขที่ 3813,302,ลพบุรี,,8750000,4,20160016625509,บริษัท เซเม็กซ์ (ประเทศไทย) จำกัด,17,บริษัท เซเม็กซ์ (ประเทศไทย) จำกัด,15140,8103,125,พัฒนานิคม,5
400,ชอนน้อย,การขุดกรวดหรือดิน,จ3-3(2)-229/50ลบ,สาย 4 ขวา,โฉนดที่ดินเลขที่ 22010,302,ลพบุรี,,10000000,4,20160022925505,บริษัท เซเม็กซ์ (ประเทศไทย) จำกัด,17,บริษัท เซเม็กซ์ (ประเทศไทย) จำกัด,15140,8103,126,พัฒนานิคม,5
400,ชอนน้อย,การขุดกรวดหรือดิน,จ3-3(2)-230/50ลบ,สาย 4 ขวา,โฉนดที่ดินเลขที่ 5290,302,ลพบุรี,,16500000,4,20160023025503,บริษัท เซเม็กซ์ (ประเทศไทย) จำกัด,19,บริษัท เซเม็กซ์ (ประเทศไทย) จำกัด,15140,8103,127,พัฒนานิคม,5
179.5,หนองบัว,อบ กระเทาะ เก็บรักษา คัด หรือแยกขนาดเมล็ดพืช,จ3-2(1)-37/50ลบ,ลพบุรี-วังม่วง,22,201,ลพบุรี,0-3649-4094,22000000,11,20160003725502,นายศิริศักดิ์ ศรีเจริญศิลป์,,ศิริศิลป์เกษตรอุตสาหกรรม,15140,1630,128,พัฒนานิคม,6
115.2,หนองบัว,เก็บรักษาหรือลำเลียงเมล็ดพืชในไซโลโกดังหรือคลังสินค้า คัดเมล็ดทานตะวัน การอบเมล็ดพืช การคัดหรือแยกขนาดหรือคุณภาพของผลิตผลเกษตรกรรม,จ3-2(5)-35/58ลบ,สายตรี ,191/2,205,ลพบุรี,,28000000,1,20160003525589,บริษัท เอสพีที เทรดดิ้ง 2015 จำกัด,27,ไร่ลุงท๊อป,15140,52102,129,พัฒนานิคม,2
446.02,หนองบัว,ผลิตนมพร้อมดื่มพลาสเจอร์ไรซ์,จ3-5(1)-1/45ลบ,,179,501,ลพบุรี,09-8019253,91500000,11,20160100125457,บริษัท ที.ดี.แดรี่ฟู้ดส์ จำกัด,,บริษัท ที.ดี.แดรี่ฟู้ดส์ จำกัด,15140,10501,130,พัฒนานิคม,65
6449,หนองบัว,ผลิตแป้งข้าวโพดและแป้งจากธัญพืช,3-9(2)-9/49ลบ,-,60,902,ลพบุรี,,43000000,6,10160000925495,บริษัท คิง สตาร์ช จำกัด,27,บริษัท คิง สตาร์ช จำกัด,15140,10612,131,พัฒนานิคม,34
540,หนองบัว,ผลิตชิ้นไม้สับจากไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรีเพื่จำหน่ายภายในประเทศและส่งออก,3-34(4)-8/53ลบ,สายลพบุรี-วังม่วง (3017),199,3404,ลพบุรี,,38000000,11,10160000825539,บริษัท ทรูเอ็นเนอร์จี เพาเวอร์ จำกัด,29,บริษัท ทรูเอ็นเนอร์จี เพาเวอร์ จำกัด,15140,16299,132,พัฒนานิคม,22
5662,หนองบัว,แปรรูปไม้เพื่อผลิตชิ้นไม้สับ,3-34(4)-10/47ลบ,พัฒนานิคม-วังม่วง(3017),180,3404,ลพบุรี,,461000000,11,10160001025477,บริษัท เอเวอร์กรีน พลัส จำกัด,-,บริษัท เอเวอร์กรีน พลัส จำกัด,15140,16299,133,พัฒนานิคม,20
1425.89,หนองบัว,ผลิตแคลเซียมคาร์บอเนต,3-42(1)-1/38ลบ,พัฒนานิคม-แก่งเสือเต้น,15,4201,ลพบุรี,036-639281,81500000,4,10160000125385,บริษัท อิมเมอรี่ส์ ฮอนเอค (ประเทศไทย) จำกัด,,บริษัท อิมเมอรี่ส์ คาร์บอเนตส์ (ประเทศไทย) จำกัด,15140,20113,134,พัฒนานิคม,47
395,หนองบัว,ผลิตปุ๋ยอินทรีย์ชีวภาพชนิดเม็ด,จ3-43(1)-34/51ลบ,พัฒนานิคม,118,4301,ลพบุรี,,20000000,6,20160003425517,บริษัท เค เค พัฒนาการเกษตร จำกัด,27 สาย 2 ซ้าย,บริษัท เค เค พัฒนาการเกษตร จำกัด,15140,20121,135,พัฒนานิคม,11
143.86,หนองบัว,ผลิตขวดพลาสติก,จ3-53(4)-10/54ลบ,สาย 3,95,5304,ลพบุรี,080-6637999,9200000,10,20160001025541,นายมารุต สุภาเพียร,26 สาย 3 ซ้าย,เจริญพลาสติก,15140,22220,136,พัฒนานิคม,9
310,หนองบัว,ผลิตกระสอบพลาสติกทอสาน,จ3-53(4)-37/51ลบ,,60,5304,ลพบุรี,,35000000,6,20160003725510,บริษัท คิงส์ โพลี่แซค จำกัด,27,บริษัท คิงส์โพลี่แซค จำกัด,15140,22220,137,พัฒนานิคม,30
104,หนองบัว,ทำคอนกรีตผสมเสร็จ,จ3-58(1)-1/39ลบ,สายตรี,20,5801,ลพบุรี,,6000000,5,20160400125397,บริษัท วี.พี.พัฒนาอุตสาหกรรม จำกัด,,บริษัท วี.พี. พัฒนาคอนกรีต จำกัด,15140,23953,138,พัฒนานิคม,16
195,หนองบัว,ทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,จ3-63(2)-1/40ลบ,สาย 3 ซ้าย (สายโท),62/1,6302,ลพบุรี,01-2110767,11000000,6,20161200125405,บริษัท วี สติล โปรดักส์ จำกัด,27,บริษัท วี สติล โปรดักส์ จำกัด,15140,25111,139,พัฒนานิคม,15
23696,หนองบัว,ผลิต ส่ง หรือจำหน่ายพลังงานไฟฟ้า,3-88(2)-27/53ลบ,ทางหลวงหมายเลข 3017,199,8802,ลพบุรี,034-344-579,480000000,11,10160002725539,บริษัท ทรูเอ็นเนอร์จี เพาเวอร์ ลพบุรี จำกัด,29,บริษัท ทรูเอ็นเนอร์จี เพาเวอร์ ลพบุรี จำกัด,15140,35101,140,พัฒนานิคม,28
29545,หนองบัว,ผลิตและจำหน่ายกระแสไฟฟ้า ขนาด 9.8 เมกะวัตต์,3-88(2)-34/53ลบ,พัฒนานิคม-วังม่วง,180,8802,ลพบุรี,036-418201,1245000000,11,10160003425535,บริษัท เอเวอร์กรีน พลัส จำกัด,29,บริษัท เอเวอร์กรีน พลัส จำกัด,15140,35101,141,พัฒนานิคม,54
250.61,หนองบัว,ขัดข้าวสาร ปรบปรุงคุณภาพข้าวสาร และแบ่งบรรจุ,จ3-91(1)-7/63ลบ,,15,9101,ลพบุรี,,47000000,4,20160152725634,บริษัท เดอะเนเชอรัลโกรท จำกัด,,บริษัท เดอะเนเชอรัลโกรท จำกัด,15140,52293,142,พัฒนานิคม,12
