คนงานหญิง,_id,แรงม้าตรวจพบ,แรงม้า,ประกอบกิจการ,จังหวัด,คนงานรวม,ผู้ประกอบการ,ชื่อโรงงาน,ชื่อชุดข้อมูล,เงินทุนรวม,เจ้าของข้อมูล,ตำบล,อำเภอ,โทรศัพท์,คนงานชาย,ไปรษณีย์
2,395,339.5,339.5,ทำนมสดพาสเจอร์ไรส์,สุพรรณบุรี,7,สหกรณ์การเกษตรเมืองสุพรรณบุรี,โรงงานผลิตภัณฑ์นมสุพรรณบุรี,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,83967910,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระแก้ว,เมืองสุพรรณบุรี,035-521655,5,72000
1,396,267.88,267.88,ทำนมสดให้ไร้เชื้อ หรือฆ่าเชื้อ โดยวิธีการพาสเจอร์ไรส์,สุพรรณบุรี,3,บริษัท มาตรศรีฟาร์ม จำกัด,โรงงานผลิตนมพาสเจอร์ไรส์,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,17875000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,พลับพลาไชย,อู่ทอง,089-916-4516,2,72160
1,397,140.3,140.3,ทำนมพลาสเจอร์ไรส์บรรจุถุงพลาสติก,สุพรรณบุรี,5,ห้างหุ้นส่วนจำกัด กลุ่มผู้เลี้ยงโคนมหนองหญ้าไซ ,ห้างหุ้นส่วนจำกัด กลุ่มผู้เลี้ยงโคนมหนองหญ้าไซ,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,11000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองหญ้าไซ,หนองหญ้าไซ,035-577161,4,72240
40,398,130.5,130.5,ผลิตอาหาร และผลิตภัณฑ์นม,สุพรรณบุรี,48,บริษัท ซองเดอร์ไทย ออร์กานิคฟูด จำกัด,ซองเดอร์ไทย ออร์กานิคฟูด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,14500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองโอ่ง,อู่ทอง,035-551384,8,72160
27,399,343,6700.75,ผลิตยางมะตอยน้ำ และผลิตภัณฑ์ที่ทำจากยางมะตอยเหลว,สุพรรณบุรี,73,บริษัท ซีโก้แอสฟัลท์ จำกัด,บริษัท ซีโก้ แอสฟัลท์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,138285000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ่อสุพรรณ,สองพี่น้อง,035-551222,46,72110
1,400,297,297,ผลิตยางแอสฟัลท์ติกคอนกรีต,สุพรรณบุรี,6,บริษัท โชคดีวิศวภัณฑ์ จำกัด,บริษัท โชคดีวิศวภัณฑ์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,15000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ่อสุพรรณ,สองพี่น้อง,035-402055,5,72110
8,401,347,347,ผลิตแอสฟัลท์ติกคอนกรีต,สุพรรณบุรี,15,ห้างหุ้นส่วนจำกัด ต.สร้างสรรค์ เอ็นจิเนียริ่ง,บริษัท ต.สร้างสรรค์ เอ็นจิเนียริ่ง จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,15700000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ทะเลบก,ดอนเจดีย์,,7,72170
0,402,181.91,181.91,ทำยางมะตอยเหลว (Asphalt Cement),สุพรรณบุรี,4,บริษัท พลัส ออยล์ แอสฟัลติก จำกัด,บริษัท พลัส ออยล์ แอสฟัลติก จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,12830000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หัวนา,เดิมบางนางบวช,991191888,4,72120
0,403,487.46,487.46,ผลิตแอสฟัลต์ติกคอนกรีต,สุพรรณบุรี,8,บริษัท เจริญกิจ ซี.เค. จำกัด,บริษัท เจริญกิจ ซี.เค. จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,61500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระกระโจม,ดอนเจดีย์,,8,70110
1,404,488,488,ผลิตแอสฟัลท์ติกคอนกรีต,สุพรรณบุรี,5,ห้างหุ้นส่วนจำกัด สุวรรณกิจกำแพงก่อสร้าง,สุวรรณกิจกำแพง แอสฟัลต์ สุพรรณบุรี,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,20300000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ไผ่กองดิน,บางปลาม้า,099-979-9244,4,72150
0,405,487.46,487.46,ผลิตแอสฟัลต์ติกคอนกรีต,สุพรรณบุรี,5,นายบรรเจิด จีนสุขแสง,-,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,8000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หัวนา,เดิมบางนางบวช,,5,72120
0,406,1193.49,1193.49,คัดแยกของเสียหรือวัสดุที่ไม่ใช้แล้วที่ไม่อันตราย ของหมวดที่ 1 ภาคผนวกที่ 1 ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) นำไปใช้ประโยชน์ใหม่และนำน้ำมันที่ใช้แล้ว เช่น น้ำมันเครื่องเก่า น้ำมันหล่อลื่น มาปรับปรุงคุณภาพเพื่อนำไปใช้ใหม่,สุพรรณบุรี,16,บริษัท ทิวดาลูบ ดีพี จำกัด,บริษัท ทิวดาลูบ ดีพี จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,6000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ่อสุพรรณ,สองพี่น้อง,02-4475822,16,72110
0,407,247.78,247.78,ผลิตยางแอสฟัลท์ติกคอนกรีต,สุพรรณบุรี,3,ห้างหุ้นส่วนจำกัด จ.แสนสมหวัง,บริษัท จ. แสนสมหวัง จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,7550000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,อู่ทอง,อู่ทอง,089-9167109,3,72160
1,408,483.86,483.86,ผลิตแอสฟัลท์ติกคอนกรีต,สุพรรณบุรี,3,บริษัท โตวัน ทรานสปอร์ต จำกัด,บริษัท โตวัน ทรานสปอร์ต จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,17500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ่อสุพรรณ,สองพี่น้อง,034-246778,2,72190
5,409,414.57,414.57,ผลิตแอสฟัลต์ติคคอนกรีต,สุพรรณบุรี,17,ห้างหุ้นส่วนจำกัด เคทีพี มอเตอร์,ห้างหุ้นส่วนจำกัด เคทีพี มอเตอร์,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,32500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,องครักษ์,บางปลาม้า,089-1116968,12,72150
2,410,483.86,483.86,ผลิตแอสฟัลท์ติกคอนกรีต,สุพรรณบุรี,8,ห้างหุ้นส่วนจำกัด ทวีผลพัฒนาก่อสร้าง,ห้างหุ้นส่วนจำกัด ทวีผลพัฒนาก่อสร้าง,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,29900000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ทะเลบก,ดอนเจดีย์,066-1166969,6,72170
0,411,441.4,441.4,ผลิตแอสฟัลต์ติคคอนกรีต,สุพรรณบุรี,5,บริษัท ที.ดี.ดี.ก่อสร้าง จำกัด,บริษัท ที.ดี.ดี.ก่อสร้าง จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,58469000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองโอ่ง,อู่ทอง,081-3565620,5,72160
0,412,485.8,485.8,ผลิตแอสฟัลท์ติคคอนกรีต,สุพรรณบุรี,15,ห้างหุ้นส่วนจำกัด มาตรศรีจักรกล,ห้างหุ้นส่วนจำกัด มาตรศรีจักรกล,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,17201000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,พลับพลาไชย,อู่ทอง,035-421408,15,72160
0,413,285.86,285.86,ผลิตแอสฟัลท์ติกคอนกรีต,สุพรรณบุรี,5,บริษัท จงสมจิตต์ก่อสร้าง จำกัด,บริษัท จงสมจิตต์ก่อสร้าง จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,39000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,จรเข้สามพัน,อู่ทอง,090-4358006,5,72160
2,414,434.68,434.68,ผลิตแอสฟัลท์ติกคอนกรีต,สุพรรณบุรี,8,บริษัท สหสมชัยธนาพร จำกัด,บริษัท สหสมชัยธนาพร จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,34000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระกระโจม,ดอนเจดีย์,087-7458888,6,72140
0,415,488,488,ผลิตแอสฟัลท์ติกคอนกรีต,สุพรรณบุรี,10,ห้างหุ้นส่วนจำกัด โชคบรรเจิดพัฒนาพร,ห้างหุ้นส่วนจำกัด โชคบรรเจิดพัฒนาพร,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,21841000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หัวนา,เดิมบางนางบวช,,10,72120
0,416,285.86,285.86,ผลิตแอสฟัลท์ติกคอนกรีต,สุพรรณบุรี,5,ห้างหุ้นส่วนจำกัด รัตนชัยพร,ห้างหุ้นส่วนจำกัด รัตนชัยพร,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,35000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สวนแตง,เมืองสุพรรณบุรี,,5,72210
0,417,379,379,ผลิตแอสฟัลท์ติกคอนกรีต,สุพรรณบุรี,7,บริษัม กิม แซ จุ้ย จำกัด,บริษัท กิม แซ จุ้ย จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,24500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ้านโพธิ์,เมืองสุพรรณบุรี,,7,72000
8,418,434.68,434.68,ผลิตแอสฟัลท์ติกคอนกรีต,สุพรรณบุรี,15,บริษัท สายสัมพันธ์ จำกัด,บริษัท สายสัมพันธ์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,31000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,อู่ทอง,อู่ทอง,086-4500319,7,72000
2,419,448,448,ผลิตแอสฟัลท์ติกคอนกรีต,สุพรรณบุรี,10,ห้างหุ้นส่วนจำกัด ส.พงษ์พัฒนา 27,ห้างหุ้นส่วนจำกัด ส.พงษ์พัฒนา 27,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,19000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หัวนา,เดิมบางนางบวช,089-9198233,8,72120
0,420,487.46,487.46,ผลิตแอสฟัลต์ติกคอนกรีต,สุพรรณบุรี,6,ห้างหุ้นส่วนจำกัด สินเกษตรก่อสร้าง,ห้างหุ้นส่วนจำกัด สินเกษตรก่อสร้าง,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,65000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,จรเข้สามพัน,อู่ทอง,,6,72160
2,421,478.2,478.2,ผลิตแอสฟัลท์ติกคอนกรีต,สุพรรณบุรี,11,ห้างหุ้นส่วนจำกัด ว.ชัยวัฒน์ การโยธา,ห้างหุ้นส่วนจำกัด ว.ชัยวัฒน์ การโยธา,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,18000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ทุ่งคลี,เดิมบางนางบวช,092-8157227,9,72120
10,422,2255.5,2255.5,ผลิตถังบำบัดน้ำเสียจากพลาสติก,สุพรรณบุรี,46,บริษัท เวฟ โปรดักท์ จำกัด,บริษัท เวฟ โปรดักท์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,37000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนตาล,เมืองสุพรรณบุรี,035-550395,36,72000
6,423,0,321.5,"ทำผลิตภัณฑ์พลาสติก เช่น วงกบ ไม้พื้น ไม้ระแนง ราวบันได รั้ว ประตู หน้าต่าง คิ้วและผลิตภัณฑ์อื่นๆ และทำวงกบ บานประตู หน้าต่าง เลื่อย ไส ซอย เซาะร่อง 
และ ผลิตภัณฑ์อื่นๆที่แปรรูปจากไม้",สุพรรณบุรี,17,ห้างหุ้นส่วนจำกัด ป.ประสันต์,ห้างหุ้นส่วนจำกัด ป.ประสันต์,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,21640000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ่อกรุ,เดิมบางนางบวช,081-5664578,11,72120
8,424,376.71,376.71,ผลิตชิ้นส่วนจากพลาสติกใช้กับเครื่องมือ เครื่องใช้ เครื่องเรือน และอุปกรณ์อะไหล่ สำหรับผลิตภัณฑ์อุตสาหกรรมทุกชนิด,สุพรรณบุรี,16,บริษัท พี.พี.เพาเวอร์อุตสาหกรรม จำกัด,บริษัท พี.พี.เพาเวอร์ อุตสาหกรรม จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,25800000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ่อสุพรรณ,สองพี่น้อง,0-3548-1090-1,8,72110
4,425,357.02,357.02,ผลิตสินค้าพลาสติก และเครื่องใช้ในครัวเรือนจากพลาสติก,สุพรรณบุรี,13,บริษัท สยามเด่นภัณฑ์พลาสติก อินดัสทรีส์ จำกัด,บริษัท สยามเด่นภัณฑ์ พลาสติก อินดัสทรีส์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,18000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองบ่อ,สองพี่น้อง,01-9011570,9,72110
5,426,395.55,395.55,ผลิตขวดพลาสติก,สุพรรณบุรี,9,บริษัท มงคลโชคพลาสติก จำกัด,บริษัท มงคลโชคพลาสติก จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,9100000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนเจดีย์,ดอนเจดีย์,01-6530392,4,72170
25,427,272.7,485.83,ทำถุงพลาสติก,สุพรรณบุรี,28,บริษัท อีโคแบ๊กส์ จำกัด,บริษัท อีโคแบ๊กส์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,7000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระยายโสม,อู่ทอง,081-9064591,3,72160
5,428,194,194,เป่าขวดพลาสติก,สุพรรณบุรี,7,นายทรงธรรม ถาวร,ถาวรพลาสติกบรรจุภัณฑ์,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,13502400,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ด่านช้าง,ด่านช้าง,595-085,2,72180
2,429,90,70,ผลิตถังพลาสติก,สุพรรณบุรี,9,บริษัท ประมลชัย พลาสโพลี จำกัด,บริษัท ประมลชัย พลาสโพลี จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,2100000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,จรเข้สามพัน,อู่ทอง,0-3463-2222,7,72160
0,430,213.8,213.8,ผลิตกระสอบสำเร็จรูป,สุพรรณบุรี,4,บริษัท เอเชีย ฟู๊ดส์ บิซิเนส เทรด จำกัด,บริษัท เอเชีย ฟู๊ดส์ บิซิเนส เทรด จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,63075001,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนเจดีย์,ดอนเจดีย์,086-6886335,4,72000
10,431,0,486.95,ทำผลิตภัณฑ์พลาสติก เช่น เป่าขวดพลาสติก,สุพรรณบุรี,20,ห้างหุ้นส่วนจำกัด ท่าพระจันทร์ 2007,ห้างหุ้นส่วนจำกัด ท่าพระจันทร์ 2007,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,7500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,อู่ทอง,อู่ทอง,081-8584500,10,72160
14,432,0,474.2,"ผลิตผลิตภัณฑ์พลาสติก เช่น ฝาขวดพลาสติก, ขวดบรรจุน้ำดื่ม",สุพรรณบุรี,28,บริษัท ยันฮี วิตามิน วอเตอร์ จำกัด,บริษัท ยันฮี วิตามิน วอเตอร์ จำกัด (ไร่ไทรดารา),สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,165000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางเลน,สองพี่น้อง,28790300,14,72110
37,433,87.8,566.6,ผลิตกระสอบพลาสติก,สุพรรณบุรี,70,บริษัท เจ อาร์ แพค จำกัด,บริษัท เจ อาร์ แพค จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,65000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางตาเถร,สองพี่น้อง,,33,72110
4,434,78,78,ผลิตถุงพลาสติก,สุพรรณบุรี,7,ห้างหุ้นส่วนจำกัด รุ่งเรืองศรีไทย พลาสติก,รุ่งเรืองศรีพลาสติก,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,6300000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนตาล,เมืองสุพรรณบุรี,08-1837-7660,3,72000
1,435,222,222,ทำภาชนะบรรจุภัณฑ์และหีบห่อ เช่น ถุงหรือกระสอบ,สุพรรณบุรี,6,บริษัท ธีร์รวมช่าง เอ็นจิเนียริ่ง จำกัด,บริษัท ธีร์รวมช่าง เอ็นจิเนียริ่ง จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,50000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระแก้ว,เมืองสุพรรณบุรี,035-446895,5,72230
2,436,574.04,574.04,ผลิตเม็ดพลาสติก,สุพรรณบุรี,10,นายพิสุทธิ์ เล้าสมรุ่งเรือง,สุนทรี,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,3660000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระยายโสม,อู่ทอง,0-3555-9185,8,72220
11,437,645.09,645.09,ผลิตเม็ดพลาสติก,สุพรรณบุรี,37,นางเฉลา เล้าสมรุ่งเรือง,-,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,3300000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระยายโสม,อู่ทอง,0-3555-9003,26,72220
2,438,597.6,597.6,ทำเม็ดพลาสติก,สุพรรณบุรี,20,นายวรวิทย์ พุทธจักรศรี,พี.เค.พลาสติก,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,2700000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,สระยายโสม,อู่ทอง,035-559001,18,72220
7,439,95,1558.69,ฉีดพลาสติก ทำแกนม้วนสายไฟฟ้า,สุพรรณบุรี,30,บริษัท ไทยเซิงพลาสติกอินดัสทรีส์ จำกัด,บริษัท ไทยเซิงพลาสติกอินดัสทรีส์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,32000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองบ่อ,สองพี่น้อง,0-3554-1251,23,72110
3,440,245.82,245.82,ทำเม็ดพลาสติก,สุพรรณบุรี,12,นายภาณุพงศ์ ทองคำเจริญ,TKJ PLAS POLYMESR,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,20980000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,โคกคราม,บางปลาม้า,062-0100099,9,72150
4,441,160,160,ทำเม็ดพลาสติก,สุพรรณบุรี,15,นายวิสูตร อนันต์พิริยะกุล,-,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,7250000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ่อสุพรรณ,สองพี่น้อง,081-7531912,11,72110
0,442,134.42,134.42,ทำเม็ดพลาสติก,สุพรรณบุรี,3,นายประหยัด อินทร์สุวรรณ,โลบัสท์ พลาสติก,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,6050000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ปลายนา,ศรีประจันต์,,3,72140
0,443,490,490,ผลิตท่อพีวีซี,สุพรรณบุรี,5,บริษัท อันเซนส์อินดัสทรี จำกัด,บริษัท อันเซนส์อินดัสทรี จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,20979000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,โคกโคเฒ่า,เมืองสุพรรณบุรี,632898955,5,72000
4,444,99.8,99.8,ฉีดพลาสติกเป็นรูปทรงต่างๆ,สุพรรณบุรี,7,นายโกวิทย์ รูปสวยดี,บางใหญ่พลาสติก,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,5300000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางปลาม้า,บางปลาม้า,0-3540-8355,3,72150
5,445,270.88,270.88,ผลิตขวดพลาสติก,สุพรรณบุรี,10,บริษัท อรัญโปรดักส์ 2559 จำกัด,บริษัท อรัญโปรดักส์ 2559 จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,22000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,วังลึก,สามชุก,061-9898080,5,72130
3,446,117.92,117.92,ผลิตเม็ดพลาสติก,สุพรรณบุรี,8,นายศุภเสฎฐ์ เดชศิริมหาวงศ์,-,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,3400000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางเลน,สองพี่น้อง,035-584789,5,72110
7,447,264,264,การล้าง บด หรือย่อยพลาสติก,สุพรรณบุรี,15,บริษัท แปซิฟิก พลาสติก จำกัด,บริษัท แปซิฟิก พลาสติก จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,3900000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,วังหว้า,ศรีประจันต์,,8,72140
2,448,144,144,บดย่อยพลาสติก,สุพรรณบุรี,10,นายศิวณัฐ สติมาพิทักษ์,-,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,6800000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,เนินพระปรางค์,สองพี่น้อง,,8,10150
28,449,485,2563.5,บดเม็ดพลาสติก,สุพรรณบุรี,76,บริษัท อินโนว่า โพลิเมอร์ จำกัด,บริษัท อินโนว่า โพลิเมอร์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,95000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ดอนตาล,เมืองสุพรรณบุรี,02-8148565,48,72000
5,450,470,470,บดย่อยพลาสติก,สุพรรณบุรี,15,นายวิรัส สินธุ์ประสพชัย,วิรัตน์พลาสติก,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,6500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,วังลึก,สามชุก,081-8744909,10,72130
18,451,418,418,ล้าง บดย่อยพลาสติก,สุพรรณบุรี,33,นายวรวุทธ ตั้งพัฒนาสมบุญ,กิจสถาพรรีไซเคิล,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,3500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,อู่ทอง,อู่ทอง,081-9810701,15,72160
2,452,113,73,ล้าง บด หรือย่อยพลาสติก,สุพรรณบุรี,5,นายมานพ ภูฆัง,บุญกชนพ,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,2200000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,หนองสะเดา,สามชุก,081-4307531,3,72130
3,453,321,321,การล้าง บด หรือย่อยพลาสติก,สุพรรณบุรี,13,นางสาวพัชวลี ศิริชู,เพชรพลอยรีไซเคิล,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,4500000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,วังลึก,สามชุก,,10,72130
16,454,186,186,ทำผลิตภัณฑ์ เครื่องกระเบื้องเคลือบ เครื่องปั้นดินเผา อาทิ ถ้วยกาแฟ กาชา กากาแฟ ภาชนะบรรจุทั่วไป,สุพรรณบุรี,24,บริษัท เซรามิกส์ เวลด์ไวด์ จำกัด,บริษัท เซรามิกส์ เวิลด์ไวด์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,1400000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บ้านดอน,อู่ทอง,01-844-7533,8,72160
16,455,489.63,489.63,ผลิตอิฐ กระเบื้องประดับ กระเบื้องดินเผา วัตถุทนไฟจากดินเหนียว และผลิตภัณฑ์เครื่องปั้นดินเผาหรือเครื่องดินเผา,สุพรรณบุรี,48,นายสุพจน์ สัมฤทธิวณิชชา,-,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,71400000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,บางตาเถร,สองพี่น้อง,081-8328116,32,72110
52,456,83.63,83.63,"ผลิตจำหน่ายของเล่นรวมทั้งสิ่งประดิษฐ์จากปูนปลาสเตอร์,พลาสติกและแบ่งบรรจุ",สุพรรณบุรี,76,บริษัท อินเว็นท์บ๊อกซ์ จำกัด,บริษัท อินเว็นท์บ๊อกซ์ จำกัด,สถานประกอบการอุตสาหกรรมในพื้นที่จังหวัดสุพรรณบุรี,16000000,สำนักงานอุตสาหกรรมจังหวัดสุพรรณบุรี,ทุ่งคอก,สองพี่น้อง,061-8249635,24,72110
