เจ้าของข้อมูล,เนื้อที่เสียหาย,_id,ปี,ตำบล,อำเภอ,หน่วย
สำนักงานเกษตรจังหวัดอ่างทอง,0,250,2563,อ่างแก้ว,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,251,2563,อินทประมูล,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,252,2563,บางพลับ,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,253,2563,หนองแม่ไก่,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,254,2563,รำมะสัก,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,255,2563,บางระกำ,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,256,2563,โพธิ์รังนก,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,20,257,2563,องครักษ์,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,258,2563,โคกพุทรา,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,259,2563,ยางช้าย,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,260,2563,บ่อแร่,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,261,2563,ทางพระ,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,262,2563,สามง่าม,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,263,2563,บางเจ้าฉ่า,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,264,2563,คำหยาด,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,265,2563,แสวงหา,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,266,2563,ศรีพราน,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,267,2563,บ้านพราน,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,268,2563,วังน้ำเย็น,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,269,2563,สีบัวทอง,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,270,2563,ห้วยไผ่,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,271,2563,จำลอง,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,272,2563,ไผ่จำศิล,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,273,2563,ศาลเจ้าโรงทอง,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,274,2563,ไผ่ดำพัฒนา,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,275,2563,สาวร้องไห้,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,276,2563,ท่าช้าง,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,277,2563,ยี่ล้น,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,278,2563,บางจัก,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,279,2563,ห้วยคันแหลน,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,280,2563,คลองขนาก,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,281,2563,ไผ่วง,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,282,2563,สี่ร้อย,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,283,2563,ม่วงเตี้ย,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,284,2563,หัวตะพาน,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,285,2563,หลักแก้ว,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,286,2563,ตลาดใหม่,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,287,2563,สามโก้,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,288,2563,ราษฎรพัฒนา,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,289,2563,อบทม,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,290,2563,โพธิ์ม่วงพันธ์,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,291,2563,มงคลธรรมนิมิต,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,292,2564,ตลาดหลวง,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,293,2564,บางแก้ว,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,294,2564,ศาลาแดง,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,295,2564,ป่างิ้ว,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,296,2564,บ้านแห,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,297,2564,ตลาดกรวด,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,298,2564,มหาดไทย,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,299,2564,บ้านอิฐ,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,300,2564,หัวไผ่,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,301,2564,จำปาหล่อ,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,302,2564,โพสะ,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,303,2564,บ้านรี,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,304,2564,คลองวัว,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,305,2564,ย่านซื่อ,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1200,306,2564,จรเข้ร้อง,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,5,307,2564,ไชยภูมิ,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,82,308,2564,ชัยฤทธิ์,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,454,309,2564,เทวราช,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,367,310,2564,ราชสถิตย์,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3,311,2564,ไชโย,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,312,2564,หลักฟ้า,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,60,313,2564,ชะไว,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,300,314,2564,ตรีณรงค์,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,315,2564,บางปลากด,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,316,2564,ป่าโมก,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,317,2564,สายทอง,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,318,2564,โรงช้าง,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,319,2564,บางเสด็จ,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,234,320,2564,นรสิงห์,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,321,2564,เอกราช,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,322,2564,โผงเผง,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,83,323,2564,อ่างแก้ว,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,92,324,2564,อินทประมูล,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,74,325,2564,บางพลับ,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,200,326,2564,หนองแม่ไก่,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,85.75,327,2564,รำมะสัก,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,328,2564,บางระกำ,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,275,329,2564,โพธิ์รังนก,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1000,330,2564,องครักษ์,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,188.75,331,2564,โคกพุทรา,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,357.25,332,2564,ยางช้าย,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,103,333,2564,บ่อแร่,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,214,334,2564,ทางพระ,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,220,335,2564,สามง่าม,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,600,336,2564,บางเจ้าฉ่า,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,189.75,337,2564,คำหยาด,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,294,338,2564,แสวงหา,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,309,339,2564,ศรีพราน,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,318,340,2564,บ้านพราน,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,103,341,2564,วังน้ำเย็น,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,409,342,2564,สีบัวทอง,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,289,343,2564,ห้วยไผ่,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,684,344,2564,จำลอง,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,706,345,2564,ไผ่จำศิล,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,323,346,2564,ศาลเจ้าโรงทอง,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,165,347,2564,ไผ่ดำพัฒนา,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,570,348,2564,สาวร้องไห้,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,250,349,2564,ท่าช้าง,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,756,350,2564,ยี่ล้น,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1401,351,2564,บางจัก,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,155,352,2564,ห้วยคันแหลน,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,500,353,2564,คลองขนาก,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2380,354,2564,ไผ่วง,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,286,355,2564,สี่ร้อย,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,1104,356,2564,ม่วงเตี้ย,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,362,357,2564,หัวตะพาน,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,3684,358,2564,หลักแก้ว,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,96,359,2564,ตลาดใหม่,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,579.5,360,2564,สามโก้,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,542,361,2564,ราษฎรพัฒนา,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,468,362,2564,อบทม,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,69.5,363,2564,โพธิ์ม่วงพันธ์,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,122.75,364,2564,มงคลธรรมนิมิต,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,365,2565,ศาลาแดง,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,366,2565,ป่างิ้ว,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,367,2565,บ้านแห,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,368,2565,มหาดไทย,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,369,2565,บ้านอิฐ,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,370,2565,หัวไผ่,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,371,2565,จำปาหล่อ,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,372,2565,บ้านรี,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,373,2565,คลองวัว,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,374,2565,ย่านซื่อ,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,375,2565,จรเข้ร้อง,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,376,2565,ไชยภูมิ,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,377,2565,ชัยฤทธิ์,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,378,2565,เทวราช,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,379,2565,ราชสถิตย์,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,380,2565,ไชโย,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,381,2565,หลักฟ้า,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,382,2565,ชะไว,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,383,2565,ตรีณรงค์,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,384,2565,บางปลากด,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,385,2565,ป่าโมก,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,386,2565,สายทอง,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,387,2565,โรงช้าง,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,388,2565,บางเสด็จ,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,389,2565,นรสิงห์,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,390,2565,เอกราช,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,391,2565,โผงเผง,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,392,2565,อ่างแก้ว,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,393,2565,อินทประมูล,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,394,2565,บางพลับ,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,395,2565,หนองแม่ไก่,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,396,2565,รำมะสัก,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,397,2565,บางระกำ,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,398,2565,โพธิ์รังนก,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,399,2565,องครักษ์,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,400,2565,โคกพุทรา,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,401,2565,ยางช้าย,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,402,2565,บ่อแร่,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,403,2565,ทางพระ,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,404,2565,สามง่าม,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,405,2565,บางเจ้าฉ่า,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,406,2565,คำหยาด,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,407,2565,แสวงหา,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,408,2565,ศรีพราน,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,409,2565,บ้านพราน,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,410,2565,วังน้ำเย็น,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,411,2565,สีบัวทอง,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,412,2565,ห้วยไผ่,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,413,2565,จำลอง,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,414,2565,ไผ่จำศิล,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,415,2565,ศาลเจ้าโรงทอง,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,416,2565,ไผ่ดำพัฒนา,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,417,2565,สาวร้องไห้,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,418,2565,ท่าช้าง,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,419,2565,ยี่ล้น,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,420,2565,บางจัก,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,421,2565,ห้วยคันแหลน,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,422,2565,คลองขนาก,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,423,2565,ไผ่วง,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,424,2565,สี่ร้อย,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,425,2565,ม่วงเตี้ย,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,426,2565,หัวตะพาน,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,427,2565,หลักแก้ว,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,428,2565,ตลาดใหม่,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,429,2565,สามโก้,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,430,2565,ราษฎรพัฒนา,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,431,2565,อบทม,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,432,2565,โพธิ์ม่วงพันธ์,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,433,2565,มงคลธรรมนิมิต,สามโก้,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,434,2566,ตลาดหลวง,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,435,2566,บางแก้ว,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,436,2566,ศาลาแดง,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,437,2566,ป่างิ้ว,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,438,2566,บ้านแห,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,439,2566,ตลาดกรวด,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,120,440,2566,มหาดไทย,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,441,2566,บ้านอิฐ,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,442,2566,หัวไผ่,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,443,2566,จำปาหล่อ,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,444,2566,โพสะ,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,445,2566,บ้านรี,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,30,446,2566,คลองวัว,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,447,2566,ย่านซื่อ,เมืองอ่างทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,448,2566,จรเข้ร้อง,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,449,2566,ไชยภูมิ,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,450,2566,ชัยฤทธิ์,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,451,2566,เทวราช,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,452,2566,ราชสถิตย์,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,453,2566,ไชโย,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,454,2566,หลักฟ้า,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,455,2566,ชะไว,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,456,2566,ตรีณรงค์,ไชโย,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,457,2566,บางปลากด,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,458,2566,ป่าโมก,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,459,2566,สายทอง,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,460,2566,โรงช้าง,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,461,2566,บางเสด็จ,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,462,2566,นรสิงห์,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,463,2566,เอกราช,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,464,2566,โผงเผง,ป่าโมก,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,465,2566,อ่างแก้ว,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,466,2566,อินทประมูล,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,467,2566,บางพลับ,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,468,2566,หนองแม่ไก่,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,469,2566,รำมะสัก,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,470,2566,บางระกำ,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,471,2566,โพธิ์รังนก,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,472,2566,องครักษ์,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,473,2566,โคกพุทรา,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,474,2566,ยางช้าย,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,475,2566,บ่อแร่,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,476,2566,ทางพระ,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,477,2566,สามง่าม,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,478,2566,บางเจ้าฉ่า,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,479,2566,คำหยาด,โพธิ์ทอง,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,480,2566,แสวงหา,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,481,2566,ศรีพราน,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,482,2566,บ้านพราน,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,483,2566,วังน้ำเย็น,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,484,2566,สีบัวทอง,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,485,2566,ห้วยไผ่,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,486,2566,จำลอง,แสวงหา,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,50.5,487,2566,ไผ่จำศิล,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,2.5,488,2566,ศาลเจ้าโรงทอง,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,489,2566,ไผ่ดำพัฒนา,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,490,2566,สาวร้องไห้,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,16,491,2566,ท่าช้าง,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,119.5,492,2566,ยี่ล้น,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,493,2566,บางจัก,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,212.5,494,2566,ห้วยคันแหลน,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,495,2566,คลองขนาก,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,96.5,496,2566,ไผ่วง,วิเศษชัยชาญ,ไร่
สำนักงานเกษตรจังหวัดอ่างทอง,0,497,2566,สี่ร้อย,วิเศษชัยชาญ,ไร่
