แรงม้า,ตำบล,ประกอบกิจการ,เลขทะเบียนเดิม,ถนน,เลขที่,ประเภท,จังหวัด,โทรศัพท์,เงินทุน,หมู่,เลขทะเบียนโรงงาน,ผู้ประกอบการ,ซอย,ชื่อโรงงาน,ไปรษณีย์,TSIC,_id,อำเภอ,คนงาน
140,ท่าแค,ผลิตคอนกรีตผสมเสร็จ,จ3-58(1)-20/59ลบ,,82/2,5801,ลพบุรี,036-247412,8000000,3,20160002025599,ห้างหุ้นส่วนจำกัด ดีเอ็ม คอนกรีต,,ห้างหุ้นส่วนจำกัด ดีเอ็ม คอนกรีต,15000,23953,76,เมืองลพบุรี,4
80,ท่าแค,อัดเศษโลหะ,จ3-64(11)-1/57ลบ,,99,6411,ลพบุรี,,4500000,4,20160100125572,บริษัท โชคมีสุข จำกัด,,บริษัท โชคมีสุข จำกัด,15000,25999,77,เมืองลพบุรี,8
53.5,ท่าศาลา,ผลิตและจำหน่าย ผลิตภัณฑ์เสริมอาหารและอาหารสำเร็จรูปจากพืช ผลตและจำหน่าย เครื่องสำอาง,อ2-9(4)-10/64ลบ,,271,904,ลพบุรี,,5000000,2,60160233425643,นายยุทธนา ดวงจันทร์,,แนชเชอรัลโปรดักส์,15000,10615,78,เมืองลพบุรี,9
566.4,ท่าศาลา,ทำคอนเสาไฟฟ้าและเสาไฟฟ้าคอนกรีตเสริมเหล็กอัดแรง ทำท่อคอนกรีต แผ่นพื้นคอนกรีตสำเร็จ และคอนกรีตบล๊อก,3-58(1)-2/24ลบ,พหลโยธิน,80,5801,ลพบุรี,412941,3310000,4,10160000225243,บริษัท ลพบุรีคอนกรีต (1992) จำกัด,,บริษัท ลพบุรีคอนกรีต (1992) จำกัด,15000,23953,79,เมืองลพบุรี,100
690,ท่าศาลา,อัดเศษเหล็ก อัดกระดาษ,3-64(2)-1/33ลบ,พหลโยธิน,136,6402,ลพบุรี,,11000000,2,10160200125334,ห้างหุ้นส่วนจำกัด เพิ่มพูลนวกิจ,,ห้างหุ้นส่วนจำกัด เพิ่มพูลนวกิจ,15000,25910,80,เมืองลพบุรี,20
286.43,ท่าศาลา,ซ่อมอุปกรณ์สำหรับเครื่องยนต์,จ3-65-1/42ลบ,พหลโยธิน,80/1,6500,ลพบุรี,0360 411318,3790000,4,20160600125429,บริษัท ลพบุรี รวมช่าง ซีเอ็นซี จำกัด,,ห้างหุ้นส่วนจำกัด ลพบุรีรวมช่าง,15000,28110,81,เมืองลพบุรี,57
147.6,ท่าศาลา,ประกอบชิ้นส่วนอิเลคโทรนิคส์ และคอมพิวเตอร์,จ3-73-1/41ลบ,,158/27-30,7300,ลพบุรี,,8000000,4,20160300125414,บริษัท เอสคอร์ท เอ็นจิเนียริ่ง เอ็นเตอร์ไพรส์ จำกัด,,บริษัท เอสคอร์ท เอ็นจิเนียริ่ง เอ็นเตอร์ไพรส์ จำกัด,15000,27909,82,เมืองลพบุรี,80
82.8,ท่าศาลา,ประกอบชิ้นส่วนเครื่องใช้ไฟฟ้าและอุปกรณ์อิเลคโทรนิคส์ประเภทสายไฟ,จ3-73-4/56ลบ,-,19/3,7300,ลพบุรี,,8160000,4,20160000425569,บริษัท สหชัยอิเลคโทรนิคส์ (ประเทศไทย) จำกัด,-,บริษัท สหชัยอิเลคโทรนิคส์ (ประเทศไทย) จำกัก,15000,27909,83,เมืองลพบุรี,300
108,ท่าศาลา,สร้าง-ประกอบดัดแปลงสภาพรถยนต์,3-77(1)-1/39ลบ,,51,7701,ลพบุรี,,3550000,1,10160300125390,นายวิเชียร ศรีแตง,,,15000,29109,84,เมืองลพบุรี,5
149.67,ท่าศาลา,"ซ่อมแซมเครื่องยนต์, เคาะ พ่นสีรถยนต์",จ3-95(1)-1/41ลบ,พหลโยธิน,154,9501,ลพบุรี,036-615073-5,46500000,3,20160400125413,บริษัท โตโยต้าลพบุรีอุดมชัย ผู้จำหน่ายโตโยต้า จำกัด,,บริษัท โตโยต้าลพบุรีอุดมชัย ผู้จำหน่ายโตโยต้า จำกัด,15000,33121,85,เมืองลพบุรี,19
97.53,ท่าศาลา,ซ่อมรถยนต์และเครื่องยนต์,จ3-95(1)-1/42ลบ,พหลโยธิน,29/9,9501,ลพบุรี,425191,104000000,2,20160700125428,บริษัท พันธุ์เจริญ จำกัด,,บริษัท พันธุ์เจริญ จำกัด,15000,33121,86,เมืองลพบุรี,39
62,ท่าศาลา,ศูนย์บริการซ่อมแซมรถยนต์,จ3-95(1)-51/55ลบ,,86,9501,ลพบุรี,,13000000,6,20160005125552,บริษัท บี-ควิก จำกัด,,บริษัท บี-ควิก จำกัด (สาขาลพบุรี),15000,33121,87,เมืองลพบุรี,10
73.9,ท่าศาลา,ซ่อมเครื่องยนต์และช่วงล่าง,จ3-95(1)-82/55ลบ,พหลโยธิน,199,9501,ลพบุรี,036411534,44974466,2,20160008225557,บริษัท จิระดา ออโตกรุ๊ป จำกัด,,บริษัท จิระดา ออโตกรุ๊ป จำกัด,15000,33121,88,เมืองลพบุรี,19
48.63,ท่าศาลา,ซ่อมเครื่องยนต์,จ3-95(1)-111/53ลบ,พหลโยธิน,152,9501,ลพบุรี,,17682317,3,20160011125539,บริษัท ลพบุรีฮอนด้าคาร์ส์ จำกัด,,บริษัท ลพบุรีฮอนด้าคาร์ส์ จำกัด,15000,33121,89,เมืองลพบุรี,31
108.07,ท่าศาลา,ธุรกิจรถยนต์ ขายรถยนต์ MAZDA และเป็นศูนย์บริการซ่อมรถยนต์ MAZDA,จ3-95(1)-274/58ลบ,,294,9501,ลพบุรี,0818135788,120096500,2,20160027425584,บริษัท ไทยธาดา ออโตโมบิล จำกัด,,บริษัท ไทยธาดา ออโตโมบิล จำกัด,15000,33121,90,เมืองลพบุรี,33
129,ท่าศาลา,เคาะ พ่นสี ตัวถังรถยนต์,จ3-95(3)-1/61ลบ,พหลโยธิน,29/9,9503,ลพบุรี,,31000000,2,20160400125611,บริษัท พีซีอาร์ การาจ จำกัด,-,บริษัท พีซีอาร์ การาจ จำกัด,15000,33121,91,เมืองลพบุรี,10
569,นิคมสร้างตนเอง,สกัดน้ำมันจากพืช (หีบน้ำมันปาล์ม),จ3-7(1)-42/58ลบ,,168/9,701,ลพบุรี,,3000000,7,20160004225585,นายธีรวุฒิ พวงจำปี,,เทพอัมพร,15000,10491,92,เมืองลพบุรี,5
76,นิคมสร้างตนเอง,ผลิตและจำหน่ายเฟอร์นิเจอร์,จ3-37-44/58ลบ,,106/4,3700,ลพบุรี,036-411908,10000000,,20160104425580,นายรุ่งโรจน์ ตั้งเศรณีกุล,,ไทยรุ่งโรจน์,15000,31001,93,เมืองลพบุรี,10
1955.83,นิคมสร้างตนเอง,"หล่อดอกยางรถยนต์ กำลังผลิต 3,600 เส้น/ปี",3-51-1/35ลบ,พหลโยธิน,118/1,5100,ลพบุรี,,16500000,2,10160000125351,นายสมโภชน์ ทำเสมอดี,,ลพบุรีหล่อยาง,15000,22112,94,เมืองลพบุรี,9
8826,นิคมสร้างตนเอง,ผลิตบรรจุภัณฑ์พลาสติกสำหรับอุปโภคบริโภค เช่น ขวดเครื่องสำอาง ขวดนม ขวดน้ำมันเครื่อง และฝาที่ทำด้วยพลาสติก,3-53(4)-1/39ลบ,,166,5304,ลพบุรี,036-652915-6,820355130,3,10160100125392,บริษัท เบอร์ลี่ ไดน่าพลาส จำกัด,,บริษัท เบอร์ลี่ ไดน่าพลาส จำกัด,15000,22220,95,เมืองลพบุรี,380
235.19,นิคมสร้างตนเอง,ผลิตคอนกรีตผสมเสร็จ,จ3-58(1)-2/36ลบ,,263,5801,ลพบุรี,,5500000,8,20160300225362,บริษัท ปูนซิเมนต์ไทย (ท่าหลวง) จำกัด,,โรงงานคอนกรีตผสมเสร็จลพบุรี,15000,23953,96,เมืองลพบุรี,3
113,นิคมสร้างตนเอง,ผลิตคอนกรีตผสมเสร็จ,จ3-58(1)-4/38ลบ,พหลโยธิน,128/2,5801,ลพบุรี,615600-2,45040000,2,20160000425387,บริษัท คิวมิกซ์ซัพพลาย จำกัด,,บริษัท คิวมิกซ์ซัพพลาย จำกัด,15000,23953,97,เมืองลพบุรี,12
198.55,นิคมสร้างตนเอง,ผลิตคอนกรีตผสมเสร็จ,จ3-58(1)-5/39ลบ,,203,5801,ลพบุรี,036-422401,15200000,08,20160000525392,ห้างหุ้นส่วนจำกัด เทียรประเสริฐ,,ห้างหุ้นส่วนจำกัด เทียรประเสริฐ,15000,23953,98,เมืองลพบุรี,10
78.5,นิคมสร้างตนเอง,ผลิตท่อคอนกรีตอัดแรง,จ3-58(1)-5/54ลบ,,โฉนดที่ดิน 42157,5801,ลพบุรี,,8000000,8,20160000525541,ห้างหุ้นส่วนจำกัด เทียรประเสริฐ,,ห้างหุ้นส่วนจำกัด เทียรประเสริฐ,15000,23953,99,เมืองลพบุรี,7
114,นิคมสร้างตนเอง,ผลิตคอนกรีตผสมเสร็จ,จ3-58(1)-296/64ลบ,,58,5801,ลพบุรี,,10000000,1,20160497325645,ห้างหุ้นส่วนจำกัด ชัยศิริ คอนกรีต (2022),,ห้างหุ้นส่วนจำกัด ชัยศิริ คอนกรีต (2022),15000,23951,100,เมืองลพบุรี,3
55,นิคมสร้างตนเอง,ขึ้นรูปประตูม้วน และหลังคาเหล็ก,จ2-63(2)-142/64ลบ,พหลโยธิน,-,6302,ลพบุรี,,16000000,2,20160255025643,นายนรินทร์ สิรการัณย์,,เม็ททอลลิก(ลพบุรี),15000,25111,101,เมืองลพบุรี,9
229,นิคมสร้างตนเอง,ขึ้นลอนแผ่นหลังคาเหล็ก ทั้งผลิตและจำหน่าย,จ3-63(2)-26/59ลบ,,11/4,6302,ลพบุรี,,24000000,2,20160002625596,บริษัท ที-วัน สตีล โซลูชั่น จำกัด,,บริษัท ที-วัน สตีล โซลูชั่น จำกัด,15000,25111,102,เมืองลพบุรี,22
148.5,นิคมสร้างตนเอง,อัดเศษเหล็กและเศษกระดาษ,จ3-64(11)-1/45ลบ,พหลโยธิน,106,6411,ลพบุรี,,108000000,1,20160500125453,ห้างหุ้นส่วนจำกัด ช.อิมหลีค้าเหล็ก 1999,,ห้างหุ้นส่วนจำกัด ช.อิมหลีค้าเหล็ก 1999,15000,25999,103,เมืองลพบุรี,25
47.5,นิคมสร้างตนเอง,ประกอบชิ้นส่วน ตบแต่งชิ้นส่วน เครื่องมืออีเลคโทรนิคส์,จ2-72-1/39ลบ,นิคมสร้างตนเอง,251,7200,ลพบุรี,036-614160,38600600,8,20161000125399,บริษัท เอส.เอส.พี.แอนด์ บราเทอร์(ประเทศไทย) จำกัด,วัดถ้ำคูหาสวรรค์,เอส.เอส.พี,15000,26402,104,เมืองลพบุรี,60
25034.97,นิคมสร้างตนเอง,"ผลิตและประกอบผลิตภัณฑ์อิเล็กทรอนิกส์ ผลิตชิ้นส่วนโลหะสำหรับอากาศยาน เครื่องใช้ไฟฟ้าอิเล็กทรอนิกส์และ Ball Bearing และผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ เพื่อใช้ในกิจการตนเอง กำลังการผลิต รวม 1,881 เมกะวัตต์",3-72-2/63ลบ,พหลโยธิน,5/2,7200,ลพบุรี,,0,8,10160053125639,บริษัท เอ็นเอ็มบี-มินิแบ ไทย จำกัด,,บริษัท เอ็นเอ็มบี-มินิแบ ไทย จำกัด,15000,26402,105,เมืองลพบุรี,11645
320,นิคมสร้างตนเอง,ผลิตก๊าซไนโตรเจน,3-89-1/42ลบ,พหลโยธิน กม.149,5/2,8900,ลพบุรี,,28413000,8,10160100125426,บริษัท ไทยอินดัสเตรียล แก๊ส จำกัด (มหาชน),,บริษัท ลินเด้ (ประเทศไทย) จำกัด (มหาชน),15000,20111,106,เมืองลพบุรี,3
151,นิคมสร้างตนเอง,ซ่อมรถยนต์,จ3-95(1)-5/40ลบ,พหลโยธิน,90/1,9501,ลพบุรี,614904-7,23000000,2,20160100525409,บริษัท ไทยธาดากรุ๊ป จำกัด,,บริษัท ไทยธาดากรุ๊ป จำกัด,15000,33121,107,เมืองลพบุรี,20
50,นิคมสร้างตนเอง,ศูนย์บริการยางรถบรรทุก,จ3-95(1)-172/61ลบ,,66/6,9501,ลพบุรี,,13000000,1,20160017225614,บริษัท ทีเอ็มดี ทรัค เซอร์วิส จำกัด,,บริษัท ทีเอ็มดี ทรัค เซอร์วิส จำกัด,15000,33121,108,เมืองลพบุรี,6
286.44,นิคมสร้างตนเอง,โรงงานบำบัดน้ำเสียรวม (CENTRAL WASTE WATER TREATMENT PLANT),3-101-1/40ลบ,พหลโยธิน,5/2,10100,ลพบุรี,413811,100000000,8,10160600125405,บริษัท เอ็นเอ็มบี-มินีแบ ไทย จำกัด,,บริษัท เอ็นเอ็มบี-มินีแบ ไทย จำกัด,15000,37000,109,เมืองลพบุรี,15
50,นิคมสร้างตนเอง,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) เช่น กระดาษ พลาสติก เหล็ก,3-105-150/48ลบ, -,20/1-3,10500,ลพบุรี,,23000000,3,10160015025489,บริษัท เกรียงไกรกุล จำกัด, -,บริษัท เกรียงไกรกุล จำกัด,15000,38211,110,เมืองลพบุรี,18
5659.616,บางขันหมาก,"ผลิตไฟฟ่าพลังงานแสงอาทิตย์แบบติดตั้งบนหลังคา ขนาดกำลังการผลิต 2,323.355 กิโลวัตต์",3-88(1)-42/65ลบ,,166,8801,ลพบุรี,,62000000,3,40160173825658,บริษัท คลีนเทค โซลาร์ (ประเทศไทย) จำกัด,,บริษัท คลีนเทค โซลาร์ (ประเทศไทย) จำกัด,15000,35101,111,เมืองลพบุรี,24
130,บางขันหมาก,คัดแยกโลหะ,3-105-29/57ลบ,,โฉนดที่ดินเลขที่ 3515,10500,ลพบุรี,,1384000,4,10160002925576,บริษัท โยโกชิโระ จำกัด,,บริษัท โยโกชิโระ จำกัด,15000,38211,112,เมืองลพบุรี,52
55.35,บ้านข่อย,หล่อหลอมอลูมิเนียม,จ3-60-1/40ลบ,,20,6000,ลพบุรี,035-386464,800000,10,20161100125406,นายมานิตย์ สมพันธ์,,-,15000,24101,113,เมืองลพบุรี,5
96.66,บ้านข่อย,ปั้มขึ้นรูปโลหะ ชิ้นส่วนอุปกรณ์ ขายึดหลอดฟลูออเรสเซน,จ3-65-2/36ลบ,สายลพบุรี-บ้านข่อยใต้,37,6500,ลพบุรี,,3640000,8,20160400225361,นายสัมฤทธิ์ เรียงแก้ว,,ส.อิทธิโชติโลหะ,15000,28110,114,เมืองลพบุรี,62
96.46,ป่าตาล,ทำขนมปังและขนมเค็ก,จ3-10(1)-1/44ลบ,นเรศวร,48/15 และ 49/20,1001,ลพบุรี,612147,2900000,3,20160300125448,นายสุวัฒน์ เอนกศัลยพงศ์,-,แอล บี ฟู้ดส์,15000,10711,115,เมืองลพบุรี,14
1359.5,ป่าตาล,ผลิตน้ำแข็งซอง กำลังการผลิตวันละ 112 ตัน และน้ำแข็งก้อนเล็ก กำลังการผลิตวันละ 130 ตัน,3-14-63/56ลบ,,6/6,1400,ลพบุรี,,23000000,6,10160006325567,ห้างหุ้นส่วนจำกัด เก้ากีรติ,,ห้างหุ้นส่วนจำกัด เก้ากีรติ,15000,10795,116,เมืองลพบุรี,9
381.5,ป่าตาล,ผลิตน้ำแข็งซอง และน้ำแข็งหลอด,จ3-14-33/57ลบ,นเรศวร,59/60,1400,ลพบุรี,,22000000,3,20160003325576,บริษัท น้ำแข็งสะพาน 8 (2008) จำกัด,,บริษัท น้ำแข็งสะพาน 8 (2008) จำกัด,15000,10795,117,เมืองลพบุรี,11
125.37,ป่าตาล,คอนกรีตผสมเสร็จ,จ3-58(1)-121/61ลบ,,44/12,5801,ลพบุรี,,29000000,6,20160012125611,ห้างหุ้นส่วนจำกัด เทียรพานิช,,ห้างหุ้นส่วนจำกัด เทียรพานิช,15210,23953,118,เมืองลพบุรี,16
267.76,ป่าตาล,อัดเศษเหล็กและเศษกระดาษ คัดแยกวัสดุที่ไม่ใช้แล้ว และอัดเศษโลหะปนเปื้อนน้ำมัน,3-64(11)-1/23ลบ,นเรศวรมหาราช,59/12,6411,ลพบุรี,411279,4700000,3,10160100125236,บริษัท ลิ้มอิมหลีค้าเหล็ก จำกัด,,บริษัท ลิ้มอิมหลีค้าเหล็ก จำกัด,15000,25999,119,เมืองลพบุรี,51
103,ป่าตาล,ห้องเย็น,จ3-92-19/53ลบ,,150,9200,ลพบุรี,036-411520,4012000,8,20160001925534,นายธงชัย แก้วเริงฤทธิ์,,อุตสาหกรรมห้องเย็นพูลทรัพย์สิน,15000,52101,120,เมืองลพบุรี,10
314,ป่าตาล,ซ่อมแซมยานหรือส่วนประกอบที่ขับเคลื่อนด้วยเครื่องยนต์,จ3-95(1)-4/46ลบ,ลพบุรี-บ้านแพรก,159,9501,ลพบุรี,,21500000,8,20160100425469,นายรังสรรค์ เอนกศักยพงศ์,,แอล.บี.อัฟวิน,15000,33121,121,เมืองลพบุรี,50
60,พรหมมาสตร์,"เคาะพ่นสีรถยนต์,ซ่อมเครื่องยนต์",จ3-95(1)-2/37ลบ,ลพบุรี-สิงห์บุรี,17,9501,ลพบุรี,420575,2105000,5,20160000225373,ห้างหุ้นส่วนจำกัด ศักดาบอดี้เซอร์วิส,,ศักดาบอดี้เซอร์วิส,15000,33121,122,เมืองลพบุรี,8
130,โพธิ์เก้าต้น,การทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์หรือกระดูกสัตว์ เช่น หมูยอ ลูกชิ้น ฯลฯ,จ3-4(3)-25/61ลบ,,94,403,ลพบุรี,,28720000,8,20160002525614,ห้างหุ้นส่วนจำกัด ขุนเดชลพบุรี,,ห้างหุ้นส่วนจำกัด ขุนเดชลพบุรี,15000,10139,123,เมืองลพบุรี,11
200,โพธิ์เก้าต้น,สีข้าวชนิดแยกเกลบแยกรำ กำลังสีสูงสุด 24 เกวียน/วัน,จ3-9(1)-1/43ลบ,คันคลองชลประทาน,81/9,901,ลพบุรี,"01-9948115,6562",2250000,3,20160100125432,นายกิติศักดิ์ เกตุพุก,,อุดมแสงทอง 2,15000,10611,124,เมืองลพบุรี,2
219.3,โพธิ์เก้าต้น,น้ำดื่มน้ำบริโภคในภาชนะปิดสนิท,จ3-20(1)-4/66ลบ,-,44/2,2001,ลพบุรี,0863740138,11400000,12,20160018825669,บริษัท น้ำดื่ม 224 จำกัด,-,บริษัท น้ำดื่ม 224 จำกัด,15000,11041,125,เมืองลพบุรี,8
63.92,โพธิ์เก้าต้น,ตัดเย็บเสื้อผ้าสำเร็จรูป,จ3-28(1)-18/58ลบ,,โฉนดที่ดินเลขที่ 5698,2801,ลพบุรี,,60500000,9,20160001825585,นายสรพรรษ ศิริพานิชกร,,THE SUN GARMENT,10900,14111,126,เมืองลพบุรี,200
1491.5,โพธิ์เก้าต้น,ผลิตภัณฑ์พลาสติก,จ3-53(1)-1/40ลบ,ลพบุรี-บ้านแพรก,,5301,ลพบุรี,036-611297,4200000,5,20160700125402,บริษัท ลพบุรีพลาสติก จำกัด,,ลพบุรีพลาสติก,15000,22210,127,เมืองลพบุรี,34
1491.5,โพธิ์เก้าต้น,โรงงานประกอบกิจการเกี่ยวกับผลิตภัณฑ์พลาสติกอย่างใดอย่างหนึ่งหรือหลายอย่างจำพวกถุงพลาสติก,จ3-53(4)-1/40ลบ,ริมถนนสายลพบุรี-บ้านแพรก,9/1,5304,ลพบุรี,036-656886-8,13000000,5,20160800125401,บริษัท ลพบุรีพลาสติก จำกัด,,บริษัท ลพบุรีพลาสติก จำกัด,15000,22220,128,เมืองลพบุรี,55
235.19,โพธิ์เก้าต้น,ผลิตท่อระบายน้ำ คอนกรีตอัดแรง,3-58(1)-2/36ลบ, ,86/1,5801,ลพบุรี, ,7250000,8,10160000225367,ห้างหุ้นส่วนจำกัด พี.เค.คอนกรีต, ,ห้างหุ้นส่วนจำกัด พี.เค.คอนกรีต,15000,23953,129,เมืองลพบุรี,7
357.5,โพธิ์เก้าต้น,ชุบโลหะ,จ3-64(10)-10/52ลบ,,44,6410,ลพบุรี,,3500000,12,20160001025525,บริษัท ซัคเซซ ฟูล แฟคเทอรี่ แอนด์ แมนูแฟคเจอริ่ง จำกัด,,บริษัท ซัคเซซ ฟูล แฟคเทอรี่ แอนด์ แมนูแฟคเจอริ่ง จำกัด,15000,25921,130,เมืองลพบุรี,6
112,ถนนใหญ่,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 15 เกวียน/วัน,จ3-9(1)-3/39ลบ,พิชัยดาบหัก,106,901,ลพบุรี,486440,500000,6,20160000325397,นายวิรัตน์ ศรีรักษา,,โรงสีศรีรักษา,15000,10611,131,เมืองลพบุรี,2
1605,ถนนใหญ่,ทำน้ำแข็งซองและน้ำแข็งก้อนเล็ก,3-14-60/47ลบ,สายคันคลองชลประทาน (3196),72,1400,ลพบุรี,036-5992256,30000000,6,10160006025472,นางสาวสิริพร จ๋วงพานิช,-,โรงน้ำแข็งพรหมบุรี 3,15000,10795,132,เมืองลพบุรี,18
126,ถนนใหญ่,ผลิตคอนกรีต (รอแจ้ง),จ3-58(1)-2/40ลบ,ลพบุรี-บ้านหมี่,114,5801,ลพบุรี,081-9442859,1500000,6,20160100225406,ห้างหุ้นส่วนจำกัด พิกเพาเวอร์กรุ๊ป2555,,ห้างหุ้นส่วนจำกัด พิกเพาเวอร์กรุ๊ป 2555,15000,23953,133,เมืองลพบุรี,10
111.62,ถนนใหญ่,ผลิตและซ่อมแซม ดัดแปลงโต๊ะเจียรไนเพชร พลอย และผลิตอุปกรณ เครื่องมือเครื่องใช้ในการเจียรไนเพชร พลอย,จ3-61-1/39ลบ,,65/3,6100,ลพบุรี,621861-2,24500000,2,20160500125396,ห้างหุ้นส่วนจำกัด เบลโก้ไทยไดมอนท์อิควิปเมนท์,,เบลโก้ไทยไดมอนด์อิควิปเม้นท์,15000,24109,134,เมืองลพบุรี,46
81.58,ถนนใหญ่,"ผลิตชิ้นส่วนอิเลคทรอนิคส์, ประกอบชิ้นส่วนอิเลคทรอนิคส์",จ3-69-8/54ลบ,พหลโยธิน,65/4,6900,ลพบุรี,,5522630,2,20160000825545,บริษัท สยาม ทรานส์ฟอร์เมอร์ เอ็นเตอร์ไพรซ์ จำกัด,-,บริษัท สยาม ทรานส์ฟอร์เมอร์ เอ็นเตอร์ไพรซ์ จำกัด,15000,26202,135,เมืองลพบุรี,69
128,ถนนใหญ่,เคาะพ่นสีรถยนต์,จ3-95(1)-4/40ลบ,,234/299,9501,ลพบุรี,,2970000,1,20160100425402,นายจิรพันธ์ ธนจิรคุณ,,อู่ธาราทิพย์การาจ,15000,33121,136,เมืองลพบุรี,10
,,,,,,,,,,,,,,,,,137,,
,,,,,,,,,,,,,,,,,138,,
