ถนน,เลขที่,ซอย,FID,เงินทุน,แรงม้า,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
มาเจริญ,14/72,หรรษา 1,10100900000000,16000000,336.12,1187,3-63(2)-3/46,1187,บริษัท เอ็มโก้ เมททอล จำกัด,024310190-5,ทำผลิตภัณฑ์เหล็กที่ใช้ในการก่อสร้างด้วยวิธีพับ เช่น โครงฝ้า,44,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,7
วงแหวน,99/8,,10100300000000,3000000,95.5,1188,3-64(2)-3/36,1188,บริษัท หนองใหญ่ อินดัสทรี จำกัด,02-8027484-6,ทำผลิตภัณฑ์จากโลหะ เช่น บานพับ ช้อน,20,10160,บางแค,บางแค,กรุงเทพมหานคร,7
บริพัตร,81,บุรีรมย์,10101200000000,125000,29.25,1189,3-59-1/24,1189,หลีฮง,02-2215571,"รีดเศษเหล็กเส้นกลมให้แบน ,รีดตะกั่วให้แบน",3,10100,บ้านบาตร,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,
เจริญกรุง,523/1,ประดู่ 1,10100600000000,7500000,316.5,1190,3-92-4/18,1190,บริษัท อยู่ยงพัฒนา จำกัด,02-2220666,ห้องเย็นเก็บรักษาเนื้อสัตว์ กุ้ง ปลา ปลาหมึก พืชผัก ผลไม้ และขนมต่าง ๆ ,3,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
แจ้งวัฒนะ,300/1,-,10100900000000,10000000,30.5,1191,3-95(1)-1/50,1191,บริษัท บี-ควิก จำกัด ,,ซ่อมรถยนต์,6,10210,ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร,1
ลาดพร้าว,463,ลาดพร้าว 101,10100200000000,5380000,24.48,1192,3-84(1)-13/30,1192,บริษัท ที.วี.คัทติ้ง จำกัด,02-375-7990,เจียระไนพลอย และประกอบเครื่องประดับด้วยพลอย ทอง เงิน,53,10310,คลองเจ้าคุณสิงห์,วังทองหลาง,กรุงเทพมหานคร,
,63,ลาดพร้าว 71,10100000000000,7500000,68.61,1193,3-95(1)-32/33,1193,ห้างหุ้นส่วนจำกัด เซอร์ไพรซ์การช่าง, ,ซ่อมและพ่นสีรถยนต์,15,10310,สะพานสอง,วังทองหลาง,กรุงเทพมหานคร,
ประชาอุทิศ,410/5,,10100000000000,450000,23,1194,3-64(2)-34/27,1194,โลหะเจริญ,02-4272061,ทำผลิตภัณฑ์จากโลหะด้วยวิธีปั๊ม เช่น หูถัง,2,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,9
สุขุมวิท 77,49,อ่อนนุช 34,10100000000000,1500000,679.25,1195,3-10(3)-7/51,1195,บริษัท โรงงานก๋วยเตี๋ยวรุ่งเจริญพาณิชย์ จำกัด,081-8313909,ทำเส้นหมี่และเส้นก๋วยเตี๋ยว,10,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,
สุขสวัสดิ์,140,,10101500000000,1120000,249.9,1196,3-67(2)-1/18,1196,บริษัท เซ็กกี่เอ็นจิเนียริ่ง จำกัด,,ทำเครื่องกลึงโลหะ,10,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
ประชาราษฎร์สาย 1,1-ม.ค.,ประชาราษฎร์สาย 1 ซอย 3,10100100000000,1500000,19.5,1197,3-34(2)-5/60,1197,โรงงานประตูบุญช่วย,02-5869561,ทำวงกบ ขอบประตู ขอบหน้าต่าง บานหน้าต่าง บานประตู และส่วนประกอบที่ทำด้วยไม้ของอาคาร,5,10800,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,
นนทรี,96/44,นาถสุวรรณ,10100400000000,6350000,52.37,1198,3-62-6/25,1198,นายณรงค์ เผ่าศิริพงศ์,2843231,ผลิตเครื่องเรือนจากโลหะ เช่น โต๊ะรีดผ้า,7,10120,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,
,22,พระรามที่ 2 ซอย 54 แยก 4,10100500000000,2500000,19.83,1199,3-95(1)-7/46,1199,ห้างหุ้นส่วนจำกัด นีโอ เอ็นจิเนียร์ แอดวานซ์,,ซ่อมและพ่นสีรถยนต์,3,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
สาธุประดิษฐ์,633/1,ประดู่ 1,100001000000,2000000,29.5,1200,ศ3-34(1)-6/33,1200,ไต๋เจี่ย,02-2942591-2,ไสซอยไม้แปรรูปและทำลังไม้,1,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
,3-ม.ค.,สุขสวัสดิ์ 50 แยก 1,10100000000000,1400000,34.9,1201,3-46(1)-9/15,1201,ห้างหุ้นส่วนจำกัด พัฒนาการเภสัช,4276257,ผลิตยาแผนปัจจุบัน,22,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
เจริญกรุง,571/25-27,ประดู่ 1,10100600000000,800000,111.81,1202,3-36(2)-1/30,1202,บริษัท พัฒนศิลป์อุตสาหกรรม จำกัด,2919218,ทำหุ่นรองเท้าจากไม้ และพลาสติก,4,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
ประชาร่วมใจ,19,ประชาร่วมใจ 59,10100000000000,2700000,836.5,1203,3-105-84/60,1203,บริษัท ชนะชัย รีไซเคิล กรุ๊ป จำกัด,02-9169933,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,15,10510,ทรายกองดินใต้,คลองสามวา,กรุงเทพมหานคร,
จรัญสนิทวงศ์,287/9,จรัญสนิทวงศ์ 31,10100000000000,495000,74.75,1204,3-63(2)-43/56,1204,ป.มงคลชัยโลหะการ,,ทำอุปกรณ์สำหรับก่อสร้าง เช่น จอบเหล็ก,2,10700,บางขุนศรี,บางกอกน้อย,กรุงเทพมหานคร,
ราษฎร์บูรณะ,32,,10100700000000,0,90,1205,3-64(2)-3/33,1205,บริษัท ซันสตีล กรุ๊ป จำกัด,02-4270550-1,ทำแหวนรองน๊อต และปะเก็นโลหะ,5,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
-,8/6นิคมอุตสาหกรรมอัญธานี,สุขาภิบาล2ซอย31,72160000000000,12730000,80.94,1206,น.84(1)-5/2560-ญอธ.,1206,บริษัท ชาวไทยซัน จำกัด,02-7270901,ผลิตเครื่องประดับอัญธานีเครื่องประดับและชิ้นส่วนเครื่องประดับ,86,10250,ดอกไม้,ประเวศ,กรุงเทพมหานคร,
,1515,กาญจนาภิเษก 008,10102500000000,1300000,246.5,1207,3-71-1/42,1207,นางสาวสมฤดี อังศุธรรมกิติ,,ทำตู้แผงไฟ,25,10160,บางแค,บางแค,กรุงเทพมหานคร,
เจริญกรุง,1,เจริญกรุง 71,10100200000000,280000,52.76,1208,3-87(5)-1/61,1208,นายปิ่น หลายพรประเสริฐ,22114073,ทำป้ายชื่อ ซอย ถนน และโครงเต็นท์,6,10120,วัดพระยาไกร,บางคอแหลม,กรุงเทพมหานคร,
ประชาชื่น,"3,5",โชติวัฒน์ 18,10100100000000,0,103.5,1209,3-37-5/44,1209,บริษัท ไดมอนด์ 1992 จำกัด,,ทำเครื่องเรือนจากไม้,24,10800,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,
กรุงธนบุรี,"272, 274, 275, 278, 280",กรุงธนบุรี 6,10100000000000,8200000,219.39,1210,3-53(1)-53/31,1210,นายณัชภาวิสัน กังสดาลเสนานนท์,,ทำแว่นตาพลาสติก,22,10600,บางลำภูล่าง,คลองสาน,กรุงเทพมหานคร,
บางแค,"750,752",-,10101100000000,1700000,244,1211,3-64(1)-2/46,1211,บริษัท โลหะภัณฑ์ สเตนเลส เวอร์ค จำกัด,0 2454 1019,ทำผลิตภัณฑ์สแตนเลส เช่น ถังบรรจุน้ำ และถังกรองน้ำ,5,10160,บางแค,บางแค,กรุงเทพมหานคร,
รามคำแหง,99/9 ชั้น 11,ซอยรามคำแหง 24     แยก 12-1,10100700000000,0,77.9,1212,3-84(1)-3/37,1212,บริษัท บิวตี้ เจมส์ แฟคตอรี่ จำกัด,02-3180771,ทำเครื่องประดับอัญมณีและเจียรไน,170,10240,หัวหมาก,บางกะปิ,กรุงเทพมหานคร,
,34,ศาลธนบุรี 35,10100100000000,9300000,79.55,1213,3-9(4)-1/32,1213,นายสุทัศน์ ศุขพิทัก,,ทำขนมถั่ว,10,10160,บางหว้า,ภาษีเจริญ,กรุงเทพมหานคร,
เทอดไท,1204/14-15,,10100100000000,300000,58.61,1214,3-62-9/25,1214,วิชัยการช่าง,4663720,ทำเครื่องเรือนจากโลหะ เช่น ตู้ และชั้นวางของสแตนเลส,2,10600,ตลาดพลู,ธนบุรี,กรุงเทพมหานคร,
รามคำแหง,99,รามคำแหง 24 แยก 12-1,10101000000000,8000000,165.9,1215,3-84(1)-4/46,1215,บริษัท เอสโก้ เอ็นเตอร์ไพรส์ จำกัด,02-7185361-5,ทำเครื่องประดับจากทองคำและแลตตินั่ม เช่น แหวน สร้อยคอและเข็มกลัด,70,10240,หัวหมาก,บางกะปิ,กรุงเทพมหานคร,
นวลจันทร์,51/159,-,10100200000000,11200000,288.6,1216,3-58(1)-6/37,1216,บริษัท วี แอนด์ พี โกลบอล จำกัด,0 2509 2175,ผลิตคอนกรีตผสมเสร็จ,5,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,12
ประเสริฐมนูกิจ,111,,10100000000000,495149000,26,1217,3-95(1)-60/58,1217,บริษัท โตโยต้า ชัยรัชการ จำกัด,,บริการซ่อมแซม บำรุงรักษาเครื่องยนต์,24,10230,รามอินทรา,คันนายาว,กรุงเทพมหานคร,
สุขุมวิท,2018,,10100500000000,6300000,203.36,1218,3-46(2)-1/15,1218,นางยุพา จริยะเวช,02-3310201,ผลิตยารักษาโรคแผนปัจจุบัน,28,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
สรงประภา,459,,10100100000000,180000000,70.5,1219,3-95(1)-81/58,1219,บริษัท โตโยต้านครธน จำกัด,24509555,ศูนย์บริการซ่อมรถยนต์,16,10210,ดอนเมือง,ดอนเมือง,กรุงเทพมหานคร,
เทอดไท,417,,10100100000000,0,44.25,1220,3-95(1)-69/52,1220,ทวีทรัพย์การาจ,,บริการซ่อม เคาะพ่นสีรถยนต์,10,10160,ปากคลองภาษีเจริญ,ภาษีเจริญ,กรุงเทพมหานคร,
สุขสวัสดิ์,มี.ค.-72,สุขสวัสดิ 14,10100200000000,22000000,110.5,1221,3-64(2)-6/36,1221,บริษัท ฮานาบิชิ อิเลคทริค คอร์ปอเรชั่น จำกัด,,"ปั้มโลหะทั่วไป เช่น ชิ้นส่วนอุปกรณ์เตารีด พัดลม,ผลิต ประกอบเครื่องใช้และอุปกรณ์ไฟฟ้าทั่วไป เช่น เตารีด พัดลม",62,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,5
แฮปปี้แลนด์,161-175,1,100000000000,36300000,501.27,1222,ส3-84(3)-2/29กท,1222,บริษัท พรีเมียร์ไดมอนคัตติ้ง จำกัด,3773004,เจียระไนเพชรพลอย,468,10240,คลองจั่น,บางกะปิ,กรุงเทพมหานคร,
,"135,135/1-5",สะแกงาม 14,10100200000000,18500000,601.76,1223,3-53(1)-6/39,1223,บริษัท ธนสยามอุตสาหกรรม จำกัด,02-8970991,ทำผลิตภัณฑ์พลาสติกเช่นฝักบัวอาบน้ำ,21,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
,507,เพชรเกษม 48,10100000000000,8300000,327.65,1224,3-53(1)-18/22,1224,ห้างหุ้นส่วนจำกัด เอกศิลป์อุตสาหกรรม,02-4570123,ทำสมุดเก็บภาพ ทำกรอบรูปด้วยพลาสติก ทำกรอบรูปโลหะ ทำสินค้าในประเภทอุปกรณ์ในการถ่ายภาพทุกชนิด ทำของเล่นของใช้ และผลิตภัณฑ์ที่เกี่ยวกับพลาสติก,175,10160,บางด้วน,ภาษีเจริญ,กรุงเทพมหานคร,
เพชรเกษม,713/1,,10100000000000,2000000,287.5,1225,3-28(1)-50/27,1225,บริษัท เดอะควินทู อินดัสตรี จำกัด,,ตัดเย็บเสื้อผ้าสำเร็จรูปและทำบรรจุภัณฑ์จากพลาสติก เช่น ถุงหรือกระสอบพลาสติก,124,10160,หลักสอง,บางแค,กรุงเทพมหานคร,
สุขสวัสดิ์,42/2,สุขสวัสดิ์2,10100300000000,12500000,73.4,1226,3-68-11/51,1226,บริษัท ส. ฉัตรทอง ( 2003) จำกัด,,ทำลูกกลิ้ง เครื่องทำลอนกระดาษลูกฟูก และประกอบเครื่องพิมพ์กล่องกระดาษลูกฟูก รับจ้างทำ ซื้อ ขาย สินค้ากล่องกระดาษทุกชนิด,17,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,4
รัชดาภิเษก,55/21-27,ประดู่,10100100000000,2700000,579.42,1227,3-53(4)-28/22,1227,บริษัท เค.วี.เจ.ยูเนี่ยน จำกัด,2891996,ทำผลิตภัณฑ์จากพลาสติก เช่น ตลับแป้ง ตลับยา ขวดพลาสติก,45,10120,บางคอแหลม,บางคอแหลม,กรุงเทพมหานคร,
วุฒากาศ,127/7,,10100000000000,2400000,70.4,1228,3-53(1)-20/33,1228,เพียวพลาสติก,,ทำของใช้และของเด็กเล่นด้วยพลาสติก เช่น ล้อรถต่าง ๆ,2,10150,บางค้อ,จอมทอง,กรุงเทพมหานคร,
สุวินทวงศ์,89/4,,10100000000000,20000000,59,1229,3-95(1)-56/61,1229,บริษัท มหานคร ออโต้ กรุ๊ป จำกัด,02-0335499,ศูนย์บริการซ่อมรถยนต์,6,10530,โคกแฝด,หนองจอก,กรุงเทพมหานคร,8
,837,,10100500000000,1080000,132.1,1230,3-77(2)-8/35,1230,บริษัท แสงประทีปออโต้ซีท จำกัด,,ทำเบาะรถยนต์,6,10260,บางจาก,พระโขนง,กรุงเทพมหานคร,
ลาดพร้าว,41,ลาดพร้าว80,10100400000000,10000000,45,1231,3-37-2/42,1231,บริษัท มุ่งมั่นวัฒนา จำกัด,02-9327612-5,รับจ้างทำเครื่องเรือนจากไม้อัดและไม้แปรรูป,10,10310,วังทองหลาง,วังทองหลาง,กรุงเทพมหานคร,
สีหบุรานุกิจ 9,"195-169,143/4",,10100100000000,5000000,193.59,1232,3-66-3/62,1232,ว.วิศวกิจ,,"ทำและซ่อมชิ้นส่วนรถไถนา,ทำภาชนะบรรจุ เช่น ถังเหล็ก",9,10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,
,222,,10100100000000,4960000,69.81,1233,3-46(1)-4/23,1233,บริษัท วี.เอส.ฟาร์ม่า (1971) จำกัด,3113218,ผลิตยารักษาโรคแผนปัจจุบัน ยาเม็ด ยาแคปซูลและยาน้ำ,35,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,
ย่านพหลโยธิน,98/4,-,10100600000000,115000,182.72,1234,3-95(1)-14/47,1234,บริษัท เค.รุ่งเรืองบริการ จำกัด,,ซ่อมและพ่นสีรถยนต์,4,10400,พญาไท,พญาไท,กรุงเทพมหานคร,
พระราม2,530,,10102000000000,0,192.7,1235,3-64(1)-1/42,1235,บริษัท บี.เค.เค.อิสเทิร์น จำกัด,4513359,ผลิตอุปกรณ์เครื่องมือการเกษตรเช่นสูบพ่นยาเครื่องพ่นยา(กระบอกสูบทองเหลือง),21,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,
บางบอน 5,15-ต.ค.,ชวนถวิล 2,10100100000000,17500000,1062.18,1236,3-53(1)-20/37,1236,นางสาวสุรีย์ วรกีรติกุล,,ทำผลิตภัณฑ์พลาสติกเช่นถังน้ำตะกร้าใส่ของทำแม่พิมพ์โลหะ แ,33,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,12
มาเจริญ,159,,10100000000000,24000000,655.12,1237,3-106-36/60,1237,บริษัท เหล็กหมุนเวียน จำกัด,28121576,บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ที่ใช้แล้วและเครื่องใช้ไฟฟ้าเก่า และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,8,10160,หนองค้างพลู,หนองแขม,กรุงเทพมหานคร,
พหลโยธิน,172,,10100000000000,650000,35.5,1238,3-34(2)-20/22,1238,ก. การช่าง,085-8111662,ทำวงกบประตู-หน้าต่าง,5,10220,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,
บางขุนเทียน-ชายทะเล,141/71,   -,10101000000000,0,420.58,1239,3-62-2/45,1239,นายประสิทธิ์ ภัทรพลาพันธ์,,ทำเครื่องเรือน เช่น ชั้นวางของ เลื่อยไม้ ไส ซอย และเซาะร่องไม้ ทำกล่องกระดาษลูกฟูก ทำเครืองเรือนจากไม้ เช่น โซฟา,70,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,6
บางขุนเทียน,44,บางขุนเทียน 16,10100100000000,1700000,198.07,1240,3-53(4)-45/35,1240,ห้างหุ้นส่วนจำกัด ซิมฮงเคมีภัณฑ์,4151732,ทำถุงพลาสติก,8,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,0
กรุงเกษม,4-ก.พ.,ยศเส,10100000000000,40000,12,1241,3-95(1)-64/37,1241,ตุ่นเซอร์วิส,2246070,ซ่อมรถยนต์ ได้ปีละ 150 คัน,4,10100,วัดเทพศิรินทร์,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,
ประชาธิปไตย,96/6-9,,10100000000000,50000,50.9,1242,3-53(1)-51/22,1242,แสงงาม,2814022,"ทำฝาจุกพลาสติก ได้ปีละ 1,850 กิโลกรัม",2,10200,บางขุนพรหม,พระนคร,กรุงเทพมหานคร,
พระราม 4,2143,,10102400000000,1000000,20,1243,3-95(1)-2/41,1243,บริษัท บี.เอ็ม.พี.กรุ๊ป จำกัด,02-6545194-6,ตรวจเช็คและซ่อมรถยนต์,8,10110,คลองตัน,คลองเตย,กรุงเทพมหานคร,
หลวงแพ่ง,98,,10101300000000,6000000,299,1244,3-78(1)-1/53,1244,บริษัท แอดวานซ์ พาวเวอร์เทค จำกัด,,ผลิตและประกอบรถจักรยานยนต์ รถจักรยานยนต์ไฟฟ้า และซ่อมเครื่องยนต์,40,10520,ทับยาว,ลาดกระบัง,กรุงเทพมหานคร,9
ร่มเกล้า,208,,10100100000000,6500000,50.67,1245,3-77(2)-30/34,1245,นายธนะสิทธิ์ รัฐโชครุ่งโรจน์,,ทำเบาะรถยนต์และรถจักรยานยนต์,50,10520,คลองสามประเวศ,ลาดกระบัง,กรุงเทพมหานคร,
สุขสวัสดิ์,33/60-61,สุขสวัสดิ์ 14,10100100000000,2500000,70.7,1246,3-64(9)-21/51,1246,ไพศาลการช่าง,,ทำของใช้เล็กๆจากโลหะ เช่น สกรูเร่ง พุ๊ก แบบพิมพ์,8,10150,จอมทอง,จอมทอง,กรุงเทพมหานคร,4
,1,เลียบฯ ฝั่งใต้ 1,10101200000000,9000000,161.02,1247,3-53(5)-1/30,1247,บริษัท สยามอีโค่ จำกัด,02-4455259,ทำเม็ดพลาสติกจากพลาสติกเก่า และถุงพลาสติก,6,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,
สวนผัก,75/2,,10100300000000,770000,14.5,1248,3-34(1)-2/23,1248,ฉิมพลีค้าไม้,,ไส ซอยไม้แปรรูป,3,10170,ฉิมพลี,ตลิ่งชัน,กรุงเทพมหานคร,
ประชาชื่น,1062-1068,ประชาชื่น 34,10100000000000,5000000,92,1249,3-95(1)-56/53,1249,สปิริท การาจ,,รับจ้างเคาะพ่นสีและซ่อมรถยนต์,63,10800,วงศ์สว่าง,บางซื่อ,กรุงเทพมหานคร,
เอกชัย,16/220-222 ชั้นที่ 2,อุดมทรัพย์,10100000000000,7500000,13.25,1250,3-28(1)-4/37,1250,ห้างหุ้นส่วนจำกัด สยามนิกโก้ อิมปอร์ต เอ็กซ์ปอร์ต,,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 45 เครื่อง),48,10150,บางบอน,บางบอน,กรุงเทพมหานคร,8
เพชรบุรีตัดใหม่,3206,,10100100000000,43000000,22.64,1251,3-95(1)-16/42,1251,บริษัท อีซูซุมหานคร จำกัด,7182222,ซ่อมรถยนต์,10,10310,บางกะปิ,ห้วยขวาง,กรุงเทพมหานคร,
สุขาภิบาล 1,61/41,,10100400000000,1630000,16.5,1252,3-95(1)-33/34,1252,ฉินการยนต์,02-3779679,ทำท่อไอเสียและซ่อมเครื่องยนต์ของรถยนต์,1,10240,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,5
กรุงเทพฯ-นนทบุรี,254,-,10100000000000,20000000,60.48,1253,3-95(1)-56/49,1253,บริษัท พระนครฮอนด้า ออโตโมบิล จำกัด,02-911-3111,ซ่อมรถยนต์,14,10800,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,
,87,ราษฎร์บูรณะ 18,10100000000000,1000000,132.35,1254,3-53(1)-61/31,1254,บริษัท ไทยฮั่วฮงพลาสติก จำกัด,02-8940056-60,ทำของใช้จากพลาสติก เช่น ตะขอแขวนเสื้อ ที่แขวนเสื้อ,5,10140,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,
จันทน์,18,เย็นจิตร,10100200000000,580000,7.68,1255,3-36(1)-7/25,1255,ประเสริฐการช่าง,2110690,ทำแบบพิมพ์จากไม้,10,10120,ทุ่งวัดดอน,สาทร,กรุงเทพมหานคร,
,"214,216,218",เพชรเกษม 50/3,10100000000000,7200000,504,1256,3-53(1)-64/34,1256,นายศิริชัย อัครธรรมกุล,0 2869 6985-7,ทำของใช้จากพลาสติก เช่น ด้ามหูกระเป๋า เข็มขัดกระเป๋า,8,10160,บางด้วน,ภาษีเจริญ,กรุงเทพมหานคร,
รามอินทรา,21/3/2007,เจริญพัฒนา,100001000000,3900000,26.5,1257,ศ3-37-10/37,1257,บริษัท พี.เอส. เฟอร์นิเจอร์และก่อสร้าง จำกัด,"081-6864282,02-9186141",ทำเครื่องเรือนและเครื่องใช้จากไม้,13,10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,21
,8,พระยามนธาตุฯ แยก 9-3,10100500000000,2000000,95.23,1258,3-53(7)-3/35,1258,บริษัท เอพีไอ โปรดักส์ จำกัด (สาขา 1),,ทำผลิตภัณฑ์จากพลาสติก เช่น หูและพื้นรองเท้า,8,10150,คลองบางบอน,บางบอน,กรุงเทพมหานคร,
สุวินทวงศ์,25,,10103100000000,3960835000,1310528,1259,3-88(2)-1/40,1259,โรงไฟฟ้ากังหันก๊าซหนองจอก,,ผลิตพลังงานไฟฟ้า ขยายโรงงานในส่วนการกลึง เจาะ คว้าน กัดไส เพื่อให้บริการแก่กิจการผลิตพลังงานไฟฟ้า,10,10530,โคกแฝด,หนองจอก,กรุงเทพมหานคร,8
ราชมนตรี,19,,100001000000,4000000,3059.64,1260,ศ3-14-6/38,1260,บริษัท โรงน้ำแข็งเพชรเกษม (2007) จำกัด,,"ผลิตน้ำแข็งซอง เพิ่มขึ้น 600 ซอง/วัน รวมเป็น 5,400 ซอง/วัน",0,10160,บางด้วน,ภาษีเจริญ,กรุงเทพมหานคร,
สุขาภิบาล 10,157,,10100100000000,1550000,29.14,1261,3-34(1)-2/36,1261,ห้างหุ้นส่วนจำกัด สิทธิพันธุ์ค้าไม้,02-5431220,ไส ซอย เซาะร่องไม้,7,10530,หนองจอก,หนองจอก,กรุงเทพมหานคร,8
บางบอน 1,79/7,,10100000000000,0,119.75,1262,3-24-8/52,1262,บริษัท นีออเทนี่ส์ จำกัด,02-4154486-7,ถักเสื้อไหมพรม,57,10150,บางบอน,บางบอน,กรุงเทพมหานคร,
จอมทอง,54/45-47,เลิศพัฒนาเหนือ,10100100000000,250000,33.34,1263,3-64(9)-22/28,1263,นายธงชัย โอวาทวัฒนากุล,,ทำน๊อต สกรู บู๊ช และแบบพิมพ์โลหะ,7,10150,บางค้อ,จอมทอง,กรุงเทพมหานคร,
จรัญสนิทวงศ์,35/7-8,,10100000000000,1000000,17,1264,3-95(1)-106/42,1264,บริษัท นครชัย มิตซู จำกัด,02-4672828,ซ่อมรถยนต์รับจ้าง,8,10600,วัดท่าพระ,บางกอกใหญ่,กรุงเทพมหานคร,
สุขาภิบาล1,9,บางแค 9,10100000000000,600000,420.08,1265,3-53(1)-22/56,1265,นางอัจฉรา พิพัฒน์เจริญกิจ,02-8024462,ทำของใช้จากพลาสติก เช่นถุงพลาสติกใส,20,10160,บางแค,บางแค,กรุงเทพมหานคร,
ลาดพร้าว,2633,,10100200000000,160000,44.2,1266,3-62-13/27,1266,ห้างหุ้นส่วนจำกัด ชุนฮวดอุตสาหกรรม (ทานตะวัน),,ทำเครื่องเรือนจากโลหะ,9,10310,คลองเจ้าคุณสิงห์,วังทองหลาง,กรุงเทพมหานคร,
เจริญนคร,16-ก.พ.,วนาวรรณ 2 ซอย เจริญนคร 14,10100000000000,86000000,491,1267,3-41(1)-25/52,1267,นางชญาพัฒน์ ปัญจศรีเสถียร,,พิมพ์สิ่งพิมพ์ต่าง ๆ,40,10600,คลองต้นไทร,คลองสาน,กรุงเทพมหานคร,
พุทธบูชา,"117,119",ประชาอุทิศ 54 แยก 6,10100000000000,7015015,19.5,1268,3-37-38/54,1268,บริษัท เอส-เดคท์ เฟอร์นิเจอร์ จำกัด,02-4265261,ทำเครื่องเรือน เครื่องตบแต่งภายในอาคารจากไม้,5,10140,บางมด,ทุ่งครุ,กรุงเทพมหานคร,
สุขุมวิท 77,499,อ่อนนุช 17 แยก 16,10100000000000,15500000,200,1269,3-37-159/47,1269,บริษัท แพลนเทชั่น จำกัด,02-7175788,ทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้ เหล็ก ผ้า หนัง และใยหวาย ตบแต่งผนังภายในอาคารและภายนอกอาคารด้วยไม้ ไฟเบอร์ ปูน เรซิ่ง ประกอบกัยโลหะ เป็นรูปต่างๆ ,110,10250,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,-
พระรามที่ 2,39/183,ศักดิ์มงคลชัย,10101200000000,0,130.5,1270,3-64(9)-2/42,1270,บริษัท แหลมทองน๊อต สกรู โลหะกิจ จำกัด,02-4167999,ทำผลิตภัณฑ์โลหะเช่นสกรูน๊อตบู๊ชแหวนรอง,25,10150,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,1
สุขสวัสดิ์,88-90,สุขสวัสดิ์ 29,10100800000000,7300000,443.71,1271,3-71-1/14,1271,ห้างหุ้นส่วนจำกัด เบญจมงคล อีเลคทริคเวิร์คส,,ผลิตอุปกรณ์ไฟฟ้า เช่น หม้อแปลง และบัลลาสต์,40,10140,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,
ถนนเลียบคลองภาษีเจริญฝั่งเหนือ,145,,10100300000000,8100000,612,1272,3-22(1)-1/45,1272,บริษัท เอสอาร. ทวิสเท็กซ์ จำกัด,,เท็กเจอร์เส้นด้าย,14,10160,หนองแขม,หนองแขม,กรุงเทพมหานคร,
วัดไผ่เงิน,736,วัดไผ่เงิน,10100700000000,770000,51.5,1273,3-75(2)-2/16,1273,นายกำธร ทิวากรกฎ,02-2111103,ทำใบพัดเรือ ตุ๊กตาเรือ และอุปกรณ์เรือที่เป็นโลหะ,7,10120,บางโคล่,บางคอแหลม,กรุงเทพมหานคร,
