ประกอบกิจการ,อำเภอ,รหัสประเภท,ประเภทโรงงาน,ถนน,ซอย,FID,เงินทุนรวม(ล้านบาท),คนงานรวม,จังหวัด,หมู่,เลขที่,แรงม้า,ปีที่อนุญาต,ตำบล,เลขทะเบียนโรงงานเดิม,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,พัฒนานิคม,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,7,0,ลพบุรี,5,โฉนดที่ดินเลขที่ 6499,418,2565,พัฒนานิคม,3-105-20/65ลบ,นายสิทธิชัย หอมวงษ์,648,ส.สมบัติเจริญรุ่งเรืองค้าเหล็ก 2022,3,15140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,วิหารแดง,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,-,-,10200000000000,5.6,15,สระบุรี,4,37/7,630,2566,วิหารแดง,3-105-13/66สบ,ห้างหุ้นส่วนจำกัด ไพฑูรย์เลิศจิราวัตน์ รีไซเคิล,649,ห้างหุ้นส่วนจำกัด ไพฑูรย์เลิศจิราวัตน์ รีไซเคิล,3,18150
นำอิฐทนไฟและเซรามิกส์มาแยกตามขนาดและผ่านกรรมวิธีทางอุตสาหกรรมเพื่อใช้เป็นวัตถุดิบในอุตสาหกรรมอื่น และนำผงแมกนีไซต์มาปั้นเม็ด,พระพุทธบาท,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,-,-,10200000000000,4.08,17,สระบุรี,1,46046,418,2566,เขาวง,3-106-6/66สบ,ห้างหุ้นส่วนจำกัด กิจอุดมทรัพย์,650,ห้างหุ้นส่วนจำกัด กิจอุดมทรัพย์,3,18120
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองสระบุรี,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,-,-,10200000000000,200,96,สระบุรี,1,95/20,1574.2,2568,ตลิ่งชัน,3-105-27/68สบ,บริษัท เจริญรุ่งเรือง รีไซเคิล สระบุรี จำกัด,651,บริษัท เจริญรุ่งเรือง รีไซเคิล สระบุรี จำกัด,3,18000
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,เมืองสมุทรปราการ,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,สุขุมวิท,เทศบาลบางปู 111,10100000000000,3.5,18,สมุทรปราการ,1,567/1,55.5,2560,บางปู,3-105-10/60สป,บริษัท เอสทีซี รีไซเคิล จำกัด,652,บริษัท เอสทีซี รีไซเคิล จำกัด,3,10280
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,หนองแค,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,5.1,24,สระบุรี,7,32/2,144,2564,หนองปลาหมอ,3-105-15/64สบ,บริษัท ธงทิว ทรานสปอร์ต แอนด์ ซัน จำกัด,653,บริษัท ธงทิว ทรานสปอร์ต แอนด์ ซัน จำกัด,3,18140
"ทำเชื้อเพลิงทดแทนจากเศษพลาสติกและยางรถยนต์ที่ใช้แล้ว , รีไซเคิลผงคาร์บอนแบล็ค",เฉลิมพระเกียรติ,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,-,-,10200000000000,124,106,สระบุรี,6,129,8419,2554,หน้าพระลาน,3-106-8/54สบ,บริษัท ไพโร เอนเนอร์ยี่ จำกัด,654,บริษัท ไพโร เอนเนอร์ยี่ จำกัด,3,18240
ผลิตและปรับปรุงคุณภาพคาร์บอนแบล็คจากเศษยาง และยางยานพาหนะที่ใช้แล้ว,เฉลิมพระเกียรติ,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,-,-,10200000000000,212,10,สระบุรี,6,"โฉนดที่ดินเลขที่ 24591,24592 และ 16113",11443.68,2568,หน้าพระลาน,3-106-36/68สบ,บริษัท อาร์ซีบี คาร์บอน จำกัด,655,บริษัท อาร์ซีบี คาร์บอน จำกัด,3,18240
นำกากตะกอนที่มีโลหะมีค่ามาผ่านกระบวนการกรรมวิธีทางอุตสาหกรรมโดยการอบแห้ง ถอดแยกและบดย่อยแผงวงจรอิเล็กทรอนิกส์ อุปกรณ์ไฟฟ้าและชิ้นส่วนอิเล็กทรอนิกส์ที่ใช้แล้ว,หนองโดน,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,-,-,10200000000000,8,8,สระบุรี,10,โฉนดที่ดินเลขที่ 42733,162.68,2566,บ้านกลับ,3-106-34/66สบ,บริษัท โยโกชิโระ จำกัด,656,บริษัท โยโกชิโระ จำกัด,3,18190
ผลิตน้ำมันเชื้อเพลิงและฝุ่นถ่าน จากวัสดุที่ไม่ใช้แล้วประเภทพลาสติกใช้แล้ว,พระพุทธบาท,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,สายเอก,-,10200000000000,14,11,สระบุรี,1,โฉนดที่ดินเลขที่ 1294,527.12,2567,ธารเกษม,3-106-51/67สบ,บริษัท ภิญโญ ทู เอนเนอร์จี จำกัด ,657,บริษัท ภิญโญ ทู เอนเนอร์จี จำกัด ,3,18120
หล่อหลอมเศษโลหะ เช่น ทองแดง ตะกรันทองแดง ตะกอนทองแดงจากระบบบำบัดน้ำเสีย และผงทองแดงจากการบดย่อยแผงพีซีบี และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เฉลิมพระเกียรติ,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,-,-,10200000000000,50,15,สระบุรี,3,โฉนดที่ดินเเลขที่ 12534,1608,2568,พุแค,3-106-63/68สบ,บริษัท เอ็นจี 59 จำกัด,658,บริษัท เอ็นจี59 จำกัด,3,18240
สกัดแยกผลิตภัณฑ์ปิโตรเลียมจากกากหรือตะกอนน้ำมันดิบ,บ้านค่าย,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,ทางหลวงหมายเลข 3143,-,10200000000000,0,11,ระยอง,5,46105,757,2546,หนองละลอก,3-106-3/46รย,บริษัท ไทยแมกซ์เวล อินดัสเทรียล เซอร์วิส จำกัด,659,บริษัท ไทยแมกซ์เวล อินดัสเทรียล เซอร์วิส จำกัด,3,21120
นำตะกรันจากเตาหลอมและตะกรันจากการปรับปรุงคุณภาพที่ไม่เป็นของเสียอันตรายมาผ่านกรรมวิธีการบดย่อยเพื่อนำกลับมาใช้ประโยชน์ใหม่เป็นวัตถุดิบในอุตสาหกรรมหลอมเหล็กและอุตสาหกรรมก่อสร้าง และหลอมเหล็กหล่อ,บ้านค่าย,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,,,10200000000000,43.35,15,ระยอง,,โฉนดที่ดินเลขที่ 29452 83699 57198,4551.5,2567,หนองละลอก,3-106-43/67รย,บริษัท ภูสินธารา จำกัด,660,บริษัท ภูสินธารา จำกัด,3,21120
ผลิตสารปรับปรุงดินจากสิ่งปฏิกูลหรือวัสดุไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,นิคมพัฒนา,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,,,10200000000000,3.7,13,ระยอง,1,โฉนดที่ดินเลขที่ 31368,388.5,2562,มาบข่า,3-106-22/62รย,บริษัท เอนไวรอนเมนทอล คอนซัลแทนต์ แอนด์ แลนด์ เดเวลอปเมนท์ จำกัด,661,บริษัท เอนไวรอนเมนทอล คอนซัลแทนต์ แอนด์ แลนด์ เดเวลอปเมนท์ จำกัด,3,21180
นำวัสดุที่ไม่ใช้แล้วมาผ่านกรรมวิธีการทางอุตสาหกรรมเพื่อผลิตผลิตภัณฑ์ในการก่อสร้าง เช่น อิฐบล็อก อิฐประสาน และแผ่นพื้น,เมืองระยอง,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,สุขุมวิท,-,10200000000000,75.4,15,ระยอง,5,234/29,283.27,2568,เชิงเนิน,3-106-46/68รย,บริษัท เสียง หลง เทรดดิ้ง จำกัด,662,บริษัท เสียง หลง เทรดดิ้ง จำกัด,3,21000
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ปลวกแดง,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,3,10,ระยอง,4,350,75,2562,ปลวกแดง,3-105-54/62รย,ห้างหุ้นส่วนจำกัด มาสเตอร์ รีไซเคิล,663,ห้างหุ้นส่วนจำกัด มาสเตอร์ รีไซเคิล,3,21140
บดย่อย รีดยางรถยนต์,บ้านค่าย,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,,,10200000000000,9,60,ระยอง,4,99/9,899,2568,หนองละลอก,3-106-50/68รย,บริษัท 999 รับเบอร์ (ไทยแลนด์) จำกัด,664,บริษัท 999 รับเบอร์ (ไทยแลนด์) จำกัด,3,21120
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ปลวกแดง,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,15.54,7,ระยอง,4,โฉนดที่ดินเลขที่ 4857,350,2563,ปลวกแดง,3-105-64/63รย,บริษัท ช้างสตีล รีไซเคิล จำกัด,665,บริษัท ช้างสตีล รีไซเคิล จำกัด,3,21140
หลอมหล่อกากตะกอนทองแดง และรีไซเคิลของเสียที่มีสังกะสี (Zn) เป็นองค์ประกอบ,โคกสำโรง,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,,,10200000000000,13.5,76,ลพบุรี,8,66,3566.4,2560,วังเพลิง,3-106-20/60ลบ,บริษัท คอปเปอร์ เมททอล จำกัด,666,บริษัท คอปเปอร์ เมททอล จำกัด,3,15120
ผลิตโพลิเมอร์โมเลกุลต่ำชนิดผง,พัฒนานิคม,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,สระบุรี-หล่มสัก,,10200000000000,31.5,14,ลพบุรี,4,21,122.56,2561,ดีลัง,3-106-22/61ลบ,บริษัท คิวเอ็ม แอดดิทีฟ จำกัด,667,บริษัท คิวเอ็ม แอดดิทีฟ จำกัด,3,15220
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,อินทร์บุรี,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,2.05,14,สิงห์บุรี,5,46034,180,2559,งิ้วราย,3-105-18/59สห,นางสาวขวัญดาว รณธีร์,668,ขวัญดาวพลาสติก,3,16110
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บางบอน,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,บางบอน 4,,10100000000000,115,32,กรุงเทพมหานคร,,249,954,2560,บางบอน,3-105-4/60,บริษัท เจดีย์ไทย สตีล จำกัด,669,บริษัท เจดีย์ไทย สตีล จำกัด,3,10150
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,นิคมพัฒนา,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,4.5,8,ระยอง,4,โฉนดที่ดินเลขที่ 71951,92.5,2561,มาบข่า,3-105-6/61รย,นางสาวมะลินันท์ พีชพันธุ์,670,บริษัท พัฒนะรีไซเคิล จำกัด,3,21180
ผลิตปุ๋ยอินทรีย์จากกากตะกอนที่เกิดจากระบบบำบัดน้ำเสีย และผลิตอิฐบล๊อกคอนกรีต,ปลวกแดง,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,,,10200000000000,24,11,ระยอง,1,505,476,2559,มาบยางพร,3-106-22/59รย,บริษัท ไบรท์ รีโนเวชั่น จำกัด,671,บริษัท ไบรท์ รีโนเวชั่น จำกัด,3,21140
นำตะกรันจากเตาหลอมเหล็กที่ไม่เป็นของเสียอันตรายมาผ่านกรรมวิธีบดย่อย เพื่อนำกลับมาใช้ประโยชน์และเป็นวัตถุดิบทดแทนในการก่อสร้าง,นิคมพัฒนา,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,-,-,10200000000000,39,12,ระยอง,5,159,495,2554,พนานิคม,3-106-33/54รย,บริษัท กวิน เอส.อินดัสทรี่ จำกัด,672,บริษัท กวิน เอส.อินดัสทรี่ จำกัด,3,21180
นำผ้าอ้อมสำเร็จรูปที่ไม่ได้คุณภาพหรือมาตรฐาน (Off-spec product) มาผ่านกรรมวิธีการผลิตทางอุตสาหกรรมเพื่อผลิตเป็นวัตถุดิบ ได้แก่ ผงโพลิเมอร์ ฝุ่นกระดาษ เศษพลาสติก,ปลวกแดง,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,,,10200000000000,28,17,ระยอง,1,88/8,214.48,2559,แม่น้ำคู้,3-106-33/59รย,บริษัท ฉางเฉิน จำกัด ,673,บริษัท ฉางเฉิน จำกัด,3,21140
"บำบัดน้ำเสียรวม 4,000 ลูกบาศก์เมตรต่อวัน",เมืองระยอง,10100,โรงงานปรับคุณภาพของเสียรวม (Central Waste Treatment Plant),,,10200000000000,30,10,ระยอง,2,179,300,2566,แกลง,3-101-3/66รย,บริษัท สินทองไทย รับเบอร์ จำกัด,674,บริษัท สินทองไทย รับเบอร์ จำกัด,3,21160
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,นิคมพัฒนา,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,ทางหลวงสาย 36,12,10200000000000,3.7,15,ระยอง,7,282/2,91,2562,พนานิคม,3-105-57/62รย,ห้างหุ้นส่วนจำกัด ภูผาหยก รุ่งเรือง,675,ห้างหุ้นส่วนจำกัด ภูผาหยก รุ่งเรือง,3,21180
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บ้านฉาง,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,57.5,85,ระยอง,3,"โฉนดที่ดินเลขที่ 5597, 14934",1525,2562,สำนักท้อน,3-105-61/62รย,บริษัท โทเซอิ-พันคัม แอ็ดวานซ์ จำกัด,676,บริษัท โทเซอิ-พันคัม แอ็ดวานซ์ จำกัด,3,21130
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองระยอง,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,บ้านล่าง,-,10200000000000,5.5,55,ระยอง,-,46116,129,2568,ห้วยโป่ง,3-105-73/68รย,บริษัท วีพี กรีนเทค จำกัด,677,บริษัท วีพี กรีนเทค จำกัด,3,21150
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เมืองระยอง,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,5,10,ระยอง,5,82/8,574,2564,ทับมา,3-105-55/64รย,บริษัท รุ่งเจริญ เอ็นไวรอนเมนทอลเซอร์วิส จำกัด,678,บริษัท รุ่งเจริญ เอ็นไวรอนเมนทอลเซอร์วิส จำกัด,3,21000
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,นิคมพัฒนา,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,38,18,ระยอง,1,46195,530,2564,มาบข่า,3-105-114/64รย,บริษัท รวมเหล็ก ระยอง จำกัด,679,บริษัท รวมเหล็ก ระยอง จำกัด,3,21180
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เสาไห้,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,1.62,5,สระบุรี,14,46025,194,2563,บ้านยาง,3-105-87/63สบ,ห้างหุ้นส่วนจำกัด มาลัย รุ่งเรืองกรุ๊ป ,680,ห้างหุ้นส่วนจำกัด มาลัย รุ่งเรืองกรุ๊ป,3,18160
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,แก่งคอย,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,6,20,สระบุรี,3,46123,992,2562,ทับกวาง,3-105-106/62สบ,บริษัท พีเอส เพอร์เฟค อินเตอร์ กรุ๊ป จำกัด,681,บริษัท พีเอส เพอร์เฟค อินเตอร์ กรุ๊ป จำกัด,3,18260
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,หนองแค,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,20,11,สระบุรี,2,98/2,695,2564,กุ่มหัก,3-105-77/64สบ,บริษัท พีเอฟ รับเบอร์ จำกัด,682,บริษัท พีเอฟ รับเบอร์ จำกัด,3,18140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,หนองแค,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,7.5,24,สระบุรี,16,"โฉนดที่ดินเลขที่ 61038, 58274",190,2564,โคกแย้,3-105-82/64สบ,ห้างหุ้นส่วนจำกัด สุวรรณธาราพูลทรัพย์,683,ห้างหุ้นส่วนจำกัด สุวรรณธาราพูลทรัพย์,3,18230
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เศษกระดาษ เศษพลาสติก เศษโลหะ,เมืองสิงห์บุรี,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว, -, -,10200000000000,0.8,10,สิงห์บุรี,9,46039,213,2549,ต้นโพธิ์,3-105-70/49สห,นายอนุชิต เชยสาคร,684,เชยสาครพาณิชย์,3,16000
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ปลวกแดง,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,20.6,15,ระยอง,1,46030,81,2560,ละหาร,3-105-40/60รย,บริษัท ปากแพรก รีไซเคิล จำกัด,685,บริษัท ปากแพรก รีไซเคิล จำกัด,3,21140
คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ได้แก่ โลหะ กระดาษ พลาสติก,ปลวกแดง,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,-,-,10200000000000,3.5,55,ระยอง,3,-,28.5,2554,มาบยางพร,3-105-62/54รย,ห้างหุ้นส่วนจำกัด บุญทวีพจน์ เซอร์วิส,686,ห้างหุ้นส่วนจำกัด บุญทวีพจน์ เซอร์วิส,3,21140
คืนสภาพกรดหรือด่าง ทำเชื้อเพลิงผสม และล้างภาชนะบรรจุภัณฑ์ด้วยตัวทำละลาย,บ้านค่าย,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,บางบุตร-วังจันทร์,,10200000000000,240,20,ระยอง,4,84/7,391,2560,บางบุตร,3-106-70/60รย,บริษัท วิน โพรเสส จำกัด,687,บริษัท วิน โพรเสส จำกัด,3,21120
คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะ ภาคผนวก 1 ข้อ 1 ตามบัญชีท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1(พ.ศ.2541) บดย่อยพลาสติก และรีไซเคิลน้ำมันหล่อลื่นใช้แล้ว,เมืองระยอง,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,ราษฎร์บำรุง,ราษฎร์บำรุง 1,10200000000000,7.25,10,ระยอง,,,114,2548,ห้วยโป่ง,3-105-96/48รย,บริษัท สุธี แท็งเกอร์ แอนด์ สเปเชียลทรัค จำกัด,688,บริษัท สุธี แท็งเกอร์ แอนด์ สเปเชียลทรัค จำกัด,3,21150
ทำเชื้อเพลิงทดแทนจากน้ำมันที่ใช้แล้วมาปรับปรุงคุณภาพ เพื่อนำกลับมาใช้ประโยชน์ใหม่ ทำเชื้อเพลิงผสมชนิดแข็งและเหลว ซ่อมและล้างภาชนะบรรจุด้วยตัวทำละลายอินทรีย์ ตัด แยกชิ้นส่วนอุปกรณ์เครื่องจักรที่ปนเปื้อนไฮโดรคาร์บอนจากกระบสนการผลิต,เมืองระยอง,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,,,10200000000000,10,10,ระยอง,,28/1 (โฉนดที่ดินเลขที่ 59725),299,2568,มาบตาพุด,3-106-6/68รย,บริษัท ทีเออาร์เอฟ จำกัด,689,บริษัท ทีเออาร์เอฟ จำกัด,3,21150
ผลิตเชื้อเพลิงแข็ง และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,พระพุทธบาท,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,,,10200000000000,5,15,สระบุรี,3,28,421,2561,ห้วยป่าหวาย,3-106-46/61สบ,บริษัท วังวิเศษเมทอล จำกัด,690,บริษัท วังวิเศษเมทอล จำกัด,3,18120
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,แก่งคอย,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,1.5,5,สระบุรี,2,108,95,2560,ห้วยแห้ง,3-105-81/60สบ,ห้างหุ้นส่วนจำกัด ช.โชควิวัฒน์,691,ห้างหุ้นส่วนจำกัด ช.โชควิวัฒน์,3,18110
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,เฉลิมพระเกียรติ,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,3,9,สระบุรี,8,โฉนดที่ดินเลขที่ 14641,133,2560,ห้วยบง,3-105-82/60สบ,นางเสนาะ คัมภิรานนท์,692,นางเสนาะ คัมภิรานนท์,3,18000
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,หนองแค,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,4,10,สระบุรี,4,53/8,203,2563,หนองโรง,3-105-1/63สบ,ห้างหุ้นส่วนจำกัด คลองสิบ รีไซเคิล,693,ห้างหุ้นส่วนจำกัด คลองสิบ รีไซเคิล,3,18140
ผลิตสังกะสีจากวัสดุที่ไม่ใช้แล้วที่มีสังกะสีเป็นองค์ประกอบ,พนัสนิคม,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,-,-,10200000000000,28,9,ชลบุรี,2,69,284.83,2561,หนองเหียง,3-106-1/61ชบ,บริษัท พี.เอส.พี.อุตสาหกรรมโลหะกิจ จำกัด,694,บริษัท พี.เอส.พี.อุตสาหกรรมโลหะกิจ จำกัด,3,20140
ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้ว ซ่อมและล้างบรรจุภัณฑ์โลหะและพลาสติก,บ้านโพธิ์,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,ฉะเชิงเทรา-พนัสนิคม, -,10200000000000,3.3,10,ฉะเชิงเทรา,2,66/9,85,2550,ดอนทราย,3-106-11/50ฉช,บริษัท เอดีสแคปเปอร์ จำกัด,695,บริษัท เอดีสแคปเปอร์ จำกัด,3,24140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,พนมสารคาม,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,61,50,ฉะเชิงเทรา,9,111/5,347,2561,เกาะขนุน,3-105-18/61ฉช,บริษัท ตงไท้ อินเตอร์เนชั่นแนล จำกัด ,696,บริษัท ตงไท้ อินเตอร์เนชั่นแนล จำกัด,3,24120
ผลิตน้ำมันเชื้อเพลิงจากยางรถยนต์ที่ใช้แล้ว,บางปะกง,10600,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,-,-,10200000000000,5.2,5,ฉะเชิงเทรา,8,99/9,185.88,2553,สองคลอง,3-106-22/53ฉช,นางสาวปราณีต สดิน,697,-,3,24130
