ประกอบกิจการ,หมู่,ถนน,เงินทุนรวม (ล้านบาท),เลขทะเบียนโรงงาน,FID,_id,แรงม้า,รหัสประเภท,ชื่อโรงงาน,ตำบล,ปีที่อนุญาต,ซอย,อำเภอ,เลขที่,จังหวัด,ผู้ประกอบการ,จำพวก,คนงานรวม,รหัสไปรษณีย์
"ทำเชื้อเพลิงผสมชนิดแข็งและเหลว(Solid Blending ,Liquid Blending) จากวัสดุที่มีค่าความร้อน,ถอดแยกและบดย่อยอุปกรณ์ไฟฟ้าและชิ้นส่วนอิเล็กทรอนิกส์, เก็บรวบรวมแบตเตอรี่เก่าโดยไม่มีการแปรสภาพ,ซ่อมและล้างถังด้วยตัวทำละลาย, รีไซเคิลหลอดไฟฟลูออเรสเซนต์, เจาะและอัดกระป๋องสเปรย์ ,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย",4,, 90.42 ,3-106-21/66สป,10110099425667,400, 415.00 ,10600,บริษัท เอ็น-เทคโนโลยี คอนซัลแตนท์ จำกัด,แพรกษา,66,โรงเรียนแพรกษาวิเทศศึกษาฝ่ายมัธยม,เมืองสมุทรปราการ,335/1,สมุทรปราการ,บริษัท เอ็น-เทคโนโลยี คอนซัลแตนท์ จำกัด,3, 12 ,10280
ผลิตซิลิโคนออยล์จากวัสดุที่ไม่ใช้แล้ว,6,สุขุมวิท, 10.00 ,3-106-7/59สป,10110100725592,401," 1,987.73 ",10600,บริษัท แปซิฟิค รีนิวเอเบิ้ล โปรดักส์ จำกัด,บางปูใหม่,59,-,เมืองสมุทรปราการ,789,สมุทรปราการ,บริษัท แปซิฟิค รีนิวเอเบิ้ล โปรดักส์ จำกัด,3, 5 ,10280
ซ่อมถัง ล้างถังบรรจุสารเคมี ด้วยตัวทำละลายแล้วนำกลับมาใช้ใหม่ ทำเชื้อเพลิงผสม (Blending) จากน้ำมันหล่อลื่นใช้แล้ว ตัวทำละลายที่ใช้แล้ว ของเสียปนเปื้อนน้ำมันและตัวทำละลาย,5,, 20.02 ,3-106-22/64สป,10110304925642,402, 225.50 ,10600,บริษัท แสงรุ่งเรือง สตีลดรัม จำกัด,ท้ายบ้านใหม่,64,,เมืองสมุทรปราการ,236/4,สมุทรปราการ,บริษัท แสงรุ่งเรือง สตีลดรัม จำกัด,3, 7 ,10280
กรองน้ำมันพืชหรือน้ำมันจากสัตว์ที่ใช้แล้วเพื่อนำไปเป็นส่วนผสมอาหารสำหรับสัตว์ และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,2,บางพลี-ตำหรุ, 17.00 ,3-106-55/60สป,10110105525609,403, 180.00 ,10600,บริษัท เอแอนด์อาร์ รีช เอ็นเตอร์ไพร์ส จำกัด,แพรกษาใหม่,60,กาญจนพันธ์,เมืองสมุทรปราการ,798,สมุทรปราการ,บริษัท เอแอนด์อาร์ รีช เอ็นเตอร์ไพร์ส จำกัด,3, 11 ,10280
ทำเชื้อเพลิงทดแทนจากน้ำมันปนเปื้อนและน้ำมันที่ใช้แล้ว,,พุทธรักษา, 32.00 ,3-106-46/59สป,10110004625591,404," 2,959.98 ",10600,บริษัท เอ็นเนอจี ซัพพลาย แอนด์ แมเนจเมนท์ จำกัด,แพรกษา,59,แพรกษา 10/2,เมืองสมุทรปราการ,โฉนดที่ดินเลขที่ 321905,สมุทรปราการ,บริษัท เอ็นเนอจี ซัพพลาย แอนด์ แมเนจเมนท์ จำกัด,3, 12 ,10280
บดขวดแก้ว,4,, 25.00 ,3-106-19/64สป,10110269425646,405, 710.00 ,10600,บริษัท คลังแก้วอธิภัทร จำกัด,ท้ายบ้านใหม่,64,,เมืองสมุทรปราการ,559/9,สมุทรปราการ,บริษัท คลังแก้วอธิภัทร จำกัด,3, 45 ,10280
หลอมหล่อทองแดง จากกากตะกอนของเสียที่มีทองแดงเป็นส่วนประกอบเศษทองแดง และตะกรันทองแดง บดย่อยชิ้นส่วนอุปกรณ์เครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์,6,สุขุมวิท, 40.00 ,3-106-60/62สป,10110262225621,406, 854.00 ,10600,บริษัท มิสเตอร์ แบ็กส์ (ประเทศไทย) จำกัด,บางปูใหม่,62,เทศบาลบางปู 88,เมืองสมุทรปราการ,322/1,สมุทรปราการ,บริษัท มิสเตอร์ แบ็กส์ (ประเทศไทย) จำกัด,3, 20 ,10280
ซ่อมและทำความสะอาดถังเก่า,5,สุขุมวิท, 1.89 ,3-106-47/47สป,10110004725474,407, 40.00 ,10600,ห้างหุ้นส่วนจำกัด ภูริทัต โปรดัคส์,ท้ายบ้านใหม่,47,วิทยุการบิน,เมืองสมุทรปราการ,909/3,สมุทรปราการ,ห้างหุ้นส่วนจำกัด ภูริทัต โปรดัคส์,3, 52 ,10280
ถอดแยกและบดย่อยเครื่องใช้ไฟฟ้าและอุปกรณ์ไฟฟ้า ชิ้นส่วนอิเล็กทรอนิกส์ แผงโซล่าเซลล์ บดย่อยวัสดุที่ไม่ใช้แล้วที่ปนเปื้อนโลหะมีค่า หลอมหล่อเศษโลหะและตะกรันโลหะ Slag Dross จากโรงงานอุตสาหกรรม,4,, 20.00 ,3-106-47/66สป,10110195025668,408," 3,483.00 ",10600,บริษัท บี.ซี.แอล.ซัพพลาย จำกัด,แพรกษา,66,,เมืองสมุทรปราการ,โฉนด 321999,สมุทรปราการ,บริษัท บี.ซี.แอล.ซัพพลาย จำกัด,3, 12 ,10280
รี้อ ตัด แยกส่วน (Dismantling) และทำความสะอาด (Cleaning) สิ่งติดตั้งและอุปกรณ์ที่รื้อถอนจากการประกอบกิจการปิโตรเลียม (สิ่งติดตั้ง) ที่ผ่านการใช้งานแล้ว ได้แก่ แท่นหลุมผลิตปิโตรเลียม (Wellhead-WHP) ท่อกรุหลุมผลิตปิโตรเลียม (Well Casing) และท่อผลิตปิโตรเลียม (Well Tubing) มาผลิตเป็นวัตถุดิบหรือผลิตภัณฑ์ใหม่โดยผ่านกรรมวิธีการผลิตทางอุตสาหกรรม,4,ท้ายบ้าน, 657.00 ,3-106-5/64สป,10110067725643,409," 4,899.42 ",10600,บริษัท อิตาเลียนไทย ดีเวล๊อปเมนต์ จำกัด (มหาชน),ท้ายบ้าน,64,เทศบาลบางปู 11,เมืองสมุทรปราการ,389,สมุทรปราการ,บริษัท อิตาเลียนไทย ดีเวล๊อปเมนต์ จำกัด (มหาชน),3, 170 ,10280
กรองน้ำมันพืชใช้แล้ว และบีบอัดน้ำมันจากกากสัตว์,7,สุขุมวิท, 23.00 ,3-106-29/60สป,10110002925605,410, 317.00 ,10600,บริษัท ยู.บี.ที.ออยล์ จำกัด,บางปูใหม่,60,,เมืองสมุทรปราการ,885,สมุทรปราการ,บริษัท ยู.บี.ที.ออยล์ จำกัด,3, 15 ,10280
ผลิตโปรตีนจากเศษขี้หนังสัตว์โดยผ่านกรรมวิธีการผลิตทางอุตสาหกรรม,6,สุขุมวิท, 165.00 ,3-106-16/59สป,10110101625593,411," 3,206.40 ",10600,บริษัท อินเตอร์ กรีน จำกัด,บางปูใหม่,59,เขตประกอบการฟอกหนัง กม.34,เมืองสมุทรปราการ,1111/2,สมุทรปราการ,บริษัท อินเตอร์ กรีน จำกัด,3, 56 ,10280
บดย่อยชิ้นส่วนอุปกรณ์อิเล็คทรอนิกส์และตะกรันเหล็ก และคัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,1,พุทธรักษา, 5.00 ,3-106-36/54สป,10110003625543,412, 720.00 ,10600,บริษัท ฉัตรจงทองวาณิชย์ จำกัด,แพรกษา,54,-,เมืองสมุทรปราการ,279,สมุทรปราการ,บริษัท ฉัตรจงทองวาณิชย์ จำกัด,3, 15 ,10280
นำซองบรรจุภัณฑ์พลาสติกที่เคลือบอลูมิเนียมที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตรายมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อผลิตเป็นอลูมิเนียมฟอยล์,1,สุขุมวิท, 2.01 ,3-106-35/64สป,10110327325648,413, 345.40 ,10600,ห้างหุ้นส่วนจำกัด เจริญกิจ แทงค์เกอร์,บางปูใหม่,64,เทศบาลบางปู 74,เมืองสมุทรปราการ,228,สมุทรปราการ,ห้างหุ้นส่วนจำกัด เจริญกิจ แทงค์เกอร์,3, 8 ,10280
ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้วและตัวทำละลายที่ใช้แล้ว ทำเชื้อเพลิงผสมจากเศษผ้าปนเปื้อน กากสี และไส้กรองน้ำมันที่ใช้แล้ว ล้างภาชนะบรรจุด้วยตัวทำละลาย,2,แพรกษา, 1.20 ,3-106-23/58สป,10110102325581,414, 90.00 ,10600,บริษัท กรีนเซฟรีไซเคิ้ล จำกัด,แพรกษา,58,แพรกษา 7,เมืองสมุทรปราการ,297,สมุทรปราการ,บริษัท กรีนเซฟรีไซเคิ้ล จำกัด,3, 5 ,10280
ซ่อมและล้างบรรจุภัณฑ์,4, -, 4.50 ,3-106-37/49สป,10110003725491,415, 164.50 ,10600,บริษัท สุพาชัย แท้งค์ เทรดดิ้ง จำกัด,ท้ายบ้าน,49,เจ็กปัง (18/1),เมืองสมุทรปราการ,998,สมุทรปราการ,บริษัท สุพาชัย แท้งค์ เทรดดิ้ง จำกัด,3, 7 ,10280
นำน้ำมันพืชที่ใช้แล้วมาผ่านกระบวนการผลิตทางอุตสาหกรรมเพื่อนำกลับมาใช้ประโยชน์และสกัดน้ำมันจากไขมันสัตว์เพื่อใช้ผสมอาหารสัตว์,7,สุขุมวิท, 16.30 ,3-106-3/51สป,10110000325519,416, 757.28 ,10600,บริษัท แอลบีเอ ออยล์ มีล จำกัด,บางปูใหม่,51,-,เมืองสมุทรปราการ,-,สมุทรปราการ,บริษัท แอลบีเอ ออยล์ มีล จำกัด,3, 15 ,10280
ผลิตเชื้อเพลิงแข็ง,,แพรกษา, 175.00 ,3-106-33/66สป,10110146625665,417," 1,847.50 ",10600,บริษัท อีสเทิร์น เอเนอร์จี้ พลัส จำกัด,แพรกษาใหม่,66,ขจรวิทย์,เมืองสมุทรปราการ,โฉนดเลขที่ 7428,สมุทรปราการ,บริษัท อีสเทิร์น เอเนอร์จี้ พลัส จำกัด,3, 117 ,10280
ถอด แยก บด ย่อย แผง โซลาร์เซลล์ใช้แล้ว,1,, 40.84 ,3-106-41/66นบ,10120180825667,418," 1,554.64 ",10600,บริษัท นภาเอ็นเทอร์ไพร์ส จำกัด,ราษฎร์นิยม,66,,ไทรน้อย,โฉนดที่ดินเลขที่ 37170,นนทบุรี,บริษัท นภาเอ็นเทอร์ไพร์ส จำกัด,3, 9 ,11150
บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ใช้แล้วและเครื่องใช้ไฟฟ้า บดย่อยเศษตะกรันโลหะ เก็บรวบรวมแบตเตอรี่ใช้แล้วโดยไม่มีการแปรสภาพ สกัดโลหะมีค่าจากกากตะกอนระบบบำบัดน้ำเสียที่มีโลหะมีค่า นำน้ำมันหล่อลี่นที่ใช้แล้วหรือสารทำละลายที่ใช้แล้วผ่านกรรมวิธีทางอุตสาหกรรม มาทำเชื้อเพลิงทดแทน และผลิตเชื้อเพลิงผสม,8,, 17.00 ,3-106-104/60นบ,10120010425605,419, 345.00 ,10600,บริษัท ไทย เวสท์ แมเนจเม้นท์ จำกัด,คลองขวาง,60,,ไทรน้อย,โฉนดที่ดินเลขที่ 5176,นนทบุรี,บริษัท ไทย เวสท์ แมเนจเม้นท์ จำกัด,3, 15 ,11150
ผลิตน้ำมันสังเคราะห์ (เชื้อเพลิงทดแทน) จากพลาสติกใช้แล้วด้วยกระบวนการ Pyrolysis,2,, 20.00 ,3-106-35/66นบ,10120153325661,420," 2,171.90 ",10600,บริษัท คอร์สแอร์ แบงคอก ทู จำกัด,คลองขวาง,66,,ไทรน้อย,9/2,นนทบุรี,บริษัท คอร์สแอร์ แบงคอก ทู จำกัด,3, 25 ,11150
ผลิตเชื้อเพลิงขยะ (RDF),8,-, 591.28 ,3-106-45/65นบ,10120103025650,421, 827.70 ,10600,บริษัท สยาม พาวเวอร์ จำกัด,คลองขวาง,65,-,ไทรน้อย,59/1,นนทบุรี,บริษัท สยาม พาวเวอร์ จำกัด,3, 32 ,11150
ถอดแยกบดย่อยแผงวงจรและชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ หลอมหล่อกากตะกอน ตะกรันทองแดง อลูมิเนียม ทองเหลือง และดีบุก เพื่อนำกลับมาใช้ประโยชน์ใหม่ และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,, 18.00 ,3-106-32/67นบ,10120099925673,422, 960.70 ,10600,บริษัท เจซี เมทัล จำกัด,ไทรใหญ่,67,,ไทรน้อย,โฉนดเลขที่ 61796,นนทบุรี,บริษัท เจซี เมทัล จำกัด,3, 30 ,11150
ทำเชื้อเพลิงทดแทนจากน้ำมันที่ใช้แล้วและตัวทำละลายที่ใช้แล้วโดยกระบวนการกรองถอดแยกและบดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ ถอดแยกมอเตอร์เก่าที่ไม่เป็นของเสียอันตราย ปอกและบดย่อยเศษสายไฟที่ไม่เป็นของเสียอันตราย บดย่อยตะกรันโลหะ เช่น ตะกรันอลูมิเนียม ตะกรันทองแดง เก็บรวบรวมแบตเตอรี่เก่าโดยไม่มีการแปรสภาพและคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,10,, 21.00 ,3-106-71/65นบ,10120201525650,423, 381.70 ,10600,บริษัท เค.เอ.2018 เทรดดิ้ง จำกัด,คลองขวาง,65,,ไทรน้อย,โฉนดที่ดินเลขที่ 59198,นนทบุรี,บริษัท เค.เอ.2018 เทรดดิ้ง จำกัด,3, 20 ,11150
ผลิตน้ำมันสังเคราะห์ (เชื้อเพลิงทดแทน) จากพลาสติกที่ใช้แล้วด้วยกระบวนการ Pyrolysis,2,ไทรน้อย-บางเลน, 55.00 ,3-106-21/56นบ,10120002125569,424," 1,696.98 ",10600,บริษัท คอร์สแอร์ แบงคอก จำกัด,คลองขวาง,56,,ไทรน้อย,48,นนทบุรี,บริษัท คอร์สแอร์ แบงคอก จำกัด,3, 25 ,11150
ปรับสภาพกรดที่ใช้แล้วและล้างบรรจุภัณฑ์ที่ใช้แล้ว,10,, 16.00 ,3-106-23/67นบ,10120094425679,425, 159.29 ,10600,บริษัท ไทยคลอไรด์ แมนูแฟคเจอร์ริ่ง จำกัด,ไทรใหญ่,67,,ไทรน้อย,92/10,นนทบุรี,บริษัท ไทยคลอไรด์ แมนูแฟคเจอร์ริ่ง จำกัด,3, 20 ,11150
คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),6,นครอินทร์, 141.00 ,3-105-3/46นบ,10120100325467,426," 1,090.00 ",10500,บริษัท โลหะไทยสเตนเลส จำกัด,บางขุนกอง,46,-,บางกรวย,38/3,นนทบุรี,บริษัท โลหะไทยสเตนเลส จำกัด,3, 60 ,11130
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,6,นครอินทร์, 290.00 ,3-105-52/60นบ,10120005225606,427, 858.00 ,10500,บริษัท รวมโลหะ เทรดดิ้ง จำกัด,บางขุนกอง,60,,บางกรวย,38/13,นนทบุรี,บริษัท รวมโลหะ เทรดดิ้ง จำกัด,3, 100 ,11130
คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดย่อยพลาสติก อัดเศษโลหะ ตัด พับ หรือม้วนโลหะ,3,บางกรวย-ไทรน้อย, 1.40 ,3-105-30/47นบ,10120003025479,428, 90.00 ,10500,บริษัท ธนานุกูลชัย จำกัด,บางรักพัฒนา,47,ร่มโพธิ์ทอง,บางบัวทอง,187/48,นนทบุรี,บริษัท ธนานุกูลชัย จำกัด,3, 7 ,11110
คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่ใช่ของเสียอันตราย เช่น เศษทองแดง เศษทองเหลือง เศษเหล็ก เศษสแตนเลส เศษอลูมิเนียม เศษสายไฟ เศษพลาสติก เศษกระดาษ เศษไม้ บดย่อยพลาสติก อัดเศษโลหะ ตัดโลหะ,3,บางกรวย-ไทรน้อย, 20.00 ,3-105-22/66นบ,10120036925661,429, 250.00 ,10500,บริษัท สวัสดิ์รีไซเคิล จำกัด,บางรักพัฒนา,66,,บางบัวทอง,187/70,นนทบุรี,บริษัท สวัสดิ์รีไซเคิล จำกัด,3, 12 ,11110
คัดแยกวัสดุเหลือใช้จากโรงงาน เช่น กระดาษ พลาสติก โลหะ,13,ตลิ่งชัน-สุพรรณบุรี, 3.00 ,3-105-32/49นบ,10120003225491,430, 111.10 ,10500,นิตยารีไซเคิล,บางบัวทอง,49, -,บางบัวทอง,1/4,นนทบุรี,นิตยารีไซเคิล,3, 25 ,11110
คัดแยกวัสดุไม่ใช้แล้ว เช่น เศษผ้า ด้าย สำลี นุ่น กระสอบ กระดาษ เศษเหล็ก เศษพลาสติก เพื่อจำหน่าย นำเข้า ส่งออก,6,-, 2.74 ,3-105-19/47นบ,10120001925472,431, 100.00 ,10500,บริษัท อุดมสุข เท็กซ์ไทล์ จำกัด,ละหาร,47,-,บางบัวทอง,18/18-19-20,นนทบุรี,บริษัท อุดมสุข เท็กซ์ไทล์ จำกัด,3, 14 ,11110
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น ทองเหลือง ทองแดง เหล็ก อลูมิเนียม เศษกระดาษ เศษพลาสติก อัดเศษกระดาษ อัดโลหะ,7,บางบัวทอง-สุพรรณบุรี, 1.00 ,3-105-73/53นบ,10120007325537,432, 133.00 ,10500,ทรัพย์เจริญเซียงกง,ละหาร,53,-,บางบัวทอง,94/8,นนทบุรี,ทรัพย์เจริญเซียงกง,3, 10 ,11110
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,9,บางบัวทอง-สุพรรณบุรี, 19.00 ,3-105-47/59นบ,10120004725598,433, 269.00 ,10500,บริษัท ลูกอัด และเศษเหล็กไทย จำกัด,ละหาร,59,,บางบัวทอง,27/14,นนทบุรี,บริษัท ลูกอัด และเศษเหล็กไทย จำกัด,3, 21 ,11110
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย ตามประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) เช่น กระดาษ พลาสติก และโลหะต่าง ๆ,9,ตลิ่งชัน-สุพรรณบุรี, 70.00 ,3-105-60/47นบ,10120006025476,434," 1,198.00 ",10500,บริษัท ลูกอัด และเศษเหล็กไทย จำกัด,ละหาร,47,โรงเรียนแสงประทีป,บางบัวทอง,27/6,นนทบุรี,บริษัท ลูกอัด และเศษเหล็กไทย จำกัด,3, 40 ,11110
คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และบดย่อยพลาสติก,4,จันทร์ทองเอี่ยม, 15.50 ,3-105-151/48นบ,10120015125481,435, 140.00 ,10500,บริษัท เอสเคเจ อินเตอร์พลาส จำกัด,บางแม่นาง,48,แก้วอินทร์,บางใหญ่,25/3,นนทบุรี,บริษัท เอสเคเจ อินเตอร์พลาส จำกัด,3, 8 ,11140
คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย บดพลาสติก อัดเศษกระดาษและโลหะ,14,บางใหญ่-บางคูรัด, 29.00 ,จ3-105-32/51นบ,20120003225515,436, 429.35 ,10500,บริษัท รุ่งแสงไทย รีไซเคิล จำกัด,บางม่วง,51,-,บางใหญ่,13/2,นนทบุรี,บริษัท รุ่งแสงไทย รีไซเคิล จำกัด,3, 11 ,11140
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ตามประกาศกระทรวงอุตสาหกรรม เรื่อง การกำจัดสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว พ.ศ.2548 และหลอมหล่อโลหะ,3,ตลิ่งชัน-สุพรรณบุรี, 6.10 ,3-105-4/46นบ,10120000425466,437, 393.60 ,10500,,บางใหญ่,46,กันตนา,บางใหญ่,4/5,นนทบุรี,นายวิเชียร จันทราพานิชกุล,3, 14 ,11140
"คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น กระดาษ,พลาสติก,โลหะทุกชนิด,แก้ว,ไม้",1,ติวานนท์, 18.50 ,จ3-105-184/50นบ,20120018425506,438, 150.00 ,10500,บริษัท พี.พี.พี.รีไซเคิล จำกัด,บ้านใหม่,50,พระแม่การุณย์,ปากเกร็ด,69/149,นนทบุรี,บริษัท พี.พี.พี.รีไซเคิล จำกัด,3, 37 ,11120
คัดแยกเศษวัสดุไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เศษโลหะและกระดาษ,2,ทางหลวงหมายเลข 345, 36.00 ,จ3-105-71/51นบ,20120007125513,439, 146.00 ,10500,บริษัท เอซีที ซัพพลาย 2553 จำกัด,คลองข่อย,51,วัดสะพานสูง,ปากเกร็ด,12/6,นนทบุรี,บริษัท เอซีที ซัพพลาย 2553 จำกัด,3, 9 ,11120
คัดแยกเศษวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรมเพื่อนำมารีไซเคิล,6,แจ้งวัฒนะ, 7.70 ,3-105-2/46นบ,10120200225468,440, 5.00 ,10500,บริษัท เค.รีไซเคิล แอนด์ เซอร์วิส จำกัด,บางพูด,46,แจ้งวัฒนะ-ปากเกร็ด 3,ปากเกร็ด,14/25,นนทบุรี,บริษัท เค.รีไซเคิล แอนด์ เซอร์วิส จำกัด,3, 60 ,11120
คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,1,ติวานนท์, 18.50 ,3-105-13/58นบ,10120001325582,441, 451.00 ,10500,บริษัท พี.พี.พี.รีไซเคิล จำกัด,บ้านใหม่,58,พระแม่มหาการุณย์,ปากเกร็ด,69/288,นนทบุรี,บริษัท พี.พี.พี.รีไซเคิล จำกัด,3, 32 ,11120
คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),3,รัตนาธิเบศร์, 23.00 ,3-105-165/48นบ,10120016525481,442, 105.00 ,10500,วงษ์พาณิชย์ สาขานนทบุรี,บางรักน้อย,48,วัดไทรม้า,เมืองนนทบุรี,79/23,นนทบุรี,วงษ์พาณิชย์ สาขานนทบุรี,3, 20 ,11000
คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,-,สามัคคี, 11.00 ,3-105-33/53นบ,10120003325531,443, 385.50 ,10500,บริษัท แสงไพศาลค้ากระดาษ จำกัด,ท่าทราย,53,สามัคคี 11,เมืองนนทบุรี,"11,13",นนทบุรี,บริษัท แสงไพศาลค้ากระดาษ จำกัด,3, 30 ,11000
คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,-,สามัคคี, 4.00 ,3-105-32/53นบ,10120003225533,444, 215.00 ,10500,บริษัท แสงไพศาลค้ากระดาษ จำกัด,ท่าทราย,53,สามัคคี 8,เมืองนนทบุรี,"12, 14",นนทบุรี,บริษัท แสงไพศาลค้ากระดาษ จำกัด,3, 20 ,11000
คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541),,สามัคคี, 6.20 ,3-105-69/47นบ,10120006925477,445, 325.00 ,10500,ห้างหุ้นส่วนจำกัด ดวงพร รีไซเคิล,ท่าทราย,47,สามัคคี 7,เมืองนนทบุรี,10,นนทบุรี,ห้างหุ้นส่วนจำกัด ดวงพร รีไซเคิล,3, 29 ,11000
คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษโลหะ ตัด พับ หรือม้วนโลหะ,,เลี่ยงเมืองนนทบุรี, 9.00 ,3-105-31/47นบ,10120003125477,446, 421.00 ,10500,บริษัท เอส.เค.รีไซเคิล จำกัด,ตลาดขวัญ,47,,เมืองนนทบุรี,"141,143",นนทบุรี,บริษัท เอส.เค.รีไซเคิล จำกัด,3, 11 ,11000
"ทำการตัด, อัด, กรีดผ่า, บดแยกชิ้นส่วนเศษสายไฟฟ้า",8,วัดโบสถ์-ท่าน้ำ, 23.60 ,3-105-1/45นบ,10120400125450,447, 61.50 ,10500,ห้างหุ้นส่วนจำกัด จิตรเกษมโลหะ,บางกร่าง,45,,เมืองนนทบุรี,59/28,นนทบุรี,ห้างหุ้นส่วนจำกัด จิตรเกษมโลหะ,3, 10 ,11000
คัดแยกสิ่งปฏิกูล หรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,, 6.00 ,จ3-105-63/50นบ,20120006325502,448, 152.00 ,10500,บริษัท ชั่งเซ้งจั่น จำกัด,บางเขน,50,กรุงนนท์ 12 แยก 1,เมืองนนทบุรี,25,นนทบุรี,บริษัท ชั่งเซ้งจั่น จำกัด,3, 9 ,11000
"บำบัดน้ำเสียรวม ได้ 26,000 ลูกบาศก์เมตร/วัน",20,พหลโยธิน, 83.00 ,3-101-2/35ปท,10130500225357,449," 2,124.20 ",10100,บริษัท นวนคร จำกัด (มหาชน),คลองหนึ่ง,35,,คลองหลวง,999,ปทุมธานี,บริษัท นวนคร จำกัด (มหาชน),3, 14 ,12120
"โรงงานปรับคุณภาพของเสียรวม ได้ 3,000 ลูกบาศก์เมตรต่อวัน",19,พหลโยธิน, -   ,3-101-1/54ปท,10130400125541,450, 60.00 ,10100,บริษัท โออิชิ เทรดดิ้ง จำกัด,คลองหนึ่ง,54,-,คลองหลวง,60/1120,ปทุมธานี,บริษัท โออิชิ เทรดดิ้ง จำกัด,3, -   ,12120
ปรับคุณภาพน้ำเสียรวม,13,พหลโยธิน, 12.00 ,จ3-101-1/39ปท,20132100125399,451, 64.00 ,10100,โครงการบิกแลนด์ ฟอคตอรี่,คลองหนึ่ง,39,,คลองหลวง,63/16,ปทุมธานี,โครงการบิกแลนด์ ฟอคตอรี่,3, 2 ,12120
