phetchabun,Nonthaburi,Kamphaeng Phet,Chiang Rai,Nakhon Nayok,Phra Nakhon Si Ayutthaya,Prachuap Khiri Khan,Sukhothai,Samut Songkhram,Nakhon Pathom,Sa Kaeo,Bangkok Metropolis,Nong Khai,Phitsanulok,Phuket,Am Nat Charoen,????????,Nakhon Phanom,Khon Kaen,Phayao,Si Sa Ket,Tak,Trang,Ubon Ratchathani,Uthai Thani,Kanchanaburi,Nakhon Sawan,Pathum Thani,Chai Nat,Pattani,Chanthaburi,Mae Hong Son,Phatthalung,Trat,Ang Thong,Yala,Surin,Chumphon,Phrae,Lampang,Nakhon Ratchasima,Uttaradit,Mukdahan,Phangnga,Kalasin,Roi Et,Udon Thani,Phichit,Samut Prakan,Buri Ram,Prachin Buri,Narathiwat,ISCO-08,Rayong,Lamphun,???????????????????,Chachoengsao,Chiang Mai,Chon Buri,Phetchaburi,Bueng Kan,Loei,_id,Saraburi,Chaiyaphum,Surat Thani,Nong Bua Lam Phu,Samut Sakhon,Songkhla,Nan,Nakhon Si Thammarat,Maha Sarakham,Yasothon,Sing Buri,Suphan Buri,Satun,Lop Buri,??,Sakon Nakhon,Krabi,Ranong,Ratchaburi
0,0,0,0,0,"1,422",0,0,0,0,0,"1,769",0,731,0,0,Potters and Related Workers,0,0,0,0,0,0,"2,209",0,0,0,0,597,0,0,0,371,0,833,0,0,0,0,"2,903",0,0,0,0,0,0,0,0,0,0,0,0,7314,0,294,Crafts,0,698,619,279,0,0,65,0,917,0,0,0,387,0,0,0,0,115,399,0,403,2564,0,0,0,431
0,418,187,733,0,411,0,0,0,0,0,"1,785",0,0,315,0,"Sign Writers, Decorative Painters, Engravers and",0,0,0,0,0,207,0,0,0,209,0,0,0,192,52,417,0,79,0,0,0,0,"3,064",239,0,0,0,0,0,0,0,"1,071",0,0,0,7316,295,52,Crafts,0,0,505,102,0,93,66,"1,230",0,0,0,"1,707",947,173,0,124,221,0,0,59,0,2564,"1,286",0,0,"1,257"
"2,705",498,229,912,259,344,87,"1,420",0,"1,697",0,"1,618",0,405,0,0,"Handicraft Workers in Textile, Leather and Related","2,797","11,839",97,534,196,0,"2,524","1,038",756,812,0,576,"1,098",0,0,0,98,0,0,"21,356",322,"1,306",512,"2,738",753,716,41,"5,328",373,0,502,"2,363","6,492",0,157,7318,0,"1,359",Crafts,0,"7,752",866,0,0,179,67,0,"2,376",403,"3,317","7,008",0,"1,625",71,"1,966","3,201",0,250,93,297,2564,"4,027",0,0,697
162,"6,241",543,"2,632","1,199",237,257,"1,078",107,0,466,"18,162",662,295,"1,440",905,Cabinet-makers and Related Workers,83,"3,047",0,0,"1,360","1,284",0,203,"1,203",0,"5,960",0,474,643,259,155,617,38,0,0,281,"4,685",165,"3,561",0,84,92,505,482,338,"1,121","1,408","2,370",236,304,7522,"1,831","1,570",Crafts,0,"8,315","3,045",86,0,0,68,378,"1,181","1,114",0,604,"1,448",336,862,0,"2,071",77,0,0,956,2564,0,"1,181",0,"2,059"
162,"5,998",0,433,58,977,0,0,0,329,0,"40,686",0,229,198,254,Sales and Marketing Managers,266,306,0,102,0,467,0,0,521,394,"5,744",53,0,238,0,345,66,93,0,0,75,196,0,0,0,0,0,256,510,709,0,"9,266",0,0,226,1221,"1,523",179,Advertisement and marketing,745,960,0,459,0,0,69,642,94,597,0,"1,834",566,0,"1,996",0,0,0,0,0,0,2565,141,581,47,0
0,"1,623",0,0,0,0,0,0,0,0,0,"3,496",0,0,89,0,Advertising and Public Relations Managers,0,0,0,0,0,0,0,0,0,0,"1,888",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,0,0,Advertisement and marketing,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,123,0,0,0,0,0,2565,165,0,0,0
0,833,0,0,0,572,98,0,0,0,0,"4,521",0,119,0,0,Information and Communications Technology Service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,0,0,0,1330,0,0,"IT, software and computer services",0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,52,0,0,0,2565,0,0,0,0
0,"1,541",290,169,114,900,205,0,58,"1,375",0,"6,163",0,118,424,38,Hotel Managers,102,0,144,0,208,85,83,99,463,193,0,62,0,0,0,141,0,0,0,68,116,164,0,241,61,0,0,0,0,141,0,0,0,0,164,1411,361,0,Cultural Tourism,0,"1,198","1,486",69,0,661,72,969,72,0,0,814,362,0,212,177,0,0,156,0,0,2565,125,0,181,0
721,"3,402",0,"1,828",420,865,186,236,138,"2,874",202,"15,632",841,932,"3,564","1,107",Restaurant Managers,163,0,0,0,163,84,414,0,200,"1,030","6,623",304,114,291,23,103,45,136,590,166,320,0,0,"2,364",45,0,361,0,0,451,62,"1,675",0,0,0,1412,478,0,Thai Food,519,"1,738","4,329",502,0,0,73,0,101,956,0,0,"1,290",50,922,128,0,0,271,206,0,2565,383,845,73,"1,515"
0,"2,214",0,0,0,498,0,0,0,812,0,"4,427",0,290,0,0,"Sports, Recreation and Cultural Centre Managers",60,0,0,0,0,0,0,0,0,122,0,0,0,0,0,98,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,66,0,1431,0,0,Thai Traditional Medicine,"1,839",0,0,226,0,0,74,0,130,0,0,0,360,46,"2,381",99,0,0,0,355,0,2565,0,0,0,0
0,"1,892",0,0,0,0,57,0,0,610,0,"15,182",0,298,717,0,Building Architects,0,0,0,0,0,0,312,0,0,0,0,0,0,0,35,0,0,0,0,61,0,0,0,0,0,0,39,0,0,0,0,"3,903",0,0,0,2161,0,173,Architecture ,0,0,0,377,0,0,75,0,0,0,0,955,"1,692",0,116,0,0,0,0,0,0,2565,0,0,0,130
66,873,0,0,0,351,0,0,0,"1,546",0,"5,844",0,171,0,0,Product and Garment Designers,0,0,0,288,0,320,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,"2,492",0,0,30,0,0,0,0,"2,877",0,404,0,2163,0,0,"Design: product, graphic and fashion design",0,0,"1,694",0,0,0,76,131,0,0,0,"1,301",831,0,0,0,0,0,0,0,0,2565,0,24,0,0
0,0,0,0,0,0,0,0,0,0,0,"1,434",0,0,0,54,Town and Traffic Planners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,212,0,0,0,0,0,205,460,0,0,0,0,0,0,0,0,0,71,0,2164,0,0,Architecture ,0,0,0,0,0,0,77,0,0,0,0,0,0,367,0,0,0,237,0,0,0,2565,0,0,0,0
0,"7,725",0,552,55,363,583,176,187,"1,129",0,"47,945",0,"1,321","1,457",80,Graphic and Multimedia Designers,0,0,0,0,0,28,0,0,0,0,"1,149",0,0,429,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,"3,241",0,0,0,2166,0,0,"Design: product, graphic and fashion design",0,"4,829","1,038",404,0,0,78,0,0,0,0,"1,364",0,0,450,0,0,0,0,90,87,2565,0,158,70,0
92,"13,527",0,"3,625",49,150,340,0,31,0,620,"67,750",0,635,555,161,Advertising and Marketing Professionals,77,0,173,59,0,167,0,0,412,"1,611","5,431",0,0,349,0,0,0,0,0,66,140,110,590,0,558,421,0,0,0,0,0,"3,640",0,927,0,2431,"1,296",0,Advertisement and marketing,615,"5,746","6,638",0,72,0,79,183,592,483,0,"4,181",826,0,166,0,0,0,460,179,"1,973",2565,0,43,158,301
0,"2,396",0,0,0,0,627,144,23,0,0,"11,943",224,0,571,125,Public Relations Professionals,0,"1,155",0,0,695,185,327,0,719,489,"3,461",0,0,0,0,0,0,0,0,0,160,0,528,"1,946",173,97,24,296,0,318,0,"2,910",0,0,0,2432,383,192,Advertisement and marketing,447,"1,613",617,539,0,312,80,410,0,0,0,0,"1,924",0,"2,896",0,0,78,0,0,0,2565,0,49,101,200
0,0,0,0,0,0,0,0,0,165,0,"6,711",0,0,0,0,Systems Analysts,117,0,0,0,0,79,0,0,0,0,"1,103",0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,252",0,0,0,2511,0,0,"IT, software and computer services",0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2565,0,0,0,0
0,523,0,0,0,0,0,0,0,0,0,"3,474",0,0,0,0,Software Developers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,867,0,0,822,0,0,0,2512,0,0,"IT, software and computer services",0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2565,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"7,721",0,0,0,0,Web and Multimedia Developers,0,0,0,0,0,0,0,0,0,"1,511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,2513,0,233,"IT, software and computer services",669,970,0,0,0,0,83,0,0,0,0,0,0,0,405,0,0,0,0,0,0,2565,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"2,454",0,0,0,0,Archivists and Curators,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2621,0,0,"Museums, galleries and libraries",0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,232,0,0,2565,0,0,0,0
0,"1,083",123,348,164,0,0,0,0,0,0,0,0,55,0,0,Librarians and Related Information Professionals,0,467,0,0,84,0,0,0,0,0,0,0,101,0,0,0,127,0,0,90,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,2622,0,0,"Museums, galleries and libraries",0,0,0,0,0,200,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2565,0,61,0,0
0,0,0,0,0,0,0,0,0,0,0,"2,536",0,0,0,0,Authors and Related Writers,0,0,0,0,0,158,0,0,0,0,"1,161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,0,0,0,2641,0,0,Publishing,0,0,0,0,0,0,86,0,782,0,0,0,529,82,0,0,0,0,0,0,0,2565,0,366,0,0
0,0,290,0,0,0,0,0,0,0,0,"8,629",0,110,0,0,Journalists,0,0,0,0,0,96,0,0,303,336,0,0,0,0,0,0,0,0,0,0,0,"1,174",215,0,84,0,0,0,0,0,0,0,0,0,115,2642,0,0,Publishing ,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2565,0,0,0,0
0,0,0,"2,061",0,0,0,0,0,0,0,"1,112",79,"2,321",0,0,Visual Artists,62,0,352,0,0,155,0,0,381,"1,264",0,0,0,0,0,0,0,0,0,0,0,193,"2,216",197,0,0,0,0,0,362,0,0,0,0,0,2651,0,0,"Music, performing and visual Arts ",0,"1,902",0,0,0,0,88,0,0,0,0,0,0,0,"1,066",174,0,38,824,0,194,2565,0,522,88,456
0,0,0,0,50,234,0,0,234,946,182,"2,798",0,218,"1,026",0,"Musicians, Singers and Composers",0,0,0,132,0,847,185,117,350,"1,209",0,0,50,275,0,136,113,202,0,920,93,225,0,"2,884",127,0,0,0,"1,432",0,194,0,0,982,743,2652,0,181,"Music, performing and visual Arts ",336,0,729,288,0,61,89,"1,233",0,0,0,"1,899","3,150",0,0,0,0,0,0,0,0,2565,0,132,0,757
0,0,0,0,0,0,0,0,0,0,0,"1,788",0,0,0,0,Dancers and Choreographers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,2653,0,0,"Music, performing and visual Arts ",0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2565,0,0,0,0
0,626,0,0,0,630,0,0,0,825,0,"11,223",0,0,0,0,"Film, Stage and Related Directors and Producers",0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654,0,0,"Film, TV, video, radio and photography",0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2565,0,91,0,0
0,"1,069",0,0,0,0,0,0,0,0,0,"1,236",0,0,0,0,Actors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,2655,0,0,"Music, performing and visual Arts ",0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2565,0,0,0,149
543,"4,884",0,536,193,575,409,289,136,0,175,"13,240",234,894,"1,148",47,Civil Engineering Technicians,221,"2,485",139,0,450,87,777,480,562,0,"1,022",153,323,125,293,0,466,204,0,246,416,"1,079","1,206","1,965",229,0,115,301,770,0,198,"5,333",177,144,"1,342",3112,661,0,Architecture ,533,0,0,0,73,56,93,0,116,0,102,0,661,0,767,0,49,320,627,135,980,2565,"1,096",320,0,0
0,"1,449",0,0,0,0,0,0,38,"1,678",116,"14,701",0,0,0,63,Photographers,104,670,0,0,0,0,"1,386",68,0,238,0,0,0,175,0,0,51,0,587,0,262,0,417,732,0,0,28,0,0,165,0,0,568,0,0,3431,0,0,"Film, TV, video, radio and photography",246,"1,223",0,465,0,0,94,0,0,0,0,0,0,0,0,0,0,64,0,46,0,2565,0,225,82,175
0,"3,042",0,0,0,0,0,0,0,477,0,"10,326",76,0,0,0,Interior Designers and Decorators,0,0,0,0,0,0,0,0,0,0,"1,310",0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,0,3432,0,0,"Design: product, graphic and fashion design",0,0,844,187,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2565,0,0,0,0
0,0,0,887,0,0,162,0,142,0,0,"4,144",0,0,704,0,Chefs,0,0,0,55,0,0,0,0,561,0,0,0,0,244,0,0,0,207,0,0,0,0,0,283,0,0,217,0,0,0,0,866,0,0,0,3434,627,0,Thai Food,278,0,0,171,0,81,96,0,0,"1,259",0,0,0,0,"1,200",0,0,0,0,0,0,2565,0,0,0,414
0,0,0,0,429,0,0,0,84,0,0,"5,167",72,190,0,0,Broadcasting and Audio-visual Technicians,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,317,0,0,0,0,0,468,0,0,268,0,0,0,0,0,0,0,0,0,0,3521,0,0,"Film, TV, video, radio and photography",0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,104,0,2565,0,0,0,0
83,"1,757",648,0,618,"2,101",0,0,87,"1,733",0,"7,312",933,0,508,0,"Blacksmiths, Hammersmiths and Forging Press Workers","1,000",0,331,0,738,"1,520",0,79,827,"1,379","3,144",0,411,0,0,287,0,0,0,0,399,555,547,778,462,0,0,0,0,342,547,"7,227","2,058","1,426",212,7221,"2,923",341,Crafts,"2,717",414,"4,594",613,0,630,98,971,0,"5,793",0,"2,719",893,125,"1,449",427,0,0,0,0,966,2565,417,0,105,"2,700"
0,0,0,0,0,0,0,99,0,563,0,0,0,0,0,0,Potters and Related Workers,127,0,0,0,0,0,248,133,0,0,0,0,0,152,0,0,0,578,0,0,0,0,732,"4,008",135,0,0,0,0,0,0,0,0,0,0,7314,0,0,Crafts,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,74,293,0,0,2565,0,0,0,271
75,688,0,0,0,0,0,0,57,0,0,791,0,0,0,0,"Sign Writers, Decorative Painters, Engravers and",0,"1,470",0,0,257,0,0,0,0,0,0,0,0,0,28,909,61,0,0,0,0,358,"2,415",0,0,0,45,534,0,0,0,907,0,0,155,7316,0,0,Crafts,0,0,0,0,55,0,100,699,161,439,0,0,0,0,0,0,0,197,582,0,0,2565,0,0,103,214
232,857,408,0,11,0,381,0,400,"1,146",329,0,0,0,0,0,"Handicraft Workers in Textile, Leather and Related",899,"3,464",0,583,0,236,265,0,"1,587",0,"2,521",57,212,70,0,0,0,0,0,"11,491",0,379,0,"1,206",340,332,36,"11,093","2,737",830,0,"11,834","3,896",491,0,7318,0,"1,445",Crafts,0,386,0,176,0,0,101,0,"2,260",0,866,446,"1,551",242,0,837,"1,133",243,0,426,"1,353",2565,"1,097",65,72,592
398,"2,116",535,"1,129",234,"1,540",636,974,0,"3,255","6,051","10,540",542,124,"1,519",0,Cabinet-makers and Related Workers,0,"1,163",583,0,"1,257",876,"2,739",86,0,795,"7,275",377,126,210,0,116,0,0,0,938,0,"7,848","6,076","1,467",218,0,0,171,"1,648",736,248,"2,714",755,"1,072",150,7522,0,"1,841",Crafts,"1,031","10,146",365,646,126,"2,061",102,0,0,627,133,"2,152",726,0,"2,858",101,849,45,0,197,"2,550",2565,643,269,208,0
0,"7,608",163,"2,131",0,349,230,0,141,0,852,"46,985",0,434,535,134,Sales and Marketing Managers,0,735,479,67,0,0,0,0,0,371,"2,267",319,53,203,0,227,187,0,0,"1,405",40,104,306,0,246,0,0,0,0,0,0,"13,482",0,"1,099",0,1221,"2,197",765,Advertisement and marketing,370,967,"2,253",294,164,491,103,297,74,0,0,671,0,53,801,0,547,64,0,58,105,2566,146,0,0,292
0,824,0,0,0,0,0,0,0,0,0,"2,528",0,0,253,0,Advertising and Public Relations Managers,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,0,0,Advertisement and marketing,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2566,0,231,0,0
0,0,0,0,27,0,119,0,0,0,0,"12,665",0,0,153,0,Information and Communications Technology Service,0,0,102,0,0,93,0,0,0,0,0,166,102,0,0,0,0,0,0,67,0,0,0,0,107,0,0,0,0,0,0,0,239,0,0,1330,0,0,"IT, software and computer services",523,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2566,0,0,0,258
0,614,0,222,69,325,81,0,130,362,93,"6,949",190,119,"1,213",0,Hotel Managers,0,537,0,60,131,0,0,0,658,564,0,58,0,0,53,0,0,0,0,167,241,0,318,0,115,0,28,0,0,"2,365",0,"1,434",0,0,42,1411,490,0,Cultural Tourism,0,"1,902","3,013",422,0,314,106,0,279,0,0,0,0,47,0,0,61,0,0,87,181,2566,0,0,126,0
0,"4,130",0,651,373,333,664,90,27,"1,375",830,"24,743",556,412,"2,175",68,Restaurant Managers,0,"1,005",53,158,291,466,"1,328",145,162,936,"3,372",0,656,833,29,0,0,176,230,0,0,0,514,930,0,95,115,0,139,0,156,"9,086",0,"1,816",94,1412,888,0,Thai Food,0,0,"2,673",105,18,0,107,0,441,984,0,0,"1,496",44,"1,063",0,0,0,301,0,945,2566,595,101,969,"1,592"
0,0,0,0,0,626,220,0,0,0,0,"2,713",0,166,384,0,"Sports, Recreation and Cultural Centre Managers",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,0,121,0,0,0,0,177,0,0,0,0,0,229,0,0,0,0,0,1431,0,0,Thai Traditional Medicine,0,0,540,0,0,0,108,0,144,0,0,277,0,0,0,115,80,0,0,0,0,2566,167,0,0,0
0,673,0,0,0,0,0,0,0,"1,050",0,"18,964",0,540,497,0,Building Architects,37,0,0,0,50,0,156,0,0,184,"1,836",0,0,592,0,0,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,2161,0,0,Architecture ,0,964,0,170,0,0,109,0,0,0,0,833,"1,400",71,400,0,0,0,0,0,0,2566,0,0,0,415
0,0,0,0,0,"1,252",0,0,21,"2,027",0,"9,769",0,192,0,0,Product and Garment Designers,0,0,0,268,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,"1,186",507,142,0,2163,0,0,"Design: product, graphic and fashion design",0,0,217,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2566,0,0,0,386
0,978,0,0,0,0,0,136,0,331,0,"1,255",0,0,0,0,Town and Traffic Planners,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,188,0,0,0,0,0,0,0,0,0,0,0,0,2164,0,0,Architecture ,0,0,0,0,0,0,111,0,0,0,0,0,0,412,0,0,0,0,0,0,0,2566,0,0,0,0
0,"8,703",0,0,0,0,252,618,202,"1,743",116,"22,613",0,"2,198","1,761",319,Graphic and Multimedia Designers,0,373,0,0,0,0,0,224,0,0,"3,286",0,51,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,176,0,0,"3,541","1,172",0,0,2166,0,0,"Design: product, graphic and fashion design",0,"3,788","1,163",268,0,0,112,377,0,0,0,830,"1,247",185,517,0,0,0,0,61,94,2566,0,267,0,810
0,"12,199",0,209,67,809,0,466,349,"2,897",0,"62,208",0,73,"1,500",0,Advertising and Marketing Professionals,104,693,0,60,677,0,121,0,355,190,"4,129",0,229,209,0,0,0,0,0,0,251,315,359,0,0,0,0,0,0,0,40,"18,891",0,693,112,2431,"1,537",0,Advertisement and marketing,0,"2,128","3,188",289,0,0,113,0,0,0,0,"1,275",610,0,308,0,0,0,0,56,399,2566,0,52,872,0
0,"4,482",272,0,0,0,0,0,32,"1,452",0,"8,374",0,325,900,0,Public Relations Professionals,0,"2,524",0,0,590,417,338,0,946,179,"3,410",0,55,0,0,0,307,0,97,558,78,0,272,857,250,0,23,0,0,590,0,"3,192",130,0,0,2432,"1,284",0,Advertisement and marketing,649,0,"1,569",601,123,0,114,299,84,0,0,147,0,0,"4,410",0,32,43,0,97,0,2566,0,52,0,632
0,688,0,0,0,0,0,0,0,0,0,"5,931",0,0,0,0,Systems Analysts,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2511,0,0,"IT, software and computer services",0,0,0,164,0,0,115,595,0,0,0,0,0,0,0,181,0,0,0,0,0,2566,0,0,0,0
0,777,0,0,0,0,0,0,0,641,0,"3,855",0,0,0,0,Software Developers,0,0,0,0,0,0,0,0,0,0,"2,768",252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,109",0,0,357,0,0,0,2512,0,0,"IT, software and computer services",0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,56,0,2566,0,0,0,0
0,0,0,0,0,0,0,0,0,911,0,"8,941",0,0,517,0,Web and Multimedia Developers,0,291,0,0,0,0,0,0,0,0,"2,375",0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,2513,374,0,"IT, software and computer services",298,"2,991",0,0,0,0,117,518,0,0,0,0,0,0,0,0,0,0,0,0,0,2566,0,192,0,0
0,0,0,0,0,0,0,0,0,0,0,"1,507",0,0,0,0,Archivists and Curators,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2621,0,0,"Museums, galleries and libraries",0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,212,0,0,2566,0,0,0,0
0,361,0,0,0,0,0,0,0,0,0,"1,067",0,0,0,0,Librarians and Related Information Professionals,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,2622,0,0,"Museums, galleries and libraries",0,0,0,0,0,0,119,0,0,197,0,0,0,0,0,0,0,0,0,0,0,2566,0,53,0,0
0,0,0,0,0,0,0,0,0,0,0,"1,070",0,0,0,0,Authors and Related Writers,0,0,189,0,0,0,0,0,0,0,"1,885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641,0,0,Publishing,0,0,0,0,0,0,120,198,735,352,0,0,0,0,0,0,0,0,0,0,0,2566,0,285,0,290
0,0,246,0,0,0,0,0,0,0,0,"2,838",0,0,0,0,Journalists,0,0,54,0,0,0,0,0,260,139,0,0,0,0,0,0,0,0,96,0,0,458,161,0,64,0,0,0,0,0,0,"1,236",0,77,0,2642,0,0,Publishing ,0,0,0,0,0,0,121,0,0,0,0,0,0,99,703,0,0,0,0,0,0,2566,0,0,82,0
0,"1,548",0,"2,513",0,0,113,0,0,"3,604",0,597,0,"3,298",0,0,Visual Artists,0,0,0,73,0,49,0,45,0,200,0,161,0,"1,241",0,0,0,0,0,0,0,0,"1,077",0,0,0,46,0,0,314,0,0,0,205,309,2651,0,0,"Music, performing and visual Arts ",0,486,0,0,0,0,122,0,0,0,0,508,0,48,355,0,0,0,975,0,0,2566,0,0,0,311
0,0,0,0,38,175,0,"1,335",0,"1,854",0,"5,329",0,0,743,0,"Musicians, Singers and Composers",100,284,0,0,0,701,0,0,235,"1,280","2,049",0,0,205,0,197,0,162,0,0,0,622,237,"2,251",0,0,0,685,"2,120",0,635,"1,276",0,794,0,2652,939,0,"Music, performing and visual Arts ",315,385,"2,779",605,0,0,123,0,"1,002",0,0,225,668,0,680,963,0,167,0,0,0,2566,686,367,0,"1,375"
0,0,0,0,0,0,0,0,0,270,0,685,0,0,0,0,Dancers and Choreographers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2653,0,0,"Music, performing and visual Arts ",0,0,0,0,0,0,124,0,0,0,0,0,251,0,0,0,0,409,0,0,0,2566,0,0,0,0
0,490,0,0,0,0,0,0,0,765,0,"12,533",0,0,0,0,"Film, Stage and Related Directors and Producers",0,0,0,0,0,0,0,0,0,0,575,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654,0,0,"Film, TV, video, radio and photography",0,0,0,0,0,0,125,0,0,0,0,935,"1,218",0,0,0,0,0,0,0,0,2566,0,0,0,0
0,888,0,0,0,0,0,0,0,0,0,"1,211",0,0,0,0,Actors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2655,0,0,"Music, performing and visual Arts ",0,"1,793",0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,186,0,0,2566,0,0,0,129
995,758,140,564,214,994,552,227,149,"1,286",524,"8,515",166,323,774,341,Civil Engineering Technicians,167,978,267,717,112,189,711,783,803,810,0,59,65,476,68,0,453,606,122,660,243,496,"2,385",928,584,0,30,443,409,700,362,"1,831",387,474,118,3112,0,0,Architecture ,500,609,0,197,0,59,127,187,405,0,99,809,"5,216",682,"1,202",517,68,439,357,269,903,2566,303,0,0,942
0,0,0,0,26,0,0,0,37,"1,287",152,"21,519",0,0,0,0,Photographers,343,0,0,0,0,567,"1,402",47,0,0,"3,276",0,462,448,0,0,53,37,237,0,0,0,0,0,166,0,149,0,0,0,74,"2,230",189,0,0,3431,0,0,"Film, TV, video, radio and photography",0,0,0,542,0,0,128,0,0,151,0,0,0,214,519,0,0,26,0,0,0,2566,0,213,80,0
0,"1,500",0,0,0,0,73,0,0,0,0,"7,994",0,0,351,0,Interior Designers and Decorators,0,0,0,0,0,0,0,0,0,0,"1,187",0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,184,0,0,"1,831",0,0,0,3432,0,0,"Design: product, graphic and fashion design",0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2566,0,0,0,429
0,517,0,0,0,0,155,0,36,802,0,"3,967",0,0,"1,485",0,Chefs,313,0,0,64,69,0,0,0,585,0,0,0,0,0,0,187,110,0,101,0,0,0,0,0,0,0,236,0,0,0,57,0,0,0,99,3434,0,0,Thai Food,706,0,0,170,0,0,130,0,0,0,0,0,0,0,"1,038",0,0,0,0,35,0,2566,0,358,0,0
