ประเภทกฎหมาย,ประเภทรถ,จังหวัด,ประเภทเชื้อเพลิง,จำนวนรถ
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มหาสารคาม,CNG สลับเบนซิน,275
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มหาสารคาม,LPG+เบนซินสลับไฟฟ้า,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มหาสารคาม,แก๊ส LPG,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มหาสารคาม,แก๊ส LPG +ดีเซล,5
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มหาสารคาม,แก๊ส LPG +เบนซิน,844
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มหาสารคาม,ดีเซล,22242
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มหาสารคาม,ดีเซล-ไฟฟ้า,12
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มหาสารคาม,เบนซิน,35125
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มหาสารคาม,เบนซิน-ไฟฟ้า,1612
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มหาสารคาม,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,135
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มหาสารคาม,เบนซิน+เอทานอล,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มหาสารคาม,ไฟฟ้า,691
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มหาสารคาม,ไม่ระบุ,3
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มุกดาหาร,CNG สลับเบนซิน,224
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มุกดาหาร,LPG+เบนซินสลับไฟฟ้า,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มุกดาหาร,แก๊ส LPG,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มุกดาหาร,แก๊ส LPG +ดีเซล,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มุกดาหาร,แก๊ส LPG +เบนซิน,349
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มุกดาหาร,ดีเซล,12737
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มุกดาหาร,ดีเซล-ไฟฟ้า,14
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มุกดาหาร,เบนซิน,19506
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มุกดาหาร,เบนซิน-ไฟฟ้า,867
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มุกดาหาร,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,64
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มุกดาหาร,ไฟฟ้า,262
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,มุกดาหาร,ไม่ระบุ,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,แม่ฮ่องสอน,CNG สลับเบนซิน,3
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,แม่ฮ่องสอน,แก๊ส LPG +เบนซิน,31
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,แม่ฮ่องสอน,ดีเซล,2162
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,แม่ฮ่องสอน,เบนซิน,2125
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,แม่ฮ่องสอน,เบนซิน-ไฟฟ้า,56
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,แม่ฮ่องสอน,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,3
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,แม่ฮ่องสอน,ไฟฟ้า,8
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,แม่ฮ่องสอน,ไม่ใช้เชื้อเพลิง,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,แม่ฮ่องสอน,ไม่ระบุ,4
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยโสธร,CNG สลับเบนซิน,158
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยโสธร,แก๊ส LPG +ดีเซล,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยโสธร,แก๊ส LPG +เบนซิน,644
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยโสธร,ดีเซล,13576
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยโสธร,ดีเซล-ไฟฟ้า,7
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยโสธร,เบนซิน,21434
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยโสธร,เบนซิน-ไฟฟ้า,717
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยโสธร,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,43
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยโสธร,ไฟฟ้า,181
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยโสธร,ไม่ใช้เชื้อเพลิง,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยะลา,CNG ร่วมกับดีเซล,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยะลา,CNG สลับเบนซิน,62
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยะลา,แก๊ส LPG,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยะลา,แก๊ส LPG +เบนซิน,406
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยะลา,ดีเซล,20046
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยะลา,ดีเซล-ไฟฟ้า,10
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยะลา,เบนซิน,33271
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยะลา,เบนซิน-ไฟฟ้า,1080
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยะลา,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,47
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยะลา,เบนซิน+เอทานอล,3
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยะลา,ไฟฟ้า,247
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยะลา,ไม่ใช้เชื้อเพลิง,4
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ยะลา,ไม่ระบุ,27
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ร้อยเอ็ด,CNG สลับเบนซิน,596
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ร้อยเอ็ด,ก๊าซ CNG,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ร้อยเอ็ด,แก๊ส LPG,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ร้อยเอ็ด,แก๊ส LPG +ดีเซล,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ร้อยเอ็ด,แก๊ส LPG +เบนซิน,1700
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ร้อยเอ็ด,ดีเซล,28357
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ร้อยเอ็ด,ดีเซล-ไฟฟ้า,23
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ร้อยเอ็ด,ดีเซล-ไฟฟ้าแบบเสียบปลั๊ก,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ร้อยเอ็ด,เบนซิน,49389
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ร้อยเอ็ด,เบนซิน-ไฟฟ้า,2121
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ร้อยเอ็ด,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,115
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ร้อยเอ็ด,ไฟฟ้า,836
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ร้อยเอ็ด,ไม่ใช้เชื้อเพลิง,5
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ร้อยเอ็ด,ไม่ระบุ,17
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระนอง,CNG สลับเบนซิน,16
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระนอง,LPG+เบนซินสลับไฟฟ้า,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระนอง,แก๊ส LPG,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระนอง,แก๊ส LPG +เบนซิน,159
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระนอง,ดีเซล,5945
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระนอง,ดีเซล-ไฟฟ้า,5
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระนอง,เบนซิน,9882
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระนอง,เบนซิน-ไฟฟ้า,395
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระนอง,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,22
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระนอง,เบนซิน+เอทานอล,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระนอง,ไฟฟ้า,92
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระยอง,CNG ร่วมกับดีเซล,3
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระยอง,CNG สลับเบนซิน,2088
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระยอง,LPG+เบนซินสลับไฟฟ้า,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระยอง,แก๊ส LPG,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระยอง,แก๊ส LPG +ดีเซล,9
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระยอง,แก๊ส LPG +เบนซิน,6308
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระยอง,ดีเซล,94104
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระยอง,ดีเซล-ไฟฟ้า,71
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระยอง,ดีเซล-ไฟฟ้าแบบเสียบปลั๊ก,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระยอง,เบนซิน,114032
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระยอง,เบนซิน-ไฟฟ้า,7029
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระยอง,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,597
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระยอง,เบนซิน+LPG+CNG,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระยอง,เบนซิน+เอทานอล,6
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระยอง,ไฟฟ้า,4073
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระยอง,ไม่ใช้เชื้อเพลิง,14
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ระยอง,ไม่ระบุ,11
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ราชบุรี,CNG ร่วมกับดีเซล,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ราชบุรี,CNG สลับเบนซิน,691
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ราชบุรี,แก๊ส LPG,4
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ราชบุรี,แก๊ส LPG +ดีเซล,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ราชบุรี,แก๊ส LPG +เบนซิน,4139
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ราชบุรี,ดีเซล,32735
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ราชบุรี,ดีเซล-ไฟฟ้า,20
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ราชบุรี,ดีเซล-ไฟฟ้าแบบเสียบปลั๊ก,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ราชบุรี,เบนซิน,55796
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ราชบุรี,เบนซิน-ไฟฟ้า,2315
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ราชบุรี,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,217
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ราชบุรี,ไฟฟ้า,1323
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ราชบุรี,ไม่ใช้เชื้อเพลิง,5
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ราชบุรี,ไม่ระบุ,7
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลพบุรี,CNG สลับ LPG,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลพบุรี,CNG สลับเบนซิน,759
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลพบุรี,LPG+เบนซินสลับไฟฟ้า,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลพบุรี,แก๊ส LPG,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลพบุรี,แก๊ส LPG +เบนซิน,3595
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลพบุรี,ดีเซล,34852
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลพบุรี,ดีเซล-ไฟฟ้า,27
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลพบุรี,ดีเซล-ไฟฟ้าแบบเสียบปลั๊ก,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลพบุรี,เบนซิน,57054
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลพบุรี,เบนซิน-ไฟฟ้า,1804
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลพบุรี,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,125
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลพบุรี,เบนซิน+เอทานอล,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลพบุรี,ไฟฟ้า,825
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลพบุรี,ไม่ใช้เชื้อเพลิง,17
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลพบุรี,ไม่ระบุ,83
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำปาง,CNG สลับเบนซิน,1027
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำปาง,แก๊ส LPG,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำปาง,แก๊ส LPG +ดีเซล,4
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำปาง,แก๊ส LPG +เบนซิน,1532
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำปาง,ดีเซล,27543
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำปาง,ดีเซล-ไฟฟ้า,17
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำปาง,เบนซิน,65897
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำปาง,เบนซิน-ไฟฟ้า,2557
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำปาง,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,148
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำปาง,เบนซิน+เอทานอล,4
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำปาง,ไฟฟ้า,1148
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำปาง,ไม่ใช้เชื้อเพลิง,7
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำปาง,ไม่ระบุ,7
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำพูน,CNG สลับเบนซิน,325
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำพูน,LPG+เบนซินสลับไฟฟ้า,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำพูน,แก๊ส LPG,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำพูน,แก๊ส LPG +เบนซิน,540
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำพูน,ดีเซล,11128
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำพูน,ดีเซล-ไฟฟ้า,13
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำพูน,เบนซิน,28632
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำพูน,เบนซิน-ไฟฟ้า,644
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำพูน,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,55
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำพูน,เบนซิน+เอทานอล,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำพูน,ไฟฟ้า,200
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำพูน,ไม่ใช้เชื้อเพลิง,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ลำพูน,ไม่ระบุ,6
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เลย,CNG สลับเบนซิน,325
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เลย,LPG+เบนซินสลับไฟฟ้า,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เลย,แก๊ส LPG,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เลย,แก๊ส LPG +ดีเซล,3
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เลย,แก๊ส LPG +เบนซิน,540
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เลย,ดีเซล,23732
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เลย,ดีเซล-ไฟฟ้า,5
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เลย,เบนซิน,29060
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เลย,เบนซิน-ไฟฟ้า,1093
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เลย,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,74
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เลย,เบนซิน+เอทานอล,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เลย,ไฟฟ้า,420
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เลย,ไม่ใช้เชื้อเพลิง,3
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,เลย,ไม่ระบุ,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ศรีสะเกษ,CNG สลับเบนซิน,339
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ศรีสะเกษ,แก๊ส LPG,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ศรีสะเกษ,แก๊ส LPG +ดีเซล,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ศรีสะเกษ,แก๊ส LPG +เบนซิน,908
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ศรีสะเกษ,ดีเซล,23366
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ศรีสะเกษ,ดีเซล-ไฟฟ้า,14
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ศรีสะเกษ,ดีเซล-ไฟฟ้าแบบเสียบปลั๊ก,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ศรีสะเกษ,เบนซิน,35943
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ศรีสะเกษ,เบนซิน-ไฟฟ้า,1030
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ศรีสะเกษ,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,66
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ศรีสะเกษ,ไฟฟ้า,516
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ศรีสะเกษ,ไม่ใช้เชื้อเพลิง,3
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,ศรีสะเกษ,ไม่ระบุ,8
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,สกลนคร,CNG สลับเบนซิน,187
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,สกลนคร,แก๊ส LPG,3
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,สกลนคร,แก๊ส LPG +ดีเซล,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,สกลนคร,แก๊ส LPG +เบนซิน,959
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,สกลนคร,ดีเซล,28851
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,สกลนคร,ดีเซล-ไฟฟ้า,21
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,สกลนคร,ดีเซล-ไฟฟ้าแบบเสียบปลั๊ก,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,สกลนคร,เบนซิน,50734
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,สกลนคร,เบนซิน-ไฟฟ้า,1678
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,สกลนคร,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,103
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,สกลนคร,เบนซิน+เอทานอล,1
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,สกลนคร,ไฟฟ้า,892
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,สกลนคร,ไม่ใช้เชื้อเพลิง,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,สกลนคร,ไม่ระบุ,2
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,สงขลา,CNG สลับเบนซิน,1330
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,สงขลา,แก๊ส LPG,4
รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,สงขลา,แก๊ส LPG +ดีเซล,3
